SA2_CODE_2021,UOL_Pe_ex_Da_C11_P,UOL_Pe_ex_Da_C16_M,UOL_Pe_ex_Da_C16_F,UOL_Pe_ex_Da_C16_P,UOL_Pe_ex_Da_C21_M,UOL_Pe_ex_Da_C21_F,UOL_Pe_ex_Da_C21_P,UOL_Portuguese_C11_M,UOL_Portuguese_C11_F,UOL_Portuguese_C11_P,UOL_Portuguese_C16_M,UOL_Portuguese_C16_F,UOL_Portuguese_C16_P,UOL_Portuguese_C21_M,UOL_Portuguese_C21_F,UOL_Portuguese_C21_P,UOL_Punjabi_C11_M,UOL_Punjabi_C11_F,UOL_Punjabi_C11_P,UOL_Punjabi_C16_M,UOL_Punjabi_C16_F,UOL_Punjabi_C16_P,UOL_Punjabi_C21_M,UOL_Punjabi_C21_F,UOL_Punjabi_C21_P,UOL_Russian_C11_M,UOL_Russian_C11_F,UOL_Russian_C11_P,UOL_Russian_C16_M,UOL_Russian_C16_F,UOL_Russian_C16_P,UOL_Russian_C21_M,UOL_Russian_C21_F,UOL_Russian_C21_P,UOL_Serbian_C11_M,UOL_Serbian_C11_F,UOL_Serbian_C11_P,UOL_Serbian_C16_M,UOL_Serbian_C16_F,UOL_Serbian_C16_P,UOL_Serbian_C21_M,UOL_Serbian_C21_F,UOL_Serbian_C21_P,UOL_Sinhalese_C11_M,UOL_Sinhalese_C11_F,UOL_Sinhalese_C11_P,UOL_Sinhalese_C16_M,UOL_Sinhalese_C16_F,UOL_Sinhalese_C16_P,UOL_Sinhalese_C21_M,UOL_Sinhalese_C21_F,UOL_Sinhalese_C21_P,UOL_Spanish_C11_M,UOL_Spanish_C11_F,UOL_Spanish_C11_P,UOL_Spanish_C16_M,UOL_Spanish_C16_F,UOL_Spanish_C16_P,UOL_Spanish_C21_M,UOL_Spanish_C21_F,UOL_Spanish_C21_P,UOL_Tagalog_C11_M,UOL_Tagalog_C11_F,UOL_Tagalog_C11_P,UOL_Tagalog_C16_M,UOL_Tagalog_C16_F,UOL_Tagalog_C16_P,UOL_Tagalog_C21_M,UOL_Tagalog_C21_F,UOL_Tagalog_C21_P,UOL_Tamil_C11_M,UOL_Tamil_C11_F,UOL_Tamil_C11_P,UOL_Tamil_C16_M,UOL_Tamil_C16_F,UOL_Tamil_C16_P,UOL_Tamil_C21_M,UOL_Tamil_C21_F,UOL_Tamil_C21_P,UOL_Thai_C11_M,UOL_Thai_C11_F,UOL_Thai_C11_P,UOL_Thai_C16_M,UOL_Thai_C16_F,UOL_Thai_C16_P,UOL_Thai_C21_M,UOL_Thai_C21_F,UOL_Thai_C21_P,UOL_Turkish_C11_M,UOL_Turkish_C11_F,UOL_Turkish_C11_P,UOL_Turkish_C16_M,UOL_Turkish_C16_F,UOL_Turkish_C16_P,UOL_Turkish_C21_M,UOL_Turkish_C21_F,UOL_Turkish_C21_P,UOL_Urdu_C11_M,UOL_Urdu_C11_F,UOL_Urdu_C11_P,UOL_Urdu_C16_M,UOL_Urdu_C16_F,UOL_Urdu_C16_P,UOL_Urdu_C21_M,UOL_Urdu_C21_F,UOL_Urdu_C21_P,UOL_Viet_C11_M,UOL_Viet_C11_F,UOL_Viet_C11_P,UOL_Viet_C16_M,UOL_Viet_C16_F,UOL_Viet_C16_P,UOL_Viet_C21_M,UOL_Viet_C21_F,UOL_Viet_C21_P,UOL_Other_C11_M,UOL_Other_C11_F,UOL_Other_C11_P,UOL_Other_C16_M,UOL_Other_C16_F,UOL_Other_C16_P,UOL_Other_C21_M,UOL_Other_C21_F,UOL_Other_C21_P,Lang_used_home_NS_C11_M,Lang_used_home_NS_C11_F,Lang_used_home_NS_C11_P,Lang_used_home_NS_C16_M,Lang_used_home_NS_C16_F,Lang_used_home_NS_C16_P,Lang_used_home_NS_C21_M,Lang_used_home_NS_C21_F,Lang_used_home_NS_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
801011001,0,0,5,4,0,0,7,0,0,0,0,3,5,0,0,0,0,0,5,6,0,4,0,0,0,4,0,3,6,6,3,0,0,0,4,0,4,0,0,0,0,0,3,8,0,9,7,8,17,0,5,6,6,6,6,0,0,6,3,10,16,3,0,3,0,0,0,5,6,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,0,0,4,0,0,3,0,0,5,4,0,7,3,4,4,0,0,7,0,6,3,3,5,6,6,12,14,30,41,69,30,40,72,51,39,91,69,75,140,44,33,75,42,45,91,1202,1279,2479,1171,1227,2397,1270,1335,2605
801011002,31,21,30,53,53,41,85,7,5,13,7,9,12,20,18,38,13,17,25,26,22,45,73,59,136,11,11,21,10,8,18,7,10,17,8,10,15,6,9,19,10,12,22,12,9,20,13,14,29,25,16,41,22,21,49,37,45,81,61,67,126,18,15,27,15,30,45,40,56,95,8,12,22,25,25,49,23,20,48,3,7,11,10,30,40,5,30,36,6,9,18,10,5,16,16,10,21,14,9,32,39,25,64,43,38,82,44,41,84,42,76,122,57,88,147,118,111,228,211,186,402,274,305,578,322,240,558,287,274,559,223,216,435,2275,2165,4436,3326,3328,6651,4202,4296,8502
801011003,28,24,19,39,14,15,27,3,6,6,3,5,9,9,3,10,10,12,20,14,15,31,39,37,71,5,4,9,14,13,26,17,7,23,8,6,11,6,9,16,6,8,16,26,26,49,31,23,57,25,39,59,17,15,32,24,20,48,34,30,70,10,7,13,24,30,56,15,28,44,16,19,34,29,23,51,35,38,69,10,10,21,7,24,29,5,25,29,7,4,6,5,0,5,3,0,10,22,7,30,35,18,57,36,36,64,47,59,104,36,53,91,46,84,132,110,104,205,145,132,276,193,201,390,440,471,913,243,263,504,126,139,267,3165,3225,6390,3497,3502,6996,3600,3914,7520
801011004,0,0,0,0,0,0,0,4,5,8,0,5,3,6,3,8,0,0,0,4,6,9,20,16,32,0,0,9,3,4,9,0,3,6,7,3,7,6,3,10,0,3,3,7,0,8,0,0,0,0,0,6,27,22,47,19,19,37,13,12,28,8,11,18,13,13,30,12,18,31,0,0,0,0,0,0,0,3,7,10,15,20,0,9,11,8,12,15,0,0,0,0,0,0,0,0,6,0,0,0,9,4,10,8,5,12,13,15,30,20,22,47,18,22,38,46,64,110,53,67,120,71,79,155,94,92,180,91,88,177,65,66,134,1488,1584,3066,1465,1509,2979,1499,1552,3055
801011005,4,5,4,9,0,0,0,0,0,4,0,0,0,0,0,5,6,0,6,0,0,0,3,4,4,13,12,20,3,8,12,3,7,12,0,0,3,3,0,4,6,0,4,7,8,10,9,8,21,6,0,7,11,16,27,12,18,32,22,16,38,3,5,7,0,9,3,8,8,18,0,0,0,0,0,0,3,5,3,3,3,4,0,9,9,3,11,15,0,0,0,3,4,7,8,0,5,0,0,0,5,3,8,4,3,7,5,4,8,5,8,12,0,11,16,37,48,87,43,42,80,39,40,76,48,43,91,61,51,110,50,61,108,1404,1504,2901,1347,1460,2804,1391,1570,2965
801011006,19,5,4,10,3,16,19,3,0,7,0,5,4,3,4,10,0,0,0,21,15,36,30,25,61,6,16,19,4,9,10,3,11,11,5,10,10,0,4,6,4,6,5,10,6,16,10,9,21,8,19,22,38,44,81,32,47,86,42,54,95,15,14,32,14,20,41,25,34,51,3,6,9,8,13,22,4,4,5,7,10,13,5,15,24,9,17,29,0,0,0,4,0,3,0,0,0,22,16,32,11,12,31,17,18,32,46,56,103,44,50,96,33,46,84,164,194,358,174,223,401,185,206,385,88,76,163,122,126,253,118,96,215,3506,3601,7108,3534,3663,7199,3633,3632,7265
801011007,0,0,0,0,4,4,9,5,0,8,0,5,6,0,4,5,9,3,9,15,10,25,13,12,24,11,6,9,11,4,13,6,5,14,12,5,14,8,8,8,7,3,7,4,3,3,0,4,7,3,3,8,24,43,68,24,31,57,25,32,59,5,0,4,0,0,0,6,6,11,4,8,11,3,0,4,7,6,15,0,0,0,3,6,8,7,5,8,0,0,0,0,0,0,0,0,0,12,3,17,8,9,20,12,0,13,23,32,54,25,25,55,29,35,58,74,103,179,82,96,173,97,91,185,62,40,101,172,167,336,68,59,125,2693,2722,5417,2672,2653,5329,2863,2667,5531
801011008,13,9,13,17,4,10,9,7,5,12,0,0,4,9,7,13,14,9,24,14,3,13,21,19,38,9,12,20,7,6,15,9,7,12,12,12,18,9,10,15,7,3,11,8,9,17,13,15,21,7,11,18,25,31,57,29,26,56,36,34,66,28,23,48,13,23,33,15,21,40,10,15,20,6,9,13,9,8,11,0,8,12,5,12,15,5,11,17,0,0,0,0,0,0,0,0,0,15,8,25,32,21,56,32,31,61,108,112,220,113,124,239,98,126,222,119,137,259,108,114,222,114,124,234,107,81,188,104,96,200,72,75,144,2483,2561,5039,2333,2432,4769,2316,2464,4781
801011009,0,7,3,8,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,8,6,13,0,7,6,0,7,6,4,3,6,5,5,5,0,3,7,7,4,11,0,3,3,0,0,0,0,0,0,16,27,34,19,12,29,26,15,40,5,0,7,0,3,5,3,8,10,0,0,0,0,0,0,3,0,3,3,0,6,0,4,3,3,3,6,0,0,5,3,0,3,0,0,9,0,0,0,0,0,0,26,8,25,5,5,8,5,10,13,7,16,23,51,51,103,46,50,96,72,59,124,147,120,265,61,58,120,54,55,109,1788,1763,3554,1692,1664,3355,1849,1821,3671
801011010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,4,3,7,4,3,9,6,0,8,0,0,0,0,5,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,8,3,3,3,3,3,3,21,29,44,25,13,35,35,30,66,27,10,37,45,44,83,24,22,47,1076,1044,2124,1005,1026,2027,1101,1035,2126
801011011,0,0,0,0,0,3,3,6,0,6,0,0,0,4,0,3,0,4,9,7,7,15,5,5,10,0,0,0,0,0,0,0,0,0,0,4,4,0,3,4,8,7,14,5,6,11,3,3,11,11,5,22,9,13,18,17,19,34,17,18,35,0,0,0,0,5,5,4,3,8,3,0,9,0,0,0,0,3,5,0,3,12,3,8,11,3,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,0,6,14,15,33,10,9,26,9,9,21,38,63,100,67,63,131,44,63,111,69,35,107,62,67,127,50,48,98,1655,1651,3301,1648,1669,3312,1685,1688,3372
801011012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,4,4,10,4,4,3
801011013,3,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,4,4,8,17,15,30,13,12,18,0,4,4,0,0,4,0,0,0,0,0,0,4,7,4,0,0,0,7,10,9,4,5,4,9,10,12,9,3,6,8,6,11,9,8,16,0,3,3,4,4,11,5,3,6,5,6,9,4,4,6,3,7,10,0,3,3,0,3,0,3,3,8,0,0,0,0,0,0,0,0,0,12,3,15,29,20,48,8,8,16,17,19,34,9,17,26,19,27,49,35,36,75,57,46,104,48,53,103,77,40,119,58,56,113,60,56,114,1447,1427,2877,1523,1431,2956,1479,1528,3008
801011014,0,0,0,0,6,4,4,0,3,3,0,0,0,0,0,0,0,0,3,6,4,7,9,12,18,4,3,11,0,6,6,0,9,10,10,3,11,0,3,8,6,0,7,6,0,3,4,7,14,6,7,14,24,33,56,17,27,49,20,29,51,4,10,11,10,9,15,4,11,17,3,0,3,4,3,3,0,7,10,0,3,3,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,8,15,9,5,14,7,0,5,21,27,47,19,20,43,31,33,62,49,57,106,32,50,81,53,64,119,36,36,72,81,77,152,50,48,99,1544,1550,3089,1541,1531,3069,1642,1678,3321
801011015,5,0,0,0,4,9,13,4,0,8,4,4,7,0,0,0,3,0,5,16,14,30,44,42,85,3,9,8,0,3,4,3,4,11,4,0,5,0,6,4,5,0,3,9,0,7,0,0,9,9,9,16,21,24,45,19,28,48,31,24,58,9,4,14,5,5,13,8,15,26,5,5,4,0,3,3,3,7,10,0,0,4,0,11,7,5,5,13,0,0,4,0,0,0,0,0,4,16,19,38,11,5,20,11,17,23,9,18,28,7,15,18,32,32,66,59,72,137,70,96,166,126,150,271,89,95,184,123,150,272,101,96,194,2280,2537,4816,2176,2443,4623,2749,2875,5628
801011016,8,12,0,17,9,10,15,7,4,18,5,8,11,6,5,12,17,10,20,15,19,31,18,20,36,9,15,23,20,19,32,12,13,22,15,12,25,18,17,30,19,19,40,17,13,20,25,27,48,20,14,28,32,34,65,31,45,79,40,43,83,7,13,26,14,19,26,21,19,37,8,11,11,13,14,29,14,11,28,3,11,13,9,16,27,10,20,29,0,0,3,0,0,0,0,0,3,17,8,30,24,17,43,29,13,37,66,76,140,58,53,109,62,84,145,129,129,257,161,162,325,188,185,372,72,68,141,159,144,303,133,123,253,3714,3600,7316,3667,3604,7270,3937,3736,7672
801011017,0,0,0,7,0,5,7,0,0,0,0,0,0,0,0,0,5,7,6,3,6,8,20,13,32,0,3,3,0,4,4,4,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,19,39,19,17,33,18,13,32,4,10,11,4,7,19,0,6,6,0,0,0,0,0,0,0,3,4,5,7,9,0,9,5,0,8,10,0,0,0,0,0,0,0,0,0,9,9,16,12,11,30,10,11,23,11,17,27,20,16,35,20,23,49,39,60,101,60,61,128,62,62,124,61,56,116,77,96,178,86,73,160,1789,1814,3599,1797,1838,3637,1869,1896,3767
801011018,0,0,0,0,11,6,18,0,0,0,0,0,0,3,9,10,0,0,0,0,0,0,32,22,46,0,0,0,0,0,0,3,11,9,0,0,0,0,0,0,8,3,8,0,0,0,0,0,0,18,8,22,0,0,0,0,0,0,11,12,23,0,0,0,0,0,0,11,10,19,0,0,0,5,4,6,25,24,54,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,13,55,0,0,0,0,0,0,35,41,84,0,0,0,5,0,10,86,71,152,0,0,0,4,3,10,82,96,180,0,0,0,87,59,142,1409,1332,2739
801011019,16,4,7,9,5,3,9,5,0,8,5,3,9,6,6,17,13,14,30,63,57,111,103,90,200,8,8,20,11,19,25,12,13,24,8,8,15,12,8,20,5,9,17,8,12,22,29,29,64,24,17,39,23,29,52,28,32,65,17,38,55,9,24,31,35,41,76,33,51,83,12,12,28,12,18,32,9,11,18,0,0,0,5,12,15,3,15,20,3,3,9,6,5,12,8,8,11,19,20,40,30,28,53,32,30,59,19,15,32,30,34,58,39,50,89,115,117,233,171,173,344,176,228,405,84,79,161,106,91,198,105,94,199,2718,2787,5508,3323,3471,6794,3460,3587,7049
801011020,0,4,0,8,7,9,17,0,0,0,0,0,0,4,0,4,10,5,12,7,4,19,10,9,25,5,0,4,3,4,6,3,0,7,3,5,12,5,3,9,5,0,6,11,7,17,13,9,23,5,3,10,21,26,50,22,21,47,18,20,42,0,0,0,5,4,6,9,14,20,0,0,0,6,15,19,0,0,4,0,6,4,3,4,8,4,11,15,4,3,5,0,0,0,3,0,4,3,0,9,15,9,21,12,14,24,22,33,58,23,39,58,37,31,61,44,50,98,70,72,143,71,72,140,49,45,93,60,55,108,109,71,183,1258,1298,2552,1321,1382,2703,1526,1576,3104
801011021,0,0,0,0,0,0,3,4,0,8,3,4,15,3,7,13,6,0,5,3,5,8,7,8,13,0,9,8,0,6,5,4,3,9,10,3,15,8,7,14,7,10,18,10,7,13,5,0,13,8,6,10,15,23,39,16,24,40,23,32,56,0,6,4,0,3,10,0,0,7,4,6,11,5,5,8,7,3,10,0,10,10,4,21,22,7,8,13,3,4,3,0,0,0,0,0,0,12,10,21,7,9,11,7,6,14,22,34,58,20,28,46,19,34,56,57,66,127,50,57,103,60,69,125,38,37,76,82,73,154,48,44,99,1365,1429,2798,1338,1408,2749,1351,1390,2740
801011022,0,0,0,0,4,0,10,0,0,3,0,0,0,0,0,3,0,0,0,3,4,12,14,9,22,0,4,8,0,0,5,4,0,4,3,6,9,7,0,9,0,4,6,0,0,0,0,7,4,4,6,6,26,24,46,22,18,36,25,23,46,0,4,4,0,4,4,4,10,6,4,0,5,4,6,8,4,6,7,0,3,8,4,4,10,3,6,5,0,5,5,0,5,5,0,3,9,4,5,9,0,0,8,3,4,3,11,3,16,9,14,21,18,12,27,27,51,81,50,61,110,58,66,129,50,53,107,87,63,141,60,57,121,1569,1634,3200,1564,1580,3148,1688,1700,3383
801011023,0,0,6,5,5,4,9,6,0,4,0,0,0,0,0,0,3,4,9,10,5,22,16,11,32,0,3,3,0,3,5,0,4,4,7,3,15,7,7,6,7,7,16,4,9,9,0,0,6,11,10,17,6,18,24,12,19,25,10,24,33,0,0,0,12,14,22,5,13,17,5,0,5,13,9,17,0,0,0,6,6,9,0,6,6,7,10,16,0,0,0,0,0,0,0,0,0,6,4,17,8,6,10,3,3,6,12,20,31,25,21,46,26,30,59,59,68,127,87,105,193,81,73,159,50,75,123,69,104,177,92,83,184,1303,1573,2879,1376,1644,3023,1444,1604,3054
801011024,0,0,0,0,7,4,14,0,4,3,0,8,6,8,6,9,8,5,12,12,3,18,12,8,20,0,0,0,0,5,9,6,7,14,3,5,10,0,4,6,7,7,11,5,3,10,9,5,13,3,9,9,11,13,28,18,19,41,22,20,40,3,0,3,10,6,7,0,4,7,3,0,3,3,0,3,0,0,0,8,6,9,0,4,9,4,9,12,0,0,0,0,3,0,0,0,0,17,8,23,21,10,29,20,12,29,3,16,22,9,9,23,21,21,44,58,53,111,84,79,159,86,74,160,65,60,118,91,85,178,70,64,131,1420,1392,2812,1488,1446,2931,1547,1520,3069
801011025,0,0,0,0,0,0,0,0,5,3,0,4,4,0,0,3,0,0,0,0,3,3,0,0,0,3,4,9,3,8,11,4,3,11,6,12,14,5,6,9,4,7,17,0,0,0,0,5,6,0,0,3,15,13,23,13,18,29,18,24,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,9,21,0,5,3,10,4,16,12,11,23,8,12,22,39,37,75,39,51,84,33,41,71,45,42,87,51,56,106,47,46,90,1268,1294,2558,1229,1353,2584,1282,1307,2587
801011026,4,0,4,4,0,0,3,0,0,0,0,0,0,0,6,4,3,0,0,9,8,17,10,5,16,9,7,13,4,4,10,4,3,3,0,0,0,0,0,0,3,3,9,7,3,6,3,0,9,7,4,8,7,6,10,0,3,4,9,6,14,0,0,0,3,0,4,0,0,0,0,3,8,0,0,5,4,3,6,0,7,11,8,7,6,3,3,6,3,0,3,3,4,6,3,5,6,8,0,14,10,5,16,15,6,21,0,0,6,6,4,13,23,18,40,16,23,40,22,20,42,40,30,63,21,29,49,36,46,77,35,38,71,1270,1338,2608,1267,1311,2575,1395,1404,2795
801011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,10,8,7,14,9,12,12
801011142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011143,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,36,63,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,26,0,0,0,0,0,0,0,4,3,6,5,8,0,0,0,12,7,17,0,0,0,0,0,0,9,6,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,41,72,0,0,0,3,0,3,9,20,28,7,4,18,14,8,16,337,381,714
801011144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,11,12,25
801031031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,17,303,391,30,420,359,19,376,286,16,308,396,34,424,366,22,395
801031032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,23,13,34,16,21,39,12,7,25
801031113,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,5,6,3,9,13,0,4,6,0,0,0,0,0,0,3,0,4,0,3,0,0,5,8,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,8,0,0,0,0,0,0,0,0,3,13,8,20,14,3,23,28,21,47,68,23,91,104,52,155,199,118,316,534,338,871,503,332,837,658,436,1097
801031114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,6,0,7,0,3,0,0,0,5,16,11,31,39,37,75,57,43,100,64,60,125
801031115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,7,0,10,4,0,3,12,0,9,6,0,5,11,12,21,34,16,47,95,84,176,86,90,175,187,111,296
801041034,14,0,0,10,7,3,9,8,10,22,6,4,10,6,9,14,13,16,27,13,16,30,26,26,48,0,8,10,3,7,12,5,4,0,10,9,20,7,7,12,5,7,12,12,15,26,10,10,27,19,22,37,25,33,64,21,26,50,36,41,76,9,10,15,3,11,12,12,14,30,10,16,31,16,22,44,23,25,45,4,10,18,4,9,13,8,9,17,0,0,0,0,3,8,4,0,3,9,9,18,20,13,34,35,28,70,30,35,65,26,29,51,29,31,62,98,96,194,121,123,248,145,160,297,40,35,75,94,82,174,102,96,194,2686,2892,5572,2813,2896,5708,3038,3093,6129
801041035,3,13,16,31,12,12,27,0,0,0,8,5,14,15,8,20,6,4,10,109,95,205,179,154,328,0,0,6,8,11,20,11,8,18,3,0,3,10,11,17,7,11,18,23,24,44,57,47,102,67,61,129,13,12,23,32,28,54,51,39,92,3,14,9,31,40,70,22,36,64,11,15,24,57,60,123,64,54,118,0,0,0,6,9,17,5,16,21,0,0,0,3,4,9,8,4,13,21,16,36,111,114,221,130,126,253,12,9,25,39,55,98,40,70,110,62,75,137,313,308,622,316,320,640,27,16,43,168,154,323,156,143,299,735,759,1497,3314,3416,6730,3646,3690,7339
801041036,0,16,11,25,16,10,24,0,3,7,14,12,28,9,10,22,3,8,9,38,28,66,114,106,214,5,6,3,4,4,7,7,11,17,4,0,6,11,12,20,4,6,12,7,12,15,29,39,69,35,36,75,8,7,13,29,26,62,25,24,52,0,0,0,25,27,47,24,30,52,11,5,17,21,18,39,30,24,62,0,0,0,0,5,8,8,16,23,0,0,0,0,0,0,3,5,3,16,10,21,48,37,82,82,72,153,8,12,14,19,27,47,16,26,43,28,33,62,136,157,296,206,186,387,31,32,70,125,141,259,114,107,227,736,754,1490,2798,2958,5759,3195,3277,6471
801041037,3,12,11,20,10,10,12,0,0,0,5,8,10,9,13,21,0,0,3,18,19,41,16,32,48,0,0,0,9,6,15,10,11,13,0,0,0,10,13,20,18,15,33,0,4,0,19,17,32,23,17,34,0,0,0,16,19,28,21,22,49,0,0,4,9,15,18,7,23,30,6,3,10,27,22,47,27,25,52,0,6,9,0,6,8,4,5,8,0,0,0,3,4,3,8,5,13,5,8,16,42,39,88,57,59,117,4,8,12,28,29,53,21,33,56,11,18,34,137,143,271,151,140,293,10,4,15,92,84,180,68,61,131,267,299,566,2215,2243,4456,2344,2457,4800
801041038,3,5,9,9,3,8,7,0,0,0,13,12,19,6,5,15,7,7,12,12,16,29,32,24,57,4,0,6,9,9,16,10,11,21,0,0,0,4,8,13,10,9,14,19,19,35,26,29,54,22,23,43,4,14,16,16,18,39,21,23,43,3,10,11,7,7,15,8,14,21,19,14,34,31,20,53,28,28,58,7,3,3,5,10,14,3,8,9,0,5,0,4,3,4,0,0,0,12,12,18,15,11,28,17,14,24,11,13,19,22,34,60,25,35,61,56,63,119,107,118,230,102,119,221,32,34,65,84,74,152,72,65,130,1161,1164,2318,2149,2164,4307,2198,2235,4435
