SA2_CODE_2021,C16_AP_45_49_NCB_2,C16_AP_45_49_NCB_3,C16_AP_45_49_NCB_4,C16_AP_45_49_NCB_5,C16_AP_45_49_NCB_6mor,C16_AP_45_49_NCB_NS,C16_AP_45_49_Tot,C16_AP_50_54_NCB_0,C16_AP_50_54_NCB_1,C16_AP_50_54_NCB_2,C16_AP_50_54_NCB_3,C16_AP_50_54_NCB_4,C16_AP_50_54_NCB_5,C16_AP_50_54_NCB_6mor,C16_AP_50_54_NCB_NS,C16_AP_50_54_Tot,C16_AP_55_59_NCB_0,C16_AP_55_59_NCB_1,C16_AP_55_59_NCB_2,C16_AP_55_59_NCB_3,C16_AP_55_59_NCB_4,C16_AP_55_59_NCB_5,C16_AP_55_59_NCB_6mor,C16_AP_55_59_NCB_NS,C16_AP_55_59_Tot,C16_AP_60_64_NCB_0,C16_AP_60_64_NCB_1,C16_AP_60_64_NCB_2,C16_AP_60_64_NCB_3,C16_AP_60_64_NCB_4,C16_AP_60_64_NCB_5,C16_AP_60_64_NCB_6mor,C16_AP_60_64_NCB_NS,C16_AP_60_64_Tot,C16_AP_65_69_NCB_0,C16_AP_65_69_NCB_1,C16_AP_65_69_NCB_2,C16_AP_65_69_NCB_3,C16_AP_65_69_NCB_4,C16_AP_65_69_NCB_5,C16_AP_65_69_NCB_6mor,C16_AP_65_69_NCB_NS,C16_AP_65_69_Tot,C16_AP_70_74_NCB_0,C16_AP_70_74_NCB_1,C16_AP_70_74_NCB_2,C16_AP_70_74_NCB_3,C16_AP_70_74_NCB_4,C16_AP_70_74_NCB_5,C16_AP_70_74_NCB_6mor,C16_AP_70_74_NCB_NS,C16_AP_70_74_Tot,C16_AP_75_79_NCB_0,C16_AP_75_79_NCB_1,C16_AP_75_79_NCB_2,C16_AP_75_79_NCB_3,C16_AP_75_79_NCB_4,C16_AP_75_79_NCB_5,C16_AP_75_79_NCB_6mor,C16_AP_75_79_NCB_NS,C16_AP_75_79_Tot,C16_AP_80_84_NCB_0,C16_AP_80_84_NCB_1,C16_AP_80_84_NCB_2,C16_AP_80_84_NCB_3,C16_AP_80_84_NCB_4,C16_AP_80_84_NCB_5,C16_AP_80_84_NCB_6mor,C16_AP_80_84_NCB_NS,C16_AP_80_84_Tot,C16_AP_85over_N_c_b_0,C16_AP_85over_N_c_b_1,C16_AP_85over_N_c_b_2,C16_AP_85over_N_c_b_3,C16_AP_85over_N_c_b_4,C16_AP_85over_N_c_b_5,C16_AP_85over_N_c_b_6mor,C16_AP_85over_N_c_b_NS,C16_AP_85over_Tot,C16_AP_Tot_NCB_0,C16_AP_Tot_NCB_1,C16_AP_Tot_NCB_2,C16_AP_Tot_NCB_3,C16_AP_Tot_NCB_4,C16_AP_Tot_NCB_5,C16_AP_Tot_N_c_b_6mor,C16_AP_Tot_NCB_NS,C16_AP_Tot_Tot,C21_AP_15_19_NCB_0,C21_AP_15_19_NCB_1,C21_AP_15_19_NCB_2,C21_AP_15_19_NCB_3,C21_AP_15_19_NCB_4,C21_AP_15_19_NCB_5,C21_AP_15_19_NCB_6mor,C21_AP_15_19_NCB_NS,C21_AP_15_19_Tot,C21_AP_20_24_NCB_0,C21_AP_20_24_NCB_1,C21_AP_20_24_NCB_2,C21_AP_20_24_NCB_3,C21_AP_20_24_NCB_4,C21_AP_20_24_NCB_5,C21_AP_20_24_NCB_6mor,C21_AP_20_24_NCB_NS,C21_AP_20_24_Tot,C21_AP_25_29_NCB_0,C21_AP_25_29_NCB_1,C21_AP_25_29_NCB_2,C21_AP_25_29_NCB_3,C21_AP_25_29_NCB_4,C21_AP_25_29_NCB_5,C21_AP_25_29_NCB_6mor,C21_AP_25_29_NCB_NS,C21_AP_25_29_Tot,C21_AP_30_34_NCB_0,C21_AP_30_34_NCB_1,C21_AP_30_34_NCB_2,C21_AP_30_34_NCB_3,C21_AP_30_34_NCB_4,C21_AP_30_34_NCB_5,C21_AP_30_34_NCB_6mor,C21_AP_30_34_NCB_NS,C21_AP_30_34_Tot,C21_AP_35_39_NCB_0,C21_AP_35_39_NCB_1,C21_AP_35_39_NCB_2,C21_AP_35_39_NCB_3,C21_AP_35_39_NCB_4,C21_AP_35_39_NCB_5,C21_AP_35_39_NCB_6mor,C21_AP_35_39_NCB_NS,C21_AP_35_39_Tot,C21_AP_40_44_NCB_0,C21_AP_40_44_NCB_1,C21_AP_40_44_NCB_2,C21_AP_40_44_NCB_3,C21_AP_40_44_NCB_4,C21_AP_40_44_NCB_5,C21_AP_40_44_NCB_6mor,C21_AP_40_44_NCB_NS,C21_AP_40_44_Tot,C21_AP_45_49_NCB_0,C21_AP_45_49_NCB_1,C21_AP_45_49_NCB_2,C21_AP_45_49_NCB_3,C21_AP_45_49_NCB_4,C21_AP_45_49_NCB_5,C21_AP_45_49_NCB_6mor,C21_AP_45_49_NCB_NS,C21_AP_45_49_Tot,C21_AP_50_54_NCB_0,C21_AP_50_54_NCB_1,C21_AP_50_54_NCB_2,C21_AP_50_54_NCB_3,C21_AP_50_54_NCB_4,C21_AP_50_54_NCB_5,C21_AP_50_54_NCB_6mor,C21_AP_50_54_NCB_NS,C21_AP_50_54_Tot,C21_AP_55_59_NCB_0,C21_AP_55_59_NCB_1,C21_AP_55_59_NCB_2,C21_AP_55_59_NCB_3,C21_AP_55_59_NCB_4,C21_AP_55_59_NCB_5,C21_AP_55_59_NCB_6mor,C21_AP_55_59_NCB_NS,C21_AP_55_59_Tot,C21_AP_60_64_NCB_0,C21_AP_60_64_NCB_1,C21_AP_60_64_NCB_2,C21_AP_60_64_NCB_3,C21_AP_60_64_NCB_4,C21_AP_60_64_NCB_5,C21_AP_60_64_NCB_6mor,C21_AP_60_64_NCB_NS,C21_AP_60_64_Tot,C21_AP_65_69_NCB_0,C21_AP_65_69_NCB_1,C21_AP_65_69_NCB_2,C21_AP_65_69_NCB_3,C21_AP_65_69_NCB_4,C21_AP_65_69_NCB_5,C21_AP_65_69_NCB_6mor,C21_AP_65_69_NCB_NS,C21_AP_65_69_Tot,C21_AP_70_74_NCB_0,C21_AP_70_74_NCB_1,C21_AP_70_74_NCB_2,C21_AP_70_74_NCB_3,C21_AP_70_74_NCB_4,C21_AP_70_74_NCB_5,C21_AP_70_74_NCB_6mor,C21_AP_70_74_NCB_NS,C21_AP_70_74_Tot,C21_AP_75_79_NCB_0,C21_AP_75_79_NCB_1,C21_AP_75_79_NCB_2,C21_AP_75_79_NCB_3
801091102,54,21,12,3,0,11,137,11,17,47,27,6,0,0,5,115,14,15,37,13,8,0,0,7,95,11,16,35,16,4,0,0,14,105,9,5,28,19,5,0,0,8,87,11,5,38,21,14,5,0,7,94,5,5,23,16,13,0,0,11,82,6,0,16,13,9,0,5,7,59,12,5,17,17,12,9,4,29,112,371,181,445,210,79,29,18,134,1477,95,0,0,0,0,0,0,5,92,66,0,0,0,0,0,0,7,77,53,11,3,0,6,0,0,6,77,47,19,27,5,0,0,0,10,109,31,27,74,20,5,0,0,7,160,19,23,69,29,6,0,0,8,146,17,15,58,23,7,0,0,6,118,19,20,56,21,5,4,0,8,134,12,12,42,26,8,0,0,12,111,16,10,43,13,8,0,0,4,92,14,14,45,17,3,0,0,6,100,5,5,35,20,3,0,3,9,86,12,4,35,19
801091103,46,21,4,0,5,11,130,19,21,40,25,4,0,0,10,118,26,20,40,15,4,0,0,6,107,20,18,24,17,4,0,0,9,84,17,11,25,14,3,6,0,7,73,10,8,12,15,8,8,4,9,58,0,9,21,19,7,6,3,3,69,4,5,11,24,10,3,4,6,62,11,16,35,23,15,9,0,23,132,371,157,345,219,64,26,18,109,1309,107,0,0,0,0,0,0,4,110,80,0,0,0,0,0,0,0,84,55,11,0,0,0,0,0,3,74,50,20,16,5,0,0,0,3,93,25,33,40,11,0,0,0,3,107,10,20,43,23,7,0,0,6,117,9,4,52,18,4,0,0,3,95,20,20,52,24,0,0,4,3,119,17,17,40,22,0,0,0,0,98,23,13,33,19,7,0,0,5,104,15,20,21,12,5,0,0,0,70,16,11,23,17,5,3,0,4,69,4,4,19,17
801091104,36,12,0,0,0,0,78,15,20,47,27,3,3,0,5,112,11,14,40,16,9,0,0,10,97,18,19,21,14,3,0,0,0,81,18,12,44,21,10,0,3,11,117,8,4,45,28,8,3,0,0,95,0,3,21,11,6,0,3,0,54,0,0,15,9,10,3,0,0,44,0,0,16,9,4,4,5,0,38,293,124,354,170,58,18,13,40,1070,57,0,0,0,0,0,0,0,54,50,0,0,0,0,0,0,4,58,40,3,3,0,0,0,0,0,50,30,7,7,0,0,0,0,5,49,22,21,23,6,4,0,0,0,75,11,15,28,17,4,0,0,3,73,10,18,32,4,7,0,0,3,80,18,9,35,14,0,0,0,0,68,14,13,49,20,3,3,0,0,108,16,14,35,21,11,0,0,3,98,11,7,23,10,6,4,0,0,66,19,10,50,23,9,0,0,4,110,3,9,41,29
801091105,35,19,5,0,0,8,93,19,7,39,13,3,0,0,8,83,11,12,21,11,4,0,0,3,60,13,5,16,14,3,0,5,7,58,9,9,24,6,3,0,0,10,66,16,4,33,17,4,5,0,3,80,9,11,27,25,8,3,3,4,79,5,4,13,10,6,3,7,9,59,6,0,7,7,6,5,8,3,46,472,136,307,155,61,21,23,120,1289,66,3,0,0,0,0,0,3,74,87,5,0,0,0,0,0,6,94,137,24,3,0,0,0,0,11,174,56,45,20,4,4,5,0,7,139,34,34,46,9,3,0,0,0,129,24,13,37,7,0,0,3,9,90,20,18,41,23,9,7,0,0,115,16,18,44,22,4,0,0,8,106,19,8,30,13,4,5,0,4,78,10,7,22,6,3,0,0,4,60,12,14,14,16,3,0,0,7,60,6,5,19,7,5,3,0,5,56,9,8,26,18
801091106,36,14,3,3,0,4,95,19,14,40,29,3,0,0,3,111,16,15,48,19,8,3,0,10,124,14,10,32,9,12,3,0,6,83,16,6,24,10,3,0,0,0,71,11,4,37,33,10,0,0,4,100,3,3,19,23,10,4,0,5,56,0,7,11,12,5,0,3,5,43,4,4,8,6,9,0,0,5,42,475,182,365,200,73,19,13,78,1414,69,0,0,0,0,0,0,3,77,89,0,0,0,0,0,0,7,101,114,14,0,3,0,0,0,10,142,72,34,20,12,0,0,0,3,139,36,32,54,19,0,0,4,9,150,31,21,46,14,3,3,0,4,126,18,11,56,21,3,0,0,3,113,26,13,34,20,3,3,0,0,87,15,11,37,21,7,0,0,0,99,14,15,45,24,11,3,0,0,115,12,13,40,18,10,0,0,4,91,13,8,21,11,6,3,0,0,61,6,0,37,28
801091107,21,0,6,0,0,4,40,7,10,22,9,4,0,0,5,50,3,3,7,11,4,0,0,6,35,3,3,20,13,0,0,0,0,40,3,0,18,9,4,0,0,5,38,0,3,4,5,0,0,0,0,26,0,0,8,4,3,4,0,0,16,0,0,0,4,0,0,0,0,9,0,0,6,4,0,0,0,0,13,111,27,122,65,31,12,7,33,410,31,0,0,0,0,0,0,4,34,25,0,0,0,0,0,0,0,27,16,0,0,0,0,0,0,0,16,4,0,5,0,0,0,0,0,13,5,0,7,0,0,0,0,3,19,0,5,3,0,0,0,0,0,13,3,3,17,12,9,0,0,0,38,6,4,21,6,3,0,0,3,41,5,10,17,10,6,0,0,0,46,0,3,7,9,4,0,0,0,23,0,3,16,8,3,3,0,5,38,4,0,22,8,5,0,0,0,41,3,8,12,5
801091108,37,21,3,0,0,5,101,12,12,46,18,5,0,0,4,91,12,12,23,20,9,5,0,3,86,9,9,24,17,3,3,0,6,68,13,4,28,15,6,0,5,5,81,15,4,33,20,9,5,0,3,87,0,8,23,13,9,0,0,3,58,3,5,11,15,6,10,0,5,53,4,0,12,8,0,3,0,4,36,316,112,316,178,53,31,12,68,1091,64,0,0,0,0,0,0,3,63,72,0,0,0,0,0,0,6,85,47,12,0,0,0,0,0,3,57,43,14,10,4,0,0,0,6,75,20,21,33,6,0,0,0,0,84,9,10,34,23,3,3,0,3,91,10,8,43,28,7,0,0,3,106,20,15,38,20,3,4,0,0,101,15,11,46,22,8,3,0,3,99,11,8,21,19,3,3,0,4,63,16,14,24,11,0,0,0,3,71,8,4,32,13,3,6,0,7,73,10,3,26,24
801091109,13,0,3,0,0,5,67,32,10,21,8,0,0,0,5,70,19,6,15,9,0,0,0,6,63,4,9,8,17,0,0,0,4,44,11,6,15,8,0,0,0,0,42,3,3,16,4,8,0,0,0,30,0,0,5,8,0,0,0,0,20,3,4,7,4,8,0,0,0,22,0,5,7,4,0,0,0,5,24,677,196,195,75,27,4,10,135,1319,60,0,0,0,0,0,0,0,63,249,7,0,0,0,0,0,19,270,463,34,10,0,0,0,0,28,534,288,93,45,10,0,0,0,27,463,137,57,44,9,0,0,0,9,256,62,38,33,15,0,0,0,3,139,56,31,30,3,3,0,0,10,136,42,26,34,6,3,3,0,3,120,33,17,35,23,3,0,0,5,119,23,7,28,11,5,0,0,5,83,11,15,26,17,7,0,0,5,73,9,9,18,12,5,0,0,4,60,4,3,15,12
801091110,39,16,4,0,0,4,93,16,13,27,21,8,0,0,4,85,14,6,18,5,5,0,0,4,52,14,4,15,13,4,0,0,3,58,0,10,13,18,6,0,0,6,54,3,6,23,14,6,6,0,3,67,3,0,5,8,17,3,0,3,45,3,4,6,7,3,0,0,8,25,4,4,9,9,3,0,0,0,23,265,111,239,155,64,10,8,45,888,47,0,0,0,0,0,0,7,53,56,3,0,0,0,0,0,11,70,38,7,6,0,0,0,0,7,59,23,21,27,6,0,0,0,5,77,22,15,33,10,4,0,0,0,89,7,16,37,16,5,0,0,0,86,14,10,48,12,7,0,0,3,103,12,10,34,16,5,3,3,0,87,9,11,26,24,4,0,0,6,84,17,9,12,12,0,0,0,0,49,11,0,14,14,8,0,0,0,50,3,9,19,18,4,0,0,0,47,6,4,19,15
801101134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101135,9,8,0,0,0,0,34,0,6,13,15,5,0,0,5,38,0,3,8,7,0,0,0,4,17,0,0,8,10,0,0,0,4,24,0,0,8,5,3,0,0,0,17,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,260,117,162,75,16,4,7,52,695,92,4,0,0,0,0,0,12,109,153,15,3,0,0,0,0,7,176,261,48,17,0,0,0,0,21,347,141,89,65,16,0,0,0,16,329,65,68,141,22,5,0,0,9,303,28,42,100,25,4,0,0,0,209,25,19,50,16,9,4,3,3,124,14,14,31,13,0,4,0,4,83,7,8,28,17,0,0,0,4,71,5,11,16,9,9,4,0,0,53,0,5,13,13,0,0,0,0,35,0,0,11,0,7,0,0,0,26,0,0,0,3
801101136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,5,59,74,5,0,0,0,0,0,5,77,131,19,9,5,0,0,0,3,173,84,49,37,9,4,0,0,11,194,38,50,87,14,0,0,0,9,202,20,29,62,11,0,0,0,4,128,17,9,27,12,3,0,0,4,63,6,5,22,10,0,0,0,0,46,3,3,14,8,0,0,0,0,34,6,6,11,5,4,0,0,0,35,0,3,7,3,0,4,0,0,21,0,5,4,4,0,0,0,0,14,0,0,0,0
801101137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101139,23,7,4,3,0,0,56,6,10,24,8,0,0,0,4,60,5,10,18,10,4,0,0,7,55,0,4,16,5,5,0,0,6,39,0,0,12,3,3,0,0,0,26,0,0,0,3,0,0,0,0,13,0,0,6,5,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,591,164,215,72,22,9,7,106,1184,68,0,0,0,0,0,0,5,76,135,9,0,0,0,0,0,12,150,204,23,8,0,0,0,0,20,249,174,64,31,3,3,0,0,20,288,69,56,83,14,7,0,0,11,243,42,31,61,14,6,0,0,0,165,27,15,40,17,3,0,6,0,104,20,16,32,12,4,3,0,5,86,6,22,32,9,7,0,0,5,74,3,9,15,17,4,3,0,0,57,4,3,16,7,0,0,0,9,46,0,0,9,4,4,0,0,0,25,0,0,0,0
801101145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801111140,5,4,4,0,0,0,19,0,0,0,7,4,0,0,3,16,0,0,4,3,4,0,0,0,18,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,66,28,39,33,19,4,0,25,215,11,0,0,0,0,0,0,4,13,13,0,0,0,0,0,0,0,15,11,4,0,0,0,0,0,0,19,7,8,6,0,0,0,0,0,19,8,3,12,3,0,0,0,0,23,3,0,6,6,0,0,0,0,27,0,0,9,6,0,0,0,0,18,3,0,6,0,0,0,0,0,14,0,4,3,6,4,0,0,0,13,0,3,4,6,3,0,0,4,25,3,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,8,0,0,0,0
801111141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899999499,3,3,0,0,0,0,15,0,0,10,6,0,0,0,3,17,4,5,3,3,0,0,0,3,21,5,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,6,101,12,34,18,10,6,0,26,208,32,0,0,0,0,0,0,4,37,34,5,4,0,0,0,0,4,40,18,5,4,0,0,0,0,9,33,10,0,0,0,0,0,0,0,19,5,0,7,0,4,0,0,0,15,11,5,3,0,0,0,0,4,26,5,0,0,6,0,0,0,0,12,6,0,4,0,0,0,0,0,14,6,0,0,7,0,0,0,0,15,3,4,8,4,4,0,0,3,21,0,0,0,5,0,0,0,4,8,0,0,0,0,0,0,0,0,5,0,0,0,0
