SA2_CODE_2021,C16_M_LE_NS_15_19,C16_M_LE_NS_20_24,C16_M_LE_NS_25_34,C16_M_LE_NS_35_44,C16_M_LE_NS_45_54,C16_M_LE_NS_55_64,C16_M_LE_NS_65_74,C16_M_LE_NS_75_84,C16_M_LE_NS_85over,C16_M_LE_NS_Tot,C16_M_Tot_15_19_yrs,C16_M_Tot_20_24_yrs,C16_M_Tot_25_34_yrs,C16_M_Tot_35_44_yrs,C16_M_Tot_45_54_yrs,C16_M_Tot_55_64_yrs,C16_M_Tot_65_74_yrs,C16_M_Tot_75_84_yrs,C16_M_Tot_85over,C16_M_Tot_Tot,C21_M_Post_Deg_15_19_yrs,C21_M_Post_Deg_20_24_yrs,C21_M_Post_Deg_25_34_yrs,C21_M_Post_Deg_35_44_yrs,C21_M_Post_Deg_45_54_yrs,C21_M_Post_Deg_55_64_yrs,C21_M_Post_Deg_65_74_yrs,C21_M_Post_Deg_75_84_yrs,C21_M_Post_Deg_85over,C21_M_Post_Deg_Tot,C21_M_GrDip_GrCe_15_19,C21_M_GrDip_GrCe_20_24,C21_M_GrDip_GrCe_25_34,C21_M_GrDip_GrCe_35_44,C21_M_GrDip_GrCe_45_54,C21_M_GrDip_GrCe_55_64,C21_M_GrDip_GrCe_65_74,C21_M_GrDip_GrCe_75_84,C21_M_GrDip_GrCe_85over,C21_M_GrDip_GrCe_Tot,C21_M_BD_15_19,C21_M_BD_20_24,C21_M_BD_25_34,C21_M_BD_35_44,C21_M_BD_45_54,C21_M_BD_55_64,C21_M_BD_65_74,C21_M_BD_75_84,C21_M_BD_85over,C21_M_BD_Tot,C21_M_AdD_DL_15_19,C21_M_AdD_DL_20_24,C21_M_AdD_DL_25_34,C21_M_AdD_DL_35_44,C21_M_AdD_DL_45_54,C21_M_AdD_DL_55_64,C21_M_AdD_DL_65_74,C21_M_AdD_DL_75_84,C21_M_AdD_DL_85over,C21_M_AdD_DL_Tot,C21_M_CL_C_III_IV_15_19,C21_M_CL_C_III_IV_20_24,C21_M_CL_C_III_IV_25_34,C21_M_CL_C_III_IV_35_44,C21_M_CL_C_III_IV_45_54,C21_M_CL_C_III_IV_55_64,C21_M_CL_C_III_IV_65_74,C21_M_CL_C_III_IV_75_84,C21_M_CL_C_III_IV_85over,C21_M_CL_C_III_IV_Tot,C21_M_CL_C_I_II_15_19,C21_M_CL_C_I_II_20_24,C21_M_CL_C_I_II_25_34,C21_M_CL_C_I_II_35_44,C21_M_CL_C_I_II_45_54,C21_M_CL_C_I_II_55_64,C21_M_CL_C_I_II_65_74,C21_M_CL_C_I_II_75_84,C21_M_CL_C_I_II_85over,C21_M_CL_C_I_II_Tot,C21_M_CL_CL_nfd_15_19,C21_M_CL_CL_nfd_20_24,C21_M_CL_CL_nfd_25_34,C21_M_CL_CL_nfd_35_44,C21_M_CL_CL_nfd_45_54,C21_M_CL_CL_nfd_55_64,C21_M_CL_CL_nfd_65_74,C21_M_CL_CL_nfd_75_84,C21_M_CL_CL_nfd_85over,C21_M_CL_CL_nfd_Tot,C21_M_CL_Tot_15_19,C21_M_CL_Tot_20_24,C21_M_CL_Tot_25_34,C21_M_CL_Tot_35_44,C21_M_CL_Tot_45_54,C21_M_CL_Tot_55_64,C21_M_CL_Tot_65_74,C21_M_CL_Tot_75_84,C21_M_CL_Tot_85over,C21_M_CL_Tot_Tot,C21_M_LE_ID_15_19,C21_M_LE_ID_20_24,C21_M_LE_ID_25_34,C21_M_LE_ID_35_44,C21_M_LE_ID_45_54,C21_M_LE_ID_55_64,C21_M_LE_ID_65_74,C21_M_LE_ID_75_84,C21_M_LE_ID_85over,C21_M_LE_ID_Tot,C21_M_LE_NS_15_19,C21_M_LE_NS_20_24,C21_M_LE_NS_25_34,C21_M_LE_NS_35_44,C21_M_LE_NS_45_54,C21_M_LE_NS_55_64,C21_M_LE_NS_65_74,C21_M_LE_NS_75_84,C21_M_LE_NS_85over,C21_M_LE_NS_Tot,C21_M_Tot_15_19_yrs,C21_M_Tot_20_24_yrs,C21_M_Tot_25_34_yrs,C21_M_Tot_35_44_yrs,C21_M_Tot_45_54_yrs,C21_M_Tot_55_64_yrs,C21_M_Tot_65_74_yrs,C21_M_Tot_75_84_yrs,C21_M_Tot_85over,C21_M_Tot_Tot,C11_F_Post_Deg_15_19_yrs,C11_F_Post_Deg_20_24_yrs,C11_F_Post_Deg_25_34_yrs,C11_F_Post_Deg_35_44_yrs,C11_F_Post_Deg_45_54_yrs,C11_F_Post_Deg_55_64_yrs,C11_F_Post_Deg_65_74_yrs,C11_F_Post_Deg_75_84_yrs,C11_F_Post_Deg_85over,C11_F_Post_Deg_Tot,C11_F_GrDip_GrCe_15_19,C11_F_GrDip_GrCe_20_24,C11_F_GrDip_GrCe_25_34,C11_F_GrDip_GrCe_35_44,C11_F_GrDip_GrCe_45_54,C11_F_GrDip_GrCe_55_64,C11_F_GrDip_GrCe_65_74,C11_F_GrDip_GrCe_75_84,C11_F_GrDip_GrCe_85over,C11_F_GrDip_GrCe_Tot,C11_F_BD_15_19,C11_F_BD_20_24,C11_F_BD_25_34,C11_F_BD_35_44,C11_F_BD_45_54,C11_F_BD_55_64,C11_F_BD_65_74,C11_F_BD_75_84,C11_F_BD_85over,C11_F_BD_Tot,C11_F_AdD_DL_15_19,C11_F_AdD_DL_20_24,C11_F_AdD_DL_25_34,C11_F_AdD_DL_35_44,C11_F_AdD_DL_45_54,C11_F_AdD_DL_55_64,C11_F_AdD_DL_65_74,C11_F_AdD_DL_75_84,C11_F_AdD_DL_85over,C11_F_AdD_DL_Tot,C11_F_CL_C_III_IV_15_19,C11_F_CL_C_III_IV_20_24,C11_F_CL_C_III_IV_25_34,C11_F_CL_C_III_IV_35_44,C11_F_CL_C_III_IV_45_54,C11_F_CL_C_III_IV_55_64,C11_F_CL_C_III_IV_65_74,C11_F_CL_C_III_IV_75_84,C11_F_CL_C_III_IV_85over,C11_F_CL_C_III_IV_Tot,C11_F_CL_C_I_II_15_19,C11_F_CL_C_I_II_20_24,C11_F_CL_C_I_II_25_34,C11_F_CL_C_I_II_35_44,C11_F_CL_C_I_II_45_54,C11_F_CL_C_I_II_55_64,C11_F_CL_C_I_II_65_74,C11_F_CL_C_I_II_75_84,C11_F_CL_C_I_II_85over,C11_F_CL_C_I_II_Tot,C11_F_CL_CL_nfd_15_19,C11_F_CL_CL_nfd_20_24,C11_F_CL_CL_nfd_25_34,C11_F_CL_CL_nfd_35_44,C11_F_CL_CL_nfd_45_54,C11_F_CL_CL_nfd_55_64,C11_F_CL_CL_nfd_65_74,C11_F_CL_CL_nfd_75_84,C11_F_CL_CL_nfd_85over,C11_F_CL_CL_nfd_Tot
801041120,0,0,5,0,0,0,0,0,0,5,0,0,14,7,4,0,0,0,0,26,0,0,97,187,48,11,11,0,0,360,0,0,12,22,8,6,5,0,0,54,0,28,146,165,65,11,8,0,0,425,0,10,57,72,42,8,5,0,0,199,3,16,95,65,34,13,7,6,0,228,0,4,4,3,3,0,0,0,0,21,0,3,0,3,0,3,0,0,0,17,7,23,103,72,34,15,7,3,0,260,0,0,0,4,0,0,0,0,0,12,0,9,24,28,12,3,7,0,0,91,11,75,442,555,208,63,42,8,0,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,77,13,8,3,0,0,165,0,0,4,6,0,0,0,0,0,20,0,11,71,73,15,11,5,0,0,184,0,0,37,31,11,3,5,0,0,85,0,13,23,22,12,9,9,0,0,84,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,6,0,14,26,26,12,9,11,0,0,96,0,0,3,3,3,0,0,0,0,7,0,4,15,19,3,0,0,0,0,52,4,34,219,229,61,36,25,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,109,36,6,4,0,0,208,0,0,3,15,9,0,0,0,0,23,0,15,53,80,32,5,3,5,0,190,0,3,26,35,20,4,0,0,0,87,0,7,28,32,9,6,9,0,0,89,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,5,28,29,11,10,9,0,0,95,0,0,7,0,0,0,0,0,0,7,0,5,16,13,0,5,0,0,0,44,5,25,188,276,112,23,15,5,0,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051049,17,25,16,3,0,0,0,0,0,61,25,139,210,37,4,3,3,0,0,429,0,8,58,14,0,0,0,0,0,86,0,0,4,0,0,0,0,0,0,3,0,85,71,7,0,0,0,0,0,161,6,13,0,0,0,0,0,0,0,15,3,10,0,0,0,0,0,0,0,18,11,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,16,16,0,0,0,0,0,0,0,31,0,5,0,0,0,0,0,0,0,3,102,95,15,0,0,0,0,0,0,212,120,229,147,23,0,0,0,0,0,521,0,15,71,17,4,0,0,0,0,111,0,6,14,3,0,0,0,0,0,23,0,104,70,6,0,0,0,0,0,187,6,7,4,0,0,0,0,0,0,14,5,7,0,0,0,0,0,0,0,16,9,5,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,3
801051050,16,6,18,16,33,17,14,24,17,165,22,57,221,273,300,244,141,88,52,1406,0,0,54,104,97,86,61,26,11,432,0,0,10,23,25,23,22,3,0,110,0,36,127,93,98,88,61,35,24,558,0,9,16,28,22,13,9,9,4,108,0,17,27,22,32,24,16,19,10,169,3,0,0,0,0,0,0,0,0,9,0,0,0,4,4,9,3,0,0,23,5,17,27,27,35,34,18,22,10,198,0,0,4,0,0,3,0,3,3,17,4,7,10,18,10,21,14,9,17,117,8,66,246,292,294,269,188,108,80,1548,0,0,68,101,76,48,9,3,4,299,0,0,37,44,36,38,11,3,0,174,0,61,168,125,126,81,20,22,5,615,0,5,23,35,32,30,20,13,5,166,0,8,16,15,12,15,9,4,4,84,3,4,3,0,6,6,0,0,0,17,0,0,0,7,0,8,7,3,4,28
801051051,15,44,123,62,37,21,8,8,0,313,20,233,970,315,228,142,59,33,12,2009,0,25,310,178,67,62,34,15,0,692,0,4,64,33,13,15,10,8,0,149,0,188,537,165,69,47,25,11,3,1038,0,4,58,53,22,21,9,5,0,167,0,21,77,40,16,20,9,8,3,190,6,0,3,0,0,0,0,0,0,11,0,4,6,4,0,0,0,0,0,26,6,26,88,44,17,27,8,8,3,228,0,0,12,9,3,0,3,0,0,26,3,25,89,34,17,16,12,0,3,194,9,281,1159,506,217,177,94,46,15,2508,0,8,131,57,16,24,8,0,0,241,0,6,65,20,17,10,0,6,0,118,0,153,343,46,36,29,17,8,6,633,0,14,38,19,12,21,7,0,0,115,6,23,29,11,10,0,0,0,0,82,5,5,4,3,0,3,0,0,0,16,0,0,5,5,0,0,0,0,0,5
801051053,12,58,95,30,25,20,13,5,3,255,29,247,535,188,110,103,55,9,5,1282,0,14,219,87,67,38,28,5,0,461,0,3,31,18,10,9,10,4,0,80,0,158,312,86,48,34,20,13,0,666,0,23,24,27,14,16,7,3,0,107,10,7,41,17,11,17,9,3,0,112,4,0,3,0,0,0,0,0,0,8,0,0,3,3,3,0,0,0,0,7,13,12,46,22,14,17,10,3,0,130,0,9,4,0,7,0,0,0,0,21,54,92,79,24,13,10,4,5,4,278,66,302,699,265,174,119,79,28,9,1753,0,8,62,18,12,10,0,0,0,118,0,0,14,10,0,0,0,0,0,32,0,108,133,29,24,9,4,0,0,309,6,18,21,3,14,8,4,4,0,78,3,10,17,0,0,3,0,0,0,36,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,6,3,0,0,18
801051054,6,7,22,4,10,6,9,5,0,70,11,73,206,123,92,59,39,24,13,639,0,5,121,74,54,35,10,10,0,311,0,0,20,17,3,6,3,0,0,56,0,75,187,76,41,37,20,5,0,434,0,9,16,22,14,8,7,0,0,74,0,13,30,14,13,15,5,4,4,98,0,0,5,3,0,0,0,0,0,8,0,0,0,0,0,3,3,0,0,9,0,12,34,17,12,16,8,4,3,118,0,0,7,0,0,0,0,0,0,5,0,7,15,4,0,8,0,6,0,52,4,118,400,211,124,115,51,26,8,1054,0,4,32,28,18,20,3,0,0,106,0,0,17,14,12,7,3,0,0,47,0,51,90,46,29,17,7,6,0,249,0,9,15,21,16,13,7,3,0,74,0,6,11,13,4,4,6,0,0,49,0,4,4,4,0,0,0,0,0,15,0,0,0,4,0,4,0,0,0,6
801051055,9,17,19,12,17,9,6,11,3,112,22,92,265,229,202,103,67,45,21,1037,0,0,76,117,54,40,23,13,0,323,0,0,22,18,12,13,5,0,0,71,0,35,137,115,64,49,35,10,7,443,0,3,20,27,28,14,5,3,0,108,3,15,37,28,36,21,22,14,10,184,3,5,4,0,0,0,0,0,0,10,0,0,3,5,0,7,0,0,0,14,9,19,45,30,38,24,22,14,10,210,0,0,0,0,3,0,0,0,0,4,3,10,15,25,9,11,7,6,4,90,14,71,318,328,206,155,93,47,20,1248,0,3,48,51,33,17,10,4,0,167,0,0,24,20,20,18,10,0,0,82,0,37,132,106,45,47,12,4,0,397,0,8,20,25,17,10,14,4,0,97,6,12,17,14,16,0,3,0,0,71,4,5,3,0,0,3,0,4,0,21,0,4,0,0,4,3,3,0,0,20
801051056,6,3,11,21,7,3,7,8,3,76,10,28,140,210,182,120,83,55,24,849,0,0,25,69,70,43,27,13,4,248,0,0,8,19,21,14,10,4,0,70,0,12,67,70,69,49,33,11,7,314,0,5,13,14,18,13,5,3,4,68,0,6,22,23,19,23,16,14,4,121,0,0,0,3,0,0,0,0,0,9,0,0,6,0,4,0,3,0,3,16,0,5,24,29,20,23,16,15,9,147,0,0,0,0,0,4,0,0,0,9,0,4,8,11,13,5,3,3,5,58,0,29,140,208,214,147,98,52,24,908,0,0,40,59,45,32,9,3,0,184,0,0,17,24,27,26,10,0,0,97,0,23,84,107,73,38,26,12,0,369,0,3,13,15,19,13,12,12,0,87,4,6,4,10,3,6,5,4,0,44,0,0,5,3,0,0,0,0,0,13,0,0,0,3,4,7,0,4,0,17
801051057,4,11,57,42,17,25,23,15,10,210,5,123,525,302,238,185,126,67,38,1609,0,7,153,125,91,64,42,18,8,498,0,0,39,16,19,19,14,4,0,107,0,81,248,130,76,54,51,13,7,664,0,9,32,26,31,14,11,4,3,133,5,16,47,30,30,27,29,8,9,197,4,0,6,0,0,4,5,0,0,24,0,0,3,4,0,4,0,0,0,12,5,15,57,33,33,37,30,13,11,230,0,0,7,6,0,0,0,0,0,17,0,20,46,30,15,4,19,24,26,185,11,136,579,362,267,193,167,77,52,1841,0,3,95,64,54,35,10,3,0,264,0,3,28,24,31,25,4,0,0,110,0,66,240,84,62,62,25,8,5,551,0,6,23,27,37,27,17,13,9,157,0,16,21,18,15,10,4,7,0,100,0,0,3,0,0,0,0,0,0,13,0,5,0,3,11,9,3,6,3,32
801051058,10,17,40,18,17,15,18,10,12,145,12,128,403,287,307,263,152,49,31,1631,0,6,89,102,122,96,74,28,11,536,0,0,18,19,28,28,21,6,0,113,0,97,184,102,131,109,66,17,4,707,0,10,18,22,46,19,9,4,4,133,0,13,46,31,33,23,20,11,11,194,0,5,4,0,0,0,0,0,0,13,0,0,3,4,0,0,7,0,0,18,4,16,56,35,35,27,26,11,11,220,0,0,0,0,0,0,0,0,0,15,5,17,30,11,14,11,14,0,5,99,9,152,391,290,370,293,214,73,32,1823,0,8,91,93,83,60,15,5,0,351,0,0,34,35,39,23,11,6,0,145,0,85,221,150,135,74,34,12,8,716,0,6,14,28,37,22,10,3,3,129,4,13,13,10,12,9,5,5,0,68,4,5,8,3,4,0,0,0,0,16,0,6,3,4,4,0,7,0,6,31
801051060,10,52,77,36,30,23,13,4,0,251,10,172,598,256,149,143,94,27,19,1467,0,6,197,123,55,37,35,26,3,489,0,4,32,19,14,13,14,5,0,98,0,125,300,111,47,50,29,11,6,670,0,3,26,21,17,16,8,8,3,99,0,9,35,23,15,9,3,0,3,103,0,6,4,0,0,0,0,0,0,10,0,0,5,3,0,0,4,0,0,16,0,22,39,24,17,14,13,0,3,131,0,0,4,0,0,0,0,0,0,3,5,8,18,15,13,9,7,0,0,82,5,168,618,308,163,135,106,50,13,1570,0,3,98,57,43,39,9,3,0,256,0,8,29,14,8,18,3,0,0,80,0,117,291,65,41,34,20,12,0,589,0,8,14,21,14,11,6,0,0,74,0,11,16,8,7,7,0,0,0,50,0,0,3,0,0,0,0,0,0,8,0,0,0,4,4,4,0,0,0,13
801051061,8,13,39,38,24,16,7,13,3,163,11,105,492,445,290,198,89,60,15,1703,0,0,114,164,126,58,40,6,0,517,0,0,29,28,29,14,18,3,0,124,0,52,208,185,98,67,41,24,3,674,0,14,53,48,48,25,16,6,3,206,3,26,79,54,42,29,16,15,3,276,0,0,4,0,3,0,0,0,0,12,3,0,0,6,4,0,0,0,0,18,3,28,85,62,46,37,19,16,3,312,0,0,3,7,0,0,0,0,0,9,3,15,27,29,18,19,9,5,4,120,15,108,518,519,364,216,147,57,22,1969,0,3,91,94,62,24,5,3,0,276,0,3,44,31,23,19,5,0,0,136,0,60,251,155,110,55,16,7,6,662,0,9,40,34,41,21,15,5,0,172,6,18,43,27,26,4,0,4,0,121,0,5,0,0,5,0,0,0,0,18,0,4,3,3,9,6,3,0,0,29
801051123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051124,0,6,22,24,28,23,19,5,7,127,0,45,209,182,216,178,134,55,34,1066,0,5,97,98,98,86,65,34,9,496,0,4,18,14,21,18,16,7,0,100,0,70,165,78,81,71,67,31,9,571,0,0,19,22,24,27,8,4,0,101,5,20,34,12,15,19,13,9,6,131,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,12,6,23,32,16,16,23,12,8,6,151,3,0,3,0,0,0,4,3,0,17,8,28,42,33,33,28,19,9,3,190,12,126,380,259,278,251,199,89,32,1627,0,4,48,47,44,31,13,8,0,190,0,0,15,14,28,17,8,6,0,92,0,62,83,72,75,60,26,26,7,410,0,5,9,13,22,27,13,11,8,110,0,4,11,10,10,5,3,4,0,50,0,5,0,0,3,0,0,0,0,11,0,0,3,0,10,0,3,0,0,20
801051125,7,36,22,9,8,3,0,0,0,75,40,235,153,44,33,8,0,0,0,507,0,5,6,14,5,4,0,0,0,35,0,0,3,4,0,0,0,0,0,8,0,70,38,8,0,0,0,0,0,114,5,9,16,13,9,0,0,0,0,54,18,32,20,8,0,0,0,0,0,83,11,12,6,0,0,0,0,0,0,24,0,8,3,0,0,0,0,0,0,6,32,50,22,7,5,0,0,0,0,117,0,3,0,0,0,0,0,0,0,3,51,132,54,16,3,0,0,0,0,260,92,266,144,55,20,10,0,0,0,586,0,3,3,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,9,0,22,31,6,0,3,0,0,0,63,0,3,12,8,0,0,0,0,0,26,4,16,16,11,0,0,0,0,0,42,12,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
801051126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051127,3,10,20,20,20,15,12,4,0,100,3,47,143,86,101,100,73,24,12,578,0,0,36,27,15,26,23,15,0,147,0,0,5,4,5,15,6,0,0,38,0,24,71,23,16,34,23,11,0,205,0,3,24,5,7,9,10,5,0,63,0,0,6,3,12,6,3,0,0,33,0,5,4,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,10,7,13,5,3,0,0,57,0,0,0,0,0,0,0,0,0,0,4,5,18,7,14,9,5,3,0,71,4,39,157,83,73,102,72,38,5,576,0,4,22,18,19,12,4,0,0,84,0,0,7,9,12,12,4,0,0,44,0,29,46,17,33,22,18,3,0,178,0,3,7,5,10,6,5,3,3,47,3,5,6,3,0,3,0,0,0,24,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,12
801051128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061062,0,0,3,8,4,6,11,8,0,49,9,17,88,149,191,148,128,61,41,835,0,0,30,57,75,43,47,29,14,290,0,0,5,12,9,19,13,0,0,54,0,18,54,67,65,73,52,33,20,374,0,0,5,15,12,21,11,10,0,78,0,13,6,8,9,12,7,3,5,66,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,8,0,13,11,12,7,17,7,7,5,81,0,0,0,0,0,0,0,0,0,3,4,10,5,9,14,11,7,5,0,64,4,48,114,157,188,174,143,84,41,947,0,0,16,40,41,29,18,4,3,150,0,0,3,19,19,13,9,3,0,60,0,19,72,66,64,69,26,22,14,351,0,5,15,17,12,29,16,12,9,113,0,10,10,6,7,7,4,3,0,40,0,0,0,8,0,6,0,0,0,9,0,0,0,7,3,0,10,3,4,26
801061063,0,5,14,7,13,9,10,7,3,67,0,22,95,62,114,88,89,28,15,523,0,0,28,34,41,48,33,22,6,207,0,0,13,5,8,6,3,0,0,43,0,17,58,18,51,29,28,12,0,219,0,0,4,8,8,10,14,6,0,55,0,8,3,3,6,9,8,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,9,0,8,4,3,6,12,11,9,0,58,0,0,0,0,0,0,3,0,0,7,0,3,10,0,4,9,0,4,0,36,0,27,121,74,127,111,96,56,13,620,0,0,11,28,26,23,10,3,0,97,0,0,3,9,5,12,0,0,0,31,0,17,59,35,43,46,15,5,0,213,0,0,0,3,14,7,5,4,3,38,0,0,0,8,5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,13
801061064,5,10,41,23,32,31,18,14,25,197,7,75,361,242,294,232,162,70,47,1500,0,0,125,107,127,84,49,30,12,538,0,0,38,23,17,17,19,5,0,112,0,56,220,109,108,95,67,34,11,702,0,3,24,30,36,22,21,6,3,146,6,3,40,26,28,30,17,17,7,175,0,4,4,3,0,0,0,0,0,11,0,0,0,0,3,0,10,0,0,14,7,14,43,32,33,30,21,17,7,202,0,0,0,5,0,0,0,0,0,13,3,6,22,18,21,15,3,5,3,95,8,83,471,316,336,269,186,95,39,1809,0,3,73,59,63,37,8,3,0,241,0,3,40,18,22,20,8,5,0,114,0,51,156,89,102,55,30,14,0,501,0,12,27,29,23,36,14,5,3,144,3,14,6,14,15,5,4,0,0,64,0,6,5,0,4,4,0,4,0,20,0,0,6,6,0,3,3,5,3,22
801061066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
