SA2_CODE_2021,C16_M_LE_NS_15_19,C16_M_LE_NS_20_24,C16_M_LE_NS_25_34,C16_M_LE_NS_35_44,C16_M_LE_NS_45_54,C16_M_LE_NS_55_64,C16_M_LE_NS_65_74,C16_M_LE_NS_75_84,C16_M_LE_NS_85over,C16_M_LE_NS_Tot,C16_M_Tot_15_19_yrs,C16_M_Tot_20_24_yrs,C16_M_Tot_25_34_yrs,C16_M_Tot_35_44_yrs,C16_M_Tot_45_54_yrs,C16_M_Tot_55_64_yrs,C16_M_Tot_65_74_yrs,C16_M_Tot_75_84_yrs,C16_M_Tot_85over,C16_M_Tot_Tot,C21_M_Post_Deg_15_19_yrs,C21_M_Post_Deg_20_24_yrs,C21_M_Post_Deg_25_34_yrs,C21_M_Post_Deg_35_44_yrs,C21_M_Post_Deg_45_54_yrs,C21_M_Post_Deg_55_64_yrs,C21_M_Post_Deg_65_74_yrs,C21_M_Post_Deg_75_84_yrs,C21_M_Post_Deg_85over,C21_M_Post_Deg_Tot,C21_M_GrDip_GrCe_15_19,C21_M_GrDip_GrCe_20_24,C21_M_GrDip_GrCe_25_34,C21_M_GrDip_GrCe_35_44,C21_M_GrDip_GrCe_45_54,C21_M_GrDip_GrCe_55_64,C21_M_GrDip_GrCe_65_74,C21_M_GrDip_GrCe_75_84,C21_M_GrDip_GrCe_85over,C21_M_GrDip_GrCe_Tot,C21_M_BD_15_19,C21_M_BD_20_24,C21_M_BD_25_34,C21_M_BD_35_44,C21_M_BD_45_54,C21_M_BD_55_64,C21_M_BD_65_74,C21_M_BD_75_84,C21_M_BD_85over,C21_M_BD_Tot,C21_M_AdD_DL_15_19,C21_M_AdD_DL_20_24,C21_M_AdD_DL_25_34,C21_M_AdD_DL_35_44,C21_M_AdD_DL_45_54,C21_M_AdD_DL_55_64,C21_M_AdD_DL_65_74,C21_M_AdD_DL_75_84,C21_M_AdD_DL_85over,C21_M_AdD_DL_Tot,C21_M_CL_C_III_IV_15_19,C21_M_CL_C_III_IV_20_24,C21_M_CL_C_III_IV_25_34,C21_M_CL_C_III_IV_35_44,C21_M_CL_C_III_IV_45_54,C21_M_CL_C_III_IV_55_64,C21_M_CL_C_III_IV_65_74,C21_M_CL_C_III_IV_75_84,C21_M_CL_C_III_IV_85over,C21_M_CL_C_III_IV_Tot,C21_M_CL_C_I_II_15_19,C21_M_CL_C_I_II_20_24,C21_M_CL_C_I_II_25_34,C21_M_CL_C_I_II_35_44,C21_M_CL_C_I_II_45_54,C21_M_CL_C_I_II_55_64,C21_M_CL_C_I_II_65_74,C21_M_CL_C_I_II_75_84,C21_M_CL_C_I_II_85over,C21_M_CL_C_I_II_Tot,C21_M_CL_CL_nfd_15_19,C21_M_CL_CL_nfd_20_24,C21_M_CL_CL_nfd_25_34,C21_M_CL_CL_nfd_35_44,C21_M_CL_CL_nfd_45_54,C21_M_CL_CL_nfd_55_64,C21_M_CL_CL_nfd_65_74,C21_M_CL_CL_nfd_75_84,C21_M_CL_CL_nfd_85over,C21_M_CL_CL_nfd_Tot,C21_M_CL_Tot_15_19,C21_M_CL_Tot_20_24,C21_M_CL_Tot_25_34,C21_M_CL_Tot_35_44,C21_M_CL_Tot_45_54,C21_M_CL_Tot_55_64,C21_M_CL_Tot_65_74,C21_M_CL_Tot_75_84,C21_M_CL_Tot_85over,C21_M_CL_Tot_Tot,C21_M_LE_ID_15_19,C21_M_LE_ID_20_24,C21_M_LE_ID_25_34,C21_M_LE_ID_35_44,C21_M_LE_ID_45_54,C21_M_LE_ID_55_64,C21_M_LE_ID_65_74,C21_M_LE_ID_75_84,C21_M_LE_ID_85over,C21_M_LE_ID_Tot,C21_M_LE_NS_15_19,C21_M_LE_NS_20_24,C21_M_LE_NS_25_34,C21_M_LE_NS_35_44,C21_M_LE_NS_45_54,C21_M_LE_NS_55_64,C21_M_LE_NS_65_74,C21_M_LE_NS_75_84,C21_M_LE_NS_85over,C21_M_LE_NS_Tot,C21_M_Tot_15_19_yrs,C21_M_Tot_20_24_yrs,C21_M_Tot_25_34_yrs,C21_M_Tot_35_44_yrs,C21_M_Tot_45_54_yrs,C21_M_Tot_55_64_yrs,C21_M_Tot_65_74_yrs,C21_M_Tot_75_84_yrs,C21_M_Tot_85over,C21_M_Tot_Tot,C11_F_Post_Deg_15_19_yrs,C11_F_Post_Deg_20_24_yrs,C11_F_Post_Deg_25_34_yrs,C11_F_Post_Deg_35_44_yrs,C11_F_Post_Deg_45_54_yrs,C11_F_Post_Deg_55_64_yrs,C11_F_Post_Deg_65_74_yrs,C11_F_Post_Deg_75_84_yrs,C11_F_Post_Deg_85over,C11_F_Post_Deg_Tot,C11_F_GrDip_GrCe_15_19,C11_F_GrDip_GrCe_20_24,C11_F_GrDip_GrCe_25_34,C11_F_GrDip_GrCe_35_44,C11_F_GrDip_GrCe_45_54,C11_F_GrDip_GrCe_55_64,C11_F_GrDip_GrCe_65_74,C11_F_GrDip_GrCe_75_84,C11_F_GrDip_GrCe_85over,C11_F_GrDip_GrCe_Tot,C11_F_BD_15_19,C11_F_BD_20_24,C11_F_BD_25_34,C11_F_BD_35_44,C11_F_BD_45_54,C11_F_BD_55_64,C11_F_BD_65_74,C11_F_BD_75_84,C11_F_BD_85over,C11_F_BD_Tot,C11_F_AdD_DL_15_19,C11_F_AdD_DL_20_24,C11_F_AdD_DL_25_34,C11_F_AdD_DL_35_44,C11_F_AdD_DL_45_54,C11_F_AdD_DL_55_64,C11_F_AdD_DL_65_74,C11_F_AdD_DL_75_84,C11_F_AdD_DL_85over,C11_F_AdD_DL_Tot,C11_F_CL_C_III_IV_15_19,C11_F_CL_C_III_IV_20_24,C11_F_CL_C_III_IV_25_34,C11_F_CL_C_III_IV_35_44,C11_F_CL_C_III_IV_45_54,C11_F_CL_C_III_IV_55_64,C11_F_CL_C_III_IV_65_74,C11_F_CL_C_III_IV_75_84,C11_F_CL_C_III_IV_85over,C11_F_CL_C_III_IV_Tot,C11_F_CL_C_I_II_15_19,C11_F_CL_C_I_II_20_24,C11_F_CL_C_I_II_25_34,C11_F_CL_C_I_II_35_44,C11_F_CL_C_I_II_45_54,C11_F_CL_C_I_II_55_64,C11_F_CL_C_I_II_65_74,C11_F_CL_C_I_II_75_84,C11_F_CL_C_I_II_85over,C11_F_CL_C_I_II_Tot,C11_F_CL_CL_nfd_15_19,C11_F_CL_CL_nfd_20_24,C11_F_CL_CL_nfd_25_34,C11_F_CL_CL_nfd_35_44,C11_F_CL_CL_nfd_45_54,C11_F_CL_CL_nfd_55_64,C11_F_CL_CL_nfd_65_74,C11_F_CL_CL_nfd_75_84,C11_F_CL_CL_nfd_85over,C11_F_CL_CL_nfd_Tot
801081133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091099,0,7,22,14,10,6,0,11,7,71,10,32,184,141,128,87,65,48,11,700,0,0,67,49,25,22,14,4,4,184,0,0,13,16,6,8,10,3,0,56,0,21,77,53,27,35,25,15,3,265,0,5,21,20,34,12,3,10,0,100,0,10,24,19,22,24,9,22,9,138,0,0,5,3,0,0,0,0,0,13,0,0,0,0,4,3,0,0,0,8,0,10,25,27,25,26,16,18,9,155,0,0,5,3,0,0,3,0,0,6,3,8,8,4,13,9,0,7,6,50,0,40,210,168,131,120,73,63,13,816,0,0,20,27,21,10,3,4,0,79,0,0,12,14,11,10,6,6,0,52,0,23,91,67,40,28,13,5,0,269,0,9,16,33,16,19,8,0,0,101,0,14,11,17,16,6,5,8,0,66,0,0,0,6,0,3,0,4,0,13,0,0,3,3,3,3,0,0,0,23
801091100,3,4,13,16,22,22,16,13,10,114,12,58,202,291,332,260,173,128,43,1497,0,3,65,94,115,88,59,23,4,453,0,0,12,27,22,24,12,7,0,101,0,23,113,136,114,107,71,36,21,615,0,12,21,30,34,33,16,17,12,171,4,13,32,35,38,29,12,24,9,193,0,3,4,0,0,0,0,0,0,9,0,0,0,3,0,3,5,4,0,24,3,17,35,41,39,33,25,33,10,228,0,0,0,0,3,5,0,0,0,13,3,0,15,13,12,8,8,7,3,76,8,51,260,340,338,309,181,118,49,1654,0,0,44,57,63,40,11,0,0,220,0,0,18,43,39,20,7,3,3,146,0,45,126,165,128,72,58,17,0,618,0,9,22,32,57,42,28,18,7,216,6,3,16,26,20,13,11,5,7,109,0,8,0,4,3,0,0,0,0,21,0,3,3,8,6,9,11,9,4,41
801091101,7,4,6,7,8,3,5,5,9,50,10,29,105,134,193,154,117,68,35,849,0,0,25,55,46,50,33,20,7,244,0,0,3,13,12,17,14,7,0,64,0,18,54,53,74,47,36,36,17,327,0,3,16,28,29,17,19,17,8,138,0,10,27,32,25,32,12,15,12,163,0,0,0,3,0,0,0,0,0,6,0,0,0,0,5,0,3,9,0,22,9,14,27,32,29,35,13,23,16,191,0,0,0,0,0,0,0,0,0,5,4,5,14,7,13,8,9,15,17,94,17,39,143,188,195,173,127,114,73,1067,0,0,16,40,29,18,12,0,0,109,0,0,7,17,30,14,11,0,0,89,0,11,56,78,77,57,38,21,8,343,0,9,11,25,43,21,29,17,6,162,3,10,9,14,10,8,10,3,0,69,0,0,3,0,0,0,0,0,0,13,0,0,0,4,11,9,8,0,0,28
801091102,7,4,30,28,17,14,32,29,11,168,9,28,139,223,194,147,146,102,30,1012,0,0,26,102,59,42,28,27,3,294,0,0,7,13,12,10,8,0,0,51,0,20,67,92,74,54,47,36,11,403,0,0,11,16,16,15,13,10,3,98,0,9,17,14,21,15,12,17,10,109,0,0,3,0,3,0,0,0,0,12,0,0,0,0,4,0,4,0,0,12,4,9,16,10,26,23,13,18,11,132,0,0,5,5,0,0,0,0,0,13,3,7,13,13,12,10,14,11,0,90,7,43,145,249,203,150,127,116,32,1077,0,4,22,31,36,21,17,7,0,129,0,0,6,20,12,12,5,6,0,69,0,42,116,96,84,56,30,19,4,447,0,12,16,26,36,26,33,13,7,157,6,6,14,14,7,11,9,0,3,61,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,4,3,5,0,25
801091103,5,7,6,13,17,18,10,13,17,92,13,22,111,142,175,142,110,62,62,838,0,5,31,50,74,49,40,14,13,275,0,0,3,18,12,20,17,0,0,67,0,15,52,77,64,51,41,24,20,349,0,4,11,7,9,12,12,8,5,72,0,5,15,14,13,19,11,12,10,104,0,0,0,0,5,0,0,0,0,9,0,0,0,0,4,0,0,0,0,13,0,5,20,17,25,15,16,12,8,122,0,0,3,0,0,0,0,0,0,4,0,0,4,7,11,7,12,5,8,48,0,34,127,186,187,157,131,67,50,936,0,0,21,38,49,22,10,5,3,145,0,0,4,15,20,17,11,0,0,75,0,18,71,76,81,52,18,21,8,351,0,3,8,25,19,15,23,4,8,105,0,4,6,12,3,4,0,10,6,50,0,0,3,4,3,0,0,0,0,12,0,0,0,4,3,5,0,0,3,22
801091104,0,0,0,11,4,6,9,11,8,47,4,32,69,94,116,133,133,56,21,647,0,0,20,32,39,48,51,16,5,213,0,0,3,3,5,15,17,3,0,45,0,8,54,32,31,44,27,28,6,240,0,0,3,10,8,11,9,10,0,60,0,6,12,6,13,18,11,19,6,99,0,4,0,0,0,0,3,0,3,8,0,0,0,3,3,0,0,0,0,11,3,12,12,16,19,18,17,16,11,124,0,0,0,6,0,3,3,0,0,7,0,5,4,5,8,7,7,7,6,41,3,15,94,108,123,151,137,82,20,729,0,0,10,23,36,18,8,0,0,89,0,0,0,12,12,7,7,0,0,44,0,8,37,47,63,58,34,16,0,267,0,3,9,16,27,33,16,10,0,113,0,7,3,9,7,15,4,6,0,43,0,0,0,0,0,0,0,0,0,11,0,0,0,6,4,4,5,6,0,25
801091105,7,17,39,25,16,17,12,12,5,143,10,53,232,190,155,118,76,83,21,933,0,0,76,64,44,42,16,9,4,253,0,0,11,9,6,14,4,4,0,53,0,20,91,70,50,28,25,14,6,308,0,16,23,38,16,10,6,7,7,126,4,12,35,12,24,25,11,18,13,149,3,3,3,0,0,0,0,0,0,10,0,0,0,3,3,0,0,0,6,13,5,16,33,16,28,27,12,20,12,172,0,0,0,0,0,0,0,0,0,5,3,9,23,13,9,9,3,10,5,81,8,61,254,221,156,123,70,66,37,998,0,6,26,25,17,12,4,0,0,92,0,0,6,7,6,5,3,0,0,37,0,32,90,70,40,30,11,5,0,282,0,3,18,19,24,13,19,10,0,115,0,3,17,9,14,6,4,0,0,57,0,0,3,7,0,0,0,0,0,18,0,0,5,9,4,0,9,4,0,20
801091106,3,3,19,10,7,13,14,8,0,73,3,43,200,197,147,157,94,75,27,950,0,0,58,55,38,32,25,27,6,229,0,0,5,10,16,9,12,5,0,58,0,19,101,80,48,43,48,25,15,375,0,6,26,22,26,23,11,6,0,121,5,11,33,27,26,33,9,19,3,169,0,0,5,0,0,0,0,0,0,5,0,0,0,6,0,4,0,0,0,15,6,16,37,34,30,38,14,17,0,182,0,0,0,0,0,0,0,0,0,10,3,0,20,20,9,10,11,3,0,72,10,45,244,222,164,159,113,86,28,1058,0,0,23,22,16,16,6,0,0,89,0,0,12,9,14,10,8,3,0,53,0,28,88,55,50,40,32,10,4,303,0,4,19,25,32,27,26,7,0,152,0,13,22,13,27,14,6,0,0,83,0,4,5,0,4,3,0,0,0,22,0,0,4,4,6,5,0,0,0,16
801091107,4,0,5,3,4,9,3,0,0,37,4,16,19,37,66,69,64,19,4,292,0,0,4,7,16,26,18,7,0,83,0,0,0,0,0,4,9,0,0,14,0,10,16,14,25,17,27,12,0,124,0,0,0,6,6,3,4,0,0,23,0,5,6,0,7,4,7,0,0,30,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,6,0,8,4,7,4,0,36,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,4,4,3,0,23,0,17,29,30,60,61,62,28,10,300,0,0,0,11,16,6,3,0,0,39,0,0,0,0,0,3,3,0,0,12,0,3,13,17,22,21,5,0,0,88,0,0,0,5,6,14,6,5,4,38,0,0,3,0,9,5,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,13
801091108,7,3,7,10,10,11,8,3,0,66,9,41,109,132,152,121,92,63,17,730,0,0,27,34,47,43,30,12,6,180,0,0,0,11,14,12,9,0,0,44,0,12,57,47,49,33,27,23,3,256,0,6,12,17,18,26,16,5,4,98,3,10,19,24,25,31,4,20,3,137,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,13,6,12,22,24,29,34,9,20,3,152,0,0,0,0,0,0,0,0,0,6,0,0,3,0,8,8,5,7,0,44,7,33,119,137,161,152,100,62,12,794,0,0,23,16,23,15,3,0,0,87,0,0,10,9,21,11,9,0,0,72,0,18,45,64,62,35,32,10,5,264,4,6,11,32,21,17,17,10,0,116,5,18,13,15,8,5,5,0,0,65,0,0,0,0,0,0,0,0,0,11,0,0,4,3,7,4,11,0,0,29
801091109,0,9,43,22,16,15,14,5,0,121,6,41,403,235,105,84,57,17,12,969,0,0,184,115,37,17,17,4,0,380,0,3,37,29,9,13,10,0,0,94,0,59,322,160,64,34,24,12,4,674,0,3,56,53,26,20,5,4,3,177,0,25,77,50,25,22,8,9,0,217,0,5,7,0,4,0,0,0,0,18,0,0,5,4,0,3,0,0,0,19,0,31,85,53,26,29,8,7,5,247,0,0,7,0,4,0,0,0,0,12,4,16,56,30,17,14,10,3,0,147,3,113,753,438,182,130,68,35,14,1736,0,3,41,22,7,10,4,0,0,91,0,4,16,12,6,14,4,0,0,65,0,44,177,56,29,14,4,6,4,332,0,10,29,21,15,16,11,7,5,120,0,12,18,7,7,4,0,3,0,59,0,4,6,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,5
801091110,3,4,10,3,6,4,11,5,5,44,7,17,84,118,136,94,70,46,17,590,0,0,15,35,33,23,7,9,0,128,0,0,0,8,12,10,6,0,0,42,0,12,36,53,46,29,28,22,3,227,0,5,14,19,22,11,5,0,0,71,3,11,15,27,33,19,6,16,5,134,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,3,5,0,0,13,0,14,19,32,36,17,17,16,5,154,0,0,0,0,0,0,0,0,0,3,6,11,9,5,6,6,5,5,3,52,5,38,95,145,151,102,71,57,13,673,0,3,15,19,12,17,4,0,0,65,0,0,3,16,12,14,6,0,0,45,0,15,54,57,59,37,24,8,4,250,0,7,12,24,20,20,11,7,0,103,0,3,16,12,11,8,4,0,0,51,0,3,0,4,0,0,0,0,0,10,0,0,0,3,4,0,8,0,0,16
801101134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101135,7,6,18,15,11,0,0,0,0,56,9,29,170,166,80,28,19,8,0,502,0,4,107,165,69,21,10,0,0,379,0,0,15,12,17,3,3,0,0,53,0,36,213,146,64,24,11,7,0,504,0,8,42,64,28,10,3,3,3,162,6,20,68,52,24,16,7,0,0,186,3,0,0,0,0,0,0,0,0,8,0,0,5,4,6,0,0,0,0,14,3,24,76,58,23,16,9,0,0,207,0,0,5,3,0,0,0,0,0,15,5,8,35,10,15,5,7,0,0,82,6,81,487,466,217,80,45,9,9,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,56,113,37,17,0,5,0,235,0,0,15,23,11,0,0,0,0,44,0,24,107,102,34,13,3,0,0,278,0,3,29,33,19,9,4,3,0,99,0,15,38,25,18,10,6,0,0,104,0,0,0,3,0,0,0,0,0,8,0,0,3,7,6,0,0,0,0,13,0,19,41,34,21,10,6,0,0,121,0,0,3,3,0,0,0,0,0,8,0,0,10,8,5,4,0,0,0,27,4,44,263,310,122,50,14,3,0,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101139,0,11,46,15,7,7,0,4,0,95,3,58,349,236,108,57,25,5,0,843,0,3,89,109,59,17,10,0,0,297,0,0,15,15,8,5,0,0,0,47,0,21,160,150,44,22,11,10,0,416,0,5,26,43,25,11,3,0,0,112,0,13,57,33,22,16,6,0,0,166,4,4,6,3,0,0,0,0,0,9,0,0,3,10,0,0,3,0,0,18,5,22,63,41,29,16,14,0,0,198,0,0,0,0,0,0,0,0,0,3,0,9,30,12,3,8,3,5,0,69,6,63,388,371,165,81,47,14,5,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801111140,3,0,5,4,6,4,0,0,0,20,3,11,39,49,29,22,10,0,0,161,0,0,0,0,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,8,0,0,3,11,8,3,4,0,0,34,0,0,4,7,7,4,0,0,0,22,0,5,12,16,12,9,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,16,12,9,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,13,0,8,29,38,34,25,19,0,0,147,0,0,7,0,4,5,0,0,0,15,0,0,0,0,0,3,0,0,0,6,0,6,16,9,3,0,0,0,0,32,0,0,4,5,6,0,0,0,0,16,0,10,0,0,4,5,0,0,0,20,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,10
801111141,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,5,4,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899999499,3,3,10,25,20,16,3,0,0,83,7,16,34,45,29,37,15,0,0,187,0,0,4,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,7,0,3,0,4,0,0,21,0,6,0,0,0,3,0,0,0,16,0,6,9,7,10,6,5,0,0,46,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,11,14,10,6,5,0,0,57,0,0,0,0,0,0,0,0,0,0,0,7,11,30,19,13,13,4,0,100,8,17,36,47,41,32,14,4,0,205,0,0,8,9,5,0,0,0,0,19,0,0,3,0,0,6,0,0,0,8,0,12,33,14,9,3,5,0,0,72,0,0,5,6,0,0,0,0,0,24,0,4,7,4,3,6,0,0,0,30,0,0,0,0,5,0,0,0,0,6,0,4,0,0,0,0,0,0,0,6
