SA2_CODE_2021,Age_55_C21_M,Age_55_C21_F,Age_55_C21_P,Age_56_C11_M,Age_56_C11_F,Age_56_C11_P,Age_56_C16_M,Age_56_C16_F,Age_56_C16_P,Age_56_C21_M,Age_56_C21_F,Age_56_C21_P,Age_57_C11_M,Age_57_C11_F,Age_57_C11_P,Age_57_C16_M,Age_57_C16_F,Age_57_C16_P,Age_57_C21_M,Age_57_C21_F,Age_57_C21_P,Age_58_C11_M,Age_58_C11_F,Age_58_C11_P,Age_58_C16_M,Age_58_C16_F,Age_58_C16_P,Age_58_C21_M,Age_58_C21_F,Age_58_C21_P,Age_59_C11_M,Age_59_C11_F,Age_59_C11_P,Age_59_C16_M,Age_59_C16_F,Age_59_C16_P,Age_59_C21_M,Age_59_C21_F,Age_59_C21_P,Age_55_59_C11_M,Age_55_59_C11_F,Age_55_59_C11_P,Age_55_59_C16_M,Age_55_59_C16_F,Age_55_59_C16_P,Age_55_59_C21_M,Age_55_59_C21_F,Age_55_59_C21_P,Age_60_C11_M,Age_60_C11_F,Age_60_C11_P,Age_60_C16_M,Age_60_C16_F,Age_60_C16_P,Age_60_C21_M,Age_60_C21_F,Age_60_C21_P,Age_61_C11_M,Age_61_C11_F,Age_61_C11_P,Age_61_C16_M,Age_61_C16_F,Age_61_C16_P,Age_61_C21_M,Age_61_C21_F,Age_61_C21_P,Age_62_C11_M,Age_62_C11_F,Age_62_C11_P,Age_62_C16_M,Age_62_C16_F,Age_62_C16_P,Age_62_C21_M,Age_62_C21_F,Age_62_C21_P,Age_63_C11_M,Age_63_C11_F,Age_63_C11_P,Age_63_C16_M,Age_63_C16_F,Age_63_C16_P,Age_63_C21_M,Age_63_C21_F,Age_63_C21_P,Age_64_C11_M,Age_64_C11_F,Age_64_C11_P,Age_64_C16_M,Age_64_C16_F,Age_64_C16_P,Age_64_C21_M,Age_64_C21_F,Age_64_C21_P,Age_60_64_C11_M,Age_60_64_C11_F,Age_60_64_C11_P,Age_60_64_C16_M,Age_60_64_C16_F,Age_60_64_C16_P,Age_60_64_C21_M,Age_60_64_C21_F,Age_60_64_C21_P,Age_65_C11_M,Age_65_C11_F,Age_65_C11_P,Age_65_C16_M,Age_65_C16_F,Age_65_C16_P,Age_65_C21_M,Age_65_C21_F,Age_65_C21_P,Age_66_C11_M,Age_66_C11_F,Age_66_C11_P,Age_66_C16_M,Age_66_C16_F,Age_66_C16_P,Age_66_C21_M,Age_66_C21_F,Age_66_C21_P,Age_67_C11_M,Age_67_C11_F,Age_67_C11_P,Age_67_C16_M,Age_67_C16_F,Age_67_C16_P,Age_67_C21_M,Age_67_C21_F,Age_67_C21_P,Age_68_C11_M,Age_68_C11_F,Age_68_C11_P,Age_68_C16_M,Age_68_C16_F,Age_68_C16_P,Age_68_C21_M,Age_68_C21_F,Age_68_C21_P,Age_69_C11_M,Age_69_C11_F,Age_69_C11_P,Age_69_C16_M,Age_69_C16_F,Age_69_C16_P,Age_69_C21_M,Age_69_C21_F,Age_69_C21_P,Age_65_69_C11_M,Age_65_69_C11_F,Age_65_69_C11_P,Age_65_69_C16_M,Age_65_69_C16_F,Age_65_69_C16_P,Age_65_69_C21_M,Age_65_69_C21_F,Age_65_69_C21_P,Age_70_C11_M,Age_70_C11_F,Age_70_C11_P,Age_70_C16_M,Age_70_C16_F,Age_70_C16_P,Age_70_C21_M,Age_70_C21_F,Age_70_C21_P,Age_71_C11_M,Age_71_C11_F,Age_71_C11_P,Age_71_C16_M,Age_71_C16_F,Age_71_C16_P,Age_71_C21_M,Age_71_C21_F,Age_71_C21_P,Age_72_C11_M,Age_72_C11_F,Age_72_C11_P,Age_72_C16_M,Age_72_C16_F,Age_72_C16_P,Age_72_C21_M,Age_72_C21_F,Age_72_C21_P,Age_73_C11_M,Age_73_C11_F,Age_73_C11_P,Age_73_C16_M,Age_73_C16_F,Age_73_C16_P,Age_73_C21_M,Age_73_C21_F,Age_73_C21_P,Age_74_C11_M,Age_74_C11_F,Age_74_C11_P,Age_74_C16_M,Age_74_C16_F,Age_74_C16_P,Age_74_C21_M,Age_74_C21_F
801011001,14,18,35,11,10,25,21,17,39,24,12,37,16,16,34,10,18,25,16,23,39,14,13,29,17,23,35,12,16,27,7,12,16,6,22,32,15,14,21,67,70,136,78,89,172,76,87,167,15,12,28,16,15,32,12,17,34,14,20,35,17,14,25,24,18,43,17,15,30,10,18,25,15,19,31,10,14,23,6,14,22,17,15,38,13,29,37,4,6,11,14,12,27,67,80,152,54,62,114,85,91,174,10,25,35,18,13,28,10,11,22,13,11,23,9,15,26,12,9,20,15,24,39,22,14,27,9,19,27,16,14,31,9,16,17,8,20,27,12,9,25,9,25,34,6,8,18,63,88,153,64,76,139,45,68,114,8,10,17,15,17,30,13,10,21,18,11,22,7,14,21,5,13,26,10,11,25,14,18,30,16,12,29,10,9,19,13,12,31,5,11,15,15,7,25,10,8,23,10,22
801011002,24,20,48,12,22,36,19,14,32,24,15,43,13,3,21,22,19,35,23,26,50,17,20,37,13,20,33,20,14,32,14,8,25,20,25,48,22,27,49,71,63,134,92,87,187,114,114,223,8,18,29,18,23,35,25,19,46,9,9,19,14,16,28,20,5,29,10,5,16,12,12,22,19,20,42,11,16,28,19,34,51,9,19,30,13,15,26,11,11,16,19,22,41,51,71,119,73,87,161,97,91,184,8,11,17,11,14,26,19,23,40,7,14,17,15,6,24,14,22,35,11,15,26,13,14,25,16,15,26,7,8,17,11,19,32,17,26,40,9,12,19,14,17,24,13,15,27,45,57,104,62,74,134,63,101,166,12,8,17,10,12,24,8,17,26,10,11,19,14,14,27,17,20,31,13,11,21,11,22,30,13,15,28,11,0,13,9,13,24,11,22,33,4,13,20,11,14,25,19,16
801011003,9,22,30,30,25,52,22,24,49,24,34,64,27,13,42,25,26,58,20,30,45,14,20,42,24,29,58,32,22,55,21,24,48,22,20,40,17,26,44,125,113,235,131,138,267,106,124,236,19,24,46,29,16,50,24,28,58,15,16,32,23,23,46,12,21,39,22,22,37,27,15,45,22,26,49,14,18,37,14,26,44,31,32,61,20,16,39,27,18,42,16,23,38,94,94,188,121,105,227,107,136,243,16,16,30,23,16,34,26,26,49,17,17,29,16,15,31,23,28,50,14,15,28,13,25,37,19,20,37,13,10,22,20,21,39,11,21,34,8,7,14,13,24,38,20,28,48,62,62,122,84,97,182,99,118,218,13,7,17,10,16,28,36,23,55,15,14,26,14,21,38,18,22,34,10,11,20,15,16,34,20,23,49,6,16,20,8,11,23,15,18,35,11,7,12,8,3,16,26,24
801011004,12,17,30,17,17,38,9,24,42,15,17,27,21,10,27,8,20,31,11,15,23,22,20,36,10,14,25,15,9,25,11,21,31,17,22,41,16,11,25,83,93,176,58,101,163,61,72,139,14,15,28,14,24,33,14,26,35,10,15,27,13,17,34,12,22,31,18,15,39,18,10,25,10,16,25,6,13,21,19,16,33,10,17,28,17,13,35,12,13,29,13,22,38,70,77,152,69,78,151,58,98,158,23,10,27,6,8,22,11,24,36,11,20,28,13,16,27,9,17,26,8,13,18,15,17,31,7,5,15,6,6,20,5,16,26,16,7,24,3,4,11,13,17,31,13,18,31,53,52,109,58,72,127,65,71,132,10,6,19,18,6,26,9,17,25,6,9,9,5,12,21,11,14,26,6,3,16,8,8,20,12,12,24,5,7,11,5,7,20,10,10,22,5,11,10,8,9,12,11,10
801011005,20,21,42,11,18,25,26,25,54,12,13,31,10,19,33,11,14,30,6,26,30,25,16,40,18,8,31,22,16,36,15,21,39,20,15,36,13,23,39,70,101,172,90,86,178,79,97,175,3,21,23,14,19,32,14,14,28,17,18,33,11,14,23,14,20,37,11,16,26,6,15,27,9,18,32,15,14,31,11,18,27,16,13,26,22,22,46,8,19,33,14,23,35,73,85,160,58,93,142,75,86,156,19,30,43,13,16,30,9,22,38,18,23,40,16,16,27,11,20,28,5,16,25,9,16,27,3,17,20,14,7,20,21,14,35,13,14,29,12,8,17,24,22,39,11,19,26,66,83,150,77,90,157,50,94,142,19,12,32,11,28,36,9,17,27,18,8,29,10,18,30,10,19,28,5,14,27,11,15,25,6,13,24,15,10,24,14,8,18,18,15,34,17,13,31,8,9,19,23,18
801011006,48,57,96,26,27,55,36,32,62,50,55,102,24,26,52,27,46,77,35,38,74,27,43,70,31,33,66,45,42,77,32,22,52,41,45,84,37,28,65,130,150,284,165,180,348,204,211,418,19,28,51,21,22,46,41,29,71,23,28,50,23,26,48,38,31,67,24,17,44,20,30,59,22,50,67,15,27,44,21,38,55,32,32,64,36,23,62,21,30,56,33,36,67,118,130,248,116,147,262,159,178,339,7,12,18,20,28,49,23,20,42,11,18,31,20,21,38,18,17,36,10,16,32,18,13,34,24,38,63,11,12,23,18,30,45,22,29,48,7,5,15,28,24,56,23,26,43,54,61,114,104,119,221,100,133,235,10,12,19,14,17,24,20,21,39,13,12,25,11,11,29,13,25,36,10,9,21,6,14,26,26,16,38,11,11,19,15,18,32,16,25,37,11,11,21,11,7,18,22,25
801011007,23,25,50,32,30,60,41,27,66,33,29,60,25,41,69,24,37,64,32,33,63,34,42,79,37,45,80,31,29,60,41,41,81,42,37,84,38,28,69,168,184,357,162,189,347,156,149,307,53,49,97,37,34,69,22,37,59,39,55,90,23,26,51,32,27,58,43,28,79,24,29,55,27,28,55,36,37,76,35,47,76,24,41,63,27,34,59,38,30,70,25,34,60,200,200,392,159,163,319,129,162,291,26,22,53,34,43,81,42,30,69,16,16,35,28,44,72,28,21,48,19,9,29,39,28,74,21,23,46,15,15,28,41,33,71,26,36,65,16,12,31,30,30,57,30,30,59,91,84,176,168,184,356,142,141,285,11,14,23,26,19,49,28,37,62,12,6,24,8,20,32,23,37,63,14,12,19,18,16,34,35,24,57,8,11,13,17,8,22,21,27,52,5,9,17,16,11,28,27,25
801011008,30,32,66,27,42,72,36,48,82,26,36,61,25,39,67,38,45,82,26,43,71,40,34,73,31,39,71,28,28,58,30,36,67,29,38,68,23,31,60,161,183,344,178,205,385,143,172,309,32,32,65,29,23,54,37,36,70,24,28,53,35,37,72,33,39,72,27,34,60,18,44,64,43,44,82,18,19,33,31,31,67,21,40,62,28,29,52,28,33,57,34,35,67,125,144,269,150,169,320,174,189,358,30,11,44,36,32,65,24,21,48,16,26,40,15,34,47,22,41,64,14,18,32,21,29,49,19,38,60,12,16,28,17,20,40,36,28,63,11,16,30,21,24,49,28,31,61,89,84,172,112,141,252,140,155,293,14,10,23,19,15,34,34,23,59,9,10,24,11,26,35,11,29,37,15,12,20,15,17,31,23,29,49,4,13,20,12,9,23,14,20,31,11,11,23,12,13,27,17,27
801011009,29,19,49,26,28,51,23,16,41,18,18,33,24,32,57,13,20,35,11,22,35,20,21,45,24,21,51,19,13,34,23,36,57,16,33,49,19,24,43,108,139,249,99,107,204,96,99,193,25,22,49,14,17,33,21,21,43,23,15,39,20,22,43,18,21,45,29,38,68,19,22,48,14,18,35,22,40,58,11,19,27,28,19,46,35,31,62,13,20,37,28,26,52,135,136,272,82,105,186,109,107,214,35,17,51,18,15,34,10,11,28,24,25,46,18,14,39,16,21,36,20,10,30,30,35,60,15,19,35,25,25,43,14,30,42,16,17,31,15,14,29,20,19,46,16,20,38,111,84,198,107,113,224,76,84,163,4,9,19,23,23,47,24,22,41,18,3,19,18,20,41,22,12,35,11,4,21,8,7,22,22,19,40,3,6,13,14,14,34,14,27,42,8,9,19,9,11,23,14,18
801011010,19,16,35,14,24,41,18,10,27,15,8,25,12,22,37,16,17,31,11,15,26,24,17,40,10,6,21,9,6,19,12,27,36,10,14,26,11,13,22,83,108,193,64,63,124,65,61,132,20,32,53,11,17,31,12,16,22,25,14,36,12,18,33,14,9,23,18,16,34,14,25,44,10,14,23,12,18,31,24,16,35,14,4,17,19,14,35,9,19,31,13,12,22,97,97,187,70,96,168,55,59,115,15,9,24,17,20,38,14,8,24,12,3,15,28,14,33,18,21,36,16,6,18,12,10,26,13,22,32,3,7,9,12,13,23,21,17,40,12,10,24,20,15,37,8,19,29,57,36,90,94,72,164,69,84,153,6,11,15,9,10,19,19,21,38,5,0,6,13,5,15,24,13,37,3,7,8,10,5,16,18,7,22,7,5,11,4,5,9,12,9,26,3,6,3,16,10,22,15,9
801011011,17,18,31,32,22,57,21,15,38,20,20,38,22,26,43,22,12,40,14,19,32,34,37,73,16,24,42,16,13,33,28,33,58,14,21,39,21,24,37,125,150,277,94,101,195,83,88,167,21,33,51,10,24,34,18,20,32,20,34,57,20,26,46,20,22,37,25,25,46,23,22,50,18,12,31,18,17,39,25,34,65,17,26,42,22,21,41,22,30,55,17,20,35,111,126,238,104,140,241,85,97,174,14,10,26,23,27,54,9,20,29,15,18,31,22,28,50,16,18,38,13,9,23,25,22,44,23,21,41,10,10,21,25,24,47,26,34,59,11,6,20,17,17,30,18,23,46,67,58,124,105,111,215,91,125,217,12,6,15,11,13,25,26,26,51,9,9,15,13,10,34,17,27,44,15,11,21,16,12,25,18,17,36,9,6,14,7,9,16,23,22,41,7,4,9,3,5,15,13,20
801011012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011013,19,16,37,9,19,28,9,19,25,16,30,38,14,18,27,16,23,43,28,20,43,14,11,27,19,15,29,13,18,26,19,17,38,11,26,40,13,19,30,78,79,157,74,101,173,79,98,175,19,30,47,24,9,32,20,23,37,14,29,42,8,13,28,11,13,29,30,25,50,10,15,27,11,18,30,19,20,41,12,13,28,16,12,31,20,35,56,13,18,35,17,20,37,106,134,241,82,67,148,75,94,160,25,14,38,21,26,43,23,7,26,22,21,45,14,22,39,9,16,27,10,22,36,23,26,40,11,16,28,19,16,33,19,17,37,15,9,30,28,19,47,26,27,48,17,20,36,92,99,191,106,110,212,72,76,142,13,29,33,16,11,26,22,23,42,14,13,25,19,26,40,17,22,41,18,6,26,8,21,33,21,14,39,14,10,26,19,11,26,21,18,39,10,12,14,19,18,41,20,21
801011014,19,25,46,15,15,27,17,10,32,19,10,25,12,14,30,23,14,35,29,8,40,8,19,25,14,15,29,20,20,35,16,10,25,10,17,29,14,9,31,57,79,134,83,80,159,96,84,182,13,19,29,16,9,23,13,14,30,9,13,28,12,17,24,16,14,28,14,29,43,9,15,27,17,7,29,14,13,26,8,15,25,12,17,31,22,23,50,10,15,28,14,15,34,82,96,177,55,69,129,75,72,143,19,25,44,14,12,30,11,9,20,25,23,43,11,16,22,8,18,19,17,23,39,14,24,41,15,10,26,23,11,33,11,14,24,9,13,26,6,13,20,24,24,46,9,9,21,90,98,181,73,92,167,57,61,114,9,12,28,27,19,48,14,10,27,8,11,27,23,21,43,9,16,27,13,8,20,14,19,32,14,26,34,10,3,14,17,14,31,11,15,26,12,9,24,9,11,14,22,26
801011015,24,24,49,25,28,54,20,31,48,36,25,58,27,19,47,12,27,38,25,17,44,15,25,45,29,15,38,16,19,36,13,25,41,15,21,38,23,30,62,110,122,231,99,110,216,121,120,244,27,34,63,25,25,48,19,25,42,24,33,51,24,34,55,18,23,43,26,40,69,32,16,44,18,21,40,35,45,74,17,33,44,21,12,35,42,35,76,22,27,42,18,24,40,150,192,339,112,129,241,90,107,199,27,30,59,24,41,61,20,22,41,23,24,46,25,30,56,26,30,55,13,30,42,23,45,69,33,18,47,17,26,42,34,42,77,17,23,38,23,31,52,36,32,70,15,29,45,103,141,243,135,194,324,106,116,222,13,14,32,22,21,43,17,33,47,14,19,31,22,21,45,21,42,59,18,16,34,9,27,45,20,39,57,15,12,28,19,30,49,34,35,69,9,6,23,15,24,42,34,24
801011016,43,41,82,70,64,131,32,33,68,35,51,89,64,73,137,43,59,105,45,40,80,63,69,134,48,48,95,45,53,94,47,59,104,51,66,116,38,33,78,303,327,632,217,249,471,207,219,427,60,70,129,40,64,105,34,45,80,54,52,107,59,57,121,37,34,78,51,41,94,57,65,121,36,48,84,53,42,94,59,59,121,36,47,84,53,47,99,39,53,91,49,68,114,275,250,523,252,309,560,196,242,438,27,30,60,59,56,114,38,63,104,26,24,46,49,49,102,55,58,117,28,20,57,46,42,89,59,63,122,29,26,50,52,33,88,50,60,105,27,31,63,41,46,86,39,47,91,142,128,267,244,234,482,246,289,539,17,17,35,25,28,52,45,55,106,24,25,44,26,21,50,51,50,99,15,14,34,28,26,49,42,43,82,22,14,38,35,19,57,42,41,83,18,14,33,24,30,54,39,43
801011017,8,21,30,17,26,50,10,23,31,16,19,35,25,21,45,26,24,53,25,20,42,17,28,45,20,23,44,17,26,42,16,26,44,23,21,43,22,25,48,102,120,225,105,121,221,86,112,191,24,23,44,23,17,38,20,24,40,14,33,48,16,18,38,12,27,33,22,26,50,20,16,31,20,20,40,32,33,64,18,25,40,12,29,37,26,26,51,17,21,42,27,16,43,112,141,258,89,98,186,86,108,192,24,18,43,15,24,35,21,18,38,18,29,50,11,27,35,11,18,28,17,14,29,13,32,38,17,13,29,13,14,31,32,22,60,13,19,31,18,15,33,23,24,48,18,25,45,84,88,175,92,129,221,77,97,176,8,17,31,19,18,35,15,24,36,10,9,18,17,18,40,13,30,40,5,7,16,7,10,18,13,24,39,16,6,18,10,18,25,24,25,52,8,15,25,11,4,22,22,23
801011018,5,3,9,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,10,3,16,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,8,9,0,0,0,0,0,5,25,30,58,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,5,4,4,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,5,5,0,0,0,4,0,4,16,22,35,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,25,0,0,0,0,0,0,0,5,8,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,7,0
801011019,33,39,74,20,33,50,21,32,58,26,35,61,36,30,68,29,29,62,26,23,46,20,28,48,28,31,58,24,20,41,28,20,48,23,23,48,18,31,49,142,129,266,132,157,288,120,144,266,12,33,45,24,22,43,34,35,65,27,34,56,19,24,45,27,41,63,31,19,49,38,33,68,29,29,60,29,30,63,21,29,51,27,31,60,30,29,63,26,18,42,22,26,49,128,146,275,126,125,256,139,161,298,17,19,39,14,28,47,21,22,45,13,21,35,28,28,50,22,22,46,27,18,45,20,28,50,39,32,67,15,22,33,29,26,60,18,28,46,17,15,28,26,31,55,22,20,45,83,90,179,115,145,259,119,127,248,10,14,26,12,21,31,12,28,41,6,18,25,19,15,32,22,27,54,5,9,14,25,16,41,31,23,49,8,6,14,14,17,28,27,26,53,7,5,14,14,13,23,19,23
801011020,18,16,40,12,13,26,4,19,24,24,11,32,11,13,29,8,11,21,21,11,35,15,14,26,18,22,33,9,9,23,16,13,28,22,10,38,20,15,34,61,63,122,63,75,139,88,72,160,17,3,21,9,8,21,16,15,28,4,14,15,12,16,27,4,18,21,13,4,14,12,9,23,15,13,29,11,12,16,9,13,27,19,24,37,10,22,31,11,16,24,26,13,34,51,57,105,57,57,114,78,74,151,14,22,31,13,5,23,11,13,27,11,16,35,3,9,16,14,14,29,18,13,31,12,13,21,12,15,24,9,16,27,9,12,20,10,19,21,16,11,23,9,20,26,15,16,30,69,72,142,47,64,113,57,67,126,8,7,13,12,16,31,10,18,32,14,4,18,10,22,28,11,9,20,10,17,23,16,13,29,14,16,32,6,12,19,14,13,31,15,24,31,12,8,22,10,6,12,11,22
801011021,19,21,41,28,28,53,19,29,44,27,18,43,28,31,62,10,22,33,14,22,32,21,24,45,18,29,49,15,21,35,20,19,39,14,17,33,35,30,59,117,132,246,80,128,201,107,104,210,20,26,42,17,26,41,21,26,46,18,24,44,26,25,48,21,27,43,29,17,48,28,31,57,12,20,31,14,17,39,25,25,46,12,33,43,22,20,42,22,18,44,17,20,37,101,105,204,113,127,237,81,128,207,13,12,27,21,30,48,16,19,29,10,11,27,15,19,30,24,25,44,15,7,19,28,19,44,24,27,52,9,11,17,12,18,32,15,25,43,3,3,10,16,13,34,17,19,35,50,51,105,88,94,185,93,116,205,10,11,19,13,11,21,16,26,42,0,8,6,9,10,17,7,14,26,13,7,21,8,8,15,22,17,37,6,6,11,16,10,22,13,11,28,0,13,11,4,7,12,25,12
801011022,12,18,27,16,21,40,27,23,50,17,16,26,23,26,48,16,22,42,28,19,52,13,19,33,21,17,39,21,20,36,19,33,47,21,28,46,18,18,34,94,106,200,96,110,208,99,84,179,20,22,42,22,15,31,13,17,25,15,23,43,18,27,41,18,20,38,26,27,53,17,16,32,16,16,26,16,25,42,13,20,31,19,18,37,27,18,49,11,19,35,13,29,42,115,116,225,77,98,176,72,97,170,18,19,38,12,18,37,15,15,34,25,28,53,9,21,40,9,21,33,17,24,40,24,18,44,12,14,31,16,9,25,11,23,39,9,24,31,12,16,29,27,19,42,15,16,29,94,96,186,86,105,193,71,83,151,13,24,32,17,16,37,20,17,35,14,14,30,18,25,48,5,16,26,15,12,24,17,22,38,17,20,36,14,7,18,14,7,23,14,17,35,8,13,25,14,9,21,29,15
801011023,9,7,15,12,15,22,13,14,21,9,16,24,7,14,16,11,19,25,8,12,16,12,16,29,17,13,29,12,10,28,11,15,23,16,6,24,12,11,26,44,71,113,61,66,129,53,60,105,14,11,23,3,13,12,9,18,31,8,10,17,8,14,24,11,9,15,0,17,21,17,12,28,15,18,31,7,15,28,8,16,23,22,10,26,14,23,34,7,15,18,10,8,22,50,77,121,44,67,109,64,64,128,18,8,26,12,10,21,3,8,11,17,15,32,12,9,14,5,19,25,14,20,36,4,11,20,15,8,19,8,8,16,3,13,23,19,15,30,19,13,32,17,20,33,7,10,19,70,64,135,50,64,117,43,64,110,10,11,21,17,14,32,10,15,27,5,10,22,13,16,28,8,7,18,10,9,21,13,21,36,9,17,25,8,11,18,8,9,14,12,18,25,3,14,21,19,22,37,14,18
801011024,18,12,27,24,6,29,11,19,30,16,21,38,7,10,24,10,12,22,17,15,36,7,17,24,15,12,27,21,11,29,15,11,25,8,12,22,10,11,17,68,65,128,66,77,139,75,75,149,4,22,27,9,16,25,14,8,31,17,16,28,19,14,34,19,17,30,19,13,25,10,6,13,9,12,23,16,16,33,3,15,26,11,7,17,10,32,43,6,7,19,7,5,18,67,94,162,47,57,104,64,58,116,10,20,33,6,20,26,12,11,26,21,24,44,7,13,24,15,11,23,9,14,22,11,11,23,5,10,18,10,7,18,13,14,25,8,16,25,13,11,20,18,30,43,7,9,16,68,67,135,59,85,141,46,64,110,16,6,24,12,15,25,5,17,25,11,6,18,15,19,34,6,9,19,8,14,18,11,9,18,12,12,21,9,10,18,10,4,17,15,16,28,4,8,15,8,7,18,15,30
801011025,18,11,24,18,14,26,14,16,27,22,17,31,22,19,42,19,18,35,9,15,28,18,34,49,5,19,25,13,14,25,12,29,37,18,16,31,7,13,24,82,115,199,61,88,150,64,67,131,20,21,47,14,17,25,6,16,22,27,14,36,12,13,24,8,12,21,20,23,41,13,23,35,17,12,24,15,22,41,14,29,46,9,12,22,25,15,38,3,22,31,9,12,21,102,98,196,58,110,169,53,67,117,18,13,28,19,22,43,12,17,32,10,11,22,23,7,32,15,7,18,13,17,28,13,18,38,13,20,34,7,12,14,17,18,38,6,28,32,7,12,16,12,18,27,8,23,24,59,56,114,83,91,170,52,89,140,10,11,14,13,11,24,15,23,41,12,6,17,14,13,16,20,9,34,10,7,17,11,9,22,20,21,35,12,0,17,4,11,14,11,19,32,3,5,6,3,10,14,17,15
801011026,15,11,23,11,22,31,20,13,31,21,21,38,12,12,27,13,22,32,17,10,33,19,22,39,18,14,31,15,15,29,18,18,33,19,18,32,11,15,23,75,83,156,88,79,167,76,70,145,11,10,26,13,13,27,8,16,21,13,15,29,11,20,28,13,21,34,17,13,29,10,11,21,14,16,29,14,27,42,15,17,31,22,10,34,18,13,32,13,11,23,14,14,32,69,89,162,59,77,135,74,80,155,13,19,31,12,17,27,17,11,30,17,27,48,12,15,30,11,20,28,22,12,33,16,18,29,8,16,21,10,6,20,13,25,34,10,10,20,14,16,34,13,11,26,7,17,21,76,86,162,65,84,150,52,72,123,8,11,20,11,19,28,15,13,26,16,11,28,17,24,44,13,20,32,8,11,17,19,8,31,11,12,23,16,13,29,16,10,29,15,27,40,10,14,20,10,18,28,14,18
801011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011143,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,3,4,12,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
