SA2_CODE_2021,C11_70_74_Married_P,C11_70_74_Sep_M,C11_70_74_Sep_F,C11_70_74_Sep_P,C11_70_74_Div_M,C11_70_74_Div_F,C11_70_74_Div_P,C11_70_74_Wid_M,C11_70_74_Wid_F,C11_70_74_Wid_P,C11_70_74_Nvr_marrd_M,C11_70_74_Nvr_marrd_F,C11_70_74_Nvr_marrd_P,C11_70_74_Tot_M,C11_70_74_Tot_F,C11_70_74_Tot_P,C11_75_79_Married_M,C11_75_79_Married_F,C11_75_79_Married_P,C11_75_79_Sep_M,C11_75_79_Sep_F,C11_75_79_Sep_P,C11_75_79_Div_M,C11_75_79_Div_F,C11_75_79_Div_P,C11_75_79_Wid_M,C11_75_79_Wid_F,C11_75_79_Wid_P,C11_75_79_Nvr_marrd_M,C11_75_79_Nvr_marrd_F,C11_75_79_Nvr_marrd_P,C11_75_79_Tot_M,C11_75_79_Tot_F,C11_75_79_Tot_P,C11_80_84_Married_M,C11_80_84_Married_F,C11_80_84_Married_P,C11_80_84_Sep_M,C11_80_84_Sep_F,C11_80_84_Sep_P,C11_80_84_Div_M,C11_80_84_Div_F,C11_80_84_Div_P,C11_80_84_Wid_M,C11_80_84_Wid_F,C11_80_84_Wid_P,C11_80_84_Nvr_marrd_M,C11_80_84_Nvr_marrd_F,C11_80_84_Nvr_marrd_P,C11_80_84_Tot_M,C11_80_84_Tot_F,C11_80_84_Tot_P,C11_85_over_Married_M,C11_85_over_Married_F,C11_85_over_Married_P,C11_85_over_Seprtd_M,C11_85_over_Seprtd_F,C11_85_over_Seprtd_P,C11_85_over_Divorce_M,C11_85_over_Divorce_F,C11_85_over_Divorce_P,C11_85_over_Wid_M,C11_85_over_Wid_F,C11_85_over_Wid_P,C11_85_over_Nvr_mard_M,C11_85_over_Nvr_mard_F,C11_85_over_Nvr_mard_P,C11_85_over_Tot_M,C11_85_over_Tot_F,C11_85_over_Tot_P,C11_Tot_Married_M,C11_Tot_Married_F,C11_Tot_Married_P,C11_Tot_Sep_M,C11_Tot_Sep_F,C11_Tot_Sep_P,C11_Tot_Div_M,C11_Tot_Div_F,C11_Tot_Div_P,C11_Tot_Wid_M,C11_Tot_Wid_F,C11_Tot_Wid_P,C11_Tot_nver_marrie_M,C11_Tot_nver_marrie_F,C11_Tot_nver_marrie_P,C11_Tot_Tot_M,C11_Tot_Tot_F,C11_Tot_Tot_P,C16_15_19_Married_M,C16_15_19_Married_F,C16_15_19_Married_P,C16_15_19_Sep_M,C16_15_19_Sep_F,C16_15_19_Sep_P,C16_15_19_Div_M,C16_15_19_Div_F,C16_15_19_Div_P,C16_15_19_Wid_M,C16_15_19_Wid_F,C16_15_19_Wid_P,C16_15_19_Nvr_marrd_M,C16_15_19_Nvr_marrd_F,C16_15_19_Nvr_marrd_P,C16_15_19_Tot_M,C16_15_19_Tot_F,C16_15_19_Tot_P,C16_20_24_Married_M,C16_20_24_Married_F,C16_20_24_Married_P,C16_20_24_Sep_M,C16_20_24_Sep_F,C16_20_24_Sep_P,C16_20_24_Div_M,C16_20_24_Div_F,C16_20_24_Div_P,C16_20_24_Wid_M,C16_20_24_Wid_F,C16_20_24_Wid_P,C16_20_24_Nvr_marrd_M,C16_20_24_Nvr_marrd_F,C16_20_24_Nvr_marrd_P,C16_20_24_Tot_M,C16_20_24_Tot_F,C16_20_24_Tot_P,C16_25_29_Married_M,C16_25_29_Married_F,C16_25_29_Married_P,C16_25_29_Sep_M,C16_25_29_Sep_F,C16_25_29_Sep_P,C16_25_29_Div_M,C16_25_29_Div_F,C16_25_29_Div_P,C16_25_29_Wid_M,C16_25_29_Wid_F,C16_25_29_Wid_P,C16_25_29_Nvr_marrd_M,C16_25_29_Nvr_marrd_F,C16_25_29_Nvr_marrd_P,C16_25_29_Tot_M,C16_25_29_Tot_F,C16_25_29_Tot_P,C16_30_34_Married_M,C16_30_34_Married_F,C16_30_34_Married_P,C16_30_34_Sep_M,C16_30_34_Sep_F,C16_30_34_Sep_P,C16_30_34_Div_M,C16_30_34_Div_F,C16_30_34_Div_P,C16_30_34_Wid_M,C16_30_34_Wid_F,C16_30_34_Wid_P,C16_30_34_Nvr_marrd_M,C16_30_34_Nvr_marrd_F,C16_30_34_Nvr_marrd_P,C16_30_34_Tot_M,C16_30_34_Tot_F,C16_30_34_Tot_P,C16_35_39_Married_M,C16_35_39_Married_F,C16_35_39_Married_P,C16_35_39_Sep_M,C16_35_39_Sep_F,C16_35_39_Sep_P,C16_35_39_Div_M,C16_35_39_Div_F,C16_35_39_Div_P,C16_35_39_Wid_M,C16_35_39_Wid_F,C16_35_39_Wid_P,C16_35_39_Nvr_marrd_M,C16_35_39_Nvr_marrd_F,C16_35_39_Nvr_marrd_P,C16_35_39_Tot_M,C16_35_39_Tot_F,C16_35_39_Tot_P,C16_40_44_Married_M,C16_40_44_Married_F,C16_40_44_Married_P,C16_40_44_Sep_M,C16_40_44_Sep_F,C16_40_44_Sep_P,C16_40_44_Div_M,C16_40_44_Div_F,C16_40_44_Div_P,C16_40_44_Wid_M,C16_40_44_Wid_F,C16_40_44_Wid_P,C16_40_44_Nvr_marrd_M,C16_40_44_Nvr_marrd_F,C16_40_44_Nvr_marrd_P,C16_40_44_Tot_M,C16_40_44_Tot_F,C16_40_44_Tot_P,C16_45_49_Married_M,C16_45_49_Married_F,C16_45_49_Married_P,C16_45_49_Sep_M
801011142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,3,3,5,4,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,8,88,4,0,4,7,0,12,0,0,0,192,12,199,286,16,308,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,9,0,6,15,0,15,0,0,0,0,0,0,0,0,0,46,0,51,61,0,67,13,4,17,0,0,0,5,0,5,0,0,0,55,8,62,70,7,80,27,0,28,0,0,0,0,0,0,0,0,0,42,3,44,79,7,87,23,4,22,0,0,0,0,0,0,0,0,0,31,0,31,58,4,57,25,3,28,4,0,4,0,0,0,0,0,0,22,5,25,47,3,55,7,0,7,6
801031032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,18,0,0,0,0,0,0,0,0,0,6,0,12,15,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,6,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
801031113,17,0,0,3,4,9,5,3,7,10,0,0,0,16,16,38,0,4,6,0,0,0,5,4,9,0,4,4,0,0,0,15,9,19,5,0,12,0,0,0,0,5,6,0,0,9,0,0,4,13,11,27,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,3,0,4,116,103,219,33,24,58,103,51,150,11,29,40,215,94,307,480,302,778,0,0,0,0,0,0,0,0,0,0,0,0,17,9,28,18,9,27,0,0,0,0,0,0,0,0,0,0,0,0,35,21,53,32,21,54,0,3,4,0,3,3,0,0,0,0,0,0,21,25,42,26,25,52,8,9,11,0,3,7,6,0,11,0,0,0,19,12,31,30,18,51,7,5,13,0,0,4,0,3,0,0,0,0,21,4,27,31,15,39,6,7,12,0,0,0,7,0,11,0,0,0,25,9,31,40,15,57,14,14,24,3
801031114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,24,0,0,4,9,0,9,0,0,0,12,10,20,36,29,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,9,6,9,0,0,0,0,0,0,0,0,0,3,6,6,8,4,12,0,8,7,6,0,6,0,0,0,0,0,0,0,6,5,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,6,4,0
801031115,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,33,33,71,3,0,3,11,4,16,0,6,8,25,21,44,76,69,142,0,0,0,0,0,0,0,0,0,0,0,0,5,6,18,5,6,19,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,4,6,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,4,10,0,0,0,0,0,0,0,0,0,3,0,4,13,3,12,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,6,7,0
801041034,67,0,0,0,4,3,8,0,11,11,0,0,0,39,52,87,17,11,33,0,6,6,0,0,3,0,8,8,0,0,0,25,22,48,5,0,8,0,0,0,0,0,0,0,8,8,0,0,0,5,12,15,0,0,0,0,0,0,0,0,3,0,4,4,4,0,4,5,5,12,1175,1205,2380,42,62,101,79,169,256,0,66,72,562,554,1116,1867,2057,3925,0,0,0,0,0,0,0,0,0,0,0,0,224,222,446,224,224,444,6,11,14,0,0,0,0,0,0,0,0,0,139,139,278,146,147,299,31,46,80,0,5,3,0,6,3,0,0,0,110,73,177,135,126,265,123,146,266,5,7,10,0,4,9,0,0,0,63,42,106,188,201,390,163,207,368,4,4,5,9,29,33,0,0,0,37,34,69,213,267,476,240,256,495,3,10,7,11,23,36,0,0,0,32,34,70,288,323,611,211,171,379,7
801041035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,317,636,6,14,10,26,25,47,3,3,4,173,190,362,521,543,1065,4,0,0,0,0,0,0,0,0,0,0,0,166,193,356,166,194,362,6,22,27,0,3,3,0,0,0,0,0,0,145,161,303,149,186,335,69,153,224,6,8,7,4,3,7,0,0,0,140,129,265,214,288,501,270,374,640,8,16,27,6,16,20,0,0,0,104,91,191,384,497,884,371,327,698,7,13,16,17,27,42,0,0,0,62,60,122,461,422,884,265,217,482,13,17,34,14,27,38,0,0,4,24,31,50,320,291,605,174,124,301,10
801041036,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,270,541,17,16,34,15,34,53,4,8,19,258,253,516,562,590,1157,0,0,0,0,0,0,0,0,0,0,0,0,129,127,259,129,127,259,3,21,33,0,0,0,0,5,5,0,0,0,125,171,302,132,199,332,109,187,300,0,3,5,0,0,0,0,0,0,183,204,386,295,394,695,280,319,604,7,7,13,5,12,16,0,0,0,142,127,267,438,461,905,260,234,492,9,6,14,5,39,45,0,0,0,85,56,141,357,334,686,169,140,307,4,11,15,20,34,48,0,0,0,39,33,71,225,219,444,94,80,177,9
801041037,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,99,203,0,4,8,13,15,29,3,7,3,104,112,222,224,237,468,0,0,0,0,0,0,0,0,0,0,0,0,94,74,167,94,74,167,13,23,33,0,0,0,0,0,0,0,0,0,151,136,283,163,166,324,76,126,205,0,0,0,0,0,0,0,0,0,161,140,305,248,264,509,209,292,495,0,8,6,8,0,8,0,0,0,99,87,183,311,380,693,234,175,409,5,4,8,9,16,26,0,0,0,50,42,85,288,239,526,146,121,273,9,5,10,7,23,27,0,0,0,24,14,33,179,166,341,83,81,162,5
801041038,8,0,0,0,3,3,0,0,0,3,0,0,0,8,6,10,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,522,1040,29,18,48,43,62,95,5,20,20,229,213,438,816,826,1643,0,0,0,0,0,0,0,0,0,0,0,0,120,148,267,120,141,265,3,6,16,0,4,4,0,0,0,0,0,0,79,69,152,83,81,162,33,50,81,0,0,0,0,3,3,0,0,0,66,60,129,104,116,222,119,182,301,0,3,6,3,8,10,0,0,0,35,35,68,165,222,386,193,224,420,0,10,13,9,7,21,0,0,0,32,26,58,232,274,513,227,182,405,10,10,16,16,26,38,0,5,5,24,10,38,275,229,500,163,130,286,5
801041039,10,0,0,0,0,0,0,0,0,0,0,0,0,10,3,14,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,793,1583,24,26,49,52,79,130,4,22,25,603,525,1133,1467,1448,2917,0,0,0,0,0,0,0,0,0,0,0,0,157,139,297,160,143,300,9,30,40,0,0,0,0,0,0,0,0,0,294,295,585,304,329,633,118,170,284,4,9,14,8,3,10,0,0,0,293,251,541,414,429,850,268,320,588,8,12,19,13,14,23,0,0,0,149,153,300,436,495,932,285,268,554,12,8,26,6,25,29,0,0,0,78,61,139,387,363,751,233,167,403,5,0,10,24,18,48,0,0,4,30,34,68,305,225,528,132,101,232,6
801041040,26,0,0,0,0,10,10,0,9,9,0,0,0,25,25,41,7,0,10,0,0,0,0,0,0,0,3,4,0,0,0,7,3,12,0,7,7,0,0,0,0,4,4,3,10,12,0,0,0,4,13,19,8,0,11,0,0,0,0,0,0,3,4,7,0,0,0,8,4,16,1045,1060,2107,56,51,111,96,176,277,16,53,66,956,874,1826,2166,2214,4383,0,0,0,0,0,0,0,0,0,0,0,0,181,197,375,183,197,376,10,30,38,0,0,0,0,0,0,0,0,0,344,300,638,348,324,682,80,126,208,0,13,14,0,3,4,0,0,0,237,201,438,319,342,657,182,217,403,0,7,10,9,15,20,0,0,0,137,105,243,332,347,677,200,212,417,9,4,12,20,15,30,0,6,6,61,44,108,289,285,575,198,174,376,11,7,17,22,24,46,0,0,0,26,35,59,262,244,505,157,140,299,10
801041043,8,0,0,0,6,0,0,0,0,0,0,0,0,9,6,16,6,4,6,0,0,0,0,0,0,3,0,3,0,0,0,7,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,80,87,168,4,0,6,8,9,14,3,3,3,29,31,62,120,129,256,0,0,0,0,0,0,0,0,0,0,0,0,5,14,17,5,14,17,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13,8,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,4,11,5,11,21,0,0,0,0,0,0,0,0,0,5,0,3,12,16,22,10,7,13,0
801041044,31,0,0,0,0,3,3,6,0,6,0,0,0,18,16,34,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,994,995,1989,19,35,57,57,96,155,5,29,36,468,451,918,1551,1598,3148,0,0,0,0,0,0,3,0,3,0,0,0,180,194,379,186,200,381,14,35,53,0,0,0,5,0,5,0,0,0,291,338,632,312,378,691,102,178,280,5,6,3,7,5,9,0,0,0,287,223,509,400,410,805,279,335,609,9,14,23,6,15,28,0,3,3,158,116,273,453,477,928,331,321,657,7,11,21,9,27,36,0,0,3,61,58,123,413,421,836,306,261,572,6,8,17,16,22,40,0,0,0,41,34,77,379,327,706,207,176,376,14
801041045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041046,95,6,3,8,4,18,28,7,17,21,0,6,6,68,89,158,28,21,47,0,0,0,8,10,15,3,22,32,0,0,0,40,56,99,22,12,31,0,0,0,0,3,6,5,16,17,0,0,0,28,32,62,12,0,15,0,0,0,0,0,0,4,18,22,0,0,0,20,15,34,1645,1654,3301,105,136,241,222,427,649,31,135,170,1241,1212,2448,3248,3564,6813,0,0,0,0,0,0,0,0,0,0,0,0,324,302,632,324,304,631,12,42,52,0,0,0,0,0,0,0,0,0,342,336,679,355,373,731,173,224,398,5,8,16,5,5,10,0,0,6,330,281,613,507,521,1034,325,358,684,8,18,30,12,32,47,0,3,3,187,173,354,534,589,1116,295,297,593,15,19,32,17,34,50,0,4,4,101,107,205,428,466,890,263,256,524,12,15,23,26,43,65,0,0,0,76,112,185,373,428,802,252,213,460,13
801041047,146,0,0,0,4,6,10,0,12,15,0,0,0,85,84,173,42,31,73,0,0,0,0,5,5,7,19,20,0,0,3,48,54,108,20,3,27,0,0,0,3,0,3,3,9,13,0,0,0,25,18,44,6,5,12,0,0,0,0,0,0,0,14,11,0,0,0,8,16,24,1652,1668,3329,43,70,119,118,172,292,28,97,125,769,711,1487,2616,2727,5343,0,0,0,0,0,0,0,0,0,0,0,0,346,301,645,346,299,645,0,6,10,0,0,0,0,0,0,0,0,0,207,210,415,208,214,427,16,37,53,0,0,0,0,4,3,0,0,0,105,79,188,128,120,247,83,108,188,3,4,10,6,6,3,0,0,0,52,52,106,147,164,313,127,132,259,3,5,9,9,8,14,0,0,0,44,35,78,180,179,361,165,201,367,8,7,18,9,23,37,0,0,0,31,33,62,214,269,481,245,278,520,9
801041048,53,3,0,4,6,4,9,7,11,11,0,0,0,40,44,76,17,9,32,4,4,8,0,4,4,3,11,11,0,4,4,28,29,52,17,4,22,0,0,0,0,0,3,5,15,20,0,0,0,22,28,47,7,0,7,0,0,0,0,0,0,0,17,17,0,0,0,8,17,24,1129,1139,2274,48,71,126,124,220,346,21,90,109,837,817,1652,2164,2345,4506,0,0,0,0,0,0,0,0,0,0,0,0,205,202,411,205,202,411,3,8,15,0,0,0,0,0,0,0,0,0,182,180,360,181,190,375,48,83,136,4,3,3,4,0,4,0,0,0,146,118,265,202,205,404,124,139,265,3,0,7,10,7,12,0,0,0,90,90,180,224,243,468,130,129,261,0,3,10,7,14,21,0,0,0,59,60,121,199,210,406,133,137,268,5,12,14,14,30,40,0,0,0,43,35,85,195,210,402,144,157,294,12
801041116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,18,0,24,22,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,30,16,17,30,0,4,3,0,0,0,0,0,0,0,0,0,20,15,35,18,21,43,12,18,29,0,0,0,0,0,0,0,0,0,24,39,62,39,54,97,37,50,85,0,0,0,0,0,0,0,0,0,12,6,17,47,57,103,33,36,68,0,0,0,0,4,4,0,0,0,4,4,6,36,37,78,19,13,30,0,3,3,0,3,7,0,0,0,6,6,8,28,23,51,10,7,19,0
801041119,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,6,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,10,0,0,0,0,0,0,0,0,0,7,4,5,5,7,17,8,10,16,0,0,0,0,0,0,0,0,0,4,0,3,11,11,21,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,6,5,8,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,4,0,5,0
801041121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
