SA2_CODE_2021,C16_CFNC_BF_4000more,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_Neg_ni_inc,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_399,C16_CFNC_BPT_400_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_1249,C16_CFNC_BPT_1250_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000more,C16_CFNC_BPT_Ns,C16_CFNC_BPT_Tot,C16_CFNC_1F1P_Neg_ni_inc,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_399,C16_CFNC_1F1P_400_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_1249,C16_CFNC_1F1P_1250_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000more,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_Tot,C16_CFNC_1E1A_Neg_ni_inc,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_399,C16_CFNC_1E1A_400_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_1249,C16_CFNC_1E1A_1250_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000more,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_Tot,C16_CFNC_1F1NW_Neg_ni_inc,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_399,C16_CFNC_1F1NW_400_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_1249,C16_CFNC_1F1NW_1250_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000more,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_Neg_ni_inc,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_399,C16_CFNC_1P1NW_400_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_1249,C16_CFNC_1P1NW_1250_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000more,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_Neg_ni_inc,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_399,C16_CFNC_1A1NW_400_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_1249,C16_CFNC_1A1NW_1250_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000more,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_Tot,C16_CFNC_BA_Neg_ni_inc,C16_CFNC_BA_1_149,C16_CFNC_BA_150_399,C16_CFNC_BA_400_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_1249,C16_CFNC_BA_1250_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000more,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_Neg_ni_inc,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_399,C16_CFNC_BNW_400_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_1249,C16_CFNC_BNW_1250_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000more,C16_CFNC_BNW_Ns,C16_CFNC_BNW_Tot,C16_CFNC_LFns_Neg_ni_inc,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_399,C16_CFNC_LFns_400_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_1249,C16_CFNC_LFns_1250_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000more,C16_CFNC_LFns_Ns,C16_CFNC_LFns_Tot,C16_CFNC_Tot_Neg_ni_inc,C16_CFNC_Tot_1_149,C16_CFNC_Tot_150_399,C16_CFNC_Tot_400_649,C16_CFNC_Tot_650_799,C16_CFNC_Tot_800_1249,C16_CFNC_Tot_1250_1999,C16_CFNC_Tot_2000_2499,C16_CFNC_Tot_2500_2999,C16_CFNC_Tot_3000_3999,C16_CFNC_Tot_4000more,C16_CFNC_Tot_Ns,C16_CFNC_Tot_Tot,C16_CFC_BFT_Neg_ni_inc,C16_CFC_BFT_1_149,C16_CFC_BFT_150_399,C16_CFC_BFT_400_649,C16_CFC_BFT_650_799,C16_CFC_BFT_800_1249,C16_CFC_BFT_1250_1999,C16_CFC_BFT_2000_2499,C16_CFC_BFT_2500_2999,C16_CFC_BFT_3000_3999,C16_CFC_BFT_4000more,C16_CFC_BFT_Ns,C16_CFC_BFT_Tot,C16_CFC_BPT_Neg_ni_inc,C16_CFC_BPT_1_149,C16_CFC_BPT_150_399,C16_CFC_BPT_400_649,C16_CFC_BPT_650_799,C16_CFC_BPT_800_1249,C16_CFC_BPT_1250_1999,C16_CFC_BPT_2000_2499,C16_CFC_BPT_2500_2999,C16_CFC_BPT_3000_3999,C16_CFC_BPT_4000more,C16_CFC_BPT_Ns,C16_CFC_BPT_Tot,C16_CFC_1F1P_Neg_ni_inc,C16_CFC_1F1P_1_149,C16_CFC_1F1P_150_399,C16_CFC_1F1P_400_649,C16_CFC_1F1P_650_799,C16_CFC_1F1P_800_1249,C16_CFC_1F1P_1250_1999,C16_CFC_1F1P_2000_2499,C16_CFC_1F1P_2500_2999,C16_CFC_1F1P_3000_3999,C16_CFC_1F1P_4000more,C16_CFC_1F1P_Ns,C16_CFC_1F1P_Tot,C16_CF_1E1A_Neg_ni_inc,C16_CF_1E1A_1_149,C16_CF_1E1A_150_399,C16_CF_1E1A_400_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_1249,C16_CF_1E1A_1250_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000more,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot,C16_CF_1F1NW_Neg_ni_inc,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_399,C16_CF_1F1NW_400_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_1249,C16_CF_1F1NW_1250_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000more,C16_CF_1F1NW_Ns,C16_CF_1F1NW_Tot,C16_CF_1P1NW_Neg_ni_inc,C16_CF_1P1NW_1_149
801071086,13,0,48,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,7,13,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,5,0,3,4,0,20,0,0,0,0,0,0,4,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,11,14,3,4,0,0,4,51,0,0,0,0,0,0,0,0,0,0,0,5,10,0,4,0,0,15,14,32,29,21,23,19,11,170,0,0,0,0,0,0,3,4,11,16,22,6,70,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,4,13,10,13,5,54,0,0,0,0,0,0,0,0,0,5,5,0,12,0,0,0,0,0,0,9,5,6,6,3,6,32,0,0
801071087,11,5,83,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,5,15,7,0,4,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,5,7,10,6,0,0,0,38,0,0,0,0,0,5,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,17,21,10,5,0,0,0,3,69,0,0,0,0,0,0,0,0,0,0,0,15,12,3,0,0,8,18,42,59,33,29,32,12,19,257,0,0,0,0,0,3,7,24,24,37,19,4,110,0,0,0,0,0,0,5,0,0,3,0,0,14,0,0,0,0,0,3,19,29,22,19,9,9,105,0,0,0,0,0,0,0,5,4,4,5,0,23,0,0,0,0,0,15,19,5,4,11,5,4,63,0,0
801071088,21,6,105,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,5,17,4,4,13,0,0,46,0,0,0,0,0,0,0,3,4,4,0,0,13,0,0,0,0,0,5,13,11,5,0,4,0,39,0,0,0,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,7,7,17,4,0,6,0,0,54,0,0,0,0,0,0,0,0,0,0,0,10,12,4,0,5,8,12,26,57,45,40,50,26,12,280,0,0,0,0,0,5,13,26,21,54,63,16,192,0,0,0,0,0,0,7,0,0,0,0,0,15,0,0,0,0,0,6,36,26,20,42,25,8,157,0,0,0,0,0,0,4,6,3,4,4,0,31,0,0,0,0,0,10,26,15,6,11,7,0,74,0,0
801071089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071090,42,7,188,0,0,0,0,0,0,5,3,0,0,5,0,21,0,0,0,0,0,7,20,14,21,9,9,0,82,0,0,0,0,0,0,5,0,5,5,0,0,18,0,0,0,0,3,15,21,8,8,15,6,0,81,0,0,0,5,9,14,23,19,6,0,6,0,66,0,0,0,0,0,3,8,5,0,3,4,4,20,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,19,34,62,94,34,15,7,4,8,280,0,0,0,0,0,0,0,0,0,0,0,33,37,3,0,7,28,47,104,183,110,82,102,83,48,805,0,0,0,0,0,0,7,32,37,83,87,20,260,0,0,0,0,0,0,7,5,0,10,3,7,42,0,0,0,0,0,3,38,43,58,66,57,13,288,0,0,0,0,0,6,13,5,12,10,11,5,57,0,0,0,0,0,16,36,30,16,13,18,13,140,0,0
801071132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801081091,24,0,50,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,7,9,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,9,10,0,7,5,0,31,0,0,0,0,3,0,11,5,4,4,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,8,18,38,27,9,14,13,0,140,0,0,0,0,0,0,0,0,0,0,0,28,26,4,0,0,6,11,28,55,51,32,44,53,23,304,0,0,0,0,0,0,5,3,8,23,79,15,132,0,0,0,0,0,0,0,0,3,3,4,0,7,0,0,0,0,0,0,0,10,7,32,64,0,128,0,0,0,0,0,0,0,0,0,7,8,0,19,0,0,0,0,0,0,11,5,7,6,14,7,43,0,0
801081092,32,4,83,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,3,4,7,8,0,29,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,3,11,4,4,6,0,31,0,0,0,0,0,10,7,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28,39,20,9,6,7,3,113,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,6,15,42,55,43,33,42,49,15,302,0,0,0,0,0,0,4,9,14,36,54,7,117,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,5,7,19,22,36,36,13,136,0,0,0,0,0,0,3,0,0,9,6,0,25,0,0,0,0,0,5,19,3,7,5,6,5,43,0,0
801081093,19,0,66,0,0,0,5,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,7,0,3,4,0,0,20,0,0,0,0,0,3,3,3,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,30,38,8,11,3,3,4,119,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,3,16,45,56,34,27,45,26,25,280,0,0,0,0,0,0,6,6,15,32,53,3,107,0,0,0,0,0,0,0,0,0,4,0,0,16,0,0,0,0,0,0,11,12,24,29,23,4,109,0,0,0,0,0,0,0,3,7,7,12,0,35,0,0,0,0,4,0,9,8,10,7,9,0,44,0,0
801081094,23,0,71,0,0,0,0,0,6,0,0,0,4,0,0,14,0,0,0,0,0,0,8,0,0,5,5,0,19,0,0,0,0,0,0,0,0,0,5,3,0,5,0,0,0,0,0,5,8,7,6,0,0,0,30,0,0,0,0,0,11,6,0,0,0,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,24,33,34,13,10,7,4,0,129,0,0,0,0,0,0,0,0,0,0,0,23,21,4,0,3,9,24,49,59,34,37,49,33,29,319,0,0,0,0,0,0,5,0,7,28,34,8,85,0,0,0,0,0,0,0,3,0,3,0,0,17,0,0,0,0,0,0,15,10,19,34,31,3,106,0,0,0,0,0,0,0,4,3,14,5,0,25,0,0,0,0,0,3,6,6,4,6,5,0,25,0,0
801081095,16,0,77,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,8,8,8,0,0,34,0,0,0,0,0,0,0,0,5,4,0,0,10,0,0,0,0,0,9,7,5,3,4,4,0,32,0,0,0,0,0,6,6,8,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,4,30,28,32,8,0,11,0,10,118,0,0,0,0,0,0,0,0,0,0,0,16,15,4,0,5,5,28,43,58,44,34,57,32,24,329,0,0,0,0,0,0,0,11,13,23,34,3,87,0,0,0,0,0,3,8,3,8,5,0,0,19,0,0,0,0,0,5,19,13,15,26,26,6,115,0,0,0,0,0,0,3,6,5,9,13,0,32,0,0,0,0,0,7,9,14,0,9,6,0,53,0,0
801081096,15,0,38,0,0,0,0,0,0,3,0,0,4,3,0,7,0,0,0,0,0,0,3,4,4,6,5,0,23,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,4,3,0,0,6,0,15,0,0,0,5,0,4,4,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,24,30,9,9,7,0,0,109,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,6,15,36,48,32,22,22,29,11,230,0,0,0,0,0,0,3,6,9,10,29,4,65,0,0,0,0,0,0,6,0,0,3,0,0,17,0,0,0,0,0,0,0,10,19,15,19,3,65,0,0,0,0,0,0,0,0,0,3,0,3,12,0,0,0,0,0,6,12,5,4,10,4,0,38,0,0
801081097,14,0,61,0,0,0,0,0,3,0,0,0,5,0,0,8,0,0,0,0,0,3,9,5,6,7,7,0,26,0,0,0,0,0,0,4,8,0,3,5,0,10,0,0,0,0,0,0,7,3,3,0,3,0,22,0,0,0,0,6,7,7,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,12,9,30,26,8,10,0,5,6,96,0,0,0,0,5,0,0,0,0,0,0,11,17,0,0,0,7,13,40,53,27,34,36,34,19,263,0,0,0,0,0,0,4,7,13,11,50,11,98,0,0,0,0,0,3,4,0,0,3,4,0,13,0,0,0,0,0,0,8,14,10,35,23,6,98,0,0,0,0,0,0,0,0,9,6,11,0,27,0,0,0,0,0,4,13,11,6,0,5,0,41,0,0
801081098,39,0,87,0,0,0,0,0,0,0,0,0,4,4,0,18,0,0,0,0,0,0,13,6,3,14,4,0,42,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,5,5,7,5,0,0,23,0,0,0,0,0,5,9,9,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,19,35,42,15,9,4,4,0,148,0,0,0,0,0,0,0,0,0,0,0,23,23,0,5,0,13,28,44,73,46,40,49,56,27,374,0,0,0,0,0,0,6,8,12,26,65,4,118,0,0,0,0,0,0,0,0,3,3,6,0,17,0,0,0,0,0,0,8,22,22,38,43,6,138,0,0,0,0,0,0,0,3,0,8,0,0,18,0,0,0,0,0,4,10,14,0,5,8,3,47,0,0
801081133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091099,20,0,81,0,0,0,0,0,8,3,0,0,0,4,0,10,0,0,0,0,0,0,3,4,4,0,4,0,23,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,9,5,0,0,0,0,27,0,0,3,0,3,0,10,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,23,16,6,3,0,0,3,71,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,3,8,12,36,42,30,29,33,29,17,255,0,0,0,0,0,5,5,4,9,15,34,3,76,0,0,0,0,0,4,0,3,0,0,0,0,7,0,0,0,0,0,4,13,6,15,22,26,0,83,0,0,0,0,0,0,0,0,0,9,6,0,14,0,0,0,0,7,4,6,5,0,4,8,0,35,0,0
801091100,41,0,116,0,0,0,3,0,0,3,0,0,0,0,0,16,0,0,0,0,0,3,14,5,5,3,12,0,42,0,0,0,0,0,0,0,4,0,0,4,0,11,0,0,0,0,0,0,10,10,3,12,7,0,40,0,0,0,0,0,4,9,12,4,4,9,0,33,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,7,4,4,0,17,18,55,39,19,14,15,4,10,192,0,0,0,0,0,0,0,0,0,0,0,36,37,3,3,0,20,19,69,87,64,49,70,78,51,511,0,0,0,0,0,0,6,10,11,30,134,4,203,0,0,0,0,0,0,3,6,4,3,9,4,28,0,0,0,0,0,0,10,13,28,63,95,13,222,0,0,0,0,0,0,3,3,6,17,11,5,49,0,0,0,0,0,7,10,27,6,10,24,6,83,0,0
801091101,16,0,67,0,0,0,0,0,6,3,0,0,0,0,0,7,0,0,0,0,0,8,0,4,10,10,5,0,37,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,8,15,6,4,6,0,32,0,0,0,0,0,0,10,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,42,47,14,5,8,0,0,134,0,0,0,0,0,0,0,0,0,0,0,16,17,0,0,0,9,9,55,83,50,30,36,41,15,333,0,0,0,0,0,0,5,8,14,36,75,14,147,0,0,0,0,0,0,4,4,0,8,5,4,14,0,0,0,0,0,0,9,4,17,48,57,7,147,0,0,0,0,0,0,0,4,3,4,3,0,20,0,0,0,0,0,0,9,16,5,3,11,0,53,0,0
801091102,24,0,51,0,0,0,0,0,0,4,0,0,0,4,0,10,0,0,0,0,0,0,0,5,4,3,10,0,22,0,0,0,0,0,0,0,4,0,0,5,0,9,0,0,0,0,0,0,6,0,0,0,3,0,13,0,0,0,0,0,0,9,0,4,0,8,0,19,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11,12,22,36,22,8,7,13,3,144,0,0,0,0,0,0,0,0,0,0,0,20,23,9,0,0,13,13,28,50,41,28,36,58,31,302,0,0,0,0,0,0,0,10,11,29,96,15,163,0,0,0,0,0,0,3,5,4,3,4,0,18,0,0,0,0,0,0,11,8,9,24,40,7,106,0,0,0,0,0,0,0,0,0,3,9,0,15,0,0,0,0,0,9,15,17,6,7,14,4,79,0,0
801091103,22,0,47,0,0,0,0,0,3,6,0,0,0,4,0,8,0,0,0,0,0,0,6,3,4,6,4,0,24,0,0,0,0,0,0,7,4,0,0,0,0,9,0,0,0,0,0,8,0,4,0,7,9,0,26,0,0,0,0,0,0,0,8,7,3,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,17,19,22,7,8,12,0,95,0,0,0,0,0,0,0,0,0,0,0,26,23,0,0,0,4,9,31,33,45,27,30,55,22,258,0,0,0,0,0,0,0,3,9,21,85,0,121,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,4,6,12,22,57,0,105,0,0,0,0,0,0,0,0,0,4,6,0,19,0,0,0,0,0,5,11,12,5,4,12,5,51,0,0
801091104,17,0,41,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,5,0,0,4,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,11,0,3,11,0,40,0,0,0,0,0,3,8,3,0,0,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,34,38,19,11,8,11,5,150,0,0,0,0,0,0,0,0,0,0,0,16,15,0,0,0,8,21,42,57,44,24,33,55,21,304,0,0,0,0,0,0,0,6,5,22,54,11,102,0,0,0,0,0,0,0,0,3,0,4,3,13,0,0,0,0,0,0,4,10,8,15,27,4,71,0,0,0,0,0,0,0,3,4,0,11,0,17,0,0,3,0,0,0,8,13,0,6,7,3,46,0,0
801091105,19,0,82,0,0,0,0,0,11,4,0,0,0,0,0,13,0,0,0,0,0,4,18,6,3,9,0,0,44,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,5,4,4,0,0,3,0,24,0,0,0,5,0,4,7,0,0,0,0,0,20,0,0,0,0,0,4,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,15,34,32,8,7,5,0,6,129,0,0,0,0,0,0,0,0,0,0,0,15,19,3,0,3,25,17,60,79,42,33,35,27,19,348,0,0,0,0,0,0,5,8,8,11,36,3,75,0,0,0,0,0,5,5,0,0,0,0,0,16,0,0,0,0,0,0,15,3,13,19,30,3,80,0,0,0,0,0,0,0,0,0,5,5,4,9,0,0,0,0,3,5,12,10,4,13,3,0,40,0,0
801091106,27,0,96,0,0,0,0,3,10,5,4,0,0,0,0,21,0,0,0,0,0,0,11,5,8,12,6,0,47,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,6,4,0,6,5,4,39,0,0,0,4,0,6,5,0,0,4,0,0,31,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,0,0,0,6,8,0,0,5,13,26,34,13,9,11,6,6,117,0,0,0,0,0,0,0,0,0,0,0,14,17,8,0,0,12,22,48,82,39,36,53,52,19,376,0,0,0,0,0,0,9,9,21,17,52,7,115,0,0,0,0,0,0,3,4,0,0,5,5,16,0,0,0,0,0,0,3,10,14,14,33,0,81,0,0,0,0,0,0,0,3,4,7,10,0,30,0,0,0,3,0,14,18,18,4,3,4,7,66,0,0
801091107,9,0,16,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,4,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,6,0,15,0,0,0,0,0,0,3,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,14,6,3,3,5,0,39,0,0,0,0,0,0,0,0,0,0,0,10,10,0,4,0,5,3,5,19,14,8,16,45,10,121,0,0,0,0,0,0,0,0,0,3,37,4,42,0,0,0,0,0,0,0,0,5,0,3,0,8,0,0,0,0,0,0,4,7,0,3,20,3,32,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,3,3,0,3,18,0,0
801091108,19,0,57,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,9,3,3,7,4,0,23,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,7,6,3,4,6,0,21,0,0,0,0,0,3,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,17,29,26,17,4,9,3,6,120,0,0,0,0,0,0,0,0,0,0,0,11,15,5,3,0,8,17,38,42,37,22,39,34,10,261,0,0,0,0,0,0,7,5,9,22,54,4,97,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,8,9,31,34,0,97,0,0,0,0,0,0,0,0,3,6,4,0,22,0,0,0,0,0,4,10,7,9,4,10,5,48,0,0
801091109,19,0,133,0,0,0,0,0,3,0,4,3,0,0,0,9,0,0,0,0,0,7,25,24,15,15,4,0,82,0,0,0,0,0,0,5,0,3,0,0,0,14,0,0,0,0,3,15,16,9,3,0,0,0,40,0,0,0,0,0,0,3,6,0,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,7,12,3,6,0,5,0,0,42,0,0,0,0,0,0,0,0,0,0,0,20,17,6,0,0,0,11,43,71,71,58,52,25,23,358,0,0,0,0,0,0,3,14,17,15,7,5,56,0,0,0,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,27,20,15,7,0,5,76,0,0,0,0,0,0,7,10,0,6,3,0,19,0,0,0,0,3,7,25,6,5,7,0,0,49,0,0
