SA2_CODE_2021,C11_M_15_19_Em_FT,C11_M_15_19_Em_PT,C11_M_15_19_Em_AFW,C11_M_15_19_Em_Hrs_NS,C11_M_15_19_Em_Tot,C11_M_15_19_Unem_Look_FT,C11_M_15_19_Unem_Look_PT,C11_M_15_19_Unem_Tot,C11_M_15_19_Tot_LF,C11_M_15_19_Not_LF,C11_M_15_19_LF_NS,C11_M_15_19_Tot,C11_M_20_24_Em_FT,C11_M_20_24_Em_PT,C11_M_20_24_Em_AFW,C11_M_20_24_Em_Hrs_NS,C11_M_20_24_Em_Tot,C11_M_20_24_Unem_Look_FT,C11_M_20_24_Unem_Look_PT,C11_M_20_24_Unem_Tot,C11_M_20_24_Tot_LF,C11_M_20_24_Not_LF,C11_M_20_24_LF_NS,C11_M_20_24_Tot,C11_M_25_29_Em_FT,C11_M_25_29_Em_PT,C11_M_25_29_Em_AFW,C11_M_25_29_Em_Hrs_NS,C11_M_25_29_Em_Tot,C11_M_25_29_Unem_Look_FT,C11_M_25_29_Unem_Look_PT,C11_M_25_29_Unem_Tot,C11_M_25_29_Tot_LF,C11_M_25_29_Not_LF,C11_M_25_29_LF_NS,C11_M_25_29_Tot,C11_M_30_34_Em_FT,C11_M_30_34_Em_PT,C11_M_30_34_Em_AFW,C11_M_30_34_Em_Hrs_NS,C11_M_30_34_Em_Tot,C11_M_30_34_Unem_Look_FT,C11_M_30_34_Unem_Look_PT,C11_M_30_34_Unem_Tot,C11_M_30_34_Tot_LF,C11_M_30_34_Not_LF,C11_M_30_34_LF_NS,C11_M_30_34_Tot,C11_M_35_39_Em_FT,C11_M_35_39_Em_PT,C11_M_35_39_Em_AFW,C11_M_35_39_Em_Hrs_NS,C11_M_35_39_Em_Tot,C11_M_35_39_Unem_Look_FT,C11_M_35_39_Unem_Look_PT,C11_M_35_39_Unem_Tot,C11_M_35_39_Tot_LF,C11_M_35_39_Not_LF,C11_M_35_39_LF_NS,C11_M_35_39_Tot,C11_M_40_44_Em_FT,C11_M_40_44_Em_PT,C11_M_40_44_Em_AFW,C11_M_40_44_Em_Hrs_NS,C11_M_40_44_Em_Tot,C11_M_40_44_Unem_Look_FT,C11_M_40_44_Unem_Look_PT,C11_M_40_44_Unem_Tot,C11_M_40_44_Tot_LF,C11_M_40_44_Not_LF,C11_M_40_44_LF_NS,C11_M_40_44_Tot,C11_M_45_49_Em_FT,C11_M_45_49_Em_PT,C11_M_45_49_Em_AFW,C11_M_45_49_Em_Hrs_NS,C11_M_45_49_Em_Tot,C11_M_45_49_Unem_Look_FT,C11_M_45_49_Unem_Look_PT,C11_M_45_49_Unem_Tot,C11_M_45_49_Tot_LF,C11_M_45_49_Not_LF,C11_M_45_49_LF_NS,C11_M_45_49_Tot,C11_M_50_54_Em_FT,C11_M_50_54_Em_PT,C11_M_50_54_Em_AFW,C11_M_50_54_Em_Hrs_NS,C11_M_50_54_Em_Tot,C11_M_50_54_Unem_Look_FT,C11_M_50_54_Unem_Look_PT,C11_M_50_54_Unem_Tot,C11_M_50_54_Tot_LF,C11_M_50_54_Not_LF,C11_M_50_54_LF_NS,C11_M_50_54_Tot,C11_M_55_59_Em_FT,C11_M_55_59_Em_PT,C11_M_55_59_Em_AFW,C11_M_55_59_Em_Hrs_NS,C11_M_55_59_Em_Tot,C11_M_55_59_Unem_Look_FT,C11_M_55_59_Unem_Look_PT,C11_M_55_59_Unem_Tot,C11_M_55_59_Tot_LF,C11_M_55_59_Not_LF,C11_M_55_59_LF_NS,C11_M_55_59_Tot,C11_M_60_64_Em_FT,C11_M_60_64_Em_PT,C11_M_60_64_Em_AFW,C11_M_60_64_Em_Hrs_NS,C11_M_60_64_Em_Tot,C11_M_60_64_Unem_Look_FT,C11_M_60_64_Unem_Look_PT,C11_M_60_64_Unem_Tot,C11_M_60_64_Tot_LF,C11_M_60_64_Not_LF,C11_M_60_64_LF_NS,C11_M_60_64_Tot,C11_M_65_69_Em_FT,C11_M_65_69_Em_PT,C11_M_65_69_Em_AFW,C11_M_65_69_Em_Hrs_NS,C11_M_65_69_Em_Tot,C11_M_65_69_Unem_Look_FT,C11_M_65_69_Unem_Look_PT,C11_M_65_69_Unem_Tot,C11_M_65_69_Tot_LF,C11_M_65_69_Not_LF,C11_M_65_69_LF_NS,C11_M_65_69_Tot,C11_M_70_74_Em_FT,C11_M_70_74_Em_PT,C11_M_70_74_Em_AFW,C11_M_70_74_Em_Hrs_NS,C11_M_70_74_Em_Tot,C11_M_70_74_Unem_Look_FT,C11_M_70_74_Unem_Look_PT,C11_M_70_74_Unem_Tot,C11_M_70_74_Tot_LF,C11_M_70_74_Not_LF,C11_M_70_74_LF_NS,C11_M_70_74_Tot,C11_M_75over_Em_FT,C11_M_75over_Em_PT,C11_M_75over_Em_AFW,C11_M_75over_Em_Hrs_NS,C11_M_75over_Em_Tot,C11_M_75over_Unem_Look_FT,C11_M_75over_Unem_Look_PT,C11_M_75over_Unem_Tot,C11_M_75over_Tot_LF,C11_M_75ove_Not_LF,C11_M_75over_LF_NS,C11_M_75over_Tot,C11_M_Tot_Em_FT,C11_M_Tot_Em_PT,C11_M_Tot_Em_AFW,C11_M_Tot_Em_Hrs_NS,C11_M_Tot_Em_Tot,C11_M_Tot_Unem_Look_FT,C11_M_Tot_Unem_Look_PT,C11_M_Tot_Unem_Tot,C11_M_Tot_Tot_labo_for,C11_M_Tot_Not_LF,C11_M_Tot_LF_NS,C11_M_Tot_Tot,C16_M_15_19_Em_FT,C16_M_15_19_Em_PT,C16_M_15_19_Em_AFW,C16_M_15_19_Em_Hrs_NS,C16_M_15_19_Em_Tot,C16_M_15_19_Unem_Look_FT,C16_M_15_19_Unem_Look_PT,C16_M_15_19_Unem_Tot,C16_M_15_19_Tot_LF,C16_M_15_19_Not_LF,C16_M_15_19_LF_NS,C16_M_15_19_Tot,C16_M_20_24_Em_FT,C16_M_20_24_Em_PT,C16_M_20_24_Em_AFW,C16_M_20_24_Em_Hrs_NS,C16_M_20_24_Em_Tot,C16_M_20_24_Unem_Look_FT,C16_M_20_24_Unem_Look_PT,C16_M_20_24_Unem_Tot,C16_M_20_24_Tot_LF,C16_M_20_24_Not_LF,C16_M_20_24_LF_NS,C16_M_20_24_Tot,C16_M_25_29_Em_FT,C16_M_25_29_Em_PT,C16_M_25_29_Em_AFW,C16_M_25_29_Em_Hrs_NS,C16_M_25_29_Em_Tot,C16_M_25_29_Unem_Look_FT,C16_M_25_29_Unem_Look_PT,C16_M_25_29_Unem_Tot
801081091,9,37,5,0,59,5,4,4,63,42,0,111,39,26,3,0,64,0,0,0,70,10,0,81,34,11,0,0,45,0,0,0,49,0,0,48,40,4,0,0,49,6,0,6,52,3,0,53,59,6,4,0,73,0,0,0,75,4,5,85,72,5,0,0,78,0,0,0,78,4,0,84,91,10,0,0,103,0,0,0,103,0,0,112,84,8,0,0,91,0,0,4,95,4,0,99,54,11,3,0,61,0,0,0,65,10,0,75,48,17,3,0,74,0,0,0,77,42,3,124,16,16,0,0,30,0,0,0,30,59,0,92,8,11,0,0,15,0,0,0,15,50,0,62,0,4,0,0,8,0,0,0,7,61,0,64,552,165,34,10,757,17,4,19,777,298,16,1091,5,35,0,0,39,0,8,10,52,40,0,90,34,33,4,0,69,5,0,5,69,4,6,78,20,11,0,0,30,0,0,0
801081092,4,28,4,0,39,6,3,7,45,47,7,96,38,25,0,0,69,5,0,3,73,11,3,86,50,4,3,0,60,3,0,4,60,5,0,66,68,4,3,0,82,0,0,0,79,0,0,86,97,11,3,3,119,0,0,0,116,3,4,126,123,17,0,0,145,0,0,0,144,13,5,161,84,12,9,0,105,3,0,3,106,13,5,117,76,6,4,0,91,0,0,0,90,3,0,97,54,12,3,0,71,0,0,0,71,7,0,79,37,13,0,0,50,5,0,5,50,23,0,78,16,13,3,0,38,0,0,0,38,52,0,93,0,3,0,0,9,0,0,0,9,39,0,46,0,4,0,0,8,0,0,0,8,59,4,70,657,159,42,7,862,12,10,26,888,289,36,1211,15,29,0,0,37,0,3,6,48,51,4,102,32,16,0,0,49,3,0,4,58,13,0,73,33,5,0,0,44,0,0,0
801081093,12,19,0,0,29,0,4,8,38,37,0,82,44,17,0,3,64,5,0,8,71,0,0,69,60,6,0,3,71,0,0,0,79,3,6,83,85,9,6,7,100,4,0,4,100,4,0,106,94,13,6,0,114,4,0,6,116,5,0,119,84,3,0,0,93,3,0,4,99,3,0,108,66,11,3,0,80,0,0,0,78,6,0,94,61,3,0,0,68,4,0,4,73,15,0,88,44,16,0,0,56,0,0,0,56,12,0,67,30,10,5,0,49,0,0,0,49,34,0,84,9,10,4,4,33,0,0,3,30,54,0,90,0,6,3,0,8,0,0,0,8,53,0,63,0,0,0,0,0,0,0,0,0,91,8,103,591,125,34,19,771,24,10,38,804,323,27,1155,10,29,3,0,39,0,0,5,40,29,7,78,25,16,0,0,47,0,3,0,47,6,0,56,57,11,0,0,67,0,0,0
801081094,8,24,0,5,39,6,5,9,44,38,4,85,31,9,0,0,41,0,8,8,44,12,4,63,66,13,0,0,78,5,0,5,81,7,10,99,74,13,3,0,98,0,0,0,98,5,4,102,88,10,0,0,105,5,0,3,109,0,5,114,78,14,3,7,101,5,0,5,97,0,4,104,61,10,0,0,73,0,0,0,75,6,7,86,55,4,0,0,57,0,0,0,57,5,0,62,40,8,8,0,55,0,0,0,56,5,0,61,39,15,0,3,61,0,0,0,61,28,0,89,16,13,3,0,29,0,0,0,30,43,3,83,0,9,0,0,8,0,0,0,8,42,0,52,0,0,0,0,0,0,0,0,0,73,3,73,563,144,24,21,748,13,15,25,775,262,40,1076,8,16,0,0,26,0,3,3,30,22,3,57,18,17,6,0,37,0,0,0,45,7,3,50,44,3,3,0,49,3,0,4
801081095,7,20,0,0,24,0,4,6,32,29,0,67,39,18,0,3,61,3,5,10,65,10,0,76,67,13,6,0,88,3,0,3,90,8,9,104,66,19,7,0,95,3,0,6,92,8,5,105,94,16,4,4,118,0,0,0,118,7,7,139,76,8,0,0,90,3,0,4,89,10,6,101,67,11,8,0,86,0,0,0,90,0,3,102,71,17,0,0,83,0,0,0,90,4,0,90,40,9,0,0,55,0,0,0,55,16,3,71,31,18,4,0,50,0,0,0,53,47,0,99,12,12,0,0,29,0,0,0,29,56,0,91,3,0,0,0,6,0,0,0,6,49,0,58,0,0,0,0,0,0,0,0,0,65,6,66,578,164,39,15,790,15,13,34,820,305,47,1172,4,15,6,0,23,0,8,9,35,34,3,69,26,21,0,0,47,3,3,6,51,9,4,55,60,12,4,0,70,3,0,0
801081096,6,20,0,0,32,0,5,3,38,27,0,61,36,15,0,5,58,4,0,6,58,11,0,69,45,10,6,0,54,0,0,0,54,3,0,60,38,4,0,0,40,0,0,0,44,0,0,42,45,7,3,0,60,0,0,0,62,10,0,73,66,8,4,0,77,0,0,0,74,6,4,84,43,3,0,0,47,0,0,0,50,4,0,51,48,3,4,0,58,0,0,0,59,14,0,69,34,5,8,0,49,0,0,0,51,10,0,61,31,19,5,0,54,0,0,0,56,39,0,99,10,6,4,0,24,0,0,0,24,32,0,56,0,0,0,0,3,0,0,0,3,25,0,30,0,0,0,0,0,0,0,0,0,54,0,55,397,112,35,11,555,9,7,15,566,230,12,808,0,15,5,0,19,0,4,5,24,25,0,50,28,14,0,0,44,5,0,4,47,11,6,59,12,4,0,0,17,4,0,3
801081097,8,19,0,0,28,0,3,3,35,26,5,67,38,19,5,0,58,0,0,0,60,9,4,74,72,8,0,6,75,0,0,0,79,9,5,88,50,20,0,0,67,5,0,5,67,9,6,79,73,9,6,0,92,3,0,3,94,5,5,102,77,13,0,0,97,3,0,3,101,7,4,106,55,10,0,0,71,0,0,0,71,12,5,81,57,6,3,0,67,0,0,0,70,0,8,75,41,8,0,0,53,0,0,0,50,26,5,80,14,11,0,0,30,0,0,0,30,26,5,53,9,11,0,0,25,0,0,0,25,45,10,78,0,6,0,0,5,0,0,0,5,47,0,53,0,3,0,0,0,0,0,0,0,75,11,87,491,148,20,14,669,13,5,20,683,285,61,1031,7,27,0,0,28,0,4,4,28,25,3,59,15,12,0,0,32,8,0,8,34,6,0,45,48,6,5,0,62,5,0,5
801081098,12,20,0,0,36,3,9,5,42,34,0,82,30,23,0,3,55,3,5,4,59,5,8,73,61,13,3,0,78,0,0,3,80,8,4,89,69,10,0,5,82,0,0,0,82,8,8,102,79,19,4,3,105,3,0,3,112,5,7,119,97,8,8,0,111,0,0,0,111,5,6,120,73,7,5,4,84,0,0,0,84,5,7,95,68,0,5,0,77,0,0,0,79,11,0,90,46,13,0,0,65,5,0,4,69,16,0,85,28,7,8,0,50,0,0,0,46,45,4,97,20,14,6,0,35,0,0,0,35,47,4,90,9,6,0,0,21,0,0,0,21,66,7,93,0,0,0,0,8,0,0,0,8,106,18,135,595,153,36,11,802,11,11,27,825,357,63,1243,8,28,0,0,39,0,4,4,41,48,0,93,28,18,0,0,46,5,4,9,58,9,3,70,34,15,0,4,50,0,0,0
801081133,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091099,11,21,0,0,29,0,3,6,37,26,3,64,44,26,3,0,76,0,0,0,79,15,4,93,81,18,0,3,97,0,0,0,101,7,7,109,74,12,0,5,90,0,0,0,95,8,4,107,70,16,5,0,91,5,0,5,94,4,4,102,72,18,0,0,86,0,0,0,91,6,3,101,62,5,0,0,74,3,0,3,76,0,3,84,53,9,3,0,63,3,0,3,67,9,0,78,26,11,3,0,47,0,0,0,46,11,3,55,14,4,0,0,21,0,0,0,18,21,0,45,10,7,0,0,18,0,0,0,18,30,0,43,4,0,0,0,10,0,0,0,10,43,4,55,0,0,0,0,3,0,0,0,3,60,3,65,526,141,27,18,710,16,3,22,726,237,38,1003,9,15,4,0,23,4,7,9,31,34,0,66,25,32,0,0,61,3,0,3,60,7,6,72,67,19,0,3,85,3,0,3
801091100,9,55,0,0,64,8,10,16,82,82,4,166,72,32,9,0,115,3,5,11,119,12,4,141,76,13,0,0,91,4,4,3,98,6,4,111,102,19,0,0,127,0,0,0,127,15,3,144,119,12,0,0,139,6,0,4,144,6,3,154,131,14,5,0,154,0,0,0,154,7,3,170,168,31,4,4,211,4,0,9,210,10,6,226,156,11,8,0,180,0,0,0,181,4,5,189,82,20,3,0,107,7,5,10,112,25,0,137,59,31,0,4,92,0,0,0,92,47,0,141,13,9,0,0,23,0,0,0,20,61,3,92,3,7,0,0,11,0,0,0,11,90,3,105,8,9,0,0,7,0,0,0,7,160,14,187,998,265,48,15,1329,25,20,46,1375,533,59,1964,11,58,4,0,66,4,8,12,75,81,6,162,44,44,3,0,92,3,4,5,101,29,4,127,73,15,3,0,90,0,0,0
801091101,9,37,9,0,52,4,8,9,60,71,0,134,50,29,0,0,82,0,0,3,90,13,4,104,44,11,0,0,64,0,0,0,65,0,0,65,46,5,0,3,53,0,0,0,53,4,0,56,62,9,0,0,78,0,0,0,78,9,6,84,101,3,0,0,104,0,0,0,112,4,9,118,97,10,0,0,106,3,0,3,107,0,4,112,110,14,0,0,129,0,0,0,129,5,0,135,65,9,7,0,85,3,0,3,88,12,5,103,35,19,4,0,60,0,4,4,68,37,4,101,22,12,3,0,33,0,0,0,33,54,4,92,4,0,0,0,8,0,0,0,8,50,7,61,0,4,0,0,10,0,0,0,10,131,9,143,653,167,32,11,859,14,11,28,889,383,42,1312,14,49,4,0,68,4,6,6,70,59,0,128,40,35,0,0,72,0,3,9,81,15,3,95,41,20,0,0,66,0,4,6
801091102,5,28,3,0,35,0,4,4,38,52,0,97,39,22,6,0,71,0,0,0,70,13,0,84,58,7,11,3,78,3,0,4,82,15,0,98,64,10,0,0,79,7,0,7,84,12,0,93,71,15,4,0,83,0,0,0,90,6,5,101,80,4,4,0,95,0,0,0,97,12,0,107,79,6,8,3,94,0,0,0,94,0,4,101,81,9,7,0,103,4,0,5,105,10,4,120,64,16,5,0,80,0,0,0,80,12,3,97,42,4,3,0,52,0,0,0,49,25,0,83,12,10,0,0,23,0,0,4,27,40,4,66,7,15,0,0,17,0,0,0,17,46,10,74,5,0,0,0,5,0,0,0,5,119,13,142,603,150,52,11,809,14,11,26,837,368,44,1251,3,29,0,0,31,0,13,15,43,49,3,94,24,22,0,0,48,0,0,4,48,9,4,67,37,3,0,0,38,3,0,3
801091103,0,19,0,4,22,0,0,0,25,44,0,72,25,32,0,0,64,7,5,5,71,22,8,96,51,10,0,0,56,5,0,5,62,5,0,71,49,10,0,0,63,0,3,8,70,0,3,75,59,9,4,0,69,0,0,5,73,9,3,83,73,4,5,0,84,0,0,0,88,5,7,99,82,6,5,0,89,0,0,0,90,14,10,106,88,10,0,0,91,0,0,0,98,13,4,115,53,5,3,0,63,0,0,0,63,9,0,70,28,11,4,0,42,0,3,3,45,32,4,83,4,10,0,0,9,0,4,4,11,28,3,43,5,0,0,0,10,0,0,0,10,28,0,41,0,3,0,0,3,0,0,0,3,128,7,141,513,126,29,6,679,15,18,34,711,339,53,1101,0,36,4,0,45,0,7,10,53,34,4,96,15,21,3,0,43,0,0,0,46,18,4,67,49,6,5,0,62,0,0,4
801091104,0,29,0,0,41,0,9,9,45,55,3,98,25,25,0,0,53,3,0,3,59,14,0,73,42,3,4,0,48,0,0,0,51,3,4,60,33,6,0,0,39,0,0,0,39,5,0,44,31,6,0,0,42,0,0,0,41,3,0,48,45,4,0,0,51,0,0,0,51,0,0,58,69,6,0,0,80,0,0,0,80,6,0,82,70,3,4,0,79,4,0,3,83,3,0,91,53,5,0,4,59,5,0,5,68,13,0,82,50,13,0,0,64,0,4,4,71,40,0,104,20,9,4,0,28,0,3,3,32,47,0,79,3,11,0,0,11,0,0,0,11,40,0,54,0,4,0,0,4,0,0,0,4,80,3,95,450,124,23,9,602,10,13,28,634,305,25,961,4,23,0,0,28,0,3,3,31,33,0,65,31,20,0,4,50,4,3,9,59,9,0,72,29,3,0,0,36,5,0,5
