SA2_CODE_2021,C21_1500_1999_R100_149,C21_1500_1999_R150_199,C21_1500_1999_R200_224,C21_1500_1999_R225_274,C21_1500_1999_R275_349,C21_1500_1999_R350_449,C21_1500_1999_R450_549,C21_1500_1999_R550_649,C21_1500_1999_R650more,C21_1500_1999_R_NS,C21_1500_1999_R_Tot,C21_2000_2499_R1_74,C21_2000_2499_R75_99,C21_2000_2499_R100_149,C21_2000_2499_R150_199,C21_2000_2499_R200_224,C21_2000_2499_R225_274,C21_2000_2499_R275_349,C21_2000_2499_R350_449,C21_2000_2499_R450_549,C21_2000_2499_R550_649,C21_2000_2499_R650more,C21_2000_2499_R_NS,C21_2000_2499_R_Tot,C21_2500_2999_R1_74,C21_2500_2999_R75_99,C21_2500_2999_R100_149,C21_2500_2999_R150_199,C21_2500_2999_R200_224,C21_2500_2999_R225_274,C21_2500_2999_R275_349,C21_2500_2999_R350_449,C21_2500_2999_R450_549,C21_2500_2999_R550_649,C21_2500_2999_R650more,C21_2500_2999_R_NS,C21_2500_2999_R_Tot,C21_3000_3999_R1_74,C21_3000_3999_R75_99,C21_3000_3999_R100_149,C21_3000_3999_R150_199,C21_3000_3999_R200_224,C21_3000_3999_R225_274,C21_3000_3999_R275_349,C21_3000_3999_R350_449,C21_3000_3999_R450_549,C21_3000_3999_R550_649,C21_3000_3999_R650more,C21_3000_3999_R_NS,C21_3000_3999_R_Tot,C21_4000more_R1_74,C21_4000more_R75_99,C21_4000more_R100_149,C21_4000more_R150_199,C21_4000more_R200_224,C21_4000more_R225_274,C21_4000more_R275_349,C21_4000more_R350_449,C21_4000more_R450_549,C21_4000more_R550_649,C21_4000more_R650more,C21_4000more_R_NS,C21_4000more_R_Tot,C21_PI_S_R1_74,C21_PI_S_R75_99,C21_PI_S_R100_149,C21_PI_S_R150_199,C21_PI_S_R200_224,C21_PI_S_R225_274,C21_PI_S_R275_349,C21_PI_S_R350_449,C21_PI_S_R450_549,C21_PI_S_R550_649,C21_PI_S_R650more,C21_PI_S_R_NS,C21_PI_S_R_Tot,C21_AI_NS_R1_74,C21_AI_NS_R75_99,C21_AI_NS_R100_149,C21_AI_NS_R150_199,C21_AI_NS_R200_224,C21_AI_NS_R225_274,C21_AI_NS_R275_349,C21_AI_NS_R350_449,C21_AI_NS_R450_549,C21_AI_NS_R550_649,C21_AI_NS_R650more,C21_AI_NS_R_NS,C21_AI_NS_R_Tot,C21_Tot_R1_74,C21_Tot_R75_99,C21_Tot_R100_149,C21_Tot_R150_199,C21_Tot_R200_224,C21_Tot_R225_274,C21_Tot_R275_349,C21_Tot_R350_449,C21_Tot_R450_549,C21_Tot_R550_649,C21_Tot_R650more,C21_Tot_R_NS,C21_Tot_R_Tot
801011001,0,0,0,4,0,0,5,0,0,0,14,0,0,0,0,0,0,6,6,3,4,0,0,17,0,0,0,0,0,0,0,0,5,4,0,0,10,0,0,0,0,0,0,3,3,7,7,3,4,29,0,0,0,0,0,0,0,0,7,7,19,0,39,0,0,0,0,0,0,0,0,0,5,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,10,21,26,22,35,10,143
801011002,4,0,3,8,26,265,122,27,11,5,478,0,0,0,0,0,15,11,175,146,36,11,5,398,0,0,0,3,4,3,8,68,100,29,8,0,223,0,0,0,3,0,8,0,78,96,35,11,7,233,0,0,0,0,0,0,0,39,67,19,16,4,152,0,0,0,0,4,3,0,28,40,20,4,6,100,0,0,0,0,0,0,0,0,3,4,0,9,22,20,20,88,56,41,59,92,1070,786,230,89,57,2613
801011003,0,0,5,6,16,111,37,13,7,6,206,0,0,0,5,0,8,13,82,57,23,11,5,202,0,0,0,0,0,8,3,32,45,17,9,0,117,0,0,3,3,4,3,13,46,66,38,34,4,214,0,0,0,0,0,5,3,34,37,43,32,3,166,0,0,0,4,0,0,0,13,11,13,15,9,73,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,13,28,26,48,86,478,325,168,119,41,1346
801011004,0,0,0,0,0,13,18,0,0,3,39,0,0,0,0,0,0,5,19,19,5,0,0,53,0,0,0,0,0,0,0,9,11,0,0,0,24,0,0,0,0,0,0,0,10,5,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,4,4,0,0,3,9,6,3,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,60,25,19,14,18,97,77,14,7,28,364
801011005,0,0,3,0,0,13,17,8,0,0,42,0,0,0,0,0,0,0,18,19,11,0,0,46,0,0,0,0,0,0,0,4,10,0,0,0,17,0,0,0,0,0,0,0,0,14,0,6,0,32,0,0,0,0,0,0,0,0,15,7,3,0,27,0,0,3,0,0,0,0,8,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,14,9,9,18,66,92,31,16,5,292
801011006,0,4,0,4,0,9,17,8,0,4,57,0,0,0,5,0,4,5,9,30,23,0,0,60,0,0,3,0,0,5,0,4,23,15,8,3,57,0,0,0,0,0,0,0,3,14,30,8,0,54,0,0,0,0,0,0,0,6,6,8,8,0,41,0,0,0,0,0,0,0,4,0,3,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,38,28,12,28,13,57,110,103,29,23,443
801011007,0,0,0,0,4,17,27,5,4,0,58,0,0,0,0,0,0,5,13,31,14,0,0,61,0,0,0,0,0,6,0,6,28,8,5,0,42,0,0,0,0,0,0,4,9,14,18,0,0,47,0,0,0,0,0,0,0,4,7,20,12,0,45,0,0,0,0,0,0,0,0,8,3,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,30,24,20,13,19,66,144,74,27,10,429
801011008,0,0,3,4,0,31,30,3,0,0,80,0,0,0,0,0,0,4,25,26,9,9,0,74,3,0,0,0,0,0,0,21,18,5,0,0,48,0,0,0,0,0,0,0,9,25,15,0,0,47,0,0,0,0,0,0,0,4,19,10,5,0,39,0,0,0,0,0,0,0,0,13,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,12,14,14,99,46,26,27,24,122,169,53,17,23,625
801011009,0,0,0,0,4,0,6,5,0,0,25,0,0,0,0,0,0,0,6,5,8,0,0,15,0,0,0,0,0,0,0,3,10,3,4,0,19,0,0,0,0,0,0,3,0,16,5,4,0,33,0,0,0,0,0,0,0,3,4,4,5,0,21,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,12,4,10,13,21,51,34,26,10,190
801011010,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,7,3,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,0,5,0,0,0,0,0,0,0,7,0,0,3,0,13,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,6,0,0,6,17,20,12,7,3,76
801011011,0,0,0,0,0,10,11,8,0,0,31,0,0,0,0,0,0,0,4,16,5,3,0,32,0,0,0,0,0,0,4,7,9,7,0,0,21,0,0,0,0,0,0,0,0,3,12,4,0,22,0,0,0,0,0,0,0,0,5,8,6,0,26,0,0,0,0,0,0,0,0,4,5,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,10,4,17,14,33,69,47,21,14,240
801011012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011013,0,0,0,0,8,15,3,0,0,0,29,0,0,0,0,0,0,8,14,13,3,0,0,38,0,0,0,0,0,0,0,7,10,0,5,0,26,0,0,0,0,0,0,4,0,4,4,5,0,19,0,0,0,0,0,0,0,8,10,8,7,0,23,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,22,11,11,3,44,83,45,13,16,11,275
801011014,3,0,0,0,3,8,7,7,0,0,34,0,0,0,0,4,0,0,6,15,7,0,0,34,0,0,0,0,0,0,0,4,20,5,0,0,30,0,0,0,0,0,0,0,0,4,7,0,0,13,0,0,0,0,0,0,0,0,7,11,3,0,15,0,0,0,0,0,0,0,3,5,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,36,27,6,12,28,47,65,36,8,13,277
801011015,0,0,0,6,10,21,27,3,3,0,71,0,0,0,0,0,5,4,34,25,16,3,0,87,0,0,0,4,0,0,0,18,14,5,5,0,48,0,0,0,0,0,4,0,11,12,16,0,0,47,0,0,0,3,0,0,5,4,17,9,3,0,36,0,4,0,0,0,0,0,9,0,6,0,3,24,0,0,0,0,0,0,0,0,0,0,0,3,4,13,3,68,41,13,41,64,155,128,57,16,19,622
801011016,0,0,5,0,9,16,34,10,7,4,82,0,0,0,0,0,0,6,18,20,17,5,0,73,0,0,0,0,0,0,0,8,21,19,10,0,60,0,0,0,4,0,4,0,6,33,15,10,3,73,0,0,7,0,0,0,4,6,28,19,20,7,86,0,0,0,6,0,4,0,3,10,7,7,3,37,0,0,0,0,0,0,0,0,0,0,0,0,5,11,7,66,34,23,30,43,75,174,105,55,35,664
801011017,0,0,0,3,3,13,3,3,0,0,36,0,0,0,0,0,0,4,13,14,10,0,0,41,0,0,0,0,0,0,0,10,9,0,0,0,24,0,0,0,0,0,3,6,4,8,7,0,0,31,0,0,0,0,0,0,0,6,4,3,5,0,14,0,0,0,0,0,0,0,3,3,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,3,5,7,4,33,21,9,14,31,68,65,27,8,13,292
801011018,0,0,0,0,0,10,14,21,6,0,50,0,0,0,0,5,0,0,19,25,22,8,0,83,0,0,0,0,0,0,4,3,16,22,7,0,55,0,0,0,0,0,0,0,3,17,32,15,5,73,0,0,0,0,0,3,3,3,9,17,18,3,65,0,0,0,0,0,0,0,3,3,14,6,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,8,14,71,108,141,77,13,457
801011019,4,0,0,6,0,18,38,8,5,0,80,0,0,0,0,0,3,6,14,45,12,0,0,78,0,0,0,0,0,0,3,7,33,10,0,0,57,0,0,0,0,0,0,4,10,33,14,3,0,65,0,0,0,0,0,0,0,3,19,9,5,0,37,0,0,0,0,0,0,0,0,8,7,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,26,22,18,12,29,92,207,66,16,21,515
801011020,6,3,0,0,8,21,12,6,0,0,63,0,0,0,0,0,0,6,14,21,0,0,4,48,0,0,0,0,0,0,4,10,16,3,8,0,44,0,0,0,0,0,0,4,9,14,14,10,3,44,0,0,0,0,0,0,0,4,10,13,16,4,38,0,0,0,0,0,0,0,3,4,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,9,9,16,50,26,18,15,33,104,90,48,34,29,469
801011021,0,0,0,0,0,4,3,0,0,0,18,0,0,0,0,0,0,0,0,8,7,0,0,11,0,0,0,0,0,0,0,6,9,4,0,0,13,0,0,0,0,0,0,0,5,13,4,7,0,28,0,0,0,0,0,0,0,0,5,0,14,0,23,0,0,0,0,0,0,0,6,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,29,10,10,10,6,24,40,17,22,10,180
801011022,0,0,0,3,0,10,0,4,0,0,28,0,0,0,0,0,0,3,7,16,5,0,0,30,0,0,0,0,0,0,0,0,3,4,4,0,16,0,0,0,0,0,0,0,10,3,6,6,0,25,0,0,0,0,0,0,6,0,9,3,7,0,20,0,0,0,3,0,0,0,3,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,3,4,8,6,35,21,8,7,19,49,42,33,16,14,250
801011023,0,0,3,5,7,20,22,4,7,0,62,0,0,0,0,0,0,6,16,26,8,4,0,61,0,0,0,3,0,0,0,4,14,3,6,5,35,0,0,0,0,0,6,0,13,18,12,5,0,46,0,0,0,4,0,0,0,4,9,5,3,0,31,0,0,0,0,0,0,0,3,5,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,29,18,6,14,28,91,122,42,12,18,388
801011024,0,0,0,7,6,11,14,5,0,0,43,0,0,0,0,0,0,3,11,15,10,0,0,46,0,0,0,0,0,0,0,5,11,5,0,0,18,0,0,0,0,0,0,0,4,12,6,0,0,28,0,0,0,0,0,0,0,0,9,11,0,4,20,0,0,3,0,0,0,0,3,6,5,0,0,23,0,0,3,0,0,0,0,0,5,0,0,0,9,3,10,37,14,8,24,40,88,72,52,6,16,375
801011025,0,0,0,0,3,3,10,0,0,0,26,0,0,0,0,0,0,4,5,11,5,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,4,6,8,0,0,18,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,27,14,13,9,9,23,39,21,10,15,187
801011026,0,0,0,4,4,6,6,0,0,3,22,0,0,0,0,0,0,5,5,6,0,4,0,22,0,0,0,0,0,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,3,5,3,0,18,0,0,0,0,0,0,0,0,3,7,18,0,31,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,18,25,20,17,30,3,133
801011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011143,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,3,14
801011144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031113,0,5,0,0,3,0,0,0,0,0,19,0,0,0,0,5,0,9,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,20,15,13,17,35,13,4,6,8,5,147
801031114,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,28,4,0,0,3,38
801031115,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,4,27
801041034,0,0,0,0,6,25,27,15,3,0,86,0,0,0,0,0,8,3,22,26,16,5,0,86,0,0,0,0,0,8,10,9,10,14,3,0,50,0,0,0,0,0,3,3,9,27,32,9,0,87,0,0,0,0,0,7,5,3,14,15,10,3,57,0,0,0,0,0,4,5,4,5,4,3,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,34,16,6,38,32,116,138,108,49,16,568
801041035,0,3,0,3,3,21,28,17,9,0,84,0,0,0,0,0,0,6,20,37,29,18,0,117,0,0,0,0,0,3,0,8,28,19,8,0,69,0,0,0,0,0,0,6,5,32,41,32,0,122,0,0,0,0,0,0,8,8,17,39,27,4,96,0,0,0,0,0,0,0,4,7,11,13,9,47,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,13,13,10,22,27,113,186,172,112,13,690
801041036,0,0,3,5,8,12,34,12,0,3,83,0,0,0,0,0,0,4,13,45,31,6,0,97,0,0,0,0,0,4,0,7,32,21,9,0,84,0,0,0,0,0,5,8,15,24,34,23,0,112,0,0,0,0,0,4,0,6,23,27,30,0,99,0,0,0,0,0,0,0,0,7,7,13,3,30,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,16,17,11,27,34,82,209,149,89,22,647
801041037,0,0,0,22,18,20,19,15,3,0,90,0,0,0,0,0,10,12,18,26,12,14,4,94,0,0,0,0,0,12,5,6,9,10,3,0,47,0,0,0,0,0,17,8,8,18,19,21,0,93,0,0,0,0,0,9,4,4,8,19,45,5,92,0,0,0,0,0,3,3,0,3,9,0,8,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,3,3,80,68,102,113,93,91,21,572
801041038,0,0,0,5,8,0,7,9,0,0,28,0,0,0,0,0,0,0,3,10,17,15,0,48,0,0,0,0,0,0,0,0,3,11,12,0,33,0,0,0,0,0,0,6,3,8,25,24,0,69,0,0,0,0,0,0,5,3,7,28,35,0,76,0,0,0,0,0,0,0,0,0,8,5,0,15,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,7,6,0,13,25,22,43,109,94,7,319
801041039,0,0,0,3,14,93,56,15,6,5,195,0,0,3,5,0,3,17,72,84,31,19,9,232,0,0,0,5,0,5,3,25,50,24,13,4,132,0,0,0,3,0,5,11,28,46,26,15,6,137,0,0,0,0,0,3,14,18,34,29,52,0,152,0,0,0,0,0,3,0,9,15,9,9,0,58,0,0,0,0,0,0,0,4,3,0,0,8,11,0,0,13,16,15,42,76,351,363,155,126,39,1206
801041040,0,9,6,11,16,109,69,27,9,0,246,0,0,0,3,0,11,17,97,83,51,26,3,287,0,0,6,3,0,3,4,36,59,38,13,0,159,0,0,0,0,0,3,15,27,71,40,30,3,194,0,0,0,4,0,9,15,21,33,71,51,4,209,0,0,0,0,0,3,3,8,21,12,7,6,64,0,0,0,0,0,0,0,0,0,0,0,5,8,17,6,43,39,18,72,122,482,437,284,138,32,1702
801041043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,4,0,0,19
801041044,0,3,0,11,16,76,34,19,12,4,168,0,0,0,3,0,0,36,55,60,29,23,4,203,0,0,0,0,0,4,14,19,39,29,16,0,121,0,0,0,3,0,8,38,38,31,43,36,0,191,0,0,0,9,0,0,21,35,38,50,51,3,209,0,0,0,4,0,3,11,14,11,17,11,7,79,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,5,30,5,46,191,338,252,212,156,32,1260
801041045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041046,0,0,0,9,4,59,64,16,3,3,168,0,0,0,0,0,7,0,66,84,25,0,3,189,0,0,0,0,0,0,6,21,45,15,3,0,107,0,0,0,3,0,3,0,17,47,34,8,0,126,0,0,0,0,0,0,4,9,20,23,14,0,71,0,0,4,0,0,0,4,12,20,6,12,6,65,0,0,4,0,0,0,0,0,0,0,0,4,6,7,7,58,45,25,40,36,259,370,132,44,34,1067
801041047,4,0,0,0,0,16,11,5,4,0,41,0,0,0,0,0,0,0,4,11,7,4,0,37,0,0,0,0,0,3,0,5,8,18,5,0,28,0,0,0,4,0,4,6,6,9,16,11,0,63,0,0,0,0,0,0,6,3,12,17,20,0,61,0,0,0,0,0,0,0,3,4,8,5,5,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,9,7,17,20,48,64,81,56,17,338
801041048,0,0,0,4,0,22,33,3,0,0,72,0,0,0,0,0,4,0,22,35,17,0,3,87,0,0,0,0,0,0,5,16,32,12,7,0,61,0,0,0,0,0,3,0,9,35,14,9,3,74,0,0,0,3,0,0,3,8,15,16,10,3,57,0,0,0,0,0,0,0,0,16,6,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,13,8,50,16,8,19,23,129,198,69,32,18,580
801041116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041118,0,0,0,0,0,7,4,0,0,0,11,0,0,0,0,0,0,0,3,8,0,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,4,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,0,5,17,33,4,3,3,82
801041119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
801041120,0,0,0,0,4,0,10,4,10,0,35,0,0,0,3,0,3,3,5,20,18,3,0,59,0,0,0,0,0,0,10,0,9,7,0,0,30,0,0,0,0,0,0,7,0,11,11,15,0,58,0,0,0,3,0,3,0,5,0,8,25,0,47,0,0,0,0,0,0,0,0,0,7,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,40,26,7,20,35,29,78,64,65,20,385
801041121,4,0,0,9,0,7,4,0,4,0,21,0,0,0,0,0,4,0,0,3,3,4,0,12,0,0,0,0,0,0,3,3,0,0,3,0,9,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,3,0,4,14,0,15,0,0,3,0,0,5,0,0,0,5,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,27,15,6,13,16,17,9,13,25,13,156
801041122,0,0,0,0,0,3,0,3,0,0,12,0,0,0,0,0,0,3,0,0,5,4,0,15,0,0,0,0,0,0,0,6,0,0,6,0,10,0,0,0,0,0,0,5,4,0,4,15,0,25,0,0,0,0,0,0,4,8,0,11,13,0,35,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,11,3,15,19,16,3,26,49,5,165
801051049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051050,3,3,0,0,3,12,13,13,5,0,62,0,0,4,0,0,0,6,4,9,14,15,0,51,0,0,0,0,0,0,4,0,9,8,10,0,31,0,0,0,4,4,0,0,0,10,8,34,0,65,0,0,0,0,0,0,3,4,8,17,63,3,103,0,0,0,0,0,0,0,0,3,9,14,0,35,0,0,6,0,0,0,0,0,0,0,0,7,13,22,20,139,46,18,26,35,49,59,76,153,29,668
801051051,0,4,0,8,9,64,112,41,37,3,286,0,0,0,0,0,11,3,84,182,73,26,9,393,0,0,0,0,4,3,3,22,64,55,35,3,181,0,0,0,0,3,3,6,33,85,74,65,5,271,0,0,0,0,3,7,4,23,54,67,108,5,285,0,4,0,0,0,5,4,6,20,25,24,5,95,4,3,3,0,0,0,0,0,0,0,0,4,24,12,24,89,32,23,60,49,331,696,401,335,50,2121
801051053,0,0,0,0,9,29,72,43,25,5,178,0,0,0,0,0,0,3,19,92,54,53,3,226,0,0,0,0,0,9,0,4,19,17,18,0,66,0,0,0,0,0,0,3,6,36,61,53,0,166,0,0,0,0,0,0,0,11,46,45,104,4,211,0,0,0,0,0,0,3,0,4,3,22,0,37,0,0,0,0,0,0,0,0,0,4,5,6,18,0,0,4,0,4,19,37,107,375,303,318,33,1197
801051054,0,0,0,0,5,42,21,18,11,0,94,0,0,0,0,0,0,0,28,33,27,9,0,110,0,0,0,0,0,0,5,6,14,18,12,0,60,0,0,0,4,0,0,3,13,19,25,27,0,100,0,0,0,0,0,0,3,8,9,29,31,0,77,0,0,0,0,0,0,0,3,10,7,13,0,36,0,0,0,0,0,0,0,0,0,0,0,3,4,7,4,28,13,11,18,39,147,137,149,113,8,673
