SA2_CODE_2021,Afghanistan_C11_M,Afghanistan_C11_F,Afghanistan_C11_P,Afghanistan_C16_M,Afghanistan_C16_F,Afghanistan_C16_P,Afghanistan_C21_M,Afghanistan_C21_F,Afghanistan_C21_P,Aust_C11_M,Aust_C11_F,Aust_C11_P,Aust_C16_M,Aust_C16_F,Aust_C16_P,Aust_C21_M,Aust_C21_F,Aust_C21_P,Bangladesh_C11_M,Bangladesh_C11_F,Bangladesh_C11_P,Bangladesh_C16_M,Bangladesh_C16_F,Bangladesh_C16_P,Bangladesh_C21_M,Bangladesh_C21_F,Bangladesh_C21_P,Canada_C11_M,Canada_C11_F,Canada_C11_P,Canada_C16_M,Canada_C16_F,Canada_C16_P,Canada_C21_M,Canada_C21_F,Canada_C21_P,China_C11_M,China_C11_F,China_C11_P,China_C16_M,China_C16_F,China_C16_P,China_C21_M,China_C21_F,China_C21_P,Croatia_C11_M,Croatia_C11_F,Croatia_C11_P,Croatia_C16_M,Croatia_C16_F,Croatia_C16_P,Croatia_C21_M,Croatia_C21_F,Croatia_C21_P,Egypt_C11_M,Egypt_C11_F,Egypt_C11_P,Egypt_C16_M,Egypt_C16_F,Egypt_C16_P,Egypt_C21_M,Egypt_C21_F,Egypt_C21_P,Fiji_C11_M,Fiji_C11_F,Fiji_C11_P,Fiji_C16_M,Fiji_C16_F,Fiji_C16_P,Fiji_C21_M,Fiji_C21_F,Fiji_C21_P,Germany_C11_M,Germany_C11_F,Germany_C11_P,Germany_C16_M,Germany_C16_F,Germany_C16_P,Germany_C21_M,Germany_C21_F,Germany_C21_P,Greece_C11_M,Greece_C11_F,Greece_C11_P,Greece_C16_M,Greece_C16_F,Greece_C16_P,Greece_C21_M,Greece_C21_F,Greece_C21_P,Hong_Kong_C11_M,Hong_Kong_C11_F,Hong_Kong_C11_P,Hong_Kong_C16_M,Hong_Kong_C16_F,Hong_Kong_C16_P,Hong_Kong_C21_M,Hong_Kong_C21_F,Hong_Kong_C21_P,India_C11_M,India_C11_F,India_C11_P,India_C16_M,India_C16_F,India_C16_P,India_C21_M,India_C21_F,India_C21_P,Indonesia_C11_M,Indonesia_C11_F,Indonesia_C11_P,Indonesia_C16_M,Indonesia_C16_F,Indonesia_C16_P,Indonesia_C21_M,Indonesia_C21_F,Indonesia_C21_P,Iran_C11_Cens_M,Iran_C11_Cens_F,Iran_C11_Cens_P,Iran_C16_Cens_M,Iran_C16_Cens_F,Iran_C16_Cens_P,Iran_C21_Cens_M,Iran_C21_Cens_F,Iran_C21_Cens_P,Iraq_C11_M,Iraq_C11_F,Iraq_C11_P,Iraq_C16_M,Iraq_C16_F,Iraq_C16_P,Iraq_C21_M,Iraq_C21_F,Iraq_C21_P,Ireland_C11_M,Ireland_C11_F,Ireland_C11_P,Ireland_C16_M,Ireland_C16_F,Ireland_C16_P,Ireland_C21_M,Ireland_C21_F,Ireland_C21_P,Italy_C11_M,Italy_C11_F,Italy_C11_P,Italy_C16_M,Italy_C16_F,Italy_C16_P,Italy_C21_M,Italy_C21_F,Italy_C21_P,Japan_C11_M,Japan_C11_F,Japan_C11_P,Japan_C16_M,Japan_C16_F,Japan_C16_P,Japan_C21_M,Japan_C21_F,Japan_C21_P,Korea_C11_M,Korea_C11_F,Korea_C11_P,Korea_C16_M,Korea_C16_F,Korea_C16_P,Korea_C21_M,Korea_C21_F,Korea_C21_P,Lebanon_C11_M,Lebanon_C11_F,Lebanon_C11_P,Lebanon_C16_M,Lebanon_C16_F,Lebanon_C16_P,Lebanon_C21_M,Lebanon_C21_F,Lebanon_C21_P,Malaysia_C11_M,Malaysia_C11_F,Malaysia_C11_P,Malaysia_C16_M,Malaysia_C16_F,Malaysia_C16_P,Malaysia_C21_M,Malaysia_C21_F,Malaysia_C21_P,Nepal_C11_M,Nepal_C11_F,Nepal_C11_P,Nepal_C16_M,Nepal_C16_F,Nepal_C16_P,Nepal_C21_M,Nepal_C21_F,Nepal_C21_P,Netherlands_C11_M,Netherlands_C11_F
801041038,0,0,0,6,5,3,0,0,3,808,806,1615,1442,1387,2826,1477,1457,2939,5,5,16,15,12,26,13,11,20,5,7,6,9,0,13,3,0,3,34,44,77,71,85,160,73,95,166,16,13,31,11,16,23,13,15,28,0,0,0,8,8,17,12,5,21,8,7,12,3,6,7,4,10,17,3,7,4,3,15,20,7,6,18,0,0,0,0,3,0,0,0,0,4,8,9,13,15,23,8,12,19,64,53,111,99,103,202,128,134,262,0,4,4,0,3,4,0,4,3,0,0,3,11,3,12,0,4,6,0,0,0,5,6,9,0,5,4,3,0,6,5,10,13,4,5,9,0,0,4,9,3,8,9,6,8,3,0,3,4,3,10,0,3,4,0,3,9,18,26,42,13,22,36,0,3,3,0,0,4,0,0,3,3,8,16,4,10,16,7,16,27,0,0,0,4,4,12,11,11,23,0,4
801041039,10,7,13,12,6,21,11,9,20,1054,978,2033,1581,1550,3131,1798,1726,3519,39,39,78,61,52,117,63,54,116,5,7,8,4,9,15,6,13,17,134,162,298,329,379,706,309,374,686,14,13,24,13,15,28,13,15,29,0,0,4,6,6,14,9,5,11,12,11,24,12,16,27,9,9,17,9,3,13,13,5,15,10,11,24,0,0,0,4,0,10,5,0,0,16,22,33,40,31,69,20,17,41,133,120,254,232,222,455,349,295,646,7,8,19,10,18,36,15,22,42,6,4,12,11,16,31,14,10,24,0,0,5,0,0,4,10,5,11,5,0,9,4,0,9,0,0,0,0,0,0,4,3,7,10,6,14,3,4,7,3,15,17,5,18,30,26,27,60,93,89,187,82,83,165,0,3,0,6,4,9,5,0,5,14,21,35,23,25,45,39,31,68,8,5,9,29,26,55,203,180,384,0,3
801041040,3,3,11,5,8,12,43,22,68,1659,1648,3310,1595,1636,3229,2100,2061,4157,18,11,29,15,20,41,39,37,74,13,12,21,3,4,9,4,12,13,178,201,382,252,275,527,359,387,743,16,20,35,14,7,24,16,11,32,8,5,12,4,4,9,12,7,18,8,9,10,10,13,20,14,14,29,13,9,18,6,5,15,14,10,17,0,0,0,0,0,0,5,5,9,28,13,48,21,21,45,24,40,66,103,84,186,184,180,368,337,298,641,7,4,9,3,6,13,8,19,27,4,6,9,21,19,36,38,22,60,0,3,6,8,6,20,15,13,27,7,11,17,8,4,17,3,0,6,15,12,28,6,8,17,7,0,9,4,14,15,0,10,9,8,9,17,79,67,144,139,104,241,139,119,256,3,6,4,0,0,3,5,0,0,23,26,48,26,20,46,44,38,81,4,4,11,10,6,21,234,185,418,5,3
801041043,0,0,0,0,0,0,0,0,0,126,149,273,108,115,227,126,127,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,4,4,5,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041044,6,4,17,4,3,7,10,3,19,1403,1489,2891,2170,2135,4305,2330,2267,4600,15,7,31,55,56,110,51,54,101,0,6,10,5,8,18,14,7,17,85,97,185,324,369,687,277,317,598,15,11,24,7,8,20,16,15,25,6,0,5,0,0,4,4,0,4,8,6,19,11,18,28,16,16,32,4,11,14,6,14,23,9,11,16,3,6,11,10,11,22,13,11,19,15,10,30,29,27,59,31,25,54,91,80,177,288,247,540,338,271,614,3,8,13,7,12,21,5,15,26,3,3,6,6,14,20,7,12,20,0,0,0,0,4,5,5,0,9,3,7,9,6,0,8,0,0,4,8,6,12,10,11,22,13,10,21,0,4,0,0,5,10,7,11,23,30,29,58,79,89,171,86,80,166,0,0,0,0,0,0,6,0,6,13,15,25,35,28,61,44,43,88,0,4,3,12,18,30,123,109,233,4,8
801041045,0,0,0,0,0,0,0,0,0,5,3,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041046,15,13,29,8,12,20,22,4,31,3186,3371,6557,3571,3746,7316,3726,3859,7586,16,12,25,20,20,42,28,23,53,6,3,13,9,9,20,9,5,15,75,75,145,112,111,222,91,116,203,28,32,62,29,25,48,26,29,52,16,8,23,18,9,32,14,8,28,24,21,43,24,22,44,29,29,57,10,14,31,19,15,32,15,20,37,8,5,6,7,0,8,8,9,16,17,17,32,12,17,29,14,9,24,102,88,190,161,149,305,259,220,484,10,5,12,15,20,28,6,27,33,8,8,11,11,9,20,15,12,27,4,4,14,11,3,14,11,14,23,5,8,11,11,8,17,6,9,13,17,8,26,20,15,33,30,21,52,5,17,22,3,16,22,3,14,20,24,28,45,30,35,62,24,32,60,3,4,6,4,0,7,7,0,3,20,25,47,20,16,40,22,40,62,0,0,0,12,9,15,65,50,117,11,10
801041047,4,3,5,6,4,7,0,6,9,2442,2451,4900,2351,2306,4653,2320,2299,4619,16,18,32,16,10,29,16,16,33,13,7,20,8,7,17,8,6,11,50,79,128,83,115,197,112,143,252,33,33,67,31,32,59,34,25,56,11,9,16,13,10,26,12,9,25,18,23,36,7,17,21,14,14,30,17,12,29,17,13,33,18,15,30,10,10,24,4,13,19,7,10,18,21,28,50,31,24,55,31,32,58,64,65,131,50,66,117,80,72,152,5,8,12,3,11,12,4,4,14,0,0,7,5,0,4,0,0,4,0,0,7,6,6,8,6,3,3,12,8,19,9,5,17,10,8,14,25,15,42,21,20,39,13,11,28,0,9,9,0,3,3,0,3,4,12,17,33,11,24,36,17,15,29,0,0,0,0,0,0,3,0,6,17,25,41,19,29,49,21,24,47,4,3,8,4,0,4,7,11,25,8,7
801041048,5,0,3,4,0,6,0,6,0,1840,1925,3764,1790,1809,3594,1836,1828,3665,28,30,60,13,16,34,13,16,28,7,8,22,4,6,8,8,8,20,96,117,214,105,113,215,101,115,214,10,18,27,17,14,27,16,17,28,5,5,5,3,3,11,3,5,10,3,7,6,4,4,11,9,0,8,12,14,23,13,12,23,16,10,26,5,7,12,6,3,11,8,9,13,15,16,31,15,20,39,19,20,41,78,69,148,73,80,150,116,91,203,9,9,16,3,4,12,3,9,12,4,3,0,5,6,8,10,5,18,5,4,10,3,0,0,4,9,11,6,0,8,8,0,7,4,5,15,12,13,30,11,14,34,8,10,23,4,9,11,0,3,9,7,4,9,27,23,50,30,25,54,20,27,49,0,0,8,4,0,3,4,0,3,19,23,41,20,22,45,24,23,47,3,0,9,0,4,9,11,4,19,6,4
801041116,0,0,0,0,0,0,0,0,0,23,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041117,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041118,0,0,0,3,8,10,0,0,7,0,0,0,188,210,395,182,189,369,0,0,0,10,3,11,6,3,6,0,0,0,0,5,4,0,0,0,0,0,0,10,12,17,7,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,49,49,94,53,50,102,0,0,0,0,0,0,0,0,5,0,0,0,7,0,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,3,7,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,7,12,21,0,0
801041119,0,0,0,0,0,0,0,0,0,0,0,5,5,3,8,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041120,0,0,0,0,0,0,11,13,24,0,0,0,28,21,54,1445,1399,2852,0,0,0,0,0,0,51,49,99,0,0,0,0,0,0,3,5,6,0,0,0,0,0,0,64,79,142,0,0,0,0,0,0,3,6,7,0,0,0,0,0,0,7,6,16,0,0,0,0,0,0,6,8,13,0,0,0,0,0,0,3,5,6,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,13,12,27,0,0,0,13,10,22,402,359,758,0,0,0,0,0,0,15,14,28,0,0,0,0,0,0,12,9,20,0,0,0,0,0,0,8,3,10,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,0,0,0,0,0,0,27,37,60,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,12,22,36,0,0,0,0,0,0,44,37,73,0,0
801041121,0,0,0,0,0,0,9,8,17,0,0,0,0,0,0,480,478,955,0,0,0,0,0,0,21,19,38,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,20,22,43,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,0,0,0,0,0,274,264,533,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,9,13,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,10,0,0,0,0,0,0,23,26,50,0,0
801041122,0,0,0,0,0,0,16,3,16,0,0,0,0,0,0,597,553,1150,0,0,0,0,0,0,30,24,51,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,98,94,187,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,13,17,0,0,0,0,0,0,166,151,317,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,8,3,10,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,20,0,0,0,0,0,0,33,30,62,0,0
801051049,5,0,5,0,0,0,0,0,0,372,412,783,424,481,902,697,916,1613,13,11,22,11,7,14,6,6,11,7,3,11,0,7,13,0,3,5,119,122,239,127,157,285,80,67,149,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,4,6,6,4,12,4,3,7,0,0,0,0,0,0,0,0,0,10,18,31,16,24,41,9,4,18,37,16,52,61,42,100,48,39,87,16,31,42,28,21,50,11,9,18,10,6,20,12,10,19,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,4,0,0,0,0,0,3,12,16,26,7,11,18,4,3,9,21,19,38,9,15,23,8,3,13,0,0,0,0,0,0,0,0,0,65,54,122,18,29,52,19,11,27,3,0,0,0,5,5,0,0,3,0,0
801051050,0,0,0,5,5,8,7,3,7,1713,1924,3639,1727,1984,3712,1922,2106,4029,0,0,0,0,0,0,3,3,4,9,6,21,11,13,23,12,13,29,22,29,49,23,50,72,22,40,61,7,4,8,8,6,11,3,6,12,0,0,4,0,4,0,0,3,3,0,7,6,3,10,6,4,3,12,23,33,59,17,25,42,15,23,41,5,11,22,4,7,13,6,7,19,3,7,4,3,0,6,4,7,13,15,13,31,21,21,39,17,19,32,5,9,12,15,9,26,3,7,15,0,3,7,6,4,10,3,4,7,0,4,0,0,0,0,0,0,0,7,5,9,5,3,9,6,4,9,15,21,39,10,12,29,14,14,32,0,4,8,0,7,13,8,7,7,0,3,6,7,4,11,3,8,10,0,0,3,4,3,7,0,3,5,12,10,26,9,9,19,15,18,29,7,3,9,3,5,5,0,0,0,16,17
801051051,4,3,12,5,0,8,0,4,4,1281,1165,2448,1650,1486,3135,2000,1931,3926,5,5,11,6,3,10,3,5,10,17,6,24,9,17,29,11,17,29,81,118,204,134,177,314,180,252,435,3,4,7,9,0,10,9,9,17,4,3,3,5,3,13,3,4,6,7,10,17,4,5,11,4,8,10,10,14,22,12,28,39,23,14,45,3,3,8,5,4,9,6,6,6,18,19,39,24,19,44,43,39,75,66,40,105,68,45,112,110,84,192,8,16,29,12,18,31,8,19,23,8,5,9,20,9,24,13,9,19,0,4,0,4,4,6,0,0,6,12,6,24,4,3,5,10,8,12,0,4,11,7,7,18,8,9,15,5,11,16,8,19,23,10,20,26,23,31,49,48,57,99,40,42,80,3,4,7,0,0,0,0,0,0,44,39,85,26,35,54,29,29,58,7,7,17,14,15,29,11,9,24,5,5
801051053,0,0,0,0,0,0,0,0,0,594,504,1095,914,831,1745,1142,1015,2155,5,4,8,10,10,18,7,14,22,7,0,10,4,3,10,11,4,13,174,242,419,362,562,922,333,450,781,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,3,0,5,3,7,9,5,3,6,3,3,8,5,4,12,9,5,15,7,10,18,3,0,3,0,0,5,0,3,3,41,39,79,53,39,92,35,31,69,39,28,65,53,38,96,87,77,167,20,25,40,14,20,29,15,18,30,5,5,10,0,5,7,12,4,21,0,0,0,0,0,0,0,0,6,4,4,7,3,0,6,7,0,5,9,0,16,5,3,11,14,5,18,3,10,8,9,13,21,4,16,22,33,55,92,39,50,88,31,47,82,0,0,0,0,0,3,0,4,4,61,68,133,49,55,104,45,38,82,0,0,3,0,0,0,16,11,24,0,0
801051054,4,3,3,9,8,10,0,0,0,739,715,1457,690,699,1396,1060,1127,2189,3,3,10,0,4,3,3,3,8,3,4,10,3,5,10,3,3,9,37,43,84,51,49,94,94,93,191,4,4,4,3,4,9,9,3,9,3,0,6,5,5,0,0,3,3,0,0,0,0,0,0,0,3,3,11,5,17,10,9,22,4,14,18,5,10,12,5,5,12,6,7,5,9,3,9,7,7,9,12,7,15,11,9,23,13,6,20,20,18,41,11,14,17,8,14,16,12,9,21,0,0,0,6,0,7,4,3,4,0,0,0,8,5,18,0,5,6,10,3,18,4,8,7,6,3,11,8,7,17,13,7,11,9,5,18,0,0,0,0,0,4,0,6,12,5,11,12,9,12,16,15,10,22,0,0,3,0,0,0,0,0,3,3,7,13,5,3,9,12,10,22,0,0,0,4,0,3,22,13,38,4,7
801051055,0,0,0,5,0,12,6,3,9,1194,1206,2401,1192,1203,2390,1390,1516,2907,5,5,5,0,0,3,5,4,9,10,15,22,4,9,13,11,7,25,43,61,105,50,75,126,55,56,114,3,3,4,6,6,7,3,3,12,5,0,7,0,0,0,3,0,3,4,3,6,0,0,3,0,0,0,10,19,34,4,15,24,5,19,24,9,22,32,9,15,22,4,10,18,8,3,16,5,9,12,7,0,14,14,14,30,24,18,44,47,33,82,3,3,5,22,19,37,12,17,28,0,0,0,3,0,0,9,3,12,0,0,0,3,10,15,4,3,4,5,6,10,3,0,4,9,3,11,21,20,37,14,11,25,9,16,22,0,4,4,6,5,9,0,7,7,8,12,15,6,5,15,8,15,19,0,0,0,0,0,0,3,0,5,4,3,6,3,6,9,9,7,13,4,4,6,4,0,4,19,16,33,4,8
801051056,0,0,6,3,0,3,3,7,11,1065,1151,2218,1067,1153,2221,1196,1277,2475,3,4,12,3,0,0,11,8,15,11,12,21,5,11,19,8,12,22,14,16,30,12,15,26,11,12,23,0,0,3,0,5,7,4,3,9,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,8,3,8,14,18,31,7,14,21,6,15,19,12,14,32,7,18,24,5,18,19,0,5,7,0,0,0,7,0,10,10,3,13,13,3,14,9,5,17,10,7,17,11,8,15,4,4,9,4,5,9,4,3,3,3,10,10,0,0,0,3,0,5,0,0,0,3,5,6,4,6,6,0,0,5,11,6,21,6,13,18,3,8,14,0,0,0,0,4,5,0,9,9,0,4,10,3,9,12,0,4,8,0,0,0,0,0,0,3,0,3,3,3,8,7,10,14,6,7,15,0,0,3,0,0,0,5,4,8,9,7
801051057,0,0,0,7,0,5,9,4,8,1351,1525,2873,1509,1592,3104,1723,1797,3517,4,0,3,12,16,20,11,9,22,4,7,13,16,5,23,11,8,25,25,38,58,67,77,143,69,124,193,20,22,38,18,21,36,20,20,38,0,0,0,0,0,4,0,0,0,3,3,6,4,5,13,3,5,7,13,20,27,20,22,40,21,22,42,15,10,22,10,7,21,8,12,20,10,7,23,9,13,20,18,11,34,46,36,78,61,57,116,81,78,162,5,7,13,13,19,33,16,25,43,7,9,16,10,9,15,12,3,19,0,0,4,7,4,9,3,4,8,5,4,16,11,11,23,11,9,16,15,18,34,16,19,32,12,19,30,7,8,9,3,9,14,5,12,16,14,14,29,19,26,45,12,29,39,0,0,0,0,0,4,0,0,0,23,18,33,23,16,39,11,25,38,0,6,0,7,3,17,36,36,69,15,5
801051058,12,0,17,0,0,4,0,0,3,1832,1927,3759,1886,1954,3838,2129,2161,4289,5,4,7,7,6,16,8,3,11,12,18,28,13,12,28,16,23,31,27,36,60,44,47,92,42,56,94,0,4,9,4,5,7,7,6,17,0,0,0,0,0,0,0,0,4,0,5,10,0,3,3,0,9,8,38,33,77,28,36,67,24,26,55,5,0,10,5,3,8,7,0,6,5,6,15,10,6,15,12,15,31,34,27,61,32,29,64,62,59,113,6,5,10,20,16,35,3,14,21,8,3,9,0,5,3,0,3,9,0,0,0,9,3,8,0,0,0,5,4,10,6,3,4,0,7,4,14,9,24,14,4,18,9,7,17,5,11,12,4,11,19,4,11,11,8,5,18,10,5,18,11,7,22,0,0,0,0,0,0,0,0,0,21,18,38,13,20,35,21,13,40,0,0,0,4,0,7,17,11,34,10,18
801051060,0,0,0,0,0,0,3,0,3,1152,1063,2219,1113,1103,2218,1415,1494,2911,5,0,5,8,13,17,5,11,13,11,9,20,12,7,12,8,13,29,49,53,107,102,125,228,92,132,224,3,7,8,6,0,15,0,8,5,0,0,3,0,0,4,0,0,0,5,3,9,6,0,12,6,0,8,11,10,17,13,8,17,6,14,18,5,4,5,3,3,4,0,0,4,16,17,33,7,11,25,16,21,36,35,25,61,55,39,93,76,69,143,12,7,16,10,16,27,14,7,18,7,8,16,11,7,22,15,11,22,0,0,0,0,0,0,0,3,4,3,5,7,5,8,17,4,11,12,10,6,17,12,12,19,15,13,24,5,11,11,0,12,12,6,9,7,7,35,41,23,30,50,13,26,33,5,0,3,6,3,12,3,6,9,20,22,47,24,26,51,21,42,58,4,3,9,22,10,33,14,11,19,0,0
801051061,0,0,3,0,4,8,10,3,14,1767,1809,3577,1926,2037,3966,2326,2431,4753,3,3,8,7,3,10,9,7,10,18,14,30,18,17,30,13,17,33,26,49,78,25,45,76,41,67,111,3,6,7,0,4,3,8,0,8,0,4,3,3,0,4,0,0,7,10,7,17,12,15,31,5,5,12,16,27,44,18,17,39,25,21,42,9,15,20,11,8,25,9,6,15,10,14,17,6,10,17,13,17,29,58,44,106,57,56,107,81,55,132,9,9,14,22,20,37,12,18,29,4,6,10,7,5,9,6,6,14,0,0,0,0,0,5,0,0,0,10,13,18,7,15,20,10,15,23,15,20,38,15,17,37,14,20,32,4,14,19,5,10,11,7,12,16,30,24,53,9,29,42,12,15,30,0,0,3,0,0,0,0,0,0,16,18,31,10,6,25,14,24,39,8,3,5,10,8,19,30,27,57,14,14
801051123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051124,4,0,4,0,0,0,0,0,0,1208,1129,2335,1128,1144,2274,1658,1665,3315,14,0,14,5,0,7,8,5,19,7,7,12,4,11,17,10,15,28,17,16,37,36,43,78,29,43,75,5,0,7,0,8,7,3,3,13,4,0,0,0,3,3,0,0,0,3,4,6,0,0,3,0,3,8,8,11,19,11,11,21,6,10,20,4,4,10,7,8,11,6,6,11,0,3,5,5,4,10,12,8,21,15,11,25,7,10,22,12,13,26,8,3,20,5,3,12,3,9,15,3,3,4,3,5,6,3,3,11,0,0,0,0,0,0,0,0,0,6,0,7,4,3,3,0,7,6,11,9,18,11,12,18,10,7,19,0,3,3,6,5,10,0,9,10,5,10,12,4,11,17,11,18,25,0,0,0,0,0,0,4,0,4,5,15,22,8,11,24,14,22,37,0,0,0,0,0,5,11,10,18,3,6
