SA2_CODE_2021,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950over_REA,C16_950over_ST_HA,C16_950over_Co_ho_pr,C16_950over_Pe_no_sa_ho,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Co_ho_pr,C16_R_NS_Pe_no_sa_ho,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_Tot_Co_ho_pr,C16_Tot_Pe_no_sa_ho,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_Tot_Tot,C21_1_74_REA,C21_1_74_ST_HA,C21_1_74_Co_ho_pr,C21_1_74_Per_no_sa_ho,C21_1_74_Oth_land_typ,C21_1_74_LLT_NS,C21_1_74_Tot,C21_75_99_REA,C21_75_99_ST_HA,C21_75_99_Co_ho_pr,C21_75_99_Pe_no_sa_ho,C21_75_99_Oth_lan_typ,C21_75_99_Lan_type_ns,C21_75_99_Tot,C21_100_149_REA,C21_100_149_ST_HA,C21_100_149_Co_ho_pr,C21_100_149_Pe_no_sa_ho,C21_100_149_Ot_lan_ty,C21_100_149_Lan_typ_ns,C21_100_149_Tot,C21_150_199_REA,C21_150_199_ST_HA,C21_150_199_Co_ho_pr,C21_150_199_Pe_no_sa_ho,C21_150_199_Ot_lan_ty,C21_150_199_Lan_ty_ns,C21_150_199_Tot,C21_200_224_REA,C21_200_224_ST_HA,C21_200_224_Co_ho_pr,C21_200_224_Pe_no_sa_ho,C21_200_224_Ot_lan_ty,C21_200_224_Lan_ty_ns,C21_200_224_Tot,C21_225_274_REA,C21_225_274_ST_HA,C21_225_274_Co_ho_pr,C21_225_274_Pe_no_sa_ho,C21_225_274_Ot_la_typ,C21_225_274_Lan_ty_ns,C21_225_274_Tot,C21_275_349_REA,C21_275_349_ST_HA,C21_275_349_Co_ho_pr,C21_275_349_Pe_no_sa_ho,C21_275_349_Ot_lan_ty,C21_275_349_Lan_ty_ns,C21_275_349_Tot,C21_350_449_REA,C21_350_449_ST_HA,C21_350_449_Co_ho_pr,C21_350_449_Pe_no_sa_ho,C21_350_449_Ot_lan_ty,C21_350_449_Lan_ty_ns,C21_350_449_Tot,C21_450_549_REA,C21_450_549_ST_HA,C21_450_549_Co_ho_pr,C21_450_549_Pe_no_sa_ho,C21_450_549_Oth_lan_typ,C21_450_549_Lan_ty_ns,C21_450_549_Tot,C21_550_649_REA,C21_550_649_ST_HA,C21_550_649_Co_ho_pr,C21_550_649_Pe_no_sa_ho,C21_550_649_Ot_lan_ty,C21_550_649_Lan_ty_ns,C21_550_649_Tot,C21_650_749_REA,C21_650_749_ST_HA,C21_650_749_Co_ho_pr,C21_650_749_Pe_no_sa_ho,C21_650_749_Oth_lan_typ,C21_650_749_LLT_NS,C21_650_749_Tot,C21_750_849_REA,C21_750_849_ST_HA,C21_750_849_Co_ho_pr,C21_750_849_Pe_no_sa_ho,C21_750_849_Oth_lan_typ,C21_750_849_LLT_NS,C21_750_849_Tot,C21_850_950_REA,C21_850_949_ST_HA,C21_850_949_Co_ho_pr,C21_850_949_Pe_no_sa_ho,C21_850_949_Oth_lan_typ,C21_850_949_LLT_NS,C21_850_949_Tot,C21_950over_REA,C21_950over_ST_HA,C21_950over_Co_ho_pr,C21_950over_Pe_no_sa_ho,C21_950over_Oth_lan_typ,C21_950over_LLT_NS,C21_950over_Tot,C21_R_NS_REA,C21_R_NS_ST_HA,C21_R_NS_Co_ho_pr,C21_R_NS_Pe_no_sa_ho,C21_R_NS_Oth_lan_typ,C21_R_NS_Land_typ_ns,C21_Rent_not_statd_Tot,C21_Tot_REA,C21_Tot_ST_HA,C21_Tot_Co_ho_pr,C21_Tot_Pe_no_sa_ho,C21_Tot_Oth_lan_typ,C21_Tot_LLT_NS,C21_Tot_Tot
801071084,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,13,190,39,9,103,19,5,363,0,9,0,0,0,0,9,0,8,0,0,0,0,8,0,35,4,3,0,0,38,0,11,0,3,0,0,14,0,7,0,3,0,0,14,0,11,0,3,0,0,17,3,6,0,7,0,0,19,36,8,0,27,0,0,60,74,0,0,37,3,0,118,50,0,0,14,0,0,62,7,0,0,8,0,0,14,4,0,0,0,0,0,3,6,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5,0,0,3,0,13,185,103,6,108,3,0,410
801071085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071086,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,51,72,0,21,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,13,0,4,0,0,16,0,4,0,0,0,0,5,0,9,0,0,0,0,14,0,0,0,0,0,0,7,17,14,0,7,0,0,39,12,0,0,5,0,0,28,10,0,0,0,0,0,10,3,0,0,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,48,56,6,29,0,0,142
801071087,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,6,75,137,7,58,5,0,274,0,5,0,0,0,0,5,0,6,0,0,0,0,6,0,39,0,0,0,0,40,0,14,0,3,0,0,21,0,13,0,0,0,0,15,0,12,0,0,0,0,13,0,14,0,0,0,0,19,14,17,0,21,0,0,51,39,10,0,27,0,0,75,14,0,0,6,0,0,21,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,3,0,14,77,134,3,61,5,0,289
801071088,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,0,13,94,88,0,61,5,0,249,0,5,0,0,0,0,5,0,3,0,0,0,0,6,0,21,0,0,0,0,18,0,15,0,0,0,0,13,0,4,0,0,0,0,5,0,5,0,5,0,0,7,4,9,0,5,0,0,20,28,7,0,19,0,0,54,39,3,0,23,6,0,69,8,0,0,10,0,0,23,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,11,86,81,0,62,5,0,238
801071089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
801071090,0,0,0,0,0,0,0,0,0,0,0,17,0,7,0,0,28,201,243,10,116,12,0,582,0,14,0,0,0,0,13,0,8,0,0,0,0,8,0,91,0,3,0,0,93,0,30,4,3,0,0,37,0,18,0,7,0,0,31,0,23,0,5,0,0,23,13,16,9,11,0,0,46,33,15,0,30,3,0,86,83,4,0,38,4,0,133,66,0,0,24,0,0,86,20,0,0,0,0,0,23,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,4,0,0,33,229,230,12,130,9,0,616
801071132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801081091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,31,0,26,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,22,0,11,0,0,0,0,15,0,4,0,0,0,0,4,0,6,0,0,0,0,6,0,4,0,0,0,0,8,4,0,0,0,0,0,9,10,0,0,4,0,0,12,13,0,0,0,0,0,18,11,0,0,0,0,0,8,11,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,49,43,3,14,0,0,112
801081092,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,97,84,0,40,12,0,237,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,26,0,5,0,0,29,0,12,0,0,0,0,13,0,8,0,3,0,0,10,0,6,0,0,0,0,10,4,0,0,4,0,0,8,14,3,0,4,6,0,26,32,0,0,3,0,0,35,33,0,0,13,3,0,42,10,0,0,0,4,0,14,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,13,98,82,3,38,18,0,233
801081093,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,101,48,4,64,8,0,219,0,4,0,4,0,0,7,0,0,0,0,0,0,0,0,19,0,3,0,0,24,0,8,0,0,0,0,14,0,0,0,0,0,0,0,7,3,0,4,0,0,16,12,0,0,13,0,0,32,13,0,0,12,4,0,23,33,6,0,16,6,0,53,27,0,0,8,5,0,36,5,0,0,4,0,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,118,49,9,54,11,0,234
801081094,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,126,32,5,44,6,0,209,0,3,0,0,0,0,3,0,8,0,0,0,0,8,0,16,0,0,0,0,15,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,8,9,8,0,3,0,0,22,15,4,0,11,0,0,27,44,0,0,8,0,0,57,25,0,0,4,0,0,38,11,0,0,0,0,0,7,4,0,0,0,0,0,8,4,0,0,0,0,0,4,0,0,0,3,0,0,3,5,0,0,3,0,0,8,113,46,0,41,0,0,205
801081095,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,93,159,0,69,4,4,327,0,4,0,0,0,0,4,0,8,0,0,0,0,6,0,57,0,0,0,0,57,0,27,8,5,0,0,34,0,17,0,0,4,0,16,0,14,0,3,0,0,21,0,10,0,3,0,0,17,13,3,0,10,0,0,33,37,8,0,17,0,0,64,29,0,0,11,0,0,36,6,0,0,0,0,0,11,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,16,95,152,13,50,7,3,317
801081096,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,48,56,3,25,29,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,19,0,7,0,0,0,0,10,0,6,0,0,0,0,6,0,4,0,0,17,0,22,0,3,0,4,0,0,10,4,3,0,7,0,0,15,25,0,0,12,0,0,38,21,0,0,8,0,0,36,5,0,0,11,0,0,16,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,4,11,61,50,0,39,24,4,177
801081097,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,14,116,129,6,47,9,4,305,0,0,0,0,0,0,0,0,12,0,0,0,0,15,0,57,0,0,0,0,62,0,11,4,0,0,0,20,0,5,0,0,0,0,9,0,3,0,3,4,0,6,13,5,0,4,0,0,25,25,7,0,12,0,0,45,35,5,0,14,0,0,58,33,0,0,6,0,0,43,6,0,0,0,0,0,14,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,12,123,115,9,50,7,6,306
801081098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,140,79,0,61,37,0,309,0,3,0,0,0,0,3,0,7,0,0,0,0,3,0,21,0,3,0,0,24,0,4,3,3,0,0,9,0,0,0,3,0,0,11,4,10,3,0,0,0,15,10,7,0,4,14,0,39,41,13,0,17,18,0,82,45,0,0,13,3,0,65,32,0,0,10,0,0,43,18,0,0,0,0,0,15,6,0,0,5,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,5,5,3,0,0,6,3,17,163,69,17,58,45,3,349
801081133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091099,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,0,11,192,49,3,86,17,0,347,0,3,0,0,0,0,3,0,0,0,3,0,0,3,3,18,0,0,0,0,19,0,7,0,4,0,0,14,6,4,0,0,0,0,14,12,4,0,9,0,0,20,15,5,0,7,0,0,29,45,3,4,16,5,0,70,50,0,0,9,0,0,63,26,0,0,17,0,0,45,22,0,0,6,0,0,33,8,0,0,3,0,0,12,3,0,0,0,0,0,10,3,0,0,0,0,0,7,3,3,0,3,0,0,12,202,48,5,76,11,3,342
801091100,0,0,9,0,0,0,0,0,0,0,0,6,0,4,0,0,12,291,80,0,93,4,4,477,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,31,4,3,0,3,32,0,9,0,3,0,0,18,0,4,0,6,0,0,13,4,5,0,3,0,0,12,34,12,0,7,6,0,54,76,0,0,14,3,0,99,56,7,0,20,0,0,79,61,0,0,12,0,0,78,39,0,0,0,0,0,39,17,0,0,4,0,0,23,5,0,0,0,0,0,6,19,0,0,4,0,0,20,3,4,0,10,3,0,20,310,81,8,96,10,3,503
801091101,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,114,36,0,65,4,0,223,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,13,0,0,0,0,19,0,6,0,0,0,0,12,0,0,0,3,0,0,5,0,3,0,4,0,0,8,4,0,0,5,0,0,15,36,0,0,13,0,0,43,28,3,0,10,6,0,49,18,0,0,5,0,0,21,15,0,0,8,0,0,13,9,0,0,6,0,0,9,3,0,0,0,0,0,3,10,0,0,0,0,0,9,3,0,0,7,0,0,8,113,33,0,53,12,0,222
801091102,0,0,0,0,0,0,0,0,0,4,6,6,3,3,0,0,15,228,50,5,67,19,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31,0,4,0,0,0,0,9,0,6,0,0,0,0,4,0,0,0,0,4,0,8,9,5,0,3,8,0,22,14,0,0,3,3,0,28,52,3,0,16,0,0,74,91,0,0,24,0,0,116,27,0,0,3,0,0,37,13,0,0,0,0,0,16,15,0,0,0,0,0,13,7,0,0,0,0,0,6,0,3,0,4,5,0,15,234,53,5,66,19,6,382
801091103,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,14,125,62,6,61,3,0,260,0,4,0,0,0,0,3,0,4,0,0,0,0,7,0,22,0,0,0,0,25,0,14,0,6,0,0,17,0,7,0,0,0,0,5,5,0,0,0,0,0,11,34,0,0,8,0,0,43,22,0,0,11,0,0,40,17,0,0,13,0,0,36,30,0,0,9,0,0,33,19,0,0,6,0,0,26,9,0,0,0,0,0,10,7,0,0,0,0,0,5,4,0,0,0,0,0,3,4,7,0,0,0,0,4,151,61,7,55,5,0,275
801091104,0,0,0,3,0,0,0,0,0,4,3,0,0,3,0,0,9,98,27,3,32,3,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,16,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,3,0,0,0,0,6,4,0,0,3,0,0,11,31,0,0,12,0,0,42,19,0,0,5,0,0,28,15,0,0,3,0,0,24,5,0,0,0,0,0,7,5,0,0,0,0,0,6,0,0,0,0,0,0,3,0,5,0,5,0,0,10,84,24,6,31,5,0,158
801091105,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,23,322,129,9,88,31,0,586,0,5,0,0,0,0,5,0,3,0,0,0,0,5,0,28,0,0,0,0,31,0,7,0,12,3,0,18,0,4,0,5,0,0,7,13,7,0,9,6,0,29,85,3,6,28,5,0,128,78,4,4,39,6,0,132,59,3,0,25,5,0,89,40,0,0,20,0,0,59,17,0,0,7,0,0,28,12,0,0,3,0,0,14,5,0,0,0,0,0,3,0,0,0,0,0,0,0,5,6,0,5,4,0,22,316,73,7,140,35,3,576
801091106,0,0,3,5,0,0,0,0,0,5,5,3,0,5,0,0,19,297,92,6,109,7,5,510,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,40,0,0,0,0,44,0,11,0,4,0,0,22,0,8,0,3,0,0,12,0,5,0,8,0,0,18,48,9,0,13,3,0,74,95,8,0,19,3,0,121,51,8,0,25,0,0,84,39,0,0,8,4,0,44,15,0,0,12,3,0,31,13,0,0,0,0,0,8,3,0,0,6,0,0,5,0,0,0,0,0,0,4,4,9,0,0,3,0,18,271,94,3,105,16,3,500
801091107,0,0,3,12,0,0,0,0,0,10,0,0,0,0,0,0,0,15,0,0,12,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,10,0,0,3,0,0,16,0,0,0,0,0,0,0,19,0,0,7,6,0,36
801091108,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,126,49,27,53,10,0,274,0,0,0,0,0,0,0,0,3,14,0,0,0,13,0,27,6,0,0,0,32,0,5,6,0,0,0,13,0,0,0,4,0,0,6,5,6,0,0,0,0,10,7,0,0,4,0,0,17,37,3,0,13,5,0,52,44,0,0,16,0,0,65,16,0,0,10,0,0,23,11,0,0,7,0,0,18,6,0,0,0,0,0,7,0,0,0,0,0,0,5,4,0,0,0,0,0,4,0,0,0,3,0,0,3,137,47,26,56,3,0,267
801091109,0,0,3,4,0,0,0,0,0,4,10,3,0,4,0,0,30,574,71,4,190,15,0,853,0,12,0,0,0,0,10,0,7,0,0,0,0,7,0,28,0,0,0,0,30,0,13,0,0,0,0,20,4,5,0,3,0,0,12,8,8,0,13,0,0,26,43,3,0,19,0,0,69,369,0,0,106,16,0,495,314,0,0,73,4,0,391,162,0,0,18,3,0,190,25,0,0,5,0,0,30,11,0,0,5,0,0,8,5,0,0,0,0,0,5,0,0,0,0,0,0,0,16,7,0,13,0,0,32,944,78,5,262,35,4,1329
801091110,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,88,54,4,47,0,0,194,0,3,0,0,0,0,3,0,4,0,0,0,0,4,0,25,0,0,0,0,22,0,10,0,0,0,0,11,0,0,0,0,0,0,3,0,5,0,0,0,0,9,7,4,0,0,0,0,7,17,4,0,6,0,0,29,45,3,0,12,0,0,60,22,0,0,0,0,0,26,19,0,0,0,0,0,17,4,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,6,7,5,0,0,0,0,10,117,52,3,32,0,0,213
801101134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,0,21,10,0,78,0,10,0,0,0,0,10,0,18,0,0,0,0,18,0,24,0,0,0,0,24,0,7,0,3,0,0,9,0,3,0,0,0,0,9,5,10,0,4,8,0,27,3,4,0,7,0,0,17,37,9,3,10,6,0,72,98,0,0,16,0,0,118,75,0,0,17,0,0,99,24,0,0,8,0,0,36,5,0,0,0,0,0,8,4,0,0,0,0,0,5,8,0,0,4,0,0,7,0,7,0,5,5,0,13,265,105,5,86,26,0,482
801101136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,4,0,0,0,0,4,0,3,0,0,0,0,3,0,4,0,3,0,0,8,0,0,0,0,0,0,3,12,4,5,3,8,0,21,12,0,0,5,0,0,16,8,0,0,3,0,0,12,18,0,0,0,0,0,22,9,0,0,0,0,0,10,0,0,0,0,0,0,5,5,0,0,0,0,0,7,0,3,0,0,0,0,0,71,36,5,19,11,0,142
801101137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101139,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,176,0,0,46,6,3,239,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,12,0,0,0,0,0,0,7,0,5,0,3,0,0,9,5,0,0,8,0,0,11,0,0,0,7,5,0,16,109,0,0,21,4,0,132,129,0,0,22,3,0,155,57,0,0,13,0,0,71,16,0,0,3,0,0,20,9,0,0,0,0,0,10,4,0,0,4,0,0,10,4,0,0,0,0,0,6,3,0,0,0,0,0,8,335,23,4,87,27,0,469
801101145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801111140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,9,0,29,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,3,10,0,11,19,0,39
801111141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,0,11
897979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
