SA2_CODE_2021,C11_P_FoodHos_PS_15_19,C11_P_FoodHos_PS_20_24,C11_P_FoodHos_PS_25_34,C11_P_FoodHos_PS_35_44,C11_P_FoodHos_PS_45_54,C11_P_FoodHos_PS_55_64,C11_P_FoodHos_PS_65_74,C11_P_FoodHos_PS_75_84,C11_P_FoodHos_PS_85over,C11_P_FoodHos_PS_Tot,C11_P_MixFld_pr_15_19,C11_P_MixFld_pr_20_24,C11_P_MixFld_pr_25_34,C11_P_MixFld_pr_35_44,C11_P_MixFld_pr_45_54,C11_P_MixFld_pr_55_64,C11_P_MixFld_pr_65_74,C11_P_MixFld_pr_75_84,C11_P_MixFld_pr_85over,C11_P_MixFld_pr_Tot,C11_P_FldStu_ID_15_19,C11_P_FldStu_ID_20_24,C11_P_FldStu_ID_25_34,C11_P_FldStu_ID_35_44,C11_P_FldStu_ID_45_54,C11_P_FldStu_ID_55_64,C11_P_FldStu_ID_65_74,C11_P_FldStu_ID_75_84,C11_P_FldStu_ID_85over,C11_P_FldStu_ID_Tot,C11_P_FldStu_NS_15_19,C11_P_FldStu_NS_20_24,C11_P_FldStu_NS_25_34,C11_P_FldStu_NS_35_44,C11_P_FldStu_NS_45_54,C11_P_FldStu_NS_55_64,C11_P_FldStu_NS_65_74,C11_P_FldStu_NS_75_84,C11_P_FldStu_NS_85over,C11_P_FldStu_NS_Tot,C11_P_Tot_15_19,C11_P_Tot_20_24,C11_P_Tot_25_34,C11_P_Tot_35_44,C11_P_Tot_45_54,C11_P_Tot_55_64,C11_P_Tot_65_74,C11_P_Tot_75_84,C11_P_Tot_85over,C11_P_Tot_Tot,C16_P_NatPhy_sci_15_19,C16_P_NatPhy_sci_20_24,C16_P_NatPhy_sci_25_34,C16_P_NatPhy_sci_35_44,C16_P_NatPhy_sci_45_54,C16_P_NatPhy_sci_55_64,C16_P_NatPhy_sci_65_74,C16_P_NatPhy_sci_75_84,C16_P_NatPhy_sci_85over,C16_P_NatPhy_sci_Tot,C16_P_InfTec_15_19,C16_P_InfTec_20_24,C16_P_InfTec_25_34,C16_P_InfTec_35_44,C16_P_InfTec_45_54,C16_P_InfTec_55_64,C16_P_InfTec_65_74,C16_P_InfTec_75_84,C16_P_InfTec_85over,C16_P_InfTec_Tot,C16_P_EngRT_15_19,C16_P_EngRT_20_24,C16_P_EngRT_25_34,C16_P_EngRT_35_44,C16_P_EngRT_45_54,C16_P_EngRT_55_64,C16_P_EngRT_65_74,C16_P_EngRT_75_84,C16_P_EngRT_85over,C16_P_EngRT_Tot,C16_P_ArchBuild_15_19,C16_P_ArchBuild_20_24,C16_P_ArchBuild_25_34,C16_P_ArchBuild_35_44,C16_P_ArchBuild_45_54,C16_P_ArchBuild_55_64,C16_P_ArchBuild_65_74,C16_P_ArchBuild_75_84,C16_P_ArchBuild_85over,C16_P_ArchBuild_Tot,C16_P_AgEnv_RS_15_19,C16_P_AgEnv_RS_20_24,C16_P_AgEnv_RS_25_34,C16_P_AgEnv_RS_35_44,C16_P_AgEnv_RS_45_54,C16_P_AgEnv_RS_55_64,C16_P_AgEnv_RS_65_74,C16_P_AgEnv_RS_75_84,C16_P_AgEnv_RS_85over,C16_P_AgEnv_RS_Tot,C16_P_Health_15_19,C16_P_Health_20_24,C16_P_Health_25_34,C16_P_Health_35_44,C16_P_Health_45_54,C16_P_Health_55_64,C16_P_Health_65_74,C16_P_Health_75_84,C16_P_Health_85over,C16_P_Health_Tot,C16_P_Educ_15_19,C16_P_Educ_20_24,C16_P_Educ_25_34,C16_P_Educ_35_44,C16_P_Educ_45_54,C16_P_Educ_55_64,C16_P_Educ_65_74,C16_P_Educ_75_84,C16_P_Educ_85over,C16_P_Educ_Tot,C16_P_MngtCom_15_19,C16_P_MngtCom_20_24,C16_P_MngtCom_25_34,C16_P_MngtCom_35_44,C16_P_MngtCom_45_54,C16_P_MngtCom_55_64,C16_P_MngtCom_65_74,C16_P_MngtCom_75_84,C16_P_MngtCom_85over,C16_P_MngtCom_Tot,C16_P_Soc_cult_15_19,C16_P_Soc_cult_20_24,C16_P_Soc_cult_25_34,C16_P_Soc_cult_35_44,C16_P_Soc_cult_45_54,C16_P_Soc_cult_55_64,C16_P_Soc_cult_65_74,C16_P_Soc_cult_75_84,C16_P_Soc_cult_85over,C16_P_Soc_cult_Tot,C16_P_Creative_art_15_19,C16_P_Creative_art_20_24,C16_P_Creative_art_25_34,C16_P_Creative_art_35_44,C16_P_Creative_art_45_54,C16_P_Creative_art_55_64,C16_P_Creative_art_65_74,C16_P_Creative_art_75_84,C16_P_Creative_art_85over,C16_P_Creative_art_Tot,C16_P_FoodHos_PS_15_19,C16_P_FoodHos_PS_20_24,C16_P_FoodHos_PS_25_34,C16_P_FoodHos_PS_35_44,C16_P_FoodHos_PS_45_54,C16_P_FoodHos_PS_55_64,C16_P_FoodHos_PS_65_74,C16_P_FoodHos_PS_75_84,C16_P_FoodHos_PS_85over,C16_P_FoodHos_PS_Tot,C16_P_MixFld_pr_15_19,C16_P_MixFld_pr_20_24,C16_P_MixFld_pr_25_34,C16_P_MixFld_pr_35_44,C16_P_MixFld_pr_45_54,C16_P_MixFld_pr_55_64,C16_P_MixFld_pr_65_74,C16_P_MixFld_pr_75_84,C16_P_MixFld_pr_85over,C16_P_MixFld_pr_Tot,C16_P_FldStu_ID_15_19,C16_P_FldStu_ID_20_24,C16_P_FldStu_ID_25_34,C16_P_FldStu_ID_35_44,C16_P_FldStu_ID_45_54,C16_P_FldStu_ID_55_64,C16_P_FldStu_ID_65_74,C16_P_FldStu_ID_75_84,C16_P_FldStu_ID_85over,C16_P_FldStu_ID_Tot,C16_P_FldStu_NS_15_19,C16_P_FldStu_NS_20_24,C16_P_FldStu_NS_25_34,C16_P_FldStu_NS_35_44,C16_P_FldStu_NS_45_54,C16_P_FldStu_NS_55_64,C16_P_FldStu_NS_65_74,C16_P_FldStu_NS_75_84,C16_P_FldStu_NS_85over,C16_P_FldStu_NS_Tot,C16_P_Tot_15_19,C16_P_Tot_20_24,C16_P_Tot_25_34,C16_P_Tot_35_44,C16_P_Tot_45_54,C16_P_Tot_55_64,C16_P_Tot_65_74,C16_P_Tot_75_84,C16_P_Tot_85over,C16_P_Tot_Tot
801091100,0,11,12,25,9,3,5,7,0,69,0,0,0,0,0,0,0,0,0,0,0,0,3,19,13,10,10,4,0,54,27,12,23,26,28,16,30,25,11,187,36,145,455,633,681,441,308,194,68,2951,0,12,16,34,40,47,36,12,3,195,7,12,36,41,38,30,8,5,0,165,0,5,30,30,53,30,28,27,13,218,0,0,20,15,25,23,11,12,5,124,0,0,11,16,23,16,3,4,3,69,0,11,59,64,60,60,27,27,4,300,0,0,29,33,43,48,48,31,7,234,0,19,84,119,126,81,46,29,20,530,9,26,102,169,177,118,91,49,6,747,0,21,29,26,25,19,12,8,0,150,4,4,8,10,16,12,4,0,0,49,0,0,0,0,0,4,0,3,0,3,0,0,8,15,14,17,4,6,0,62,12,7,26,46,39,37,31,30,9,237,26,125,443,620,680,519,339,245,81,3082
801091101,0,9,12,17,6,0,8,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,11,3,4,4,34,13,13,6,15,20,21,10,23,16,126,24,96,207,333,420,303,235,134,54,1810,0,3,10,19,29,13,12,6,0,101,3,0,13,20,32,10,4,0,0,89,0,5,12,25,24,22,17,23,5,143,0,8,15,13,15,12,5,17,0,83,0,5,0,4,10,8,0,4,5,32,0,9,15,46,32,52,22,15,6,205,0,0,9,17,35,28,40,21,3,160,0,11,45,75,84,66,43,24,6,354,4,9,47,76,75,54,66,28,10,361,0,6,22,9,15,13,3,4,0,72,0,5,9,11,15,0,3,0,0,41,0,0,0,0,0,4,0,0,0,4,0,3,10,4,11,0,6,0,3,37,10,8,15,16,19,12,4,12,24,114,18,69,223,331,403,293,234,144,76,1790
801091102,0,4,10,4,8,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,8,4,0,3,34,11,11,8,14,16,12,23,40,45,187,20,128,336,372,389,287,222,137,84,1967,0,7,18,31,37,30,21,10,0,149,0,0,15,38,18,18,0,5,0,100,0,0,15,32,23,15,20,23,9,142,0,0,6,10,11,8,6,0,3,49,0,0,4,3,7,4,3,6,0,22,0,11,99,106,65,37,22,22,3,373,0,0,6,10,22,27,26,21,6,116,0,5,43,76,83,51,44,21,6,326,0,10,45,78,77,75,77,28,11,409,0,4,4,15,11,10,7,6,0,61,0,0,4,8,8,4,0,0,0,32,0,0,0,0,0,0,0,0,3,5,0,0,3,9,6,4,6,4,0,38,6,5,43,44,43,28,43,44,43,304,14,61,307,465,413,304,274,187,81,2117
801091103,0,0,12,15,6,7,0,0,0,35,0,0,0,5,0,0,0,0,0,5,0,3,4,5,11,3,0,0,5,32,14,13,13,22,25,11,14,43,64,220,16,70,243,358,374,274,139,157,125,1763,0,3,12,11,30,15,13,16,12,114,0,5,11,20,16,10,3,0,0,72,0,4,21,17,23,19,16,11,12,116,0,0,8,14,15,8,5,7,0,58,0,4,3,3,4,4,6,0,6,29,0,13,47,28,35,32,16,8,15,184,0,0,5,17,24,18,31,20,7,118,4,6,42,72,74,50,24,13,10,291,0,15,44,77,101,89,57,43,16,434,4,9,13,19,13,14,3,3,0,76,0,3,9,4,7,0,8,3,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,13,5,0,0,37,7,4,10,29,36,29,22,32,35,210,11,59,225,319,381,306,206,153,121,1788
801091104,4,5,10,4,8,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,4,0,4,0,31,8,3,10,5,11,7,17,16,7,91,14,50,153,189,306,295,188,108,27,1336,0,10,9,11,20,20,32,5,7,99,0,3,13,18,19,20,11,0,0,78,0,4,11,10,20,41,29,12,8,135,0,5,7,6,9,3,3,3,6,39,0,0,0,3,0,5,0,0,0,13,0,4,30,28,37,25,35,11,0,171,0,3,10,13,12,20,26,15,0,98,0,11,37,44,77,50,53,13,8,289,0,17,22,46,41,60,58,16,5,268,4,3,4,9,4,5,7,4,0,38,0,3,10,0,7,3,6,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,4,5,3,0,23,3,7,7,11,7,14,20,7,5,78,6,69,142,209,258,265,273,103,38,1364
801091105,0,11,21,12,4,0,4,5,0,59,0,0,0,0,0,0,0,0,0,0,0,4,6,3,5,4,0,0,0,20,11,18,31,30,23,17,13,26,3,173,22,110,372,303,267,162,152,92,20,1505,0,5,27,14,18,17,8,10,7,104,0,9,24,24,26,11,3,0,0,96,0,12,42,38,13,16,22,23,0,159,0,3,18,11,18,6,10,12,5,74,0,0,8,6,6,3,0,0,0,31,0,7,61,29,25,19,15,15,0,169,0,4,25,23,17,18,24,19,4,126,0,19,67,70,38,39,25,22,13,288,0,17,82,60,73,45,29,23,4,335,0,3,29,12,10,8,3,9,0,75,0,5,35,15,8,0,4,0,0,67,0,0,0,4,0,0,0,0,0,7,0,0,5,5,9,0,3,6,4,33,10,28,63,38,36,29,27,31,3,262,17,106,472,354,292,203,172,163,40,1819
801091106,0,5,15,8,11,3,6,0,0,46,0,0,0,0,0,0,0,0,0,0,0,6,6,8,11,7,8,0,0,35,11,15,27,25,27,9,19,32,6,168,21,109,380,292,333,229,197,127,34,1718,0,9,24,13,19,14,8,6,4,98,0,3,36,39,8,12,6,0,0,105,0,5,32,38,29,22,7,22,4,168,0,3,7,10,16,16,7,8,4,67,0,0,0,3,4,7,0,0,0,27,0,9,80,41,36,30,18,14,11,231,0,13,19,20,14,30,25,25,8,139,0,20,74,87,72,56,40,14,6,375,4,19,62,79,50,71,42,27,6,357,0,6,16,29,14,10,5,0,0,85,0,14,19,15,3,6,0,3,0,66,0,0,0,0,0,0,0,0,0,4,0,0,0,11,8,7,6,3,0,38,10,12,34,23,25,22,18,14,9,158,18,113,407,403,300,305,203,135,46,1930
801091107,0,0,0,0,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,3,3,3,4,0,23,0,16,39,75,131,98,63,19,13,451,0,3,0,6,12,10,9,0,0,37,0,0,0,3,9,7,0,0,0,26,0,0,0,4,10,3,20,6,0,44,0,0,3,4,3,3,8,7,0,25,0,0,0,0,0,0,0,0,0,6,0,0,4,16,33,22,14,9,0,101,0,0,3,0,3,9,11,7,0,32,0,8,8,21,37,24,15,0,0,116,0,3,12,12,18,22,26,6,0,92,0,4,0,4,9,0,0,0,0,23,0,0,0,0,7,6,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,0,0,5,5,5,3,8,11,14,9,0,0,55,7,32,45,85,143,124,101,36,8,572
801091108,3,6,11,12,0,0,5,5,0,48,0,0,0,0,0,0,0,0,0,0,0,3,3,10,3,6,6,5,0,27,16,3,17,19,11,12,16,11,0,102,28,73,220,306,279,240,171,89,29,1432,0,7,10,16,13,16,10,3,3,80,4,0,9,25,22,10,6,0,0,78,0,3,14,23,15,19,24,22,4,115,0,10,9,12,16,5,8,8,0,65,0,0,0,5,3,3,0,4,0,18,0,4,36,33,38,24,20,16,3,172,0,0,15,14,14,26,20,20,0,105,0,4,37,71,75,49,45,14,7,305,3,17,45,53,56,62,39,18,5,292,0,6,15,15,12,14,9,3,0,81,0,4,8,3,11,0,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,3,3,5,5,8,6,0,32,8,16,17,13,27,14,18,18,7,135,17,74,218,277,303,249,199,131,30,1497
801091109,0,16,16,6,7,0,5,3,0,54,0,0,0,0,0,0,0,0,0,0,0,5,8,5,0,3,0,0,0,24,7,12,34,26,22,10,9,4,4,118,10,132,592,292,166,131,67,37,10,1437,0,13,53,28,13,8,13,5,3,125,0,4,65,35,14,8,0,0,0,133,0,6,60,46,14,12,12,9,0,160,0,0,7,5,0,0,0,0,0,20,0,0,9,0,0,0,0,0,0,16,0,28,262,107,28,22,6,6,0,451,0,3,25,15,7,9,18,6,0,85,0,25,138,71,42,28,13,7,6,331,4,17,125,72,46,37,27,4,5,339,0,9,26,14,13,0,5,0,0,68,0,6,23,14,3,0,3,3,0,57,0,0,0,0,0,0,0,0,0,6,0,0,5,9,4,4,6,0,0,24,10,20,94,44,24,28,16,10,7,251,10,135,893,456,227,161,114,43,21,2060
801091110,0,6,7,19,6,4,3,4,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,7,0,4,0,29,16,3,17,17,10,15,14,8,3,105,16,49,196,285,243,192,144,63,18,1204,0,8,7,19,15,12,10,3,3,72,3,3,7,21,21,17,8,0,0,80,0,0,12,20,23,16,8,8,3,97,0,4,4,14,8,10,6,3,0,46,0,0,3,4,4,0,0,0,0,22,0,5,22,31,39,21,12,8,0,138,0,0,6,21,16,22,19,8,5,95,0,3,30,57,65,24,24,7,0,210,0,17,24,44,55,41,28,18,4,230,0,3,18,14,16,3,9,0,0,55,0,9,6,10,13,6,6,4,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,14,6,3,9,5,14,7,23,18,8,88,10,51,161,259,283,190,141,87,25,1203
801101134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
801101135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,19,4,0,3,3,0,49,0,3,28,43,16,4,4,0,0,95,0,5,32,21,17,4,4,0,0,80,0,0,16,21,6,4,0,0,0,48,0,0,4,0,0,0,0,0,0,9,0,3,59,39,13,3,0,0,0,121,0,8,23,19,5,3,5,3,0,63,0,16,73,75,33,14,4,0,0,220,0,6,57,54,21,17,4,0,0,169,0,5,15,14,3,0,0,0,0,33,0,0,12,11,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,11,11,12,43,29,19,8,0,0,0,118,15,75,378,337,137,60,37,14,0,1046
801101136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,4,42,25,13,4,8,4,0,96,0,4,50,51,18,4,0,0,0,129,0,7,42,38,15,17,10,0,0,136,0,3,29,17,8,4,0,0,0,62,0,0,3,4,4,0,0,0,0,19,0,21,90,59,16,12,6,0,0,203,0,8,58,19,12,12,4,3,0,116,0,28,159,93,46,21,9,0,0,348,0,32,151,70,37,20,9,0,0,312,0,9,44,21,5,0,3,0,0,78,0,4,20,4,5,4,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,12,11,9,0,0,0,0,38,6,22,91,34,15,20,4,9,0,202,8,143,784,452,206,119,54,17,0,1781
801101145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801111140,0,0,0,8,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,3,0,5,0,0,0,17,3,30,65,65,41,19,6,0,0,237,0,0,9,7,0,7,0,0,0,25,0,0,3,4,0,0,0,0,0,10,0,4,13,10,6,0,4,0,0,33,0,0,5,3,9,8,0,0,0,23,0,0,0,3,3,0,0,0,0,6,0,0,3,7,0,3,0,0,0,20,0,3,3,4,4,5,0,0,0,19,0,0,8,19,12,8,0,0,0,44,0,5,15,25,7,0,5,0,0,54,0,0,3,0,3,0,3,0,0,7,0,0,0,4,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,6,12,9,4,0,0,0,46,11,11,78,94,58,40,16,0,5,317
801111141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,7,4,3,4,0,0,0,21
897979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899999499,0,3,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,8,11,14,11,14,9,0,0,0,75,12,50,119,79,64,45,14,0,3,384,0,0,4,0,0,4,0,0,0,7,0,0,0,6,0,0,0,0,0,6,0,3,13,4,4,8,0,0,0,35,0,0,0,0,0,0,0,0,0,9,0,4,3,0,5,0,0,0,0,10,0,0,6,3,3,0,0,0,0,22,0,0,0,0,4,12,0,0,0,18,5,6,9,9,4,6,0,0,0,38,0,9,12,13,9,4,4,0,0,55,0,0,3,9,0,0,0,0,0,13,0,0,3,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,12,13,11,28,21,19,10,0,0,115,19,40,70,71,53,62,17,0,0,337
