SA2_CODE_2021,Netherlands_C11_P,Netherlands_C16_M,Netherlands_C16_F,Netherlands_C16_P,Netherlands_C21_M,Netherlands_C21_F,Netherlands_C21_P,New_Zealand_C11_M,New_Zealand_C11_F,New_Zealand_C11_P,New_Zealand_C16_M,New_Zealand_C16_F,New_Zealand_C16_P,New_Zealand_C21_M,New_Zealand_C21_F,New_Zealand_C21_P,Pakistan_C11_M,Pakistan_C11_F,Pakistan_C11_P,Pakistan_C16_M,Pakistan_C16_F,Pakistan_C16_P,Pakistan_C21_M,Pakistan_C21_F,Pakistan_C21_P,Philippines_C11_M,Philippines_C11_F,Philippines_C11_P,Philippines_C16_M,Philippines_C16_F,Philippines_C16_P,Philippines_C21_M,Philippines_C21_F,Philippines_C21_P,Poland_C11_M,Poland_C11_F,Poland_C11_P,Poland_C16_M,Poland_C16_F,Poland_C16_P,Poland_C21_M,Poland_C21_F,Poland_C21_P,Singapore_C11_M,Singapore_C11_F,Singapore_C11_P,Singapore_C16_M,Singapore_C16_F,Singapore_C16_P,Singapore_C21_M,Singapore_C21_F,Singapore_C21_P,South_Africa_C11_M,South_Africa_C11_F,South_Africa_C11_P,South_Africa_C16_M,South_Africa_C16_F,South_Africa_C16_P,South_Africa_C21_M,South_Africa_C21_F,South_Africa_C21_P,Sri_Lanka_C11_M,Sri_Lanka_C11_F,Sri_Lanka_C11_P,Sri_Lanka_C16_M,Sri_Lanka_C16_F,Sri_Lanka_C16_P,Sri_Lanka_C21_M,Sri_Lanka_C21_F,Sri_Lanka_C21_P,Taiwan_C11_M,Taiwan_C11_F,Taiwan_C11_P,Taiwan_C16_M,Taiwan_C16_F,Taiwan_C16_P,Taiwan_C21_M,Taiwan_C21_F,Taiwan_C21_P,Thailand_C11_M,Thailand_C11_F,Thailand_C11_P,Thailand_C16_M,Thailand_C16_F,Thailand_C16_P,Thailand_C21_M,Thailand_C21_F,Thailand_C21_P,Unitd_Kingdom_C11_M,Unitd_Kingdom_C11_F,Unitd_Kingdom_C11_P,Unitd_Kingdom_C16_M,Unitd_Kingdom_C16_F,Unitd_Kingdom_C16_P,Unitd_Kingdom_C21_M,Unitd_Kingdom_C21_F,Unitd_Kingdom_C21_P,Unit_Sts_Amer_C11_M,Unit_Sts_Amer_C11_F,Unit_Sts_Amer_C11_P,Unit_Sts_Amer_C16_M,Unit_Sts_Amer_C16_F,Unit_Sts_Amer_C16_P,Unit_Sts_Amer_C21_M,Unit_Sts_Amer_C21_F,Unit_Sts_Amer_C21_P,Vietnam_C11_M,Vietnam_C11_F,Vietnam_C11_P,Vietnam_C16_M,Vietnam_C16_F,Vietnam_C16_P,Vietnam_C21_M,Vietnam_C21_F,Vietnam_C21_P,Born_elsewhere_C11_M,Born_elsewhere_C11_F,Born_elsewhere_C11_P,Born_elsewhere_C16_M,Born_elsewhere_C16_F,Born_elsewhere_C16_P,Born_elsewhere_C21_M,Born_elsewhere_C21_F,Born_elsewhere_C21_P,Country_birt_ns_C11_M,Country_birt_ns_C11_F,Country_birt_ns_C11_P,Country_birt_ns_C16_M,Country_birt_ns_C16_F,Country_birt_ns_C16_P,Country_birt_ns_C21_M,Country_birt_ns_C21_F,Country_birt_ns_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
801011001,10,4,0,7,0,4,7,15,15,32,16,11,27,22,21,37,0,0,6,0,0,0,5,0,3,4,0,7,0,3,0,0,6,6,3,7,11,4,0,8,8,0,11,0,3,3,0,3,6,4,5,4,3,5,3,0,7,6,4,9,11,0,6,8,3,10,17,5,5,10,0,0,0,6,0,5,5,3,3,3,0,4,6,4,8,7,0,8,80,74,155,61,58,125,63,80,139,20,20,43,10,16,24,19,19,42,5,5,6,9,6,12,4,6,8,41,55,100,49,63,108,71,66,130,76,95,167,41,38,80,39,45,84,1202,1279,2479,1171,1227,2397,1270,1335,2605
801011002,10,4,7,11,6,11,15,25,19,40,35,46,73,40,43,83,17,14,32,37,24,61,51,37,87,21,36,56,47,75,125,81,128,208,5,6,13,13,14,31,10,16,29,13,9,19,17,20,36,17,9,28,8,13,15,11,11,24,17,18,35,17,16,33,21,29,46,38,28,65,6,11,12,14,17,29,16,19,32,3,5,8,14,30,47,14,34,47,60,75,135,84,86,168,109,99,205,22,19,40,22,34,55,23,37,65,34,35,71,35,68,103,47,79,121,173,150,321,215,188,395,288,306,591,328,269,589,291,270,552,194,180,378,2275,2165,4436,3326,3328,6651,4202,4296,8502
801011003,9,8,10,18,5,15,16,45,20,68,29,40,72,34,42,80,21,6,24,31,5,38,35,29,67,19,18,33,48,67,116,26,61,85,4,8,6,8,9,20,4,11,14,10,8,17,12,11,19,15,12,30,14,19,35,11,23,30,19,24,43,33,31,66,38,37,72,41,48,87,4,7,12,4,7,15,9,10,21,14,18,31,13,29,34,15,27,41,61,75,132,81,84,174,92,90,185,13,20,41,30,28,57,33,40,74,39,48,85,34,50,85,46,71,117,179,160,337,193,182,374,224,246,466,448,482,934,247,271,515,118,122,238,3165,3225,6390,3497,3502,6996,3600,3914,7520
801011004,18,8,4,12,8,4,11,13,18,30,14,26,39,18,16,30,0,0,0,0,5,8,8,9,18,24,34,55,18,36,53,19,43,66,0,7,5,0,0,0,0,0,0,3,0,3,0,4,3,0,3,4,12,7,15,3,4,10,10,8,14,8,4,14,0,0,4,0,0,3,0,0,0,0,0,0,0,4,4,4,11,15,0,8,12,0,12,15,58,48,106,53,47,92,45,36,82,3,10,10,8,5,14,8,6,10,11,9,23,8,23,33,11,15,27,68,82,151,74,82,158,81,111,192,87,96,191,86,98,180,61,59,117,1488,1584,3066,1465,1509,2979,1499,1552,3055
801011005,11,3,6,5,4,5,10,20,17,36,13,13,26,14,18,32,5,0,3,8,8,17,0,0,0,6,7,9,3,9,13,10,12,19,3,6,10,5,6,5,5,0,3,0,0,3,0,6,0,6,3,4,5,4,4,4,0,5,10,3,13,9,11,19,11,5,24,4,0,12,0,0,4,0,0,0,0,0,0,5,6,8,7,7,12,7,12,16,109,74,183,96,72,165,81,72,153,9,25,33,15,19,34,11,31,44,0,6,7,0,4,6,3,6,13,72,73,147,64,61,124,70,72,142,50,52,109,61,61,121,47,52,99,1404,1504,2901,1347,1460,2804,1391,1570,2965
801011006,16,8,7,12,3,0,6,37,30,72,34,35,69,24,33,57,17,26,39,23,20,40,20,22,44,28,32,61,29,44,74,32,47,86,12,5,18,12,6,16,15,3,17,10,11,16,5,14,20,6,8,13,10,15,29,10,15,23,11,18,30,13,11,19,9,12,20,16,17,30,0,4,7,3,10,11,3,9,11,7,13,21,13,21,31,20,30,47,112,140,249,87,111,204,89,114,202,18,12,32,15,9,27,8,13,24,33,45,83,31,37,64,28,37,60,168,170,332,143,171,312,165,186,356,104,93,198,131,139,274,98,94,192,3506,3601,7108,3534,3663,7199,3633,3632,7265
801011007,8,4,11,8,3,8,11,34,17,54,25,17,44,30,20,55,9,4,13,6,8,15,13,0,17,11,10,21,8,11,17,10,18,30,0,0,5,4,7,8,0,4,4,0,10,10,4,3,9,4,9,12,5,7,12,7,12,17,9,12,22,3,10,14,6,9,13,6,12,19,0,0,0,3,4,7,0,0,0,0,0,0,3,5,11,0,13,13,104,98,197,91,91,180,81,74,152,16,17,34,20,12,29,20,15,36,29,23,52,22,27,48,20,34,50,120,126,251,108,124,226,112,126,238,69,61,134,173,175,354,61,52,116,2693,2722,5417,2672,2653,5329,2863,2667,5531
801011008,12,4,8,8,0,3,5,20,30,48,27,30,60,33,36,62,14,11,26,31,20,53,27,19,44,36,41,80,22,45,68,31,51,83,11,14,28,11,17,24,13,15,21,3,4,10,3,3,10,0,5,6,8,11,18,8,5,14,12,12,25,22,19,44,28,25,48,17,20,32,0,0,0,0,0,0,0,0,3,5,7,10,4,13,15,9,8,16,86,87,170,78,71,151,78,63,143,12,13,25,11,8,22,12,5,15,66,88,158,63,86,149,62,90,156,122,145,275,120,136,250,130,148,274,114,92,211,106,113,215,67,66,137,2483,2561,5039,2333,2432,4769,2316,2464,4781
801011009,17,11,7,11,3,0,6,22,7,32,20,17,38,22,32,49,0,0,0,0,0,0,18,6,23,7,7,19,3,4,10,8,15,20,7,5,7,0,9,6,0,0,10,10,0,11,13,3,7,5,4,12,7,7,14,11,3,15,8,8,13,4,4,7,4,0,0,3,5,8,0,0,0,0,0,0,0,5,3,0,12,9,0,4,4,4,6,8,76,60,136,67,56,121,56,67,124,3,6,13,3,15,20,6,15,29,9,6,12,4,9,15,9,12,19,73,68,133,69,57,127,86,78,163,145,128,276,61,64,129,51,41,92,1788,1763,3554,1692,1664,3355,1849,1821,3671
801011010,5,0,0,4,4,0,0,14,9,21,13,13,23,15,7,20,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,0,4,4,0,0,0,0,0,5,0,0,6,0,3,3,0,0,0,0,3,3,3,4,8,11,8,15,3,5,8,0,0,0,4,0,4,3,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,65,59,124,65,63,125,62,48,113,6,3,7,9,7,9,6,3,13,0,0,0,0,0,0,0,3,3,32,26,58,29,18,41,42,30,66,25,9,34,45,47,91,20,20,42,1076,1044,2124,1005,1026,2027,1101,1035,2126
801011011,14,6,3,17,8,8,21,21,19,41,21,22,46,25,18,45,0,0,0,0,3,12,5,0,11,12,11,18,5,13,17,8,10,20,5,9,9,7,7,14,7,6,11,0,0,0,0,0,0,3,0,3,7,7,11,3,3,5,4,4,8,8,6,8,3,3,10,18,9,21,0,0,0,0,0,0,3,5,3,0,4,5,0,0,4,0,9,12,84,59,143,62,51,118,57,42,89,13,7,19,10,10,19,10,6,14,9,10,24,11,10,25,8,12,23,60,65,126,79,76,151,65,85,151,83,49,134,66,65,132,50,43,96,1655,1651,3301,1648,1669,3312,1685,1688,3372
801011012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,4,4,10,4,4,3
801011013,4,3,3,4,0,0,4,12,17,34,12,16,24,12,21,30,12,4,17,28,13,45,11,11,24,5,7,11,11,11,19,9,8,15,0,0,0,0,0,0,0,0,0,3,6,8,0,0,4,6,0,5,7,9,16,5,7,6,9,9,8,5,11,20,5,8,14,9,13,17,0,5,3,0,0,3,0,0,0,0,5,4,0,5,4,3,5,10,101,81,180,86,59,146,79,65,146,7,20,25,12,12,16,8,13,22,19,12,27,10,10,22,14,18,38,49,59,108,76,67,141,55,67,122,85,46,123,72,55,128,51,48,95,1447,1427,2877,1523,1431,2956,1479,1528,3008
801011014,14,9,5,19,3,4,8,16,12,29,16,17,27,24,15,36,14,12,26,14,3,16,11,3,10,6,20,24,15,33,41,11,30,38,6,3,10,0,8,3,0,3,6,3,0,3,3,0,3,0,0,0,0,0,5,0,0,0,6,3,9,3,0,9,11,4,19,16,14,21,0,0,0,3,0,3,0,0,0,3,6,10,0,7,7,3,7,10,71,65,135,70,59,129,66,54,116,6,11,17,6,9,14,3,11,18,17,16,34,18,14,33,21,26,49,74,80,159,61,81,138,73,88,155,41,40,85,78,79,155,46,44,91,1544,1550,3089,1541,1531,3069,1642,1678,3321
801011015,15,3,5,13,11,10,24,24,31,60,24,35,59,24,25,47,15,12,27,13,8,17,21,10,29,19,25,47,18,23,42,27,52,78,0,5,6,0,3,9,3,10,10,0,0,4,4,7,8,4,0,5,8,7,20,10,10,17,17,11,30,4,11,17,8,9,12,15,16,27,0,5,5,0,3,3,5,6,6,0,3,3,0,7,7,8,11,18,113,121,238,106,98,203,105,101,210,11,10,20,5,12,25,8,19,29,9,10,21,4,14,17,23,31,56,103,117,218,90,100,194,132,169,301,101,112,215,126,157,283,87,88,175,2280,2537,4816,2176,2443,4623,2749,2875,5628
801011016,23,13,12,22,3,9,16,32,39,67,33,32,69,46,33,81,23,10,29,31,18,50,34,13,49,17,32,47,23,43,62,34,52,86,10,12,24,4,11,15,8,13,19,9,18,20,4,6,12,6,9,20,11,16,23,13,10,23,7,15,24,22,19,41,34,33,67,20,18,45,5,3,7,6,8,14,11,7,22,8,9,16,11,17,23,5,14,22,152,129,274,126,121,244,127,114,242,25,22,42,27,17,40,33,21,55,54,64,120,50,42,93,54,67,118,196,191,381,190,216,407,212,242,453,100,95,194,166,157,324,113,107,223,3714,3600,7316,3667,3604,7270,3937,3736,7672
801011017,25,3,16,22,6,13,19,22,23,46,20,24,42,15,20,29,3,3,9,10,8,22,4,3,9,5,10,17,11,19,24,3,28,31,9,8,14,3,5,5,4,0,8,0,4,8,4,0,8,6,0,7,14,5,13,12,11,23,10,9,20,0,3,4,0,0,0,3,4,5,0,4,0,0,4,3,0,3,3,5,9,6,3,11,11,4,9,11,81,69,150,76,48,127,74,42,120,15,9,25,18,11,25,13,4,22,10,17,24,13,15,30,14,21,39,56,63,123,53,60,117,78,74,151,70,68,136,78,99,183,73,68,141,1789,1814,3599,1797,1838,3637,1869,1896,3767
801011018,0,0,0,0,0,0,0,0,0,0,0,3,3,13,16,23,0,0,0,0,0,0,36,15,48,0,0,0,0,0,0,21,22,44,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,10,12,16,0,0,0,0,0,0,10,5,18,0,0,0,0,0,0,17,16,34,0,0,0,0,0,0,13,11,22,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,20,28,51,0,0,0,0,0,0,3,8,17,0,0,0,0,0,0,27,26,55,0,0,0,7,3,9,89,69,158,0,0,0,6,4,6,78,92,168,0,0,0,87,59,142,1409,1332,2739
801011019,16,4,5,8,4,6,8,39,38,74,45,44,89,41,39,84,21,12,32,29,26,53,21,21,50,20,39,59,45,60,109,53,77,131,4,9,15,9,11,19,3,9,14,0,7,3,5,9,13,0,0,4,10,8,21,19,20,33,11,23,36,13,8,25,30,31,60,22,21,48,7,0,0,5,9,13,0,6,4,0,0,3,17,13,29,14,25,32,117,106,230,114,114,226,114,112,228,8,10,22,10,24,30,7,19,29,11,14,24,13,20,35,32,40,70,116,132,246,151,160,307,164,185,348,99,84,182,117,107,224,85,79,162,2718,2787,5508,3323,3471,6794,3460,3587,7049
801011020,10,8,4,10,4,5,14,11,17,28,22,14,30,11,10,28,10,0,9,18,13,31,11,17,25,3,5,10,3,7,12,14,24,34,0,0,0,0,0,5,0,5,7,3,0,7,0,4,9,0,4,4,5,0,5,10,6,10,8,4,15,11,7,17,10,16,23,6,5,14,0,0,0,3,0,3,3,0,4,0,4,7,4,9,16,8,13,19,63,59,126,57,57,113,67,61,128,14,8,21,18,7,24,13,7,19,15,30,43,14,31,45,28,26,53,70,88,159,75,73,147,102,91,200,47,49,93,71,70,140,97,69,165,1258,1298,2552,1321,1382,2703,1526,1576,3104
801011021,4,3,0,3,0,4,5,20,13,33,21,17,33,14,11,24,9,4,13,8,0,9,5,4,6,5,20,26,8,13,25,3,21,28,0,8,10,3,6,13,5,9,12,4,3,9,0,4,4,8,4,12,3,0,5,4,0,3,6,4,7,15,17,35,10,17,21,9,12,24,6,0,7,0,5,3,0,0,0,0,10,12,5,14,20,3,4,11,49,39,89,45,37,86,41,40,79,10,9,16,6,0,10,0,13,14,20,21,43,16,21,39,18,25,40,94,100,191,83,101,189,107,106,214,44,50,91,83,73,158,47,47,96,1365,1429,2798,1338,1408,2749,1351,1390,2740
801011022,3,6,4,10,4,0,11,26,16,39,22,24,46,17,20,43,4,7,5,5,4,7,6,3,10,3,10,15,4,10,9,9,16,25,4,9,7,0,4,5,0,7,7,3,0,0,0,4,3,3,3,7,5,13,19,0,7,9,8,11,19,3,7,10,10,9,19,10,9,19,0,0,0,0,0,0,0,0,0,0,4,3,6,5,6,3,4,6,86,61,144,80,50,131,74,61,128,3,4,5,3,8,20,14,12,23,3,7,14,8,9,17,12,10,18,70,61,136,77,67,140,61,77,144,49,61,115,94,65,152,61,48,107,1569,1634,3200,1564,1580,3148,1688,1700,3383
801011023,14,3,7,13,5,12,17,11,14,20,16,16,27,14,11,28,6,0,12,14,7,21,11,3,13,3,3,11,21,30,51,10,17,31,0,0,0,4,3,6,3,4,8,0,3,7,3,0,5,7,0,3,0,5,4,0,5,4,4,11,13,6,7,14,13,13,26,16,9,23,0,4,4,0,4,3,0,4,6,10,6,15,0,7,6,4,8,15,61,81,142,55,67,123,66,76,148,4,13,20,6,8,14,13,9,18,6,9,20,18,17,35,17,28,45,72,96,169,70,114,183,84,107,190,60,75,136,83,105,185,70,68,144,1303,1573,2879,1376,1644,3023,1444,1604,3054
801011024,11,5,5,10,9,3,12,4,14,18,10,11,18,9,12,18,10,7,19,18,5,20,12,5,25,4,5,7,11,13,27,14,18,32,0,0,0,0,5,6,0,4,0,0,4,0,0,0,5,3,0,6,5,3,5,3,8,7,9,4,12,4,6,13,9,0,8,3,7,11,0,0,0,4,4,3,0,0,0,0,6,10,0,6,3,5,6,11,79,47,125,58,44,104,49,39,91,9,9,14,8,7,15,7,14,20,11,13,18,6,12,19,20,18,33,68,68,140,87,101,181,93,96,190,63,54,121,98,90,189,63,52,109,1420,1392,2812,1488,1446,2931,1547,1520,3069
801011025,7,0,3,3,3,0,0,7,10,21,7,11,26,8,7,12,0,0,0,6,3,6,0,0,5,3,3,10,4,3,6,5,5,6,0,3,7,0,0,3,0,3,0,3,0,3,3,6,8,3,0,3,3,3,10,4,6,10,7,4,6,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,58,81,139,40,61,102,38,50,91,8,6,14,3,7,11,4,13,18,8,5,14,9,12,21,3,13,13,46,55,98,46,60,104,57,63,117,58,47,100,56,71,124,48,42,91,1268,1294,2558,1229,1353,2584,1282,1307,2587
801011026,4,3,0,3,3,0,0,19,22,35,20,18,38,17,23,38,8,6,17,5,3,11,10,3,20,0,3,3,3,0,4,4,4,4,0,0,3,0,0,0,0,3,4,3,0,3,4,0,4,0,0,3,5,3,9,3,7,16,5,0,7,0,3,4,3,0,0,3,3,6,0,0,0,0,0,0,0,0,4,0,0,3,0,0,6,3,4,4,71,90,169,61,70,135,56,68,131,17,22,37,14,20,31,20,17,32,4,5,7,3,9,8,17,21,38,48,53,96,38,45,81,53,53,101,23,44,70,29,48,85,29,30,61,1270,1338,2608,1267,1311,2575,1395,1404,2795
801011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,10,8,7,14,9,12,12
801011142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011143,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,5,9,14,6,5,8,0,0,0,18,16,30,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,0,0,0,20,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,14,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,42,70,0,0,0,3,0,3,13,23,33,7,4,18,14,8,16,337,381,714
801011144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,11,12,25
801031031,0,0,0,0,0,0,0,6,0,9,7,0,7,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,5,0,5,0,0,0,5,0,3,0,0,3,5,0,5,6,0,3,0,0,0,38,8,40,20,3,22,9,0,9,0,0,4,23,0,28,27,0,25,286,16,308,396,34,424,366,22,395
801031032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,23,13,34,16,21,39,12,7,25
801031113,8,0,0,4,0,0,0,13,6,17,19,6,28,13,7,15,0,0,0,0,3,6,3,0,4,6,8,10,7,15,23,5,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,3,3,6,5,9,3,4,10,30,25,53,21,18,37,19,15,40,0,0,3,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,23,12,34,22,7,23,24,14,35,79,28,105,87,60,146,207,122,328,534,338,871,503,332,837,658,436,1097
801031114,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,4,4,8,0,3,0,0,0,5,16,11,31,39,37,75,57,43,100,64,60,125
801031115,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,6,5,0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,9,4,15,7,0,11,14,14,27,34,16,53,95,84,176,86,90,175,187,111,296
801041034,8,5,0,4,4,0,8,36,44,77,29,34,66,37,37,68,7,8,14,7,10,19,26,21,49,22,38,59,16,26,43,23,33,55,13,11,25,15,9,25,12,9,21,9,0,12,9,4,11,5,4,17,19,26,46,26,32,57,22,22,43,19,25,43,25,30,50,29,34,61,4,0,0,0,3,0,4,4,11,4,7,15,0,4,5,6,11,17,113,79,191,106,81,184,97,68,167,18,13,25,11,16,24,12,20,29,14,26,39,12,25,38,20,33,49,107,97,210,129,120,257,157,163,311,59,53,110,97,94,189,87,86,174,2686,2892,5572,2813,2896,5708,3038,3093,6129
801041035,0,0,5,6,0,4,4,14,10,23,38,29,75,62,44,105,10,12,20,78,75,156,126,92,215,6,15,20,71,84,154,50,80,128,0,3,6,16,5,23,11,9,14,4,0,3,5,8,11,4,12,12,22,23,42,50,41,92,38,26,67,24,28,57,84,68,158,92,79,172,0,0,0,7,0,7,5,0,5,0,0,0,10,14,26,14,19,29,18,14,29,78,73,150,70,55,129,0,0,0,9,17,28,15,17,27,12,9,18,34,42,73,32,55,89,31,43,78,199,211,409,271,269,540,30,22,47,176,148,321,122,112,230,735,759,1497,3314,3416,6730,3646,3690,7339
801041036,0,6,3,3,4,5,9,9,5,14,20,24,49,27,26,55,11,4,13,34,29,68,69,52,116,0,3,0,38,44,82,44,67,106,0,0,0,0,7,7,6,8,7,3,0,7,7,14,20,8,14,22,9,10,18,31,31,62,34,29,65,12,11,20,38,42,81,44,41,89,0,0,0,0,0,6,0,9,8,0,4,4,0,13,14,7,16,22,23,24,46,81,82,161,70,78,143,7,0,10,15,12,27,17,11,34,7,4,10,12,17,27,15,23,36,30,42,67,126,158,279,159,162,320,32,33,58,125,141,264,93,89,182,736,754,1490,2798,2958,5759,3195,3277,6471
801041037,0,0,0,3,4,4,12,8,3,8,14,15,34,23,20,47,7,5,14,35,42,73,45,47,88,6,4,12,16,20,38,25,35,61,0,0,0,0,0,0,6,0,6,7,0,3,8,7,17,6,3,14,0,0,0,15,17,36,15,15,30,0,3,5,26,25,47,19,24,40,0,0,0,3,4,10,3,0,4,0,0,7,0,7,12,9,8,15,7,9,15,57,54,107,53,49,107,0,0,3,12,8,22,12,12,26,0,7,7,20,25,46,18,40,59,16,12,30,108,115,226,106,118,224,3,8,11,89,77,162,52,46,102,267,299,566,2215,2243,4456,2344,2457,4800
801041038,0,6,4,10,0,3,3,8,4,16,27,18,46,20,20,47,6,5,13,11,11,15,18,10,28,4,12,16,22,18,45,24,31,50,0,3,4,3,0,10,7,7,6,3,11,13,7,4,11,7,6,18,17,22,33,28,34,67,20,22,46,19,16,31,20,31,53,23,29,51,0,6,9,6,10,17,0,8,10,7,9,10,8,8,13,0,3,9,40,41,82,74,85,162,74,83,159,7,3,16,15,15,25,18,12,33,9,9,19,20,27,51,20,28,45,35,36,75,79,86,168,90,99,185,30,27,59,80,77,156,68,59,123,1161,1164,2318,2149,2164,4307,2198,2235,4435
801041039,3,3,4,8,4,3,4,19,14,39,35,30,59,37,31,65,34,27,60,46,33,80,74,48,119,24,28,46,42,48,89,49,69,113,4,0,8,3,0,3,5,9,10,5,4,14,16,14,30,16,7,27,14,18,27,13,12,26,29,24,51,36,45,84,65,70,141,62,63,120,0,0,6,10,11,19,19,22,42,7,14,17,19,25,41,11,38,47,45,29,70,60,50,109,70,45,112,24,23,49,28,27,55,24,22,46,57,51,100,63,74,141,79,109,181,112,100,212,189,175,366,215,208,423,69,70,139,155,112,269,131,122,251,1940,1865,3805,3236,3180,6420,3788,3694,7484
