SA2_CODE_2021,C21_CFNC_BPT_2000_2499,C21_CFNC_BPT_2500_2999,C21_CFNC_BPT_3000_3999,C21_CFNC_BPT_4000more,C21_CFNC_BPT_Ns,C21_CFNC_BPT_Tot,C21_CFNC_1F1P_Neg_ni_inc,C21_CFNC_1F1P_1_149,C21_CFNC_1F1P_150_399,C21_CFNC_1F1P_400_649,C21_CFNC_1F1P_650_799,C21_CFNC_1F1P_800_1249,C21_CFNC_1F1P_1250_1999,C21_CFNC_1F1P_2000_2499,C21_CFNC_1F1P_2500_2999,C21_CFNC_1F1P_3000_3999,C21_CFNC_1F1P_4000more,C21_CFNC_1F1P_Ns,C21_CFNC_1F1P_Tot,C21_CFNC_1E1A_Neg_ni_inc,C21_CFNC_1E1A_1_149,C21_CFNC_1E1A_150_399,C21_CFNC_1E1A_400_649,C21_CFNC_1E1A_650_799,C21_CFNC_1E1A_800_1249,C21_CFNC_1E1A_1250_1999,C21_CFNC_1E1A_2000_2499,C21_CFNC_1E1A_2500_2999,C21_CFNC_1E1A_3000_3999,C21_CFNC_1E1A_4000more,C21_CFNC_1E1A_Ns,C21_CFNC_1E1A_Tot,C21_CFNC_1F1NW_Neg_ni_inc,C21_CFNC_1F1NW_1_149,C21_CFNC_1F1NW_150_399,C21_CFNC_1F1NW_400_649,C21_CFNC_1F1NW_650_799,C21_CFNC_1F1NW_800_1249,C21_CFNC_1F1NW_1250_1999,C21_CFNC_1F1NW_2000_2499,C21_CFNC_1F1NW_2500_2999,C21_CFNC_1F1NW_3000_3999,C21_CFNC_1F1NW_4000more,C21_CFNC_1F1NW_Ns,C21_CFNC_1F1NW_Tot,C21_CFNC_1P1NW_Neg_ni_inc,C21_CFNC_1P1NW_1_149,C21_CFNC_1P1NW_150_399,C21_CFNC_1P1NW_400_649,C21_CFNC_1P1NW_650_799,C21_CFNC_1P1NW_800_1249,C21_CFNC_1P1NW_1250_1999,C21_CFNC_1P1NW_2000_2499,C21_CFNC_1P1NW_2500_2999,C21_CFNC_1P1NW_3000_3999,C21_CFNC_1P1NW_4000more,C21_CFNC_1P1NW_Ns,C21_CFNC_1P1NW_Tot,C21_CFNC_1A1NW_Neg_ni_inc,C21_CFNC_1A1NW_1_149,C21_CFNC_1A1NW_150_399,C21_CFNC_1A1NW_400_649,C21_CFNC_1A1NW_650_799,C21_CFNC_1A1NW_800_1249,C21_CFNC_1A1NW_1250_1999,C21_CFNC_1A1NW_2000_2499,C21_CFNC_1A1NW_2500_2999,C21_CFNC_1A1NW_3000_3999,C21_CFNC_1A1NW_4000more,C21_CFNC_1A1NW_Ns,C21_CFNC_1A1NW_Tot,C21_CFNC_BA_Neg_ni_inc,C21_CFNC_BA_1_149,C21_CFNC_BA_150_399,C21_CFNC_BA_400_649,C21_CFNC_BA_650_799,C21_CFNC_BA_800_1249,C21_CFNC_BA_1250_1999,C21_CFNC_BA_2000_2499,C21_CFNC_BA_2500_2999,C21_CFNC_BA_3000_3999,C21_CFNC_BA_4000more,C21_CFNC_BA_Ns,C21_CFNC_BA_Tot,C21_CFNC_BNW_Neg_ni_inc,C21_CFNC_BNW_1_149,C21_CFNC_BNW_150_399,C21_CFNC_BNW_400_649,C21_CFNC_BNW_650_799,C21_CFNC_BNW_800_1249,C21_CFNC_BNW_1250_1999,C21_CFNC_BNW_2000_2499,C21_CFNC_BNW_2500_2999,C21_CFNC_BNW_3000_3999,C21_CFNC_BNW_4000more,C21_CFNC_BNW_Ns,C21_CFNC_BNW_Tot,C21_CFNC_LFns_Neg_ni_inc,C21_CFNC_LFns_1_149,C21_CFNC_LFns_150_399,C21_CFNC_LFns_400_649,C21_CFNC_LFns_650_799,C21_CFNC_LFns_800_1249,C21_CFNC_LFns_1250_1999,C21_CFNC_LFns_2000_2499,C21_CFNC_LFns_2500_2999,C21_CFNC_LFns_3000_3999,C21_CFNC_LFns_4000more,C21_CFNC_LFns_Ns,C21_CFNC_LFns_Tot,C21_CFNC_Tot_Neg_ni_inc,C21_CFNC_Tot_1_149,C21_CFNC_Tot_150_399,C21_CFNC_Tot_400_649,C21_CFNC_Tot_650_799,C21_CFNC_Tot_800_1249,C21_CFNC_Tot_1250_1999,C21_CFNC_Tot_2000_2499,C21_CFNC_Tot_2500_2999,C21_CFNC_Tot_3000_3999,C21_CFNC_Tot_4000more,C21_CFNC_Tot_Ns,C21_CFNC_Tot_Tot,C21_CF_BFT_Neg_ni_inc,C21_CF_BFT_1_149,C21_CF_BFT_150_399,C21_CF_BFT_400_649,C21_CF_BFT_650_799,C21_CF_BFT_800_1249,C21_CF_BFT_1250_1999,C21_CF_BFT_2000_2499,C21_CF_BFT_2500_2999,C21_CF_BFT_3000_3999,C21_CF_BFT_4000more,C21_CF_BFT_Ns,C21_CF_BFT_Tot,C21_CF_BPT_Neg_ni_inc,C21_CF_BPT_1_149,C21_CF_BPT_150_399,C21_CF_BPT_400_649,C21_CF_BPT_650_799,C21_CF_BPT_800_1249,C21_CF_BPT_1250_1999,C21_CF_BPT_2000_2499,C21_CF_BPT_2500_2999,C21_CF_BPT_3000_3999,C21_CF_BPT_4000more,C21_CF_BPT_Ns,C21_CF_BPT_Tot,C21_CF_1F1P_Neg_ni_inc,C21_CF_1F1P_1_149,C21_CF_1F1P_150_399,C21_CF_1F1P_400_649,C21_CF_1F1P_650_799,C21_CF_1F1P_800_1249,C21_CF_1F1P_1250_1999,C21_CF_1F1P_2000_2499,C21_CF_1F1P_2500_2999,C21_CF_1F1P_3000_3999,C21_CF_1F1P_4000more,C21_CF_1F1P_Ns,C21_CF_1F1P_Tot,C21_CF_1E1A_Neg_ni_inc,C21_CF_1E1A_1_149,C21_CF_1E1A_150_399,C21_CF_1E1A_400_649,C21_CF_1E1A_650_799,C21_CF_1E1A_800_1249,C21_CF_1E1A_1250_1999,C21_CF_1E1A_2000_2499,C21_CF_1E1A_2500_2999,C21_CF_1E1A_3000_3999,C21_CF_1E1A_4000more,C21_CF_1E1A_Ns,C21_CF_1E1A_Tot,C21_CF_1F1NW_Neg_ni_inc,C21_CF_1F1NW_1_149,C21_CF_1F1NW_150_399,C21_CF_1F1NW_400_649,C21_CF_1F1NW_650_799,C21_CF_1F1NW_800_1249,C21_CF_1F1NW_1250_1999,C21_CF_1F1NW_2000_2499,C21_CF_1F1NW_2500_2999,C21_CF_1F1NW_3000_3999,C21_CF_1F1NW_4000more,C21_CF_1F1NW_Ns,C21_CF_1F1NW_Tot,C21_CF_1P1NW_Neg_ni_inc,C21_CF_1P1NW_1_149,C21_CF_1P1NW_150_399,C21_CF_1P1NW_400_649,C21_CF_1P1NW_650_799,C21_CF_1P1NW_800_1249,C21_CF_1P1NW_1250_1999,C21_CF_1P1NW_2000_2499,C21_CF_1P1NW_2500_2999,C21_CF_1P1NW_3000_3999,C21_CF_1P1NW_4000more,C21_CF_1P1NW_Ns
801041120,4,0,0,0,0,16,0,0,0,0,0,0,15,12,11,10,8,0,52,0,0,0,0,0,0,3,0,3,5,4,0,10,0,0,0,0,0,4,12,6,9,8,0,0,33,0,0,0,0,0,6,4,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,9,4,5,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,10,12,14,0,0,0,3,14,50,57,51,81,53,12,336,0,0,0,0,0,0,4,34,51,97,135,9,331,0,0,0,0,0,0,8,8,8,5,0,0,32,0,0,0,0,0,4,29,38,52,66,39,5,237,0,0,0,0,0,0,8,6,7,15,14,0,55,0,0,0,4,0,18,45,27,8,30,13,0,134,0,0,0,0,0,14,9,4,0,3,0,4
801041121,3,0,0,0,0,5,0,0,0,0,0,0,12,3,8,8,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,3,0,5,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,0,3,3,3,25,21,19,32,21,4,154,0,0,0,0,0,0,5,15,22,50,38,10,138,0,0,0,0,0,3,0,0,6,4,0,0,13,0,0,0,0,0,0,19,18,9,19,15,3,79,0,0,0,0,0,0,3,10,5,7,6,0,34,0,0,0,0,0,3,24,11,5,3,3,3,57,0,0,0,0,0,3,3,0,0,0,0,0
801041122,0,0,0,0,0,9,0,0,0,0,0,0,7,5,4,9,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,7,0,12,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,3,3,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,5,0,3,10,22,23,18,42,33,4,161,0,0,0,0,0,0,4,10,14,43,93,3,179,0,0,0,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,14,20,24,20,29,0,104,0,0,0,0,0,0,0,5,3,10,9,0,32,0,0,0,0,0,3,10,17,4,17,11,0,58,0,0,0,0,0,3,0,0,0,5,0,0
801051049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051050,0,8,6,3,0,22,0,0,0,0,0,4,3,6,6,10,16,0,40,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,3,4,10,8,5,15,0,46,0,0,0,0,0,5,10,4,7,3,8,0,38,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,29,51,35,22,17,14,3,191,0,0,0,0,0,3,0,0,0,0,0,12,18,0,0,3,9,18,43,83,51,49,70,141,20,494,0,0,0,0,0,3,0,7,3,22,164,13,213,0,0,0,0,0,0,3,3,4,7,14,0,29,0,0,0,0,0,4,5,5,16,31,111,0,167,0,0,0,0,0,0,0,0,0,9,22,3,34,0,0,0,0,0,3,4,3,10,9,37,0,70,0,0,0,0,0,0,6,3,0,3,16,0
801051051,9,0,7,7,0,45,0,0,0,0,0,5,49,27,28,33,20,3,168,0,0,0,0,0,0,6,0,5,0,12,0,29,0,0,0,0,5,17,23,25,8,10,15,0,102,0,0,0,5,0,8,4,4,5,9,4,0,38,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,14,7,16,16,9,7,11,12,3,100,0,0,0,0,0,0,0,0,0,0,0,50,52,12,0,0,13,16,52,121,133,139,220,270,58,1032,0,0,0,0,0,0,5,0,9,11,58,0,80,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,6,5,11,19,0,52,0,0,0,0,0,0,0,0,0,5,15,0,27,0,0,0,0,0,0,16,3,3,6,6,0,37,0,0,0,0,0,0,9,5,3,3,6,0
801051053,0,0,3,0,0,25,0,0,0,0,0,3,29,19,13,19,24,0,112,0,0,0,0,0,0,0,5,0,0,6,0,17,0,0,0,0,0,9,12,12,8,10,20,0,65,0,0,0,0,0,9,4,6,0,3,7,0,32,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,3,0,0,6,12,4,3,0,4,9,19,10,6,7,5,0,75,0,0,0,0,0,0,0,0,0,0,0,19,20,12,5,4,4,4,37,82,89,73,119,176,19,633,0,0,0,0,0,0,3,3,0,9,12,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,0,22,0,0,0,0,0,0,0,0,0,5,7,0,10,0,0,0,0,0,3,0,6,4,0,4,0,22,0,0,0,0,0,0,3,0,0,0,0,0
801051054,6,5,0,0,0,31,0,0,0,0,0,0,14,19,12,9,11,0,67,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,4,11,8,7,7,8,0,38,0,0,0,0,0,4,4,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,13,8,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,3,3,8,23,55,58,57,79,88,17,399,0,0,0,0,0,0,0,4,4,12,56,0,70,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,5,5,8,19,32,3,73,0,0,0,0,0,0,0,0,0,3,10,0,18,0,0,0,0,0,0,0,0,0,3,6,0,21,0,0,0,0,0,0,6,0,0,0,0,0
801051055,4,0,8,4,0,27,0,0,0,0,0,0,7,15,6,12,14,0,58,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,7,9,0,3,10,0,35,0,0,0,0,0,4,13,0,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,19,17,28,12,15,0,3,0,105,0,0,0,0,0,0,0,0,0,0,0,15,18,3,3,0,4,23,29,72,59,43,63,85,16,410,0,0,0,0,0,0,0,6,3,33,96,3,149,0,0,0,0,0,3,4,4,3,12,12,0,39,0,0,0,0,0,4,9,11,13,37,52,8,133,0,0,0,0,0,0,0,0,7,8,17,0,34,0,0,0,0,0,9,11,19,9,7,15,4,60,0,0,0,0,0,0,11,6,0,5,0,4
801051056,0,0,3,3,0,12,0,0,0,0,0,0,7,4,5,4,14,3,35,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,9,4,0,6,8,0,25,0,0,0,0,0,0,6,0,0,3,8,0,24,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,24,22,6,6,0,0,95,0,0,0,0,0,0,0,0,0,0,0,14,16,0,0,0,3,10,15,55,38,27,40,68,17,272,0,0,0,0,0,0,3,0,0,19,138,5,166,0,0,0,0,0,0,0,5,4,8,5,0,32,0,0,0,0,0,0,5,6,8,30,74,0,128,0,0,0,0,0,0,0,0,0,6,11,0,24,0,0,0,0,0,0,8,6,0,6,15,0,40,0,0,0,0,0,0,6,0,0,4,0,0
801051057,5,4,9,3,0,44,0,0,0,0,0,4,39,31,11,13,17,0,121,0,0,0,0,0,0,0,0,6,0,9,0,16,0,0,0,0,0,4,9,11,0,6,10,0,42,0,0,0,3,3,4,12,4,4,3,8,0,42,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,17,23,48,12,17,9,8,3,144,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,6,4,16,50,132,91,95,124,150,28,699,0,0,0,0,0,0,0,8,10,36,77,4,138,0,0,0,0,0,4,6,0,0,7,5,0,22,0,0,0,0,0,0,7,8,20,30,52,0,113,0,0,0,0,0,0,3,4,7,0,11,0,23,0,0,0,0,0,4,10,12,4,5,14,0,53,0,0,0,0,3,4,10,0,0,5,4,0
801051058,3,0,0,9,0,33,0,0,0,0,0,0,12,9,11,7,33,0,78,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,5,12,8,5,11,15,0,56,0,0,0,0,3,0,13,4,8,6,11,0,42,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,12,12,37,24,20,16,12,0,149,0,0,0,0,0,0,0,0,0,0,0,24,26,5,3,0,12,19,27,84,61,76,98,171,24,580,0,0,0,0,0,0,0,7,0,28,194,12,249,0,0,0,0,0,0,0,3,4,3,11,0,19,0,0,0,0,0,0,8,10,7,30,107,4,165,0,0,0,0,0,0,0,0,0,9,19,0,31,0,0,0,0,0,5,7,7,10,15,31,5,79,0,0,0,3,0,6,3,4,3,5,6,0
801051060,0,0,3,0,0,20,0,0,0,0,0,0,22,26,15,18,25,0,99,0,0,0,0,0,4,0,0,0,6,9,0,16,0,0,0,0,0,0,10,11,8,8,20,0,58,0,0,0,3,5,6,4,5,3,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,3,4,15,21,15,8,11,7,0,97,0,0,0,0,0,0,0,0,0,0,0,26,33,6,4,3,6,14,22,69,80,85,143,176,30,639,0,0,0,0,0,0,0,0,9,5,56,0,75,0,0,0,0,0,0,7,0,0,6,0,0,10,0,0,0,0,0,0,4,4,6,11,36,0,56,0,0,0,0,0,0,0,0,0,4,11,5,25,0,0,0,0,0,5,4,7,5,6,21,3,46,0,0,0,0,0,0,0,0,0,0,7,0
801051061,4,4,0,3,0,35,0,0,0,0,0,5,26,21,14,25,18,0,106,0,0,0,0,0,0,3,8,4,3,3,0,20,0,0,0,0,0,4,11,9,0,11,10,0,62,0,0,0,0,0,3,7,14,3,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,13,28,31,15,16,4,3,9,129,0,0,0,0,0,0,0,0,0,0,0,20,26,0,0,4,5,14,51,101,98,81,133,147,28,670,0,0,0,0,0,0,3,7,21,57,164,11,254,0,0,0,0,0,5,3,6,6,12,10,0,45,0,0,0,0,0,0,15,16,37,77,110,7,261,0,0,0,0,0,3,4,5,7,15,32,0,67,0,0,0,0,0,0,15,14,3,10,30,0,74,0,0,0,0,0,5,8,7,3,5,5,0
801051123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051124,0,0,9,6,0,28,0,0,0,0,0,0,8,10,4,11,33,0,60,0,0,0,0,0,0,0,0,0,3,5,0,14,0,0,0,0,0,5,3,14,7,11,27,0,62,0,0,0,0,0,0,7,8,5,19,15,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,12,31,28,14,19,28,0,146,0,0,0,0,0,0,0,0,0,0,0,22,22,6,0,0,0,9,20,69,75,45,120,215,24,586,0,0,0,0,0,0,0,0,5,13,151,3,172,0,0,0,0,0,0,0,0,4,6,3,0,13,0,0,0,0,0,0,7,10,10,23,73,4,124,0,0,0,0,0,0,0,0,4,3,26,0,32,0,0,0,0,3,0,4,3,0,9,35,5,57,0,0,0,0,0,0,5,0,4,0,0,0
801051125,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,3,5,12,19,5,55,0,0,0,0,0,0,0,0,6,9,13,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,10,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,6,3,6,3,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
