SA2_CODE_2021,C21_CFNC_BPT_2000_2499,C21_CFNC_BPT_2500_2999,C21_CFNC_BPT_3000_3999,C21_CFNC_BPT_4000more,C21_CFNC_BPT_Ns,C21_CFNC_BPT_Tot,C21_CFNC_1F1P_Neg_ni_inc,C21_CFNC_1F1P_1_149,C21_CFNC_1F1P_150_399,C21_CFNC_1F1P_400_649,C21_CFNC_1F1P_650_799,C21_CFNC_1F1P_800_1249,C21_CFNC_1F1P_1250_1999,C21_CFNC_1F1P_2000_2499,C21_CFNC_1F1P_2500_2999,C21_CFNC_1F1P_3000_3999,C21_CFNC_1F1P_4000more,C21_CFNC_1F1P_Ns,C21_CFNC_1F1P_Tot,C21_CFNC_1E1A_Neg_ni_inc,C21_CFNC_1E1A_1_149,C21_CFNC_1E1A_150_399,C21_CFNC_1E1A_400_649,C21_CFNC_1E1A_650_799,C21_CFNC_1E1A_800_1249,C21_CFNC_1E1A_1250_1999,C21_CFNC_1E1A_2000_2499,C21_CFNC_1E1A_2500_2999,C21_CFNC_1E1A_3000_3999,C21_CFNC_1E1A_4000more,C21_CFNC_1E1A_Ns,C21_CFNC_1E1A_Tot,C21_CFNC_1F1NW_Neg_ni_inc,C21_CFNC_1F1NW_1_149,C21_CFNC_1F1NW_150_399,C21_CFNC_1F1NW_400_649,C21_CFNC_1F1NW_650_799,C21_CFNC_1F1NW_800_1249,C21_CFNC_1F1NW_1250_1999,C21_CFNC_1F1NW_2000_2499,C21_CFNC_1F1NW_2500_2999,C21_CFNC_1F1NW_3000_3999,C21_CFNC_1F1NW_4000more,C21_CFNC_1F1NW_Ns,C21_CFNC_1F1NW_Tot,C21_CFNC_1P1NW_Neg_ni_inc,C21_CFNC_1P1NW_1_149,C21_CFNC_1P1NW_150_399,C21_CFNC_1P1NW_400_649,C21_CFNC_1P1NW_650_799,C21_CFNC_1P1NW_800_1249,C21_CFNC_1P1NW_1250_1999,C21_CFNC_1P1NW_2000_2499,C21_CFNC_1P1NW_2500_2999,C21_CFNC_1P1NW_3000_3999,C21_CFNC_1P1NW_4000more,C21_CFNC_1P1NW_Ns,C21_CFNC_1P1NW_Tot,C21_CFNC_1A1NW_Neg_ni_inc,C21_CFNC_1A1NW_1_149,C21_CFNC_1A1NW_150_399,C21_CFNC_1A1NW_400_649,C21_CFNC_1A1NW_650_799,C21_CFNC_1A1NW_800_1249,C21_CFNC_1A1NW_1250_1999,C21_CFNC_1A1NW_2000_2499,C21_CFNC_1A1NW_2500_2999,C21_CFNC_1A1NW_3000_3999,C21_CFNC_1A1NW_4000more,C21_CFNC_1A1NW_Ns,C21_CFNC_1A1NW_Tot,C21_CFNC_BA_Neg_ni_inc,C21_CFNC_BA_1_149,C21_CFNC_BA_150_399,C21_CFNC_BA_400_649,C21_CFNC_BA_650_799,C21_CFNC_BA_800_1249,C21_CFNC_BA_1250_1999,C21_CFNC_BA_2000_2499,C21_CFNC_BA_2500_2999,C21_CFNC_BA_3000_3999,C21_CFNC_BA_4000more,C21_CFNC_BA_Ns,C21_CFNC_BA_Tot,C21_CFNC_BNW_Neg_ni_inc,C21_CFNC_BNW_1_149,C21_CFNC_BNW_150_399,C21_CFNC_BNW_400_649,C21_CFNC_BNW_650_799,C21_CFNC_BNW_800_1249,C21_CFNC_BNW_1250_1999,C21_CFNC_BNW_2000_2499,C21_CFNC_BNW_2500_2999,C21_CFNC_BNW_3000_3999,C21_CFNC_BNW_4000more,C21_CFNC_BNW_Ns,C21_CFNC_BNW_Tot,C21_CFNC_LFns_Neg_ni_inc,C21_CFNC_LFns_1_149,C21_CFNC_LFns_150_399,C21_CFNC_LFns_400_649,C21_CFNC_LFns_650_799,C21_CFNC_LFns_800_1249,C21_CFNC_LFns_1250_1999,C21_CFNC_LFns_2000_2499,C21_CFNC_LFns_2500_2999,C21_CFNC_LFns_3000_3999,C21_CFNC_LFns_4000more,C21_CFNC_LFns_Ns,C21_CFNC_LFns_Tot,C21_CFNC_Tot_Neg_ni_inc,C21_CFNC_Tot_1_149,C21_CFNC_Tot_150_399,C21_CFNC_Tot_400_649,C21_CFNC_Tot_650_799,C21_CFNC_Tot_800_1249,C21_CFNC_Tot_1250_1999,C21_CFNC_Tot_2000_2499,C21_CFNC_Tot_2500_2999,C21_CFNC_Tot_3000_3999,C21_CFNC_Tot_4000more,C21_CFNC_Tot_Ns,C21_CFNC_Tot_Tot,C21_CF_BFT_Neg_ni_inc,C21_CF_BFT_1_149,C21_CF_BFT_150_399,C21_CF_BFT_400_649,C21_CF_BFT_650_799,C21_CF_BFT_800_1249,C21_CF_BFT_1250_1999,C21_CF_BFT_2000_2499,C21_CF_BFT_2500_2999,C21_CF_BFT_3000_3999,C21_CF_BFT_4000more,C21_CF_BFT_Ns,C21_CF_BFT_Tot,C21_CF_BPT_Neg_ni_inc,C21_CF_BPT_1_149,C21_CF_BPT_150_399,C21_CF_BPT_400_649,C21_CF_BPT_650_799,C21_CF_BPT_800_1249,C21_CF_BPT_1250_1999,C21_CF_BPT_2000_2499,C21_CF_BPT_2500_2999,C21_CF_BPT_3000_3999,C21_CF_BPT_4000more,C21_CF_BPT_Ns,C21_CF_BPT_Tot,C21_CF_1F1P_Neg_ni_inc,C21_CF_1F1P_1_149,C21_CF_1F1P_150_399,C21_CF_1F1P_400_649,C21_CF_1F1P_650_799,C21_CF_1F1P_800_1249,C21_CF_1F1P_1250_1999,C21_CF_1F1P_2000_2499,C21_CF_1F1P_2500_2999,C21_CF_1F1P_3000_3999,C21_CF_1F1P_4000more,C21_CF_1F1P_Ns,C21_CF_1F1P_Tot,C21_CF_1E1A_Neg_ni_inc,C21_CF_1E1A_1_149,C21_CF_1E1A_150_399,C21_CF_1E1A_400_649,C21_CF_1E1A_650_799,C21_CF_1E1A_800_1249,C21_CF_1E1A_1250_1999,C21_CF_1E1A_2000_2499,C21_CF_1E1A_2500_2999,C21_CF_1E1A_3000_3999,C21_CF_1E1A_4000more,C21_CF_1E1A_Ns,C21_CF_1E1A_Tot,C21_CF_1F1NW_Neg_ni_inc,C21_CF_1F1NW_1_149,C21_CF_1F1NW_150_399,C21_CF_1F1NW_400_649,C21_CF_1F1NW_650_799,C21_CF_1F1NW_800_1249,C21_CF_1F1NW_1250_1999,C21_CF_1F1NW_2000_2499,C21_CF_1F1NW_2500_2999,C21_CF_1F1NW_3000_3999,C21_CF_1F1NW_4000more,C21_CF_1F1NW_Ns,C21_CF_1F1NW_Tot,C21_CF_1P1NW_Neg_ni_inc,C21_CF_1P1NW_1_149,C21_CF_1P1NW_150_399,C21_CF_1P1NW_400_649,C21_CF_1P1NW_650_799,C21_CF_1P1NW_800_1249,C21_CF_1P1NW_1250_1999,C21_CF_1P1NW_2000_2499,C21_CF_1P1NW_2500_2999,C21_CF_1P1NW_3000_3999,C21_CF_1P1NW_4000more,C21_CF_1P1NW_Ns
801081092,0,0,0,5,0,6,0,0,0,0,0,0,10,3,9,6,10,0,36,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,11,7,5,0,4,0,28,0,0,0,0,0,4,6,3,0,3,7,0,26,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,6,21,48,20,12,7,8,0,133,0,0,0,0,0,0,0,0,0,0,0,16,16,3,0,0,5,6,29,84,39,41,56,82,15,348,0,0,0,0,0,0,4,0,3,27,124,6,167,0,0,0,0,0,3,7,0,0,0,3,0,19,0,0,0,0,0,0,6,7,18,42,47,5,123,0,0,0,0,0,0,0,4,3,13,23,0,40,0,0,0,0,0,0,11,14,3,5,16,0,46,0,0,0,0,0,0,0,3,0,0,4,0
801081093,3,0,0,3,0,8,0,0,0,0,0,0,10,3,3,4,5,0,33,0,0,0,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,5,9,0,3,7,0,30,0,0,0,0,0,6,4,9,0,3,0,0,20,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,11,22,48,12,7,6,5,7,117,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,5,16,33,74,40,26,42,62,19,319,0,0,0,0,0,0,0,0,9,35,92,8,144,0,0,0,0,0,0,0,3,0,4,7,0,14,0,0,0,0,0,0,8,11,21,36,42,6,123,0,0,0,0,0,0,4,0,0,14,16,3,46,0,0,0,0,0,6,5,10,3,13,17,0,40,0,0,0,0,0,0,3,0,0,0,4,0
801081094,0,0,0,0,0,9,0,0,0,0,0,0,7,7,8,5,11,0,41,0,0,0,0,0,0,5,0,0,5,5,0,9,0,0,0,0,0,3,5,4,4,0,4,0,26,0,0,0,0,0,5,8,4,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,5,14,22,52,16,14,3,0,0,132,0,0,0,0,0,0,0,0,0,0,0,8,8,7,0,0,7,15,31,75,45,38,36,68,8,331,0,0,0,0,0,0,0,4,6,33,85,0,135,0,0,0,0,0,0,0,5,0,3,3,0,14,0,0,0,0,0,0,4,4,9,25,44,0,92,0,0,0,0,0,0,0,0,5,8,13,0,21,0,0,0,0,0,4,0,5,0,9,12,4,28,0,0,0,0,0,0,8,3,0,0,0,0
801081095,3,0,4,0,0,12,0,0,0,0,0,0,8,9,8,11,4,0,37,0,0,0,0,0,0,0,0,0,4,7,0,10,0,0,0,0,0,0,4,4,7,0,8,0,26,0,0,0,0,0,0,4,3,0,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,4,30,22,40,14,15,4,0,5,146,0,0,0,0,0,0,0,0,0,0,0,12,8,7,0,3,8,33,31,63,41,41,56,58,16,357,0,0,0,0,0,0,0,4,10,27,86,6,131,0,0,0,0,0,0,4,0,6,12,6,0,31,0,0,0,0,0,0,9,8,24,27,43,3,107,0,0,0,0,0,0,0,4,3,11,15,0,31,0,0,0,0,0,0,5,13,10,10,6,0,48,0,0,0,0,0,3,5,0,0,0,0,0
801081096,0,0,3,0,0,10,0,0,0,0,0,0,8,4,0,3,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,3,0,3,4,3,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,12,33,31,13,10,8,0,0,119,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,7,12,34,52,34,19,16,36,4,222,0,0,0,0,0,0,0,0,0,18,64,0,86,0,0,0,0,0,0,0,0,0,5,3,0,10,0,0,0,0,0,0,0,5,8,14,35,0,63,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,4,8,8,3,7,5,4,37,0,0,0,0,0,0,0,0,0,8,5,0
801081097,0,0,0,0,0,15,0,0,0,0,0,0,7,3,4,4,0,0,21,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,3,3,5,0,5,6,0,17,0,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,24,38,13,12,8,0,0,111,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,3,10,8,31,61,36,31,38,40,13,270,0,0,0,0,0,0,0,3,4,21,80,5,113,0,0,0,0,0,0,6,0,0,4,8,0,14,0,0,0,0,0,0,4,11,16,36,49,3,115,0,0,0,0,0,0,5,5,4,9,14,0,36,0,0,0,0,0,5,11,10,3,10,7,0,35,0,0,0,0,0,0,5,0,0,0,0,0
801081098,4,0,5,0,0,19,0,0,0,0,0,0,7,6,5,11,9,0,44,0,0,0,0,0,0,0,6,0,3,3,0,15,0,0,0,0,0,0,8,5,0,3,8,0,23,0,0,0,0,3,3,4,4,0,4,4,0,36,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,16,27,66,24,15,16,3,0,170,0,0,0,0,0,0,0,0,0,0,0,13,14,4,0,0,12,19,36,98,61,30,77,69,15,415,0,0,0,0,0,0,4,0,12,33,126,3,177,0,0,0,0,0,0,3,4,0,3,3,0,13,0,0,0,0,0,0,4,15,16,35,62,4,137,0,0,0,0,0,0,0,5,3,8,26,0,39,0,0,0,0,0,3,8,9,0,7,17,0,49,0,0,0,0,0,0,0,6,0,5,8,0
801081133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091099,4,3,0,0,0,16,0,0,0,0,0,0,6,9,4,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,5,0,0,3,0,16,0,0,0,4,0,3,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,3,7,17,31,10,14,10,3,0,96,0,0,0,0,0,0,0,0,0,0,0,14,14,7,0,5,6,9,20,54,37,32,48,46,13,285,0,0,0,0,0,0,0,8,8,19,67,5,110,0,0,0,0,0,0,0,0,4,0,4,0,12,0,0,0,0,0,0,6,7,10,28,46,0,96,0,0,0,0,0,0,0,3,0,6,6,0,14,0,0,0,0,0,0,0,0,6,5,17,0,36,0,0,0,0,0,0,0,0,0,3,3,0
801091100,0,3,7,0,0,22,0,0,0,0,0,0,14,3,4,10,20,0,52,0,0,0,0,0,0,0,0,0,6,14,0,12,0,0,0,0,0,0,9,18,0,10,13,0,43,0,0,0,0,0,4,15,6,0,5,8,0,39,0,0,0,0,0,0,0,0,0,6,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,10,12,33,56,27,34,25,19,3,226,0,0,0,0,4,0,0,0,0,0,0,17,22,3,0,4,9,15,42,107,68,60,84,157,27,573,0,0,0,0,0,0,0,6,5,44,207,8,270,0,0,0,0,0,0,0,4,0,9,11,0,29,0,0,0,0,0,0,11,8,17,51,133,8,233,0,0,0,0,0,0,0,5,6,8,34,0,45,0,0,0,0,0,0,6,16,6,13,38,0,79,0,0,0,0,0,0,4,0,3,0,12,0
801091101,0,0,0,4,0,11,0,0,0,0,0,0,5,9,4,11,11,0,36,0,0,0,0,0,0,0,3,6,0,6,0,11,0,0,0,0,0,0,6,3,11,0,8,0,37,0,0,0,0,0,4,5,3,7,0,10,0,31,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,8,25,69,31,20,17,5,3,193,0,0,0,0,0,0,0,0,0,0,0,9,9,5,4,0,8,8,34,96,56,45,55,79,15,406,0,0,0,0,0,0,0,6,6,23,143,6,183,0,0,0,0,0,0,8,0,4,3,6,0,17,0,0,0,0,0,0,11,10,15,25,79,3,148,0,0,0,0,0,0,5,0,6,5,6,3,26,0,0,0,0,0,3,10,9,3,8,26,0,66,0,0,0,0,0,3,3,0,0,4,8,0
801091102,0,0,0,6,0,20,0,0,0,0,0,0,8,0,9,9,13,0,35,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,3,6,0,5,12,0,27,0,0,0,0,0,0,11,6,5,0,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,8,17,35,21,14,18,12,0,143,0,0,0,0,0,0,0,0,0,0,0,9,13,7,0,3,14,10,20,58,45,32,51,93,17,347,0,0,0,0,0,0,0,5,3,26,156,3,204,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,8,8,12,34,72,0,135,0,0,0,0,0,0,0,4,5,0,3,4,18,0,0,0,0,0,0,14,14,4,5,39,3,74,0,0,0,0,0,0,3,0,4,0,0,0
801091103,0,0,0,9,0,14,0,0,0,0,0,0,8,3,0,5,4,0,17,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,5,0,0,6,13,0,34,0,0,0,0,0,3,6,0,0,7,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,14,28,20,15,9,12,3,109,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,10,10,17,55,30,28,41,75,12,286,0,0,0,0,0,0,7,3,3,24,131,7,171,0,0,0,0,0,0,0,5,4,5,9,0,13,0,0,0,0,0,0,3,9,4,24,86,0,125,0,0,0,0,0,0,0,0,0,0,19,0,24,0,0,0,0,0,0,9,8,5,6,17,3,35,0,0,0,0,0,0,0,3,0,3,8,0
801091104,0,0,0,0,0,4,0,0,0,0,0,0,0,6,4,3,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,11,0,22,0,0,0,0,0,0,8,3,4,3,4,0,27,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,13,32,52,18,16,24,9,4,171,0,0,0,0,0,0,0,0,0,0,0,11,11,0,7,3,8,11,34,70,29,31,55,77,13,328,0,0,0,0,0,0,5,0,8,20,57,10,101,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,0,5,4,3,19,42,0,77,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,0,0,0,6,6,4,8,23,4,44,0,0,0,0,0,4,0,0,0,0,9,0
801091105,5,0,0,0,0,25,0,0,0,0,0,0,11,12,6,6,9,0,46,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,10,0,0,0,4,0,25,0,0,0,0,0,0,5,6,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,6,4,0,11,11,24,36,14,0,4,4,3,122,0,0,0,0,0,0,3,0,0,0,0,14,11,6,6,0,12,17,35,81,65,28,45,54,20,353,0,0,0,0,0,0,0,10,5,20,77,0,116,0,0,0,0,0,0,10,4,4,0,8,0,27,0,0,0,0,0,0,12,10,10,23,37,0,92,0,0,0,0,0,0,3,0,0,3,15,0,21,0,0,0,0,0,5,6,7,0,7,9,4,43,0,0,0,0,0,4,0,0,0,5,0,0
801091106,0,0,0,5,0,23,0,0,0,0,0,0,23,13,4,6,9,0,68,0,0,0,0,0,0,0,0,0,6,5,0,11,0,0,0,0,0,0,4,8,4,3,8,0,32,0,0,0,0,0,4,0,6,0,3,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,3,0,5,8,0,0,9,14,22,44,19,7,10,6,0,142,0,0,0,0,0,0,0,0,0,0,0,11,12,8,0,0,5,11,37,95,76,34,64,82,13,419,0,0,0,0,0,0,3,11,3,29,77,6,126,0,0,0,0,0,0,8,7,0,3,6,0,26,0,0,0,0,0,0,6,10,8,24,48,0,98,0,0,0,0,0,0,0,0,3,3,18,0,28,0,0,0,0,0,4,14,5,3,8,6,0,41,0,0,0,0,0,0,5,0,0,6,4,0
801091107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,11,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,10,10,4,8,6,0,54,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,6,5,6,19,15,7,17,47,7,128,0,0,0,0,0,0,0,0,0,7,38,4,52,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,24,0,28,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,5,0,0,14,4,23,0,0,0,0,0,0,0,0,0,0,0,0
801091108,0,0,0,0,0,11,0,0,0,0,0,0,11,5,0,6,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5,4,3,0,22,0,0,0,0,0,0,10,4,5,5,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,9,27,31,11,7,10,3,0,105,0,0,0,0,0,0,0,0,0,0,0,10,9,4,4,0,4,11,29,59,29,20,37,64,9,276,0,0,0,0,0,0,0,3,4,22,79,5,114,0,0,0,0,0,0,0,0,7,0,4,0,17,0,0,0,0,0,0,0,6,11,20,62,0,92,0,0,0,0,0,0,0,0,7,0,17,0,24,0,0,0,0,0,0,0,6,5,3,23,0,40,0,0,0,0,6,0,6,4,0,0,6,0
801091109,5,0,4,0,0,35,0,0,0,0,0,0,41,32,19,24,16,0,139,0,0,0,0,0,0,0,7,5,5,9,0,25,0,0,0,0,0,10,23,12,4,9,3,0,74,0,0,0,0,0,8,4,7,3,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,3,0,10,6,0,0,4,6,19,26,8,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,30,31,8,0,0,6,8,42,143,130,120,144,113,30,746,0,0,0,0,0,0,0,12,16,25,32,0,89,0,0,0,0,0,0,9,4,0,3,0,0,32,0,0,0,0,0,0,17,21,17,17,16,0,92,0,0,0,0,0,0,0,13,9,3,14,0,40,0,0,0,0,3,11,25,12,0,6,7,4,71,0,0,0,0,0,0,5,5,0,0,0,0
801091110,0,0,0,3,0,6,0,0,0,0,0,0,5,3,6,3,6,0,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,3,5,3,0,13,0,0,0,0,0,3,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,18,25,19,4,3,3,4,83,0,0,0,0,0,0,0,0,0,0,0,8,9,3,0,3,0,3,29,37,31,18,32,53,9,225,0,0,0,0,0,0,0,6,6,30,76,7,125,0,0,0,0,0,0,6,5,0,4,4,0,19,0,0,0,0,0,0,3,6,7,17,56,0,96,0,0,0,0,0,0,0,0,0,8,12,0,23,0,0,0,0,0,3,0,6,4,4,12,0,32,0,0,0,0,4,0,0,4,0,0,4,0
801101134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101135,5,6,3,3,0,24,0,0,0,0,0,0,17,16,16,10,11,0,70,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,0,0,0,9,8,0,3,0,0,24,0,0,0,0,3,0,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,4,4,9,14,3,3,0,4,0,56,0,0,0,0,0,0,0,0,0,0,0,9,9,8,0,0,3,7,16,67,51,67,108,87,10,419,0,0,0,0,0,0,11,19,33,71,129,6,268,0,0,0,0,0,3,6,4,4,0,3,0,22,0,0,0,0,0,0,14,17,29,48,63,0,185,0,0,0,0,0,0,4,9,14,13,20,0,51,0,0,0,0,0,10,30,22,4,6,23,0,94,0,0,0,0,0,0,4,8,0,3,0,0
801101136,0,0,0,4,0,8,0,0,0,0,0,0,7,11,4,13,12,0,38,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,4,0,0,6,0,21,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,6,0,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,3,3,11,4,0,0,0,5,26,26,26,62,89,3,253,0,0,0,0,0,0,4,6,13,49,128,3,207,0,0,0,0,0,0,0,3,0,0,5,0,9,0,0,0,0,0,0,4,9,8,17,46,4,85,0,0,0,0,0,0,0,3,0,12,9,0,25,0,0,0,0,0,3,12,12,5,8,21,0,52,0,0,0,0,0,0,0,0,0,0,5,0
801101137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101139,6,0,0,5,0,19,0,0,0,0,0,0,8,11,9,13,5,0,55,0,0,0,0,0,0,6,6,0,0,0,0,9,0,0,0,0,0,4,8,9,4,7,12,0,36,0,0,0,0,0,5,8,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,4,3,6,20,4,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,13,13,7,0,0,4,9,23,54,66,60,72,91,14,399,0,0,0,0,0,0,9,12,14,49,104,4,187,0,0,0,0,0,4,11,0,3,7,6,4,29,0,0,0,0,0,0,7,13,24,30,54,3,131,0,0,0,0,0,0,0,4,3,12,16,0,41,0,0,0,0,0,0,16,14,3,14,10,0,63,0,0,0,0,0,0,3,0,0,3,0,0
801101145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
