SA2_CODE_2021,C16_P_AdD_DL_15_19,C16_P_AdD_DL_20_24,C16_P_AdD_DL_25_34,C16_P_AdD_DL_35_44,C16_P_AdD_DL_45_54,C16_P_AdD_DL_55_64,C16_P_AdD_DL_65_74,C16_P_AdD_DL_75_84,C16_P_AdD_DL_85over,C16_P_AdD_DL_Tot,C16_P_CL_C_III_IV_15_19,C16_P_CL_C_III_IV_20_24,C16_P_CL_C_III_IV_25_34,C16_P_CL_C_III_IV_35_44,C16_P_CL_C_III_IV_45_54,C16_P_CL_C_III_IV_55_64,C16_P_CL_C_III_IV_65_74,C16_P_CL_C_III_IV_75_84,C16_P_CL_C_III_IV_85over,C16_P_CL_C_III_IV_Tot,C16_P_CL_C_I_II_15_19,C16_P_CL_C_I_II_20_24,C16_P_CL_C_I_II_25_34,C16_P_CL_C_I_II_35_44,C16_P_CL_C_I_II_45_54,C16_P_CL_C_I_II_55_64,C16_P_CL_C_I_II_65_74,C16_P_CL_C_I_II_75_84,C16_P_CL_C_I_II_85over,C16_P_CL_C_I_II_Tot,C16_P_CL_CL_nfd_15_19,C16_P_CL_CL_nfd_20_24,C16_P_CL_CL_nfd_25_34,C16_P_CL_CL_nfd_35_44,C16_P_CL_CL_nfd_45_54,C16_P_CL_CL_nfd_55_64,C16_P_CL_CL_nfd_65_74,C16_P_CL_CL_nfd_75_84,C16_P_CL_CL_nfd_85over,C16_P_CL_CL_nfd_Tot,C16_P_CL_Tot_15_19,C16_P_CL_Tot_20_24,C16_P_CL_Tot_25_34,C16_P_CL_Tot_35_44,C16_P_CL_Tot_45_54,C16_P_CL_Tot_55_64,C16_P_CL_Tot_65_74,C16_P_CL_Tot_75_84,C16_P_CL_Tot_85over,C16_P_CL_Tot_Tot,C16_P_LE_ID_15_19,C16_P_LE_ID_20_24,C16_P_LE_ID_25_34,C16_P_LE_ID_35_44,C16_P_LE_ID_45_54,C16_P_LE_ID_55_64,C16_P_LE_ID_65_74,C16_P_LE_ID_75_84,C16_P_LE_ID_85over,C16_P_LE_ID_Tot,C16_P_LE_NS_15_19,C16_P_LE_NS_20_24,C16_P_LE_NS_25_34,C16_P_LE_NS_35_44,C16_P_LE_NS_45_54,C16_P_LE_NS_55_64,C16_P_LE_NS_65_74,C16_P_LE_NS_75_84,C16_P_LE_NS_85over,C16_P_LE_NS_Tot,C16_P_Tot_15_19_yrs,C16_P_Tot_20_24_yrs,C16_P_Tot_25_34_yrs,C16_P_Tot_35_44_yrs,C16_P_Tot_45_54_yrs,C16_P_Tot_55_64_yrs,C16_P_Tot_65_74_yrs,C16_P_Tot_75_84_yrs,C16_P_Tot_85over,C16_P_Tot_Tot,C21_P_Post_Deg_15_19_yrs,C21_P_Post_Deg_20_24_yrs,C21_P_Post_Deg_25_34_yrs,C21_P_Post_Deg_35_44_yrs,C21_P_Post_Deg_45_54_yrs,C21_P_Post_Deg_55_64_yrs,C21_P_Post_Deg_65_74_yrs,C21_P_Post_Deg_75_84_yrs,C21_P_Post_Deg_85over,C21_P_Post_Deg_Tot,C21_P_GrDip_GrCe_15_19,C21_P_GrDip_GrCe_20_24,C21_P_GrDip_GrCe_25_34,C21_P_GrDip_GrCe_35_44,C21_P_GrDip_GrCe_45_54,C21_P_GrDip_GrCe_55_64,C21_P_GrDip_GrCe_65_74,C21_P_GrDip_GrCe_75_84,C21_P_GrDip_GrCe_85over,C21_P_GrDip_GrCe_Tot,C21_P_BD_15_19,C21_P_BD_20_24,C21_P_BD_25_34,C21_P_BD_35_44,C21_P_BD_45_54,C21_P_BD_55_64,C21_P_BD_65_74,C21_P_BD_75_84,C21_P_BD_85over,C21_P_BD_Tot,C21_P_AdD_DL_15_19,C21_P_AdD_DL_20_24,C21_P_AdD_DL_25_34,C21_P_AdD_DL_35_44,C21_P_AdD_DL_45_54,C21_P_AdD_DL_55_64,C21_P_AdD_DL_65_74,C21_P_AdD_DL_75_84,C21_P_AdD_DL_85over,C21_P_AdD_DL_Tot,C21_P_CL_C_III_IV_15_19,C21_P_CL_C_III_IV_20_24,C21_P_CL_C_III_IV_25_34,C21_P_CL_C_III_IV_35_44,C21_P_CL_C_III_IV_45_54,C21_P_CL_C_III_IV_55_64,C21_P_CL_C_III_IV_65_74,C21_P_CL_C_III_IV_75_84,C21_P_CL_C_III_IV_85over,C21_P_CL_C_III_IV_Tot,C21_P_CL_C_I_II_15_19,C21_P_CL_C_I_II_20_24,C21_P_CL_C_I_II_25_34,C21_P_CL_C_I_II_35_44,C21_P_CL_C_I_II_45_54,C21_P_CL_C_I_II_55_64,C21_P_CL_C_I_II_65_74,C21_P_CL_C_I_II_75_84,C21_P_CL_C_I_II_85over,C21_P_CL_C_I_II_Tot,C21_P_CL_CL_nfd_15_19,C21_P_CL_CL_nfd_20_24,C21_P_CL_CL_nfd_25_34,C21_P_CL_CL_nfd_35_44,C21_P_CL_CL_nfd_45_54,C21_P_CL_CL_nfd_55_64,C21_P_CL_CL_nfd_65_74,C21_P_CL_CL_nfd_75_84,C21_P_CL_CL_nfd_85over,C21_P_CL_CL_nfd_Tot,C21_P_CL_Tot_15_19,C21_P_CL_Tot_20_24,C21_P_CL_Tot_25_34,C21_P_CL_Tot_35_44,C21_P_CL_Tot_45_54,C21_P_CL_Tot_55_64,C21_P_CL_Tot_65_74,C21_P_CL_Tot_75_84,C21_P_CL_Tot_85over,C21_P_CL_Tot_Tot,C21_P_LE_ID_15_19,C21_P_LE_ID_20_24,C21_P_LE_ID_25_34,C21_P_LE_ID_35_44,C21_P_LE_ID_45_54,C21_P_LE_ID_55_64,C21_P_LE_ID_65_74,C21_P_LE_ID_75_84,C21_P_LE_ID_85over,C21_P_LE_ID_Tot,C21_P_LE_NS_15_19,C21_P_LE_NS_20_24,C21_P_LE_NS_25_34,C21_P_LE_NS_35_44,C21_P_LE_NS_45_54,C21_P_LE_NS_55_64,C21_P_LE_NS_65_74,C21_P_LE_NS_75_84,C21_P_LE_NS_85over,C21_P_LE_NS_Tot,C21_P_Tot_15_19_yrs,C21_P_Tot_20_24_yrs,C21_P_Tot_25_34_yrs,C21_P_Tot_35_44_yrs,C21_P_Tot_45_54_yrs,C21_P_Tot_55_64_yrs,C21_P_Tot_65_74_yrs,C21_P_Tot_75_84_yrs,C21_P_Tot_85over,C21_P_Tot_Tot
801081097,0,8,34,39,61,30,36,11,5,232,4,13,58,32,44,45,22,22,7,254,3,8,0,0,3,0,4,4,0,27,0,0,3,4,3,10,6,5,0,39,6,21,65,39,56,57,34,26,4,319,0,0,3,4,0,3,3,5,0,20,10,6,21,21,18,15,20,16,11,135,19,49,272,315,278,221,173,98,30,1452,0,0,43,86,58,35,28,12,4,268,0,0,18,33,19,16,20,11,0,111,0,18,122,129,100,49,56,30,8,520,0,10,18,39,62,38,31,16,3,218,0,29,59,48,43,41,14,25,5,265,0,0,4,0,0,0,0,0,0,12,0,0,0,6,8,3,9,5,0,40,7,31,61,52,55,49,24,31,5,316,0,4,4,6,0,0,3,0,0,18,3,7,25,28,12,11,17,21,5,125,12,73,288,365,313,195,175,121,31,1575
801081098,0,0,26,48,67,39,36,24,6,256,3,24,40,51,50,32,32,26,3,261,3,0,3,0,5,3,7,0,0,19,0,3,4,0,15,8,10,8,3,51,5,30,49,52,65,46,50,31,4,331,0,0,0,11,0,5,3,0,0,25,4,7,25,25,19,18,55,100,109,359,13,49,293,454,379,276,288,205,136,2096,0,3,82,151,110,59,68,29,0,508,0,0,22,44,51,17,30,12,0,182,0,37,160,190,145,108,81,56,23,792,0,12,17,57,69,41,37,34,9,279,10,21,53,38,54,35,17,22,8,259,3,5,0,0,5,0,6,0,0,19,0,6,4,3,7,10,8,16,3,52,15,28,56,46,63,40,39,36,10,326,0,0,0,0,0,0,5,7,0,12,7,4,17,21,12,17,43,80,78,276,13,80,359,507,448,292,307,251,119,2381
801081133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091099,0,11,54,45,36,22,15,9,0,192,3,17,47,38,36,29,19,23,4,208,0,3,8,3,3,0,0,0,0,17,0,0,0,4,13,12,7,6,0,39,3,18,54,46,44,42,31,21,4,265,0,0,0,0,3,0,6,6,3,23,3,15,33,20,17,9,14,17,4,132,11,63,380,294,255,186,131,88,18,1425,0,0,124,93,57,41,23,12,4,345,0,0,23,29,29,17,17,6,0,131,0,53,193,129,76,70,55,34,7,616,0,12,36,42,57,32,22,14,0,226,6,16,34,38,30,31,18,20,9,197,0,0,3,4,5,5,0,0,0,22,0,0,0,0,7,8,6,0,0,32,7,16,35,47,43,47,26,24,11,252,0,0,0,3,0,0,3,8,0,15,3,8,23,12,15,10,3,12,5,100,8,91,433,370,277,219,152,105,29,1684
801091100,0,14,46,59,72,55,39,35,12,333,5,31,37,42,72,46,25,37,18,306,0,4,3,0,4,0,0,0,3,17,0,0,4,0,13,20,12,17,3,76,13,33,41,47,84,62,39,52,25,400,0,0,3,4,10,6,8,12,4,41,12,7,28,37,34,33,35,34,24,249,26,125,443,620,680,519,339,245,81,3082,0,0,139,214,212,145,88,29,9,846,0,3,33,58,54,58,33,14,0,252,0,56,235,295,271,212,144,77,30,1316,0,22,38,64,57,82,57,42,21,370,3,29,43,53,66,54,25,28,13,319,10,8,5,0,5,0,3,4,0,26,3,0,0,13,5,11,16,13,9,68,18,40,47,65,78,63,46,48,22,421,0,0,0,3,3,4,5,5,3,22,5,4,24,27,27,21,17,26,13,170,22,127,515,720,701,587,382,249,102,3397
801091101,4,6,37,47,72,43,35,30,11,288,5,21,38,37,53,34,17,22,5,221,0,0,4,0,6,0,0,3,0,16,0,0,4,3,5,6,14,12,4,49,3,20,42,41,59,43,35,29,9,282,0,0,6,4,0,0,3,9,0,20,10,9,14,10,17,10,12,9,30,123,18,69,223,331,403,293,234,144,76,1790,0,0,56,113,99,78,48,39,11,454,0,0,9,40,41,37,22,17,3,166,0,32,112,143,158,112,82,84,26,754,0,16,31,48,70,55,43,37,27,316,4,18,36,47,36,47,19,25,16,249,5,3,5,4,0,0,0,3,0,20,0,0,0,4,6,9,11,15,12,49,12,23,39,59,45,56,25,41,27,320,0,0,4,3,0,4,0,3,0,20,12,3,23,8,20,16,25,32,38,184,19,83,281,409,437,351,243,254,133,2211
801091102,0,3,18,39,37,33,47,34,7,219,5,4,21,33,38,23,19,13,5,159,0,0,3,0,0,3,0,0,0,18,0,0,0,6,6,11,9,12,4,39,4,4,23,41,44,33,25,27,13,212,0,0,0,4,5,8,4,4,0,28,6,5,46,43,38,37,50,54,46,331,14,61,307,465,413,304,274,187,81,2117,0,5,76,196,115,83,52,43,13,578,0,0,13,29,48,25,19,9,0,148,0,34,143,193,156,108,101,68,21,827,4,6,23,49,37,44,30,29,8,238,0,22,21,23,37,27,17,24,9,178,6,0,8,3,4,3,8,4,0,31,0,0,0,5,5,3,6,3,8,36,8,23,28,34,46,35,27,28,15,243,0,0,4,10,0,4,0,0,4,25,3,10,26,28,25,23,30,35,6,197,11,75,315,543,434,323,264,219,75,2260
801091103,0,7,14,27,34,42,28,20,15,188,0,15,21,20,20,10,20,18,6,137,0,3,3,3,0,0,0,0,0,13,0,0,0,7,7,6,7,6,6,36,5,16,29,22,27,21,22,25,18,191,0,0,0,0,0,0,0,4,0,17,7,7,11,33,32,34,22,27,45,221,11,59,225,319,381,306,206,153,121,1788,0,4,69,118,125,94,49,24,21,502,0,3,11,37,30,34,31,12,0,162,0,44,117,162,126,122,91,54,38,754,0,9,29,23,33,36,29,26,19,203,3,10,23,27,22,26,16,14,10,158,5,0,0,0,0,4,0,0,0,10,0,0,0,3,9,10,3,4,5,35,9,6,31,35,34,34,26,22,16,207,0,0,3,0,4,0,0,0,3,13,3,4,14,15,21,8,22,15,36,130,5,73,271,389,373,330,243,152,136,1976
801091104,0,4,16,35,35,33,38,16,6,182,0,12,18,13,23,20,28,16,5,137,0,0,0,0,0,5,0,0,0,14,0,3,3,4,7,10,18,4,4,48,6,17,22,20,30,34,51,27,12,202,0,0,0,3,5,3,5,3,0,25,3,7,6,11,10,13,22,18,11,99,6,69,142,209,258,265,273,103,38,1364,0,0,33,74,66,83,69,28,4,372,0,0,9,23,22,23,33,13,0,112,0,28,101,82,81,107,69,51,6,536,0,0,8,25,21,39,40,23,4,156,0,10,19,21,25,34,25,22,6,156,4,4,0,0,0,3,4,0,5,23,0,0,3,4,11,3,11,4,0,40,5,20,20,28,34,41,39,26,8,220,0,0,0,6,3,4,4,6,0,23,6,5,7,11,16,17,13,14,10,82,9,44,182,240,244,311,267,157,33,1492
801091105,0,7,51,44,29,31,25,34,5,226,7,28,61,49,34,14,27,33,4,255,0,3,0,3,4,0,0,0,0,22,0,0,5,3,7,6,12,10,9,49,7,30,65,63,50,23,42,41,9,326,0,0,11,7,0,0,3,7,0,28,12,21,64,39,29,29,33,38,11,281,17,106,472,354,292,203,172,163,40,1819,0,0,146,133,97,59,30,15,4,479,0,6,30,37,27,26,11,8,0,141,0,45,197,135,105,67,56,39,11,656,0,31,61,62,40,24,14,27,12,274,0,26,50,25,37,33,14,20,16,220,8,3,10,0,4,0,0,4,4,32,0,5,0,4,8,4,5,11,3,41,11,31,57,33,48,38,20,32,15,291,0,0,3,0,0,4,3,6,4,19,6,11,35,19,20,17,18,20,16,158,13,118,533,416,340,236,147,148,59,2020
801091106,0,13,48,51,50,55,33,23,8,286,0,38,40,47,48,38,18,18,4,253,0,4,3,3,6,0,3,3,0,26,0,0,7,10,11,11,14,9,5,55,3,46,49,53,63,53,38,25,3,336,5,0,8,3,0,6,5,0,0,21,13,7,33,24,19,22,25,11,9,176,18,113,407,403,300,305,203,135,46,1930,0,0,116,116,72,42,33,34,6,421,0,0,23,29,36,29,24,13,3,152,0,43,221,184,111,105,82,45,19,814,0,20,47,49,63,56,27,23,6,298,6,19,49,46,39,51,21,26,4,255,5,7,6,0,3,5,0,0,0,22,0,0,0,12,12,7,8,7,0,43,14,26,54,50,50,57,33,28,9,320,0,0,3,0,0,0,0,5,4,16,6,8,35,34,7,13,24,10,4,143,20,102,500,469,341,314,221,163,48,2165
801091107,0,0,0,3,20,12,12,5,0,65,0,3,0,0,8,9,9,4,0,46,0,0,0,0,0,0,4,0,0,0,0,3,0,4,4,0,0,0,0,15,0,7,3,3,12,15,13,4,0,61,0,0,0,0,0,0,0,0,0,4,7,5,3,9,11,9,16,4,0,67,7,32,45,85,143,124,101,36,8,572,0,0,13,19,28,48,28,6,0,152,0,0,0,3,9,8,6,0,0,30,0,19,26,27,61,30,37,21,3,230,0,3,0,11,16,15,12,10,0,59,0,3,9,0,8,5,10,6,0,51,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,3,0,12,3,9,9,3,9,10,12,7,4,59,0,0,0,0,0,3,5,3,0,10,0,0,0,4,8,6,11,3,4,39,4,32,50,57,133,123,109,55,12,575
801091108,0,8,26,34,45,41,30,22,4,211,0,21,27,34,42,25,19,17,0,192,3,0,5,3,0,5,0,4,0,18,0,3,0,3,7,3,16,5,0,43,9,19,39,40,50,28,36,29,0,245,0,0,0,0,4,3,9,0,0,12,8,9,18,15,22,17,25,25,5,152,17,74,218,277,303,249,199,131,30,1497,0,0,45,69,76,59,45,12,0,314,0,0,16,34,36,27,18,11,0,129,0,37,111,115,111,86,64,47,11,582,0,6,23,34,53,47,35,25,3,233,4,16,23,31,44,45,11,18,4,208,3,0,0,0,0,0,4,3,0,12,0,7,0,4,3,8,5,7,0,36,5,21,32,33,51,56,18,30,5,256,0,0,0,0,0,3,0,0,4,11,3,8,12,11,15,14,22,14,10,102,16,75,234,299,343,294,202,138,38,1637
801091109,0,11,76,78,29,17,14,9,3,237,0,20,70,31,15,16,14,3,0,178,0,0,3,0,3,3,0,0,0,20,0,0,7,0,3,4,3,0,0,24,7,28,77,33,27,23,19,10,5,223,0,7,10,0,0,3,0,0,0,23,10,25,90,48,26,25,21,12,3,252,10,135,893,456,227,161,114,43,21,2060,0,5,429,226,87,36,29,14,0,831,0,15,111,44,28,35,13,12,0,245,0,152,738,307,133,86,53,18,5,1490,0,33,126,93,57,53,20,13,8,405,6,51,123,81,48,43,21,8,5,380,0,6,13,3,4,3,0,0,0,32,0,0,12,3,8,16,3,6,5,55,6,63,144,91,59,60,29,13,5,467,0,0,7,3,5,0,0,0,0,29,6,30,105,35,33,22,18,10,0,253,10,294,1651,800,405,283,164,84,22,3717
801091110,0,5,25,22,57,27,22,23,0,186,3,7,26,32,38,20,20,15,3,169,0,0,4,3,6,5,0,0,0,18,0,5,0,4,0,3,3,0,0,21,3,15,29,42,46,29,24,14,6,212,0,0,0,0,0,0,3,3,5,10,6,0,11,10,10,8,27,17,6,99,10,51,161,259,283,190,141,87,25,1203,0,0,32,80,67,40,15,7,0,245,0,5,9,19,25,18,13,4,4,96,0,24,86,123,93,82,54,37,7,514,0,4,25,31,42,26,24,9,0,163,3,17,26,37,46,29,11,20,5,193,8,0,4,6,0,0,0,0,0,17,0,5,3,3,13,3,10,6,0,42,10,28,31,45,57,29,24,28,5,257,0,0,0,0,0,0,6,0,0,10,4,17,18,6,9,14,11,8,4,98,12,75,200,315,295,215,142,100,24,1380
801101134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,4,0,0,4
801101135,0,4,52,40,23,3,5,6,0,132,4,16,43,27,8,5,3,0,0,119,0,3,7,5,0,0,0,0,0,14,0,0,8,0,6,5,3,0,0,24,4,19,52,37,19,11,8,4,0,157,0,0,6,6,0,0,0,0,0,12,11,13,38,26,18,8,3,0,0,117,15,75,378,337,137,60,37,14,0,1046,0,9,243,285,121,30,15,0,0,704,0,7,47,43,29,14,11,0,0,145,0,91,499,346,122,41,21,11,0,1136,0,19,96,129,53,30,11,11,5,350,6,38,109,73,43,24,5,0,0,292,3,3,8,5,0,3,0,0,0,19,7,0,0,7,9,6,0,0,0,33,13,46,115,85,42,31,12,0,0,344,0,0,8,7,0,0,0,0,0,23,12,14,68,30,23,14,14,0,0,166,24,181,1077,933,393,154,79,22,5,2872
801101136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,207,62,25,8,6,0,451,0,0,34,42,18,7,0,0,0,104,0,48,268,229,68,28,11,5,0,655,0,9,57,56,27,15,8,3,0,177,4,25,51,39,28,10,7,0,0,159,0,0,4,3,0,0,0,0,0,9,0,0,7,3,5,0,0,0,0,24,4,29,62,43,33,18,4,0,0,189,0,0,5,8,0,0,0,0,0,12,7,9,21,24,13,8,0,0,0,72,6,93,581,607,223,97,35,10,0,1656
801101137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101139,0,10,89,51,39,19,7,0,0,205,6,28,82,28,21,21,5,0,0,192,0,11,10,0,0,0,0,0,0,16,0,0,3,8,3,7,4,0,0,21,7,38,90,37,26,28,8,0,0,234,0,5,7,4,0,6,0,0,0,23,6,19,89,36,19,16,3,9,0,197,8,143,784,452,206,119,54,17,0,1781,0,8,203,216,90,29,14,0,0,563,0,3,43,38,25,17,7,0,0,124,0,61,388,322,113,56,29,10,0,977,3,26,70,78,49,27,21,0,0,269,9,38,89,54,45,28,16,0,4,274,4,11,3,3,3,5,3,0,0,28,0,0,3,10,5,6,3,5,0,30,8,49,104,62,47,32,16,9,3,331,0,3,6,6,0,0,3,0,0,22,0,17,67,27,10,14,11,6,0,143,16,163,872,744,338,182,96,20,5,2431
801101145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4
801101146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4
801111140,0,0,7,20,19,13,3,0,0,58,0,14,31,22,17,11,8,0,0,94,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,14,32,23,16,12,8,0,0,97,0,0,0,0,0,0,0,0,0,4,11,0,8,13,5,4,0,0,0,46,11,11,78,94,58,40,16,0,5,317,0,0,4,6,7,7,8,0,0,25,0,0,0,10,3,9,3,0,0,20,0,7,19,34,17,8,7,3,0,89,0,0,16,18,13,13,0,0,0,60,0,4,20,18,15,16,6,0,0,78,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,6,0,6,21,23,19,14,5,0,0,89,0,0,0,0,0,0,0,0,0,0,4,0,5,3,4,8,6,0,0,34,0,13,64,87,62,58,26,3,0,315
801111141,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,7,4,3,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,4,0,0,0,16,5,0,9,0,9,6,0,0,0,39
897979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899999499,0,0,5,15,4,4,3,0,0,32,0,8,12,10,6,9,4,0,0,52,5,4,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,5,9,8,9,15,6,8,4,0,0,64,0,0,0,0,0,0,0,0,0,4,12,13,11,29,21,19,3,0,0,114,19,40,70,71,53,62,17,0,0,337,0,0,13,6,9,8,0,0,0,36,0,0,0,5,0,4,0,0,0,10,0,11,23,13,6,11,4,0,0,69,0,3,9,3,6,4,3,0,0,36,3,11,15,13,10,13,6,0,0,68,0,3,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,8,13,16,20,13,11,6,4,0,78,0,0,0,0,0,0,0,0,0,4,0,12,17,35,25,24,17,5,0,136,8,40,80,77,58,64,24,8,4,368
