SA2_CODE_2021,C16_P_AdD_DL_15_19,C16_P_AdD_DL_20_24,C16_P_AdD_DL_25_34,C16_P_AdD_DL_35_44,C16_P_AdD_DL_45_54,C16_P_AdD_DL_55_64,C16_P_AdD_DL_65_74,C16_P_AdD_DL_75_84,C16_P_AdD_DL_85over,C16_P_AdD_DL_Tot,C16_P_CL_C_III_IV_15_19,C16_P_CL_C_III_IV_20_24,C16_P_CL_C_III_IV_25_34,C16_P_CL_C_III_IV_35_44,C16_P_CL_C_III_IV_45_54,C16_P_CL_C_III_IV_55_64,C16_P_CL_C_III_IV_65_74,C16_P_CL_C_III_IV_75_84,C16_P_CL_C_III_IV_85over,C16_P_CL_C_III_IV_Tot,C16_P_CL_C_I_II_15_19,C16_P_CL_C_I_II_20_24,C16_P_CL_C_I_II_25_34,C16_P_CL_C_I_II_35_44,C16_P_CL_C_I_II_45_54,C16_P_CL_C_I_II_55_64,C16_P_CL_C_I_II_65_74,C16_P_CL_C_I_II_75_84,C16_P_CL_C_I_II_85over,C16_P_CL_C_I_II_Tot,C16_P_CL_CL_nfd_15_19,C16_P_CL_CL_nfd_20_24,C16_P_CL_CL_nfd_25_34,C16_P_CL_CL_nfd_35_44,C16_P_CL_CL_nfd_45_54,C16_P_CL_CL_nfd_55_64,C16_P_CL_CL_nfd_65_74,C16_P_CL_CL_nfd_75_84,C16_P_CL_CL_nfd_85over,C16_P_CL_CL_nfd_Tot,C16_P_CL_Tot_15_19,C16_P_CL_Tot_20_24,C16_P_CL_Tot_25_34,C16_P_CL_Tot_35_44,C16_P_CL_Tot_45_54,C16_P_CL_Tot_55_64,C16_P_CL_Tot_65_74,C16_P_CL_Tot_75_84,C16_P_CL_Tot_85over,C16_P_CL_Tot_Tot,C16_P_LE_ID_15_19,C16_P_LE_ID_20_24,C16_P_LE_ID_25_34,C16_P_LE_ID_35_44,C16_P_LE_ID_45_54,C16_P_LE_ID_55_64,C16_P_LE_ID_65_74,C16_P_LE_ID_75_84,C16_P_LE_ID_85over,C16_P_LE_ID_Tot,C16_P_LE_NS_15_19,C16_P_LE_NS_20_24,C16_P_LE_NS_25_34,C16_P_LE_NS_35_44,C16_P_LE_NS_45_54,C16_P_LE_NS_55_64,C16_P_LE_NS_65_74,C16_P_LE_NS_75_84,C16_P_LE_NS_85over,C16_P_LE_NS_Tot,C16_P_Tot_15_19_yrs,C16_P_Tot_20_24_yrs,C16_P_Tot_25_34_yrs,C16_P_Tot_35_44_yrs,C16_P_Tot_45_54_yrs,C16_P_Tot_55_64_yrs,C16_P_Tot_65_74_yrs,C16_P_Tot_75_84_yrs,C16_P_Tot_85over,C16_P_Tot_Tot,C21_P_Post_Deg_15_19_yrs,C21_P_Post_Deg_20_24_yrs,C21_P_Post_Deg_25_34_yrs,C21_P_Post_Deg_35_44_yrs,C21_P_Post_Deg_45_54_yrs,C21_P_Post_Deg_55_64_yrs,C21_P_Post_Deg_65_74_yrs,C21_P_Post_Deg_75_84_yrs,C21_P_Post_Deg_85over,C21_P_Post_Deg_Tot,C21_P_GrDip_GrCe_15_19,C21_P_GrDip_GrCe_20_24,C21_P_GrDip_GrCe_25_34,C21_P_GrDip_GrCe_35_44,C21_P_GrDip_GrCe_45_54,C21_P_GrDip_GrCe_55_64,C21_P_GrDip_GrCe_65_74,C21_P_GrDip_GrCe_75_84,C21_P_GrDip_GrCe_85over,C21_P_GrDip_GrCe_Tot,C21_P_BD_15_19,C21_P_BD_20_24,C21_P_BD_25_34,C21_P_BD_35_44,C21_P_BD_45_54,C21_P_BD_55_64,C21_P_BD_65_74,C21_P_BD_75_84,C21_P_BD_85over,C21_P_BD_Tot,C21_P_AdD_DL_15_19,C21_P_AdD_DL_20_24,C21_P_AdD_DL_25_34,C21_P_AdD_DL_35_44,C21_P_AdD_DL_45_54,C21_P_AdD_DL_55_64,C21_P_AdD_DL_65_74,C21_P_AdD_DL_75_84,C21_P_AdD_DL_85over,C21_P_AdD_DL_Tot,C21_P_CL_C_III_IV_15_19,C21_P_CL_C_III_IV_20_24,C21_P_CL_C_III_IV_25_34,C21_P_CL_C_III_IV_35_44,C21_P_CL_C_III_IV_45_54,C21_P_CL_C_III_IV_55_64,C21_P_CL_C_III_IV_65_74,C21_P_CL_C_III_IV_75_84,C21_P_CL_C_III_IV_85over,C21_P_CL_C_III_IV_Tot,C21_P_CL_C_I_II_15_19,C21_P_CL_C_I_II_20_24,C21_P_CL_C_I_II_25_34,C21_P_CL_C_I_II_35_44,C21_P_CL_C_I_II_45_54,C21_P_CL_C_I_II_55_64,C21_P_CL_C_I_II_65_74,C21_P_CL_C_I_II_75_84,C21_P_CL_C_I_II_85over,C21_P_CL_C_I_II_Tot,C21_P_CL_CL_nfd_15_19,C21_P_CL_CL_nfd_20_24,C21_P_CL_CL_nfd_25_34,C21_P_CL_CL_nfd_35_44,C21_P_CL_CL_nfd_45_54,C21_P_CL_CL_nfd_55_64,C21_P_CL_CL_nfd_65_74,C21_P_CL_CL_nfd_75_84,C21_P_CL_CL_nfd_85over,C21_P_CL_CL_nfd_Tot,C21_P_CL_Tot_15_19,C21_P_CL_Tot_20_24,C21_P_CL_Tot_25_34,C21_P_CL_Tot_35_44,C21_P_CL_Tot_45_54,C21_P_CL_Tot_55_64,C21_P_CL_Tot_65_74,C21_P_CL_Tot_75_84,C21_P_CL_Tot_85over,C21_P_CL_Tot_Tot,C21_P_LE_ID_15_19,C21_P_LE_ID_20_24,C21_P_LE_ID_25_34,C21_P_LE_ID_35_44,C21_P_LE_ID_45_54,C21_P_LE_ID_55_64,C21_P_LE_ID_65_74,C21_P_LE_ID_75_84,C21_P_LE_ID_85over,C21_P_LE_ID_Tot,C21_P_LE_NS_15_19,C21_P_LE_NS_20_24,C21_P_LE_NS_25_34,C21_P_LE_NS_35_44,C21_P_LE_NS_45_54,C21_P_LE_NS_55_64,C21_P_LE_NS_65_74,C21_P_LE_NS_75_84,C21_P_LE_NS_85over,C21_P_LE_NS_Tot,C21_P_Tot_15_19_yrs,C21_P_Tot_20_24_yrs,C21_P_Tot_25_34_yrs,C21_P_Tot_35_44_yrs,C21_P_Tot_45_54_yrs,C21_P_Tot_55_64_yrs,C21_P_Tot_65_74_yrs,C21_P_Tot_75_84_yrs,C21_P_Tot_85over,C21_P_Tot_Tot
801051050,0,12,39,54,55,56,26,30,13,294,5,25,51,43,50,46,36,15,10,288,3,6,3,0,0,0,0,0,3,19,0,0,0,5,12,12,6,5,4,45,8,35,55,55,61,58,36,24,16,350,0,0,3,0,3,3,5,4,5,33,28,17,32,40,54,45,37,54,62,363,35,142,520,602,645,514,276,190,139,3063,0,3,125,228,208,169,102,35,18,896,0,3,34,67,69,53,58,14,6,303,0,88,257,222,221,191,136,67,43,1218,0,11,24,43,62,50,44,31,17,285,9,26,42,47,52,35,28,22,12,267,4,5,5,0,3,0,0,0,0,26,0,0,0,5,7,15,10,9,4,50,15,32,45,56,59,59,37,36,19,355,0,0,4,3,0,5,3,6,6,30,11,12,24,25,30,40,31,38,61,277,27,150,509,640,653,565,408,233,171,3361
801051051,0,26,110,51,44,17,26,6,3,284,6,58,103,35,31,17,9,3,3,253,6,8,8,5,3,4,4,0,0,33,0,10,6,3,9,5,4,5,0,44,16,71,118,41,37,26,9,8,4,335,0,10,12,0,4,0,0,6,0,32,38,101,232,87,60,27,19,21,7,586,54,504,1920,563,364,231,143,61,21,3863,0,49,694,347,138,99,58,26,0,1403,0,14,176,73,36,28,28,9,0,369,0,451,1087,312,125,92,54,27,8,2152,0,22,119,79,43,38,21,5,5,337,0,52,127,59,28,28,9,6,3,306,6,7,6,3,0,8,0,0,0,27,0,5,11,4,5,13,7,6,0,52,6,65,140,69,38,39,10,17,4,390,0,8,13,9,3,5,0,0,0,45,7,58,161,53,28,23,17,6,8,363,11,665,2390,949,408,318,198,89,26,5058
801051053,11,44,46,27,25,13,10,3,0,184,14,20,27,13,12,7,8,0,4,103,6,4,6,0,0,0,0,0,0,16,7,3,0,6,6,5,3,0,0,27,25,33,36,16,16,14,6,0,4,151,11,11,6,0,0,0,6,0,0,40,19,87,147,52,46,34,26,4,6,422,72,555,1023,302,219,179,89,23,15,2483,0,38,493,158,106,71,47,11,0,925,0,0,71,31,23,16,15,4,4,161,0,350,541,169,86,72,44,24,5,1284,11,45,40,41,36,35,18,7,0,215,19,19,57,28,28,22,14,3,0,190,7,5,3,0,0,0,0,0,0,21,0,3,3,3,6,0,3,0,0,26,33,25,68,31,35,22,18,3,0,238,4,12,6,0,7,3,4,0,0,37,117,200,138,48,23,26,8,7,6,573,165,672,1347,482,304,244,150,53,14,3428
801051054,0,6,31,19,16,8,8,4,4,105,4,22,29,21,21,8,6,10,4,134,0,4,0,3,3,0,0,0,0,16,0,0,6,6,0,5,3,0,0,20,4,24,32,27,23,17,13,12,7,162,0,0,4,0,0,0,3,0,0,8,15,15,39,22,21,11,16,16,7,150,19,157,459,263,184,119,75,45,24,1340,0,6,242,155,98,58,22,14,0,599,0,9,52,37,17,19,9,0,0,151,0,197,383,149,97,66,31,13,0,934,0,18,40,36,34,29,9,5,0,169,6,22,62,27,23,23,6,4,7,173,0,0,6,7,0,0,0,0,0,12,0,5,3,4,3,7,5,3,0,24,6,30,64,33,25,28,10,9,4,207,0,0,5,0,0,0,0,3,0,16,3,27,44,19,8,12,9,4,0,127,11,286,837,430,281,216,92,44,13,2201
801051055,0,13,50,46,43,35,17,9,3,223,11,40,59,48,50,22,11,23,10,275,4,3,4,3,5,0,3,0,0,26,0,3,3,3,18,7,4,3,0,46,11,49,68,57,64,33,23,31,10,348,0,0,5,3,3,0,0,0,0,21,12,29,47,34,21,29,17,30,13,230,25,181,532,481,380,242,144,95,35,2116,0,6,162,247,118,61,48,21,8,670,0,4,57,47,33,25,14,10,0,183,0,106,287,227,159,96,84,17,5,981,0,11,37,58,52,37,18,18,5,234,8,35,57,49,56,28,29,18,12,285,6,4,6,7,0,3,6,0,0,30,0,3,10,9,0,12,5,9,4,41,15,37,70,63,55,43,32,28,11,354,0,0,3,3,3,0,0,0,0,14,3,22,34,33,21,23,19,17,9,175,18,185,645,675,438,282,212,103,36,2610
801051056,0,6,22,31,37,20,17,10,7,149,6,9,27,27,37,24,9,17,3,159,0,6,3,5,0,0,0,0,0,18,0,0,5,7,8,8,5,3,0,38,6,19,32,43,52,25,12,23,7,215,0,0,0,6,9,0,0,0,0,13,6,12,15,31,25,8,17,28,10,149,16,65,291,414,402,259,165,112,44,1770,0,0,58,156,157,88,55,19,7,538,0,0,12,43,56,37,33,8,0,180,0,40,138,155,155,114,69,33,7,716,0,5,16,30,34,29,16,12,11,158,0,9,31,32,28,26,20,11,9,170,0,0,0,3,0,0,4,0,0,14,0,0,3,4,3,6,5,3,4,33,3,15,41,39,35,36,26,14,11,220,0,0,0,7,0,4,0,5,0,11,4,7,15,21,23,15,9,9,12,111,7,59,289,441,454,321,206,108,43,1934
801051057,4,20,71,46,63,42,24,13,14,294,0,35,83,45,47,48,32,20,14,316,0,3,5,3,6,0,0,3,4,25,3,3,0,8,9,13,11,6,3,62,5,35,93,58,60,65,45,26,20,408,0,0,3,0,3,4,3,0,4,20,8,30,107,72,31,49,48,41,38,422,18,286,1046,624,468,397,244,142,92,3329,0,16,351,266,182,115,67,26,10,1034,0,6,75,46,50,49,37,10,3,276,0,185,545,266,165,133,91,40,13,1438,3,29,66,55,60,44,36,25,9,330,9,29,77,44,47,48,36,14,13,312,8,8,10,0,6,3,6,0,4,48,0,8,5,9,6,7,9,12,5,58,19,45,95,53,61,59,46,22,21,415,0,5,3,9,0,5,3,3,5,29,0,20,83,47,28,17,32,55,75,361,22,305,1218,747,541,410,315,187,133,3878
801051058,0,17,39,50,57,48,33,12,13,256,6,43,53,32,39,34,20,15,12,258,4,5,7,9,0,0,0,0,0,26,0,4,0,11,3,4,10,3,3,42,7,49,57,49,51,40,36,22,15,325,0,3,4,0,4,3,4,0,0,23,13,38,66,45,42,38,35,22,20,312,25,285,790,635,648,532,310,99,60,3383,0,14,215,239,250,181,140,39,16,1093,0,6,51,46,72,69,44,8,0,296,0,202,390,213,272,207,143,43,11,1484,0,19,38,46,79,54,34,15,6,297,6,28,63,46,49,43,21,11,11,281,5,8,9,6,4,3,0,3,0,36,3,5,7,8,12,14,13,8,5,60,12,38,78,51,57,55,37,29,18,368,0,0,7,5,0,3,6,3,0,26,9,24,43,29,25,25,20,9,11,195,20,304,829,635,765,592,417,148,61,3765
801051060,0,26,50,27,37,35,17,3,0,192,0,22,52,20,16,19,7,0,0,138,0,6,0,3,0,0,0,0,0,18,0,0,3,6,4,10,7,0,4,37,0,33,59,27,22,24,13,9,4,190,0,3,7,6,0,0,0,0,0,25,15,80,136,65,49,41,27,15,3,433,20,362,1190,479,301,272,195,63,34,2910,0,20,401,240,136,76,70,37,9,997,0,11,93,37,34,22,34,3,0,233,0,309,636,217,101,88,69,29,15,1471,0,17,46,34,31,40,23,11,4,210,0,26,59,28,24,14,10,3,3,161,0,8,3,6,0,0,0,0,0,18,0,0,4,6,6,10,9,0,0,36,0,34,62,39,32,23,21,4,3,215,0,5,4,0,0,3,5,0,0,20,4,19,46,32,24,10,18,6,4,162,6,418,1295,604,363,263,234,95,27,3304
801051061,0,23,103,89,69,48,18,23,3,370,15,52,99,80,66,46,19,15,5,402,0,5,6,5,3,0,0,0,0,22,0,0,10,17,11,10,15,3,0,63,19,56,108,105,80,56,36,24,4,489,0,3,3,3,0,5,5,0,0,27,11,23,82,64,54,26,26,30,17,329,37,224,1005,901,628,394,194,115,37,3536,0,7,290,368,251,131,66,10,4,1132,0,4,73,87,83,51,39,7,0,338,0,113,477,408,229,153,86,43,15,1526,5,23,94,91,87,51,32,19,5,414,7,40,118,91,76,62,18,18,10,432,0,4,5,5,6,0,0,0,0,27,8,3,6,12,11,10,4,6,0,47,9,46,130,103,88,69,31,23,7,511,0,0,3,7,3,3,0,0,0,23,11,27,51,54,29,27,22,21,4,248,26,230,1120,1124,765,487,280,127,40,4193
801051123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051124,0,4,28,28,47,34,20,17,13,197,0,17,26,21,31,20,9,5,3,134,0,6,0,0,0,3,0,0,0,12,0,0,5,5,7,7,7,0,5,40,0,17,30,27,43,31,19,11,8,183,0,0,0,0,0,0,10,3,4,18,5,13,31,30,47,32,30,23,31,237,9,113,390,367,427,352,246,127,92,2109,0,3,205,187,205,147,102,45,10,910,0,5,53,36,66,58,45,17,0,270,0,157,322,181,164,167,133,60,14,1197,0,8,37,35,50,62,32,19,8,256,9,31,45,26,33,28,21,6,14,212,3,0,5,0,0,3,0,0,0,12,0,3,3,0,9,8,10,4,0,42,8,37,52,29,44,39,31,11,15,268,3,0,5,3,0,0,4,3,4,19,10,32,55,36,45,30,26,20,18,279,28,247,725,514,572,503,370,180,77,3203
801051125,6,17,27,18,7,3,0,0,0,77,18,71,49,11,7,0,0,0,0,161,17,16,0,0,0,0,0,0,0,33,0,3,0,0,0,0,0,0,0,6,37,91,54,10,9,0,0,0,0,203,0,4,5,0,0,0,0,0,0,10,14,51,33,11,9,3,0,0,0,121,54,301,242,81,43,8,0,0,0,732,0,5,28,22,8,10,0,0,0,64,0,0,3,5,0,0,0,0,0,12,0,90,72,13,4,0,0,0,0,182,5,24,20,23,13,0,0,0,0,92,29,43,31,7,8,4,0,0,0,117,10,18,6,3,0,0,0,0,0,39,0,6,3,0,0,0,0,0,0,8,35,71,40,13,6,4,0,0,0,166,0,3,0,0,0,0,0,0,0,0,78,181,74,16,3,5,0,0,0,353,120,374,234,99,33,12,0,0,0,870
801051126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051127,0,9,18,17,21,10,17,8,0,93,0,11,22,10,17,15,7,0,4,85,0,0,3,0,0,0,0,0,0,10,0,0,0,3,3,4,4,0,0,25,0,11,26,16,24,22,15,0,4,117,0,0,0,0,0,0,3,0,0,11,7,18,37,26,30,29,30,14,0,187,14,91,271,163,193,172,144,42,12,1091,0,6,77,57,44,46,38,16,5,291,0,0,15,8,16,26,17,3,4,87,0,58,115,36,37,70,51,31,3,396,0,6,28,9,7,19,21,10,4,106,0,3,16,7,15,12,4,0,0,62,0,3,4,0,4,0,0,0,0,17,0,0,0,4,0,0,3,5,0,12,0,12,18,11,14,10,13,3,0,95,0,0,0,0,0,0,0,0,0,0,3,14,23,19,20,16,16,5,0,114,11,94,274,149,144,187,154,79,13,1100
801051128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061062,3,4,11,34,37,25,44,17,8,180,8,3,15,16,26,14,7,10,6,94,0,0,0,0,4,0,0,0,4,10,0,3,0,3,9,9,8,6,3,38,7,6,15,21,32,17,16,18,7,142,0,0,0,8,8,3,4,7,8,31,6,3,6,16,18,15,27,26,16,130,17,55,189,328,391,298,252,139,88,1758,0,4,55,123,137,81,73,41,18,539,0,0,4,25,30,41,26,10,0,135,0,44,111,153,147,128,118,67,34,807,0,0,19,31,41,32,46,30,15,216,5,16,17,19,17,21,16,10,4,117,0,0,0,0,0,0,0,0,0,10,0,0,0,4,5,0,9,7,4,34,3,16,17,23,20,23,23,24,9,155,0,0,0,0,3,0,5,3,0,17,12,15,21,9,27,18,21,18,11,148,17,86,230,359,406,330,311,188,92,2016
