SA2_CODE_2021,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_Tot,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5,C16_SH_Tot_NPFH_6_mor,C16_SH_Tot_Tot,C16_SDRTHT_0b_s_a_b_NPFH_2,C16_SDRTHT_0b_s_a_b_NPFH_3,C16_SDRTHT_0b_s_a_b_NPFH_4,C16_SDRTHT_0b_s_a_b_NPFH_5,C16_SDRTHT_0b_s_a_b_NPFH_6mor,C16_SDRTHT_0b_s_a_b_Tot,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_Tot,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_Tot_Tot,C16_F_a_0b_s_a_b_NPFH_2,C16_F_a_0b_s_a_b_NPFH_3,C16_F_a_0b_s_a_b_NPFH_4,C16_F_a_0b_s_a_b_NPFH_5,C16_F_a_0b_s_a_b_NPFH_6_mor,C16_F_a_0b_s_a_b_Tot,C16_F_a_1b_NPFH_2,C16_F_a_1b_NPFH_3,C16_F_a_1b_NPFH_4,C16_F_a_1b_NPFH_5,C16_F_a_1b_NPFH_6_mor,C16_F_a_1b_Tot,C16_F_a_2b_NPFH_2,C16_F_a_2b_NPFH_3,C16_F_a_2b_NPFH_4,C16_F_a_2b_NPFH_5,C16_F_a_2b_NPFH_6_mor,C16_F_a_2b_Tot,C16_F_a_3b_NPFH_2,C16_F_a_3b_NPFH_3,C16_F_a_3b_NPFH_4,C16_F_a_3b_NPFH_5,C16_F_a_3b_NPFH_6_mor,C16_F_a_3b_Tot,C16_F_a_4mb_NPFH_2,C16_F_a_4mb_NPFH_3,C16_F_a_4mb_NPFH_4,C16_F_a_4mb_NPFH_5,C16_F_a_4mb_NPFH_6_mor,C16_F_a_4mb_Tot,C16_F_a_NB_NS_NPFH_2,C16_F_a_NB_NS_NPFH_3,C16_F_a_NB_NS_NPFH_4,C16_F_a_NB_NS_NPFH_5,C16_F_a_NB_NS_NPFH_6_mor,C16_F_a_NB_NS_Tot,C16_F_a_Tot_NPFH_2,C16_F_a_Tot_NPFH_3,C16_F_a_Tot_NPFH_4,C16_F_a_Tot_NPFH_5,C16_F_a_Tot_NPFH_6_mor,C16_F_a_Tot_Tot,C16_OD_0b_s_a_b_NPFH_2,C16_OD_0b_s_a_b_NPFH_3,C16_OD_0b_s_a_b_NPFH_4,C16_OD_0b_s_a_b_NPFH_5,C16_OD_0b_s_a_b_NPFH_6_mor,C16_OD_0b_s_a_b_Tot,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_Tot,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_Tot_Tot,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_Tot,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_Tot_Tot,C21_SH_0b_s_a_b_NPFH_2,C21_SH_0b_s_a_b_NPFH_3,C21_SH_0b_s_a_b_NPFH_4,C21_SH_0b_s_a_b_NPFH_5,C21_SH_0b_s_a_b_NPFH_6_mor,C21_SH_0b_s_a_b_Tot,C21_SH_1b_NPFH_2,C21_SH_1b_NPFH_3,C21_SH_1b_NPFH_4,C21_SH_1b_NPFH_5,C21_SH_1b_NPFH_6_mor,C21_SH_1b_Tot,C21_SH_2b_NPFH_2,C21_SH_2b_NPFH_3,C21_SH_2b_NPFH_4,C21_SH_2b_NPFH_5,C21_SH_2b_NPFH_6_mor,C21_SH_2b_Tot,C21_SH_3b_NPFH_2,C21_SH_3b_NPFH_3,C21_SH_3b_NPFH_4,C21_SH_3b_NPFH_5,C21_SH_3b_NPFH_6_mor,C21_SH_3b_Tot,C21_SH_4mb_NPFH_2,C21_SH_4mb_NPFH_3,C21_SH_4mb_NPFH_4,C21_SH_4mb_NPFH_5,C21_SH_4mb_NPFH_6_mor,C21_SH_4mb_Tot,C21_SH_NB_NS_NPFH_2,C21_SH_NB_NS_NPFH_3,C21_SH_NB_NS_NPFH_4,C21_SH_NB_NS_NPFH_5,C21_SH_NB_NS_NPFH_6_mor,C21_SH_NB_NS_Tot,C21_SH_Tot_NPFH_2,C21_SH_Tot_NPFH_3,C21_SH_Tot_NPFH_4,C21_SH_Tot_NPFH_5
801071090,198,41,10,874,413,190,259,125,67,1048,4,6,9,5,0,21,856,404,466,174,85,1981,0,0,0,0,0,0,8,0,0,0,0,8,33,14,6,0,0,56,6,8,0,0,0,21,0,0,0,0,0,3,0,0,0,0,0,5,56,23,12,4,0,92,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,918,433,476,178,83,2083,0,0,0,0,0,0,5,0,0,0,0,9,15,9,0,0,0,20,394,219,177,62,14,865,440,216,295,144,71,1159,0,0,0,3,0,9,855,445,481,203
801071132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801081091,24,8,0,132,199,124,158,78,26,584,4,0,0,0,0,3,282,152,184,83,26,728,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,14,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,156,191,83,26,760,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,71,21,24,10,0,124,254,128,173,81,20,651,0,0,0,0,0,5,334,153,203,89
801081092,63,23,7,304,149,99,142,60,22,470,3,0,0,0,0,12,307,172,207,79,31,799,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,19,4,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,29,4,4,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,179,218,83,28,857,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,147,64,67,11,3,298,181,109,167,75,28,560,4,3,3,0,0,9,343,182,241,82
801081093,73,11,0,307,110,83,109,56,25,382,0,0,0,0,0,7,287,142,189,70,29,715,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,21,9,7,5,0,0,18,0,0,3,0,0,5,0,0,0,0,0,0,29,9,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,153,192,70,29,765,0,0,0,0,0,0,4,0,0,0,0,4,11,5,4,0,0,28,151,75,67,15,3,305,139,72,131,77,20,440,0,3,0,0,0,10,305,154,200,89
801081094,59,15,5,269,122,53,91,43,16,323,5,0,0,0,0,5,286,103,149,55,19,613,0,0,0,0,0,0,0,0,0,0,0,0,25,11,4,0,0,30,40,13,6,6,0,59,0,0,0,0,0,0,0,0,0,0,0,0,59,21,3,6,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,0,0,0,7,0,0,3,0,4,9,0,0,0,0,0,0,12,3,3,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,6,4,8,0,0,11,0,0,0,0,0,0,359,122,164,58,24,732,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,15,145,55,50,14,0,263,132,72,114,43,10,379,5,0,0,0,0,5,291,135,162,55
801081095,81,30,10,447,108,67,87,42,11,318,4,0,0,0,0,4,360,168,170,72,25,795,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,0,0,20,15,13,9,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,40,13,9,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,187,175,74,25,854,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,20,218,107,114,22,3,461,138,66,94,52,18,373,0,0,3,0,0,6,367,176,211,80
801081096,28,9,6,156,123,55,82,32,19,313,5,0,0,0,0,5,216,90,113,41,19,481,0,0,0,0,0,0,3,0,0,0,0,3,12,6,0,0,0,17,17,8,6,3,0,37,3,0,3,5,0,14,0,0,0,0,0,0,40,14,13,9,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,103,123,46,20,552,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,92,30,16,13,6,160,121,67,88,43,19,343,4,0,0,0,0,4,213,103,111,59
801081097,64,10,6,292,90,61,84,29,15,276,3,0,0,0,0,8,249,136,145,42,20,594,0,0,0,0,0,0,0,0,0,0,0,0,28,8,4,3,0,41,17,11,4,0,0,35,0,0,3,0,0,3,0,3,0,0,0,3,52,17,12,6,0,82,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,159,157,48,22,686,0,0,0,0,0,0,3,0,0,0,0,3,20,0,3,0,0,26,148,81,57,5,6,297,101,59,95,53,13,319,0,0,0,0,0,0,268,141,156,60
801081098,69,16,5,329,168,93,127,48,19,455,9,0,4,0,0,12,357,170,201,64,26,816,0,0,0,0,0,0,6,0,0,0,0,6,20,6,5,0,0,32,27,15,10,0,0,49,8,0,3,0,0,11,0,0,0,0,0,0,65,20,13,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,427,188,213,66,25,925,0,0,0,0,0,0,0,3,0,0,0,3,13,6,0,0,0,15,168,56,68,17,8,314,178,114,151,61,26,532,0,0,0,0,0,4,359,178,221,85
801081133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091099,44,11,10,276,65,49,69,24,11,211,0,0,0,0,0,8,226,116,112,40,18,507,4,0,0,0,0,4,3,0,0,0,0,4,35,16,5,0,0,55,18,3,10,0,0,36,0,0,0,0,0,11,0,0,0,0,0,4,62,20,17,4,0,104,0,0,0,0,0,0,0,0,0,0,0,3,6,15,0,0,0,25,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,19,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,154,130,46,20,645,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,13,130,65,45,13,11,265,70,60,64,38,9,241,3,0,0,0,0,3,216,128,113,49
801091100,105,17,4,501,199,136,212,112,19,682,8,3,6,4,0,15,481,264,328,130,24,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,9,0,0,35,4,0,11,0,0,12,0,0,0,0,0,0,21,7,16,0,0,51,0,0,0,0,0,0,10,3,0,0,0,21,38,24,13,0,0,73,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,55,28,18,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,302,353,130,24,1379,0,0,0,0,0,0,6,0,0,0,0,6,28,5,0,0,0,31,249,105,102,17,6,480,247,150,276,108,23,813,0,4,0,0,0,7,523,266,377,131
801091101,53,6,0,210,187,123,145,76,22,558,4,0,5,0,0,9,299,180,204,80,26,788,0,0,0,0,0,0,6,0,0,0,0,6,36,12,3,0,0,50,20,12,7,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,58,18,13,4,3,96,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,195,211,86,30,898,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,0,9,103,41,40,8,3,201,200,135,184,71,38,623,3,0,0,0,0,9,311,184,226,79
801091102,43,17,6,179,117,72,108,65,15,370,4,0,0,0,0,9,209,105,150,81,20,568,0,0,0,0,0,0,5,0,0,0,0,4,23,13,11,5,4,49,32,16,19,6,0,83,6,0,0,0,0,18,0,0,0,0,0,0,70,34,31,5,5,147,0,0,0,0,0,0,4,0,0,0,0,3,18,10,11,0,0,38,30,18,19,6,0,70,0,0,0,0,0,6,0,0,0,0,0,0,53,29,28,9,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,169,213,97,26,836,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,9,82,46,38,16,9,183,146,73,129,65,21,437,0,3,0,0,0,0,232,125,169,82
801091103,49,16,0,221,104,75,104,60,11,356,0,0,5,0,0,7,227,129,153,74,18,609,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,25,27,15,8,0,0,50,0,0,0,0,0,7,0,0,0,0,0,0,48,15,8,0,0,79,0,0,0,0,0,0,10,6,0,0,0,7,11,3,4,0,0,21,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,24,7,9,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,300,159,168,80,18,722,0,0,0,0,0,0,8,0,0,0,0,5,8,4,0,0,0,11,100,48,56,13,4,217,132,89,133,59,20,429,0,0,0,0,0,0,245,141,188,74
801091104,17,3,4,152,150,95,90,46,18,390,3,0,0,0,0,11,269,120,110,50,17,570,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,39,23,16,5,0,79,5,3,10,0,4,19,0,0,0,0,0,0,46,27,24,9,4,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,152,126,61,21,685,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,11,93,21,20,8,5,152,188,96,94,31,15,429,0,0,0,0,0,0,302,121,117,36
801091105,49,9,3,218,52,38,71,36,22,225,4,0,0,0,0,5,177,91,120,53,21,461,0,0,0,0,0,0,0,0,0,0,0,5,34,11,0,0,3,46,17,5,6,0,0,24,3,0,0,0,0,4,0,0,0,0,0,0,53,20,10,6,5,87,0,0,0,0,0,0,33,4,0,0,0,39,68,25,12,5,0,103,35,0,0,0,0,40,0,0,0,0,0,0,3,0,0,0,0,0,138,27,15,7,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,137,143,57,27,740,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,18,95,56,49,12,3,222,65,58,99,30,20,272,0,0,0,0,0,0,178,116,154,44
801091106,45,11,3,242,106,64,75,43,14,299,0,0,0,0,0,0,248,107,122,54,23,558,0,0,0,0,0,0,3,0,0,0,0,4,18,15,0,4,0,33,50,23,23,5,6,113,3,5,3,0,0,9,0,0,0,0,0,0,85,44,26,11,6,164,0,0,0,0,0,0,23,7,0,0,0,28,42,31,12,4,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,40,14,3,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,401,190,160,70,26,851,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,12,138,40,33,15,9,228,123,56,104,41,12,328,4,0,0,0,0,5,276,99,136,48
801091107,0,0,0,16,85,37,60,19,25,229,0,0,0,0,0,0,101,41,61,19,25,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,5,0,4,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,42,62,19,30,263,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,19,0,3,0,0,24,94,55,42,25,23,232,3,0,0,0,0,0,117,59,44,25
801091108,47,10,0,185,96,56,98,52,14,316,0,0,0,0,0,0,201,81,143,63,19,510,0,0,0,0,0,0,4,0,0,0,0,4,49,7,7,0,0,68,39,5,8,6,0,59,0,0,0,0,4,6,0,0,0,0,0,4,92,15,12,3,4,141,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,106,164,71,25,663,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,75,33,36,13,7,158,105,83,107,48,20,369,0,0,0,0,0,0,187,123,143,59
801091109,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,27,16,4,0,0,48,61,29,23,9,3,127,80,31,25,5,6,152,0,3,3,0,0,6,0,0,0,0,0,4,179,79,56,16,11,336,0,0,0,0,0,0,90,12,0,0,0,106,94,47,36,5,4,186,19,14,6,0,4,42,0,0,0,0,0,0,8,0,0,0,0,8,208,77,48,4,3,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,150,103,23,16,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
801091110,54,17,0,212,81,71,91,46,18,305,9,0,0,0,0,10,190,124,144,57,21,532,0,0,0,0,0,0,3,0,0,0,0,3,15,3,0,0,0,17,4,5,4,0,0,19,6,0,0,0,0,3,0,0,0,0,0,0,31,12,12,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,131,152,55,24,590,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,13,98,38,46,15,0,202,106,70,119,35,25,355,0,0,0,0,0,4,210,117,162,53
801101134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101135,10,4,0,41,43,69,86,35,13,244,0,0,0,0,0,4,68,81,92,36,13,288,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,8,62,26,9,0,0,102,26,14,24,4,0,62,3,0,0,0,0,3,95,43,33,7,0,172,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,131,123,43,13,479,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,8,52,42,39,13,5,153,69,77,157,54,31,391,0,5,0,0,0,6,125,126,200,70
