SA2_CODE_2021,C11_PI_S_R225_274,C11_PI_S_R275_349,C11_PI_S_R350_449,C11_PI_S_R450_549,C11_PI_S_R550_649,C11_PI_S_R650more,C11_PI_S_R_NS,C11_PI_S_R_Tot,C11_AI_NS_R1_74,C11_AI_NS_R75_99,C11_AI_NS_R100_149,C11_AI_NS_R150_199,C11_AI_NS_R200_224,C11_AI_NS_R225_274,C11_AI_NS_R275_349,C11_AI_NS_R350_449,C11_AI_NS_R450_549,C11_AI_NS_R550_649,C11_AI_NS_R650more,C11_AI_NS_R_NS,C11_AI_NS_R_Tot,C11_Tot_R1_74,C11_Tot_R75_99,C11_Tot_R100_149,C11_Tot_R150_199,C11_Tot_R200_224,C11_Tot_R225_274,C11_Tot_R275_349,C11_Tot_R350_449,C11_Tot_R450_549,C11_Tot_R550_649,C11_Tot_R650more,C11_Tot_R_NS,C11_Tot_R_Tot,C16_Neg_Ni_inc_R1_74,C16_Neg_Ni_inc_R75_99,C16_Neg_Ni_inc_R100_149,C16_Neg_Ni_inc_R150_199,C16_Neg_Ni_inc_R200_224,C16_Neg_Ni_inc_R225_274,C16_Neg_Ni_inc_R275_349,C16_Neg_Ni_inc_R350_449,C16_Neg_Ni_inc_R450_549,C16_Neg_Ni_inc_R550_649,C16_Neg_Ni_inc_R650more,C16_Neg_Ni_inc_R_NS,C16_Neg_Ni_inc_R_Tot,C16_1_149_R1_74,C16_1_149_R75_99,C16_1_149_R100_149,C16_1_149_R150_199,C16_1_149_R200_224,C16_1_149_R225_274,C16_1_149_R275_349,C16_1_149_R350_449,C16_1_149_R450_549,C16_1_149_R550_649,C16_1_149_R650more,C16_1_149_R_NS,C16_1_149_R_Tot,C16_150_299_R1_74,C16_150_299_R75_99,C16_150_299_R100_149,C16_150_299_R150_199,C16_150_299_R200_224,C16_150_299_R225_274,C16_150_299_R275_349,C16_150_299_R350_449,C16_150_299_R450_549,C16_150_299_R550_649,C16_150_299_R650more,C16_150_299_R_NS,C16_150_299_R_Tot,C16_300_399_R1_74,C16_300_399_R75_99,C16_300_399_R100_149,C16_300_399_R150_199,C16_300_399_R200_224,C16_300_399_R225_274,C16_300_399_R275_349,C16_300_399_R350_449,C16_300_399_R450_549,C16_300_399_R550_649,C16_300_399_R650more,C16_300_399_R_NS,C16_300_399_R_Tot,C16_400_499_R1_74,C16_400_499_R75_99,C16_400_499_R100_149,C16_400_499_R150_199,C16_400_499_R200_224,C16_400_499_R225_274,C16_400_499_R275_349,C16_400_499_R350_449,C16_400_499_R450_549,C16_400_499_R550_649,C16_400_499_R650more,C16_400_499_R_NS,C16_400_499_R_Tot,C16_500_649_R1_74,C16_500_649_R75_99,C16_500_649_R100_149,C16_500_649_R150_199,C16_500_649_R200_224,C16_500_649_R225_274,C16_500_649_R275_349,C16_500_649_R350_449,C16_500_649_R450_549,C16_500_649_R550_649,C16_500_649_R650more,C16_500_649_R_NS,C16_500_649_R_Tot,C16_650_799_R1_74,C16_650_799_R75_99,C16_650_799_R100_149,C16_650_799_R150_199,C16_650_799_R200_224,C16_650_799_R225_274,C16_650_799_R275_349,C16_650_799_R350_449,C16_650_799_R450_549,C16_650_799_R550_649,C16_650_799_R650more,C16_650_799_R_NS,C16_650_799_R_Tot,C16_800_999_R1_74,C16_800_999_R75_99,C16_800_999_R100_149,C16_800_999_R150_199,C16_800_999_R200_224,C16_800_999_R225_274,C16_800_999_R275_349,C16_800_999_R350_449,C16_800_999_R450_549,C16_800_999_R550_649,C16_800_999_R650more,C16_800_999_R_NS,C16_800_999_R_Tot,C16_1000_1249_R1_74,C16_1000_1249_R75_99,C16_1000_1249_R100_149,C16_1000_1249_R150_199,C16_1000_1249_R200_224,C16_1000_1249_R225_274,C16_1000_1249_R275_349,C16_1000_1249_R350_449,C16_1000_1249_R450_549,C16_1000_1249_R550_649,C16_1000_1249_R650more,C16_1000_1249_R_NS,C16_1000_1249_R_Tot,C16_1250_1499_R1_74,C16_1250_1499_R75_99,C16_1250_1499_R100_149,C16_1250_1499_R150_199,C16_1250_1499_R200_224,C16_1250_1499_R225_274,C16_1250_1499_R275_349,C16_1250_1499_R350_449,C16_1250_1499_R450_549,C16_1250_1499_R550_649,C16_1250_1499_R650more,C16_1250_1499_R_NS,C16_1250_1499_R_Tot,C16_1500_1999_R1_74,C16_1500_1999_R75_99,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650more,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R1_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650more,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R1_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649
801051050,5,4,9,27,9,4,0,66,0,4,0,0,0,0,0,0,0,0,0,3,16,40,94,78,48,19,33,54,92,143,71,35,32,740,0,0,3,0,0,4,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,10,0,0,3,0,0,0,0,0,4,35,3,18,23,9,0,0,3,0,0,0,0,0,62,0,23,34,6,5,4,0,3,0,0,0,3,83,3,4,17,10,3,3,0,0,0,0,0,0,38,0,0,13,7,5,4,0,0,0,0,0,5,37,0,3,0,5,9,0,0,5,4,0,0,0,31,0,0,5,3,0,11,9,0,0,0,0,0,37,0,0,6,9,0,5,3,10,8,5,3,0,35,0,0,3,0,0,0,0,19,16,4,7,0,49,0,0,4,0,0,0,11,15,18,4,8,0,62,0,0,0,0,0,0,0,3,11,6
801051051,0,3,21,40,20,14,6,115,0,6,4,9,0,0,0,0,0,3,5,3,29,80,97,66,132,29,28,50,361,332,120,58,28,1369,0,3,0,3,3,0,4,17,10,10,3,0,46,3,0,0,0,0,0,0,5,5,0,3,0,15,11,12,8,0,0,3,0,7,6,0,0,3,48,8,12,19,5,0,0,7,0,3,0,0,4,53,8,4,20,7,4,0,0,0,4,0,0,6,53,6,6,3,9,0,0,5,6,0,0,0,0,32,5,0,3,11,3,5,3,12,10,6,0,4,49,0,0,4,4,6,7,0,12,12,0,3,7,49,0,0,5,3,6,8,16,49,24,5,7,0,125,0,0,0,0,7,8,17,64,18,13,7,0,126,0,0,0,0,4,6,28,138,52,13,14,4,251,0,0,0,0,0,4,18,120,74,26,9,8,255,0,0,0,0,0,0,0,55,60,6
801051053,5,0,8,10,11,7,0,44,0,0,0,0,0,0,4,5,0,0,9,0,26,0,0,0,0,4,11,65,115,187,138,107,27,654,0,0,0,0,0,0,0,4,20,12,0,4,43,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,4,0,4,0,0,10,0,0,0,0,0,0,0,3,3,3,0,0,17,0,0,0,0,0,0,5,13,11,3,5,0,30,0,0,0,4,0,0,0,9,13,6,3,0,36,0,0,0,0,0,0,0,26,13,3,4,0,54,0,0,0,0,0,0,0,53,24,13,4,5,103,0,0,4,0,0,3,3,41,46,31,6,9,151,0,0,0,0,0,3,4,14,22,22
801051054,0,0,7,15,6,0,0,35,0,3,6,0,0,0,0,0,0,0,0,0,5,12,32,19,21,12,17,29,129,100,20,16,12,413,0,0,0,4,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,4,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,12,0,0,10,0,0,4,3,5,0,3,0,4,25,0,0,4,0,0,0,3,3,0,0,0,0,11,0,0,0,3,0,0,9,9,0,0,0,0,22,0,0,0,0,0,3,10,7,3,0,0,0,34,0,0,0,0,0,0,16,20,8,0,0,0,42,0,0,0,0,0,0,13,17,3,0,6,0,39,0,0,0,0,3,5,10,31,15,0,0,0,65,0,0,0,0,0,0,10,26,11,0,0,0,50,0,0,0,0,0,0,3,13,14,0
801051055,5,3,19,9,3,6,0,55,0,0,0,4,0,0,0,0,0,0,0,0,7,5,32,34,34,12,37,54,146,103,23,13,21,524,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,14,0,10,13,3,0,0,4,0,0,0,0,0,29,0,12,10,6,0,3,0,4,3,0,0,0,41,0,0,7,0,0,0,3,3,3,0,0,0,18,0,0,3,5,3,5,3,4,0,0,0,0,26,0,4,5,0,7,3,0,8,0,0,0,0,30,0,0,0,6,3,4,4,16,6,0,0,0,40,0,0,0,3,0,4,7,7,5,0,3,0,33,0,0,0,0,0,0,10,19,18,4,0,0,60,0,0,5,3,0,0,5,19,24,8,0,0,61,0,0,0,0,0,0,0,14,4,0
801051056,0,4,7,11,7,0,0,29,0,0,0,0,0,0,0,7,0,0,0,4,8,7,20,20,13,9,25,49,63,61,17,8,7,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,3,5,3,0,4,0,0,0,0,0,0,20,0,3,13,4,0,0,0,0,0,0,0,0,20,0,0,0,0,0,5,6,0,0,0,0,0,14,0,4,0,5,0,3,3,4,4,5,0,0,24,0,0,0,3,3,13,3,6,0,0,0,0,26,0,0,0,0,0,6,11,4,3,0,0,0,22,0,0,0,0,0,0,6,12,4,0,0,0,24,0,0,0,0,0,0,13,6,6,0,0,4,31,0,0,0,0,0,0,0,10,8,0,0,0,22,0,0,0,0,0,0,0,5,11,0
801051057,5,4,21,19,7,7,4,74,3,4,0,0,0,0,0,5,0,0,0,3,14,53,87,62,47,13,36,130,256,127,60,16,26,901,0,0,3,0,0,0,7,7,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,4,10,3,0,10,0,0,0,3,8,0,0,0,3,31,3,12,22,4,0,0,0,4,0,0,0,7,55,0,22,21,4,0,3,7,3,0,0,0,4,66,0,0,4,7,0,5,12,11,5,0,0,0,38,0,0,0,9,5,11,13,5,0,0,0,0,49,0,0,8,4,4,10,11,10,8,0,0,0,52,0,0,4,0,6,8,28,46,9,8,0,0,108,5,0,0,4,3,10,28,47,9,5,0,4,109,0,0,0,5,6,8,36,83,27,7,0,0,175,0,0,0,0,0,6,16,71,33,12,6,4,150,0,0,0,0,0,0,7,30,15,6
801051058,5,0,9,31,14,15,5,86,0,0,0,0,0,0,0,0,0,0,5,7,15,35,60,51,49,28,36,72,140,193,78,78,44,859,0,0,0,3,0,5,0,0,0,0,6,0,16,0,0,4,6,0,0,0,6,0,0,0,0,10,10,4,3,5,0,0,4,0,3,0,0,0,25,0,9,18,3,0,0,0,0,0,0,0,3,37,4,14,25,6,5,4,3,4,0,0,0,0,69,0,0,9,6,0,3,4,3,0,4,0,3,35,3,4,9,9,0,3,3,14,0,0,0,4,51,0,0,4,3,3,6,12,10,5,3,0,0,45,0,0,0,0,0,8,10,22,14,4,3,0,62,0,0,0,0,0,4,13,9,16,4,0,0,46,0,0,5,4,0,4,16,31,21,9,0,0,88,0,0,3,3,0,3,9,34,33,0,3,3,93,0,0,0,0,0,3,0,15,20,8
801051060,4,5,21,37,17,10,3,100,3,3,4,0,0,0,0,4,0,0,0,0,21,37,73,67,30,15,26,49,279,294,113,68,27,1067,0,0,5,0,4,4,0,15,15,6,3,0,52,0,0,0,0,3,0,0,0,0,5,0,0,15,9,5,6,0,0,0,0,7,4,0,0,4,33,0,9,13,0,0,0,0,0,4,0,0,0,28,0,7,26,0,3,5,0,3,3,3,0,0,50,0,3,5,3,4,3,4,7,5,0,0,0,36,0,4,3,9,0,6,5,7,4,0,0,0,35,0,0,0,0,5,3,4,8,0,3,8,0,34,0,0,4,0,10,8,3,40,14,4,0,5,90,0,0,0,0,3,8,14,29,15,0,7,0,77,0,0,0,3,0,11,16,93,42,3,3,6,179,0,0,0,0,0,3,5,80,58,14,13,0,174,0,0,0,0,0,0,5,36,23,7
801051061,4,7,20,28,9,0,7,79,0,0,0,0,0,0,0,3,0,0,0,0,8,23,46,41,33,23,40,79,252,158,41,17,24,777,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,7,0,0,4,0,4,0,0,0,0,17,0,17,14,0,0,0,0,4,3,0,0,0,34,0,9,19,3,0,0,5,3,0,0,0,7,47,0,0,7,3,0,8,4,10,0,0,0,0,37,0,3,4,10,0,5,10,10,4,0,0,0,42,0,0,0,4,5,5,15,24,0,0,0,0,54,0,0,0,3,0,12,16,36,6,0,4,3,74,0,0,0,0,0,3,28,27,4,0,4,5,77,0,0,0,3,0,6,32,68,18,0,3,0,136,0,0,0,3,0,3,20,60,29,0,4,0,122,0,0,0,0,0,0,8,37,12,6
801051123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051124,3,4,3,5,6,16,6,49,0,0,0,0,0,3,0,0,0,0,0,0,10,0,9,12,14,12,32,82,53,43,39,53,12,368,0,0,0,0,0,0,3,0,0,3,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,7,6,0,0,0,0,0,15,0,0,0,5,0,0,4,4,0,0,0,0,10,0,0,0,4,0,5,4,3,0,0,0,0,19,0,0,0,0,0,3,10,11,0,0,0,0,32,0,0,0,0,3,6,14,12,3,0,0,0,34,0,0,0,7,0,5,12,15,0,4,6,0,52,0,0,0,4,0,6,8,5,0,6,8,0,35,0,0,0,0,0,0,0,4,8,4
801051125,4,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,37,33,12,4,0,4,0,6,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,17,7,0,0,0,0,0,22,0,0,0,0,0,9,3,0,0,0,0,0,20,0,0,0,0,0,9,0,0,0,0
801051126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051127,0,0,4,7,5,4,0,35,3,3,0,0,0,0,0,0,0,0,3,0,16,64,65,40,26,7,12,18,53,58,15,36,15,411,0,0,0,5,0,0,0,4,0,0,0,5,11,5,6,3,0,0,0,0,0,0,0,0,0,12,18,9,9,3,0,0,0,0,0,0,0,0,44,6,16,17,0,0,0,0,0,0,0,0,0,41,4,12,18,0,0,4,0,0,0,0,0,0,37,3,0,4,3,0,0,3,3,0,0,0,0,17,0,0,3,4,0,0,0,3,0,0,0,0,13,0,3,0,3,0,0,0,7,4,0,0,0,22,0,0,0,3,3,0,7,5,0,0,0,0,26,0,0,0,0,0,0,5,16,0,0,3,0,30,0,0,0,0,0,0,7,14,0,0,0,3,36,0,0,0,0,0,0,7,21,10,3,0,0,38,0,0,0,0,0,0,0,6,3,0
801051128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061062,0,0,0,0,0,3,3,21,0,0,0,0,0,0,0,0,0,0,0,6,3,6,13,15,9,3,3,13,34,45,34,54,12,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0,0,0,0,0,0,0,0,14,0,0,5,0,0,0,3,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,7,0,0,0,0,16,0,0,0,0,0,0,6,4,0,0,3,0,17,0,0,0,0,0,0,3,0,7,3,4,0,24,0,0,0,0,0,0,3,8,4,11,6,0,37,0,0,0,0,0,0,0,7,0,3
801061063,0,0,0,0,5,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,4,0,7,5,8,41,31,44,9,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,14,9,3,8,0,26,0,0,0,0,0,0,0,9,10,5,3,0,30,0,0,0,0,0,0,0,6,4,7
801061064,0,0,16,9,8,3,3,45,3,6,0,0,0,0,0,0,0,0,3,4,15,51,68,28,24,21,16,51,254,141,45,70,29,797,0,0,4,0,0,0,4,6,0,0,0,0,15,0,0,3,0,0,0,0,0,0,0,0,0,8,10,11,11,0,0,0,0,0,0,0,0,4,35,4,13,19,0,0,0,5,0,4,0,0,3,49,0,14,22,3,0,0,0,4,0,0,0,0,46,6,0,5,0,0,0,4,0,0,0,0,0,25,0,0,4,0,3,4,3,9,0,0,0,0,26,0,0,0,0,0,0,6,10,0,0,0,0,26,0,0,0,0,0,0,15,15,4,0,0,0,45,0,0,0,0,3,0,16,38,6,0,8,0,62,0,0,0,4,0,4,30,63,24,9,0,3,141,0,0,0,0,0,5,22,55,36,10,5,0,134,0,0,0,0,0,5,4,26,14,4
801061066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061067,5,0,9,29,11,7,0,68,0,4,0,0,0,0,0,3,0,3,0,7,23,62,96,80,54,24,33,38,220,189,67,53,41,959,5,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,10,12,5,7,3,0,0,5,0,0,0,0,5,40,7,14,18,14,3,0,0,0,6,0,0,6,63,0,18,29,11,0,5,0,5,0,0,0,3,73,0,0,5,13,4,4,0,3,0,0,0,0,38,0,5,9,15,9,8,3,6,4,0,0,0,46,0,0,4,10,6,9,8,10,0,3,0,0,42,0,0,3,7,0,5,10,15,11,0,0,0,49,0,0,0,3,0,4,11,25,7,4,0,5,54,0,0,4,0,0,0,20,35,16,5,0,3,91,0,0,0,0,0,5,12,54,25,0,6,0,116,0,0,0,0,0,0,0,24,24,8
801061068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061069,0,4,3,5,0,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,6,27,25,30,20,13,16,32,58,32,28,62,20,362,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,0,16,0,0,4,0,0,0,0,0,0,0,0,0,12,3,6,6,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,13,0,5,0,3,0,0,0,0,4,0,3,0,18,0,0,0,3,0,0,0,3,0,0,0,0,10,0,0,7,0,0,3,5,3,0,0,3,0,29,0,0,0,0,0,0,3,4,0,0,3,0,13,0,0,5,0,0,0,7,14,8,0,0,5,38,0,0,0,0,0,0,11,10,11,4,5,4,45,0,0,0,0,0,0,0,6,3,0
801061070,0,0,6,12,3,3,0,24,0,0,0,0,0,0,0,0,0,0,4,0,5,17,26,20,18,8,13,15,42,45,29,53,12,301,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,3,16,0,4,9,3,0,0,0,0,0,0,0,0,25,0,0,5,6,0,0,0,0,0,0,0,0,9,0,0,5,3,0,4,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,3,3,4,0,3,0,23,0,0,0,0,0,0,0,3,9,0,0,0,20,0,0,0,0,0,0,6,5,7,8,9,3,34,0,0,0,0,0,0,0,0,0,3
801061129,0,0,4,9,3,4,0,19,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,9,51,88,68,43,9,271,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,3,0,0,0,11,0,0,0,0,0,0,0,11,7,0,0,3,28,0,0,0,0,0,0,0,36,22,7,3,0,66,0,0,0,0,0,0,0,29,22,12,7,3,77,0,0,0,0,0,0,0,8,11,6
801061130,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061131,7,0,23,32,14,13,0,94,0,0,0,0,0,0,0,0,3,4,5,8,17,9,18,14,11,12,28,25,283,330,100,95,24,935,0,0,0,0,0,0,0,3,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,4,0,0,0,0,0,0,0,0,0,9,0,4,7,0,0,3,0,0,0,0,0,0,20,0,0,4,3,0,0,0,4,0,0,0,0,15,0,0,0,0,0,4,4,0,0,0,0,0,11,0,0,0,0,0,3,0,15,8,0,0,0,30,0,0,0,0,0,0,3,25,13,5,8,0,51,0,0,0,0,0,5,0,45,23,7,5,4,90,3,0,0,4,5,3,5,75,57,7,3,5,175,0,0,0,0,0,0,3,111,94,47,14,9,280,0,0,0,0,0,6,0,56,52,16
801071071,0,5,13,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,4,11,8,25,12,11,12,34,136,38,13,5,9,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,4,0,0,0,0,16,0,0,5,3,5,0,4,4,0,0,0,0,17,0,0,3,3,0,0,5,3,3,0,0,0,19,0,0,0,0,0,0,4,14,0,0,0,0,23,0,0,0,0,0,0,3,15,0,0,0,0,28,0,0,0,0,0,0,0,19,3,0,0,0,31,0,0,0,0,0,0,3,30,7,3,0,0,48,0,0,0,0,0,0,10,29,5,0,0,0,51,0,0,0,0,0,0,0,15,6,0
