SA2_CODE_2021,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_F_a,C11_OO_DS_OD,C11_OO_DS_NS,C11_Owned_Outright_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_F_a,C11_OWM_DS_OD,C11_OWM_DS_NS,C11_Owned_with_mortgage_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_F_a,C11_R_REA_DS_OD,C11_R_REA_DS_NS,C11_R_Real_Estate_Agent_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_F_a,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS,C11_R_ST_House_Auth_Tot,C11_R_CHP_DS_Sep_house,C11_R_CHP_DS_SemiDRTHT,C11_R_CHP_DS_F_a,C11_R_CHP_DS_OD,C11_R_CHP_DS_NS,C11_R_CHP_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemDRTHT,C11_R_PNISH_DS_F_a,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS,C11_R_PNISH_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemDRTHT,C11_R_OLT_DS_F_a,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS,C11_R_Oth_Llord_Type_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemDRTHT,C11_R_LT_NS_DS_F_a,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS,C11_R_Llord_Type_NS_Tot,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemDRTHT,C11_R_Tot_DS_F_a,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS,C11_R_Tot_Tot,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT,C11_OTT_DS_F_a,C11_OTT_DS_OD,C11_OTT_DS_NS,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_F_a,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS,C11_TT_NS_Tot,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_F_a,C11_Tot_DS_OD,C11_Tot_DS_NS,C11_Tot_Tot,C16_OO_DS_Sep_house,C16_OO_DS_SemiDRTHT,C16_OO_DS_F_a,C16_OO_DS_OD,C16_OO_DS_NS,C16_OO_Tot,C16_OWM_DS_Sep_house,C16_OWM_DS_SemiDRTHT,C16_OWM_DS_F_a,C16_OWM_DS_OD,C16_OWM_DS_NS,C16_OWM_Tot,C16_R_REA_DS_Sep_house,C16_R_REA_DS_SemiDRTHT,C16_R_REA_DS_F_a,C16_R_REA_DS_OD,C16_R_REA_DS_NS,C16_R_REA_Tot,C16_R_STHA_DS_Sep_house,C16_R_STHA_DS_SemiDRTHT,C16_R_STHA_DS_F_a,C16_R_STHA_DS_OD,C16_R_STHA_DS_NS,C16_R_STHA_Tot,C16_R_CHP_DS_Sep_house,C16_R_CHP_DS_SemiDRTHT,C16_R_CHP_DS_F_a,C16_R_CHP_DS_OD,C16_R_CHP_DS_NS,C16_R_CHP_Tot,C16_R_PNISH_DS_Sep_house,C16_R_PNISH_DS_SemDRTHT,C16_R_PNISH_DS_F_a,C16_R_PNISH_DS_OD,C16_R_PNISH_DS_NS,C16_R_PNISH_Tot,C16_R_OLT_DS_Sep_house,C16_R_OLT_DS_SemDRTHT,C16_R_OLT_DS_F_a,C16_R_OLT_DS_OD,C16_R_OLT_DS_NS,C16_R_OLT_Tot,C16_R_LT_NS_DS_Sep_house,C16_R_LT_NS_DS_SemDRTHT,C16_R_LT_NS_DS_F_a,C16_R_LT_NS_DS_OD,C16_R_LT_NS_DS_NS,C16_R_LT_NS_Tot,C16_R_Tot_DS_Sep_house,C16_R_Tot_DS_SemiDRTHT,C16_R_Tot_DS_F_a,C16_R_Tot_DS_OD,C16_R_Tot_DS_NS,C16_R_Tot_Tot,C16_OTT_DS_Sep_house,C16_OTT_DS_SemiDRTHT,C16_OTT_DS_F_a,C16_OTT_DS_OD,C16_OTT_DS_NS,C16_OTT_Tot,C16_TT_NS_DS_Sep_house,C16_TT_NS_DS_SemiDRTHT,C16_TT_NS_DS_F_a,C16_TT_NS_DS_OD,C16_TT_NS_DS_NS,C16_TT_NS_Tot,C16_Tot_DS_Sep_house,C16_Tot_DS_SemiDRTHT,C16_Tot_DS_F_a,C16_Tot_DS_OD,C16_Tot_DS_NS,C16_Tot_Tot,C21_OO_DS_Sep_house,C21_OO_DS_SemiDRTHT,C21_OO_DS_F_a,C21_OO_DS_OD,C21_OO_DS_NS,C21_OO_Tot,C21_OWM_DS_Sep_house,C21_OWM_DS_SemiDRTHT,C21_OWM_DS_F_a,C21_OWM_DS_OD,C21_OWM_DS_NS,C21_OWM_Tot,C21_R_REA_DS_Sep_house,C21_R_REA_DS_SemiDRTHT,C21_R_REA_DS_F_a,C21_R_REA_DS_OD,C21_R_REA_DS_NS,C21_R_REA_Tot,C21_R_STHA_DS_Sep_house,C21_R_STHA_DS_SemiDRTHT,C21_R_STHA_DS_F_a,C21_R_STHA_DS_OD,C21_R_STHA_DS_NS,C21_R_STHA_Tot,C21_R_CHP_DS_Sep_house,C21_R_CHP_DS_SemiDRTHT,C21_R_CHP_DS_F_a,C21_R_CHP_DS_OD,C21_R_CHP_DS_NS,C21_R_CHP_Tot,C21_R_PNISH_DS_Sep_house,C21_R_PNISH_DS_SemDRTHT,C21_R_PNISH_DS_F_a,C21_R_PNISH_DS_OD,C21_R_PNISH_DS_NS,C21_R_PNISH_Tot,C21_R_OLT_DS_Sep_house,C21_R_OLT_DS_SemDRTHT,C21_R_OLT_DS_F_a,C21_R_OLT_DS_OD,C21_R_OLT_DS_NS,C21_R_OLT_Tot,C21_R_LT_NS_DS_Sep_house,C21_R_LT_NS_DS_SemDRTHT,C21_R_LT_NS_DS_F_a,C21_R_LT_NS_DS_OD,C21_R_LT_NS_DS_NS,C21_R_LT_NS_Tot,C21_R_Tot_DS_Sep_house,C21_R_Tot_DS_SemiDRTHT,C21_R_Tot_DS_F_a,C21_R_Tot_DS_OD,C21_R_Tot_DS_NS,C21_R_Tot_Tot,C21_OTT_DS_Sep_house,C21_OTT_DS_SemiDRTHT
801011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,16,3,0,0,0,19,172,36,0,0,0,208,6,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,14,0,0
801011144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031032,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031113,96,6,4,120,0,217,23,4,12,6,0,40,6,5,8,3,0,25,0,0,27,10,0,36,0,0,12,0,0,12,17,0,3,11,0,34,5,0,0,26,0,34,0,0,0,0,0,0,31,6,55,49,0,142,5,0,0,0,0,12,17,0,7,25,0,51,159,14,85,201,0,465,129,0,0,59,6,193,21,0,3,9,0,28,5,0,7,0,0,14,13,0,26,0,0,36,0,0,10,0,0,10,15,0,3,3,3,27,7,0,15,45,5,74,0,0,0,0,0,4,40,0,66,53,13,172,4,0,0,0,0,5,41,0,22,41,0,105,240,0,94,152,21,505,99,0,0,86,3,197,24,21,0,0,0,48,3,3,16,0,0,25,0,0,16,18,0,36,0,0,13,0,0,13,9,0,5,4,0,14,0,18,0,32,0,55,0,0,0,0,0,0,16,19,56,55,0,147,9,0
801031114,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,13,3,3,0,0,0,12,0,0,0,0,0,0,25,10,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,25,10,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,15,4,0,0,0,0,3,0,0,0,0,0,0,10,3,0,0,0,11,7,3,0,0,0,10,0,0,0,0,0,0,27,15,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,26,15,0,0,0,41,3,0,0,0,0,3,0,0,0,0,0,0,10,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,10,5,0,0,0,18,0,0,0,0,0,0,27,9,0,0,0,38,3,0
801031115,16,0,0,0,0,14,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,25,0,0,0,0,29,9,0,0,0,0,9,0,0,0,0,0,0,69,0,0,0,0,66,17,0,0,0,0,17,14,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,18,0,0,0,0,18,4,0,0,0,0,4,13,0,0,0,0,15,64,0,0,0,0,62,17,0,0,0,0,16,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,17,0,0,0,0,0,6,0,0,0,0,0,0,17,0,0,0,7,27,3,0
801041034,277,21,0,0,0,297,866,127,3,0,0,1004,127,80,0,0,0,209,39,22,0,0,0,60,0,0,0,0,0,0,60,31,0,0,0,93,96,0,0,0,0,100,0,0,0,0,0,3,321,145,3,0,0,464,4,4,0,0,0,7,27,4,0,0,0,32,1487,299,10,0,0,1794,342,32,0,0,0,376,833,106,4,0,0,949,157,62,0,0,0,219,26,23,0,0,0,52,0,0,0,0,0,0,55,15,0,0,0,74,83,3,0,0,0,84,0,0,0,0,0,0,320,106,0,0,0,430,12,0,0,0,0,9,56,15,0,0,0,75,1572,264,5,0,4,1839,396,48,5,0,0,446,853,119,26,0,0,1001,163,68,106,0,0,337,37,24,24,0,0,81,0,0,0,0,0,3,56,7,3,0,0,71,70,0,0,0,0,75,0,0,0,0,0,0,326,98,138,0,0,568,12,4
801041035,22,0,0,0,0,20,329,70,0,0,0,392,37,9,0,0,0,55,9,0,0,0,0,9,0,0,0,0,0,0,20,13,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,75,20,0,0,0,96,3,0,0,0,0,5,7,3,0,0,0,14,430,96,0,0,0,526,118,13,0,0,0,132,1018,214,3,0,3,1239,189,131,3,0,0,324,39,3,0,0,0,44,30,0,0,0,0,30,60,59,0,0,0,121,27,11,0,0,0,37,0,0,0,0,0,0,341,205,7,0,0,553,15,0,0,0,0,15,83,28,0,0,0,111,1581,462,12,0,0,2056,173,18,0,0,0,192,1094,105,0,0,0,1201,306,104,0,0,0,416,44,12,0,0,0,52,67,0,0,0,0,67,83,27,0,0,0,104,46,9,0,0,0,52,5,0,0,0,0,5,544,146,4,0,0,689,10,0
801041036,24,5,0,0,0,29,285,82,0,0,0,367,48,32,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,22,13,0,0,0,39,6,0,0,0,0,8,0,0,0,0,0,0,81,49,0,0,0,132,4,0,0,0,0,5,13,4,0,0,0,19,412,145,0,0,0,559,132,38,0,0,0,164,849,409,10,0,3,1269,138,166,17,0,0,324,7,15,0,0,0,28,0,5,0,0,0,4,50,50,4,0,0,101,41,6,0,0,0,53,0,0,0,0,0,3,236,246,24,0,3,514,3,0,0,0,0,4,58,51,9,0,0,112,1271,740,48,0,3,2071,218,33,3,0,0,255,980,277,8,0,0,1267,277,132,17,0,0,428,30,3,0,0,0,36,3,0,0,0,0,9,71,38,3,0,0,110,60,4,0,0,0,65,3,0,0,0,0,3,439,183,24,0,0,647,10,0
801041037,7,0,0,0,0,7,70,73,0,0,0,139,5,23,0,0,0,27,3,0,0,0,0,3,0,11,0,0,0,11,5,13,0,0,0,13,22,0,0,0,0,28,0,0,0,0,0,0,31,46,0,0,0,80,0,0,0,0,0,0,0,4,0,0,0,4,107,126,0,0,0,231,114,10,28,0,0,148,640,155,57,0,0,855,84,115,45,0,4,243,0,9,0,0,0,10,0,18,0,0,0,21,35,27,9,0,0,70,100,18,3,0,0,123,0,0,0,0,0,0,214,191,59,0,4,467,4,3,19,0,0,26,37,34,21,0,0,87,1008,397,185,0,4,1587,162,13,51,0,0,226,640,107,58,0,0,809,152,80,67,0,0,297,17,5,0,0,0,21,21,24,0,0,0,48,53,26,13,0,0,86,105,5,0,0,0,117,0,0,0,0,0,5,354,135,84,0,0,572,7,0
801041038,55,10,0,0,0,62,488,49,0,0,0,537,51,33,8,0,0,83,8,0,3,0,0,13,0,0,4,0,0,4,20,8,0,0,0,31,0,0,0,0,0,3,0,0,0,0,0,0,84,36,18,0,0,136,0,0,0,0,0,0,9,0,4,0,0,14,633,102,18,0,0,752,141,26,0,0,0,166,720,104,0,0,3,828,114,72,4,0,0,198,7,3,3,0,0,11,0,3,3,0,0,8,45,21,0,0,0,63,17,0,0,0,0,18,0,0,0,0,0,0,188,100,10,0,0,300,4,0,0,0,0,4,34,22,3,0,0,58,1084,250,16,0,5,1360,201,30,0,0,0,230,727,89,4,0,0,818,164,42,5,0,0,208,7,0,5,0,0,12,0,0,16,0,0,16,38,19,0,0,0,58,21,0,0,0,0,25,0,0,0,0,0,0,230,71,23,0,0,319,3,0
801041039,76,0,0,0,0,77,693,69,35,0,0,795,78,25,40,0,0,145,30,3,0,0,0,31,3,0,0,0,0,3,64,34,13,0,0,114,70,0,0,0,0,70,0,0,0,0,0,0,237,61,57,0,0,358,3,0,0,0,0,3,41,8,4,0,0,55,1057,141,96,0,0,1296,151,17,24,0,0,197,621,212,203,0,0,1038,132,88,311,0,0,532,23,12,0,0,0,33,0,0,0,0,0,0,68,51,102,0,0,214,80,9,18,0,0,101,3,0,0,0,0,10,299,163,438,0,0,898,11,6,9,0,0,26,45,27,63,0,0,133,1129,433,729,0,0,2288,200,14,53,0,0,269,659,145,283,0,0,1082,198,112,435,0,0,742,19,16,9,0,0,39,3,0,4,0,0,10,91,45,135,0,0,270,102,7,32,0,0,138,5,0,0,0,0,3,414,183,606,0,0,1206,12,8
801041040,125,55,19,0,0,193,396,232,114,0,0,736,95,241,197,11,0,540,8,12,12,0,0,25,0,0,19,0,0,19,62,77,79,0,0,217,99,18,8,0,0,129,0,0,0,0,0,0,266,346,310,10,0,935,6,0,5,0,0,15,25,54,53,0,0,129,819,688,496,15,0,2008,163,76,17,0,0,259,374,224,52,0,0,648,97,330,229,0,3,660,14,12,24,0,0,51,0,0,25,0,0,25,58,114,63,0,0,239,97,18,8,0,0,123,0,5,6,0,0,5,268,487,353,0,3,1113,0,9,0,0,0,10,41,62,63,0,3,171,850,854,491,0,9,2202,247,50,131,0,0,431,449,147,453,0,0,1046,230,240,617,0,11,1097,11,8,86,0,0,102,0,0,23,0,0,29,93,71,126,0,3,296,107,28,36,0,0,171,0,0,6,0,0,6,435,352,896,0,14,1702,9,12
801041043,52,0,0,0,0,52,27,0,0,0,0,27,4,0,0,0,0,7,0,6,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,8,5,0,0,0,0,3,0,0,0,0,0,0,15,9,0,0,0,22,0,0,0,0,0,0,5,0,0,0,0,4,93,15,0,0,0,110,49,0,0,0,0,49,29,0,0,0,0,29,5,4,0,0,0,11,0,8,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,90,11,0,0,0,101,52,4,0,0,0,53,28,0,0,0,0,27,10,6,0,0,0,13,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,0,19,3,0
801041044,92,30,0,0,0,119,481,246,4,0,0,729,74,115,0,0,0,185,13,5,0,0,0,19,0,16,0,0,0,20,27,49,0,0,0,73,179,9,0,0,0,185,0,0,0,0,0,0,288,196,0,0,0,482,4,3,0,0,0,6,22,32,0,0,0,54,877,514,3,0,0,1393,187,25,21,0,0,230,697,231,246,0,0,1173,142,210,300,0,0,654,24,11,0,0,0,30,0,10,0,0,0,10,57,56,79,0,0,195,174,5,9,0,0,196,0,0,0,0,0,0,395,290,391,0,0,1077,9,0,0,0,0,13,44,27,41,0,0,118,1330,577,700,0,0,2609,255,10,28,0,0,294,743,150,276,0,0,1168,212,167,380,0,0,762,24,3,0,0,0,25,3,25,8,0,0,36,66,44,98,0,0,212,202,13,15,0,0,227,4,0,0,0,0,3,513,248,505,0,0,1264,14,0
801041045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041046,508,98,5,0,0,613,1256,392,6,0,0,1646,274,235,12,0,0,514,89,64,4,0,0,158,5,0,0,0,0,9,185,73,6,0,0,257,48,7,0,0,0,61,0,0,0,0,0,0,595,386,19,0,0,1003,22,5,0,0,0,27,90,21,0,0,0,112,2478,895,24,0,0,3403,518,183,0,0,0,704,1377,532,0,0,5,1910,276,297,0,0,0,576,77,74,0,0,0,147,0,0,0,0,0,4,163,105,0,0,0,271,33,5,0,0,0,39,3,0,0,0,0,3,545,489,0,0,0,1040,17,23,0,0,0,45,135,62,0,0,0,204,2598,1292,0,0,4,3898,601,247,0,0,0,851,1492,511,0,0,0,2001,348,262,0,0,0,607,86,72,0,0,0,159,4,10,0,0,0,12,128,99,0,0,0,226,43,14,0,0,0,57,0,0,0,0,0,0,609,457,0,0,0,1067,17,101
801041047,667,73,4,0,0,743,946,93,0,0,0,1041,100,65,0,0,0,171,30,17,0,0,0,43,0,0,0,0,0,3,38,30,0,0,0,69,88,16,0,0,0,98,4,0,0,0,0,4,255,126,0,0,0,386,13,4,0,0,0,16,39,10,0,0,0,50,1927,297,5,0,0,2227,783,72,0,0,0,854,836,99,0,0,0,938,110,62,4,0,0,178,23,18,0,0,0,43,0,0,0,0,0,0,39,22,0,0,0,64,52,10,0,0,0,60,0,0,0,0,0,0,219,116,3,0,0,342,11,0,0,0,0,13,73,16,0,0,0,90,1936,307,7,0,4,2246,880,55,0,0,0,939,894,89,0,0,0,985,123,56,0,0,0,176,42,12,0,0,0,52,0,0,0,0,0,3,40,14,0,0,0,59,42,3,0,0,0,41,0,0,0,0,0,0,247,91,0,0,4,338,11,0
801041048,419,91,0,0,0,505,623,211,0,0,0,835,106,217,0,0,0,326,43,48,0,0,0,89,0,0,0,0,0,0,68,107,0,0,0,180,17,9,0,0,0,22,0,0,0,0,0,0,231,382,0,0,0,614,9,3,0,0,0,10,31,30,0,0,0,65,1310,717,6,0,0,2036,413,130,0,0,0,548,492,283,0,0,0,779,86,234,3,0,4,323,21,72,0,0,0,96,0,0,0,0,0,0,51,71,4,0,0,127,20,8,0,0,0,27,0,0,0,0,0,3,181,385,3,0,4,577,13,6,0,0,0,16,49,60,0,0,0,115,1153,868,9,0,4,2022,430,147,0,0,0,583,561,298,0,0,0,858,120,191,0,0,0,313,27,89,0,0,0,113,0,0,0,0,0,6,61,60,0,0,0,121,20,6,0,0,0,22,0,0,0,0,0,0,231,353,0,0,0,580,6,3
801041116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,61,108,0,0,0,172,20,10,0,0,0,28,6,6,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,29,16,0,0,0,44,5,0,0,0,0,5,0,3,0,0,0,5,99,134,0,0,0,227,4,9,0,0,0,11,63,83,0,0,0,144,17,27,0,0,0,44,5,4,3,0,0,13,11,0,0,0,0,11,5,9,0,0,0,14,0,3,0,0,0,3,0,0,0,0,0,0,39,40,3,0,0,82,5,0
801041119,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,8,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,4,0,0
