SA2_CODE_2021,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_SDRTHT1S_NPUR_1,C11_SDRTHT1S_NPUR_2,C11_SDRTHT1S_NPUR_3,C11_SDRTHT1S_NPUR_4,C11_SDRTHT1S_NPUR_5,C11_SDRTHT1S_NPUR_6mor,C11_SDRTHT1S_Tot,C11_SDRTHT2S_NPUR_1,C11_SDRTHT2S_NPUR_2,C11_SDRTHT2S_NPUR_3,C11_SDRTHT2S_NPUR_4,C11_SDRTHT2S_NPUR_5,C11_SDRTHT2S_NPUR_6mor,C11_SDRTHT2S_Tot,C11_SDRTHT_NPUR_1,C11_SDRTHT_NPUR_2,C11_SDRTHT_NPUR_3,C11_SDRTHT_NPUR_4,C11_SDRTHT_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_SDRTHT_Tot,C11_F_a_1_2SB_NPUR_1,C11_F_a_1_2SB_NPUR_2,C11_F_a_1_2SB_NPUR_3,C11_F_a_1_2SB_NPUR_4,C11_F_a_1_2SB_NPUR_5,C11_F_a_1_2SB_NPUR_6mor,C11_F_a_1_2SB_Tot,C11_F_a_I_a_3SB_NPUR_1,C11_F_a_I_a_3SB_NPUR_2,C11_F_a_I_a_3SB_NPUR_3,C11_F_a_I_a_3SB_NPUR_4,C11_F_a_I_a_3SB_NPUR_5,C11_F_a_I_a_3SB_NPUR_6mor,C11_F_a_In_a_3SB_Tot,C11_F_a_4_8SB_NPUR_1,C11_F_a_4_8SB_NPUR_2,C11_F_a_4_8SB_NPUR_3,C11_F_a_4_8SB_NPUR_4,C11_F_a_4_8SB_NPUR_5,C11_F_a_4_8SB_NPUR_6mor,C11_F_a_4_8SB_Tot,C11_F_a_9mor_s_b_NPUR_1,C11_F_a_9mor_s_b_NPUR_2,C11_F_a_9mor_s_b_NPUR_3,C11_F_a_9mor_s_b_NPUR_4,C11_F_a_9mor_s_b_NPUR_5,C11_F_a_9m_s_b_NPUR_6mor,C11_F_a_9mor_st_bl_Tot,C11_F_a_AH_NPUR_1,C11_F_a_AH_NPUR_2,C11_F_a_AH_NPUR_3,C11_F_a_AH_NPUR_4,C11_F_a_AH_NPUR_5,C11_F_a_AH_NPUR_6mor,C11_F_a_AH_Tot,C11_F_a_Tot_NPUR_1,C11_F_a_Tot_NPUR_2,C11_F_a_Tot_NPUR_3,C11_F_a_Tot_NPUR_4,C11_F_a_Tot_NPUR_5,C11_F_a_Tot_NPUR_6mor,C11_F_a_Tot_Tot,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mor,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mor,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_Tot,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_Tot_Tot,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_Tot,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_Tot_Tot,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_SDRTHT1S_NPUR_1,C16_SDRTHT1S_NPUR_2,C16_SDRTHT1S_NPUR_3,C16_SDRTHT1S_NPUR_4,C16_SDRTHT1S_NPUR_5,C16_SDRTHT1S_NPUR_6mor,C16_SDRTHT1S_Tot,C16_SDRTHT2S_NPUR_1,C16_SDRTHT2S_NPUR_2,C16_SDRTHT2S_NPUR_3,C16_SDRTHT2S_NPUR_4,C16_SDRTHT2S_NPUR_5,C16_SDRTHT2S_NPUR_6mor,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_NPUR_1,C16_SDRTHT_Tot_NPUR_2,C16_SDRTHT_Tot_NPUR_3,C16_SDRTHT_Tot_NPUR_4,C16_SDRTHT_Tot_NPUR_5,C16_SDRTHT_Tot_NPUR_6mor,C16_SDRTHT_Tot_Tot,C16_F_a_1_2SB_NPUR_1,C16_F_a_1_2SB_NPUR_2,C16_F_a_1_2SB_NPUR_3,C16_F_a_1_2SB_NPUR_4,C16_F_a_1_2SB_NPUR_5,C16_F_a_1_2SB_NPUR_6mor,C16_F_a_1_2SB_Tot,C16_F_a_I_a_3SB_NPUR_1,C16_F_a_I_a_3SB_NPUR_2,C16_F_a_I_a_3SB_NPUR_3,C16_F_a_I_a_3SB_NPUR_4,C16_F_a_I_a_3SB_NPUR_5,C16_F_a_I_a_3SB_NPUR_6mor,C16_F_a_In_a_3_st_b_Tot,C16_F_a_4_8SB_NPUR_1,C16_F_a_4_8SB_NPUR_2,C16_F_a_4_8SB_NPUR_3,C16_F_a_4_8SB_NPUR_4,C16_F_a_4_8SB_NPUR_5,C16_F_a_4_8SB_NPUR_6mor,C16_F_a_4_8SB_Tot,C16_F_a_9mor_s_b_NPUR_1,C16_F_a_9mor_s_b_NPUR_2,C16_F_a_9mor_s_b_NPUR_3,C16_F_a_9mor_s_b_NPUR_4,C16_F_a_9mor_s_b_NPUR_5,C16_F_a_9m_s_b_NPUR_6mor,C16_F_a_9mor_st_bl_Tot,C16_F_a_AH_NPUR_1,C16_F_a_AH_NPUR_2,C16_F_a_AH_NPUR_3,C16_F_a_AH_NPUR_4,C16_F_a_AH_NPUR_5,C16_F_a_AH_NPUR_6mor,C16_F_a_AH_Tot,C16_F_a_Tot_NPUR_1,C16_F_a_Tot_NPUR_2,C16_F_a_Tot_NPUR_3,C16_F_a_Tot_NPUR_4,C16_F_a_Tot_NPUR_5,C16_F_a_Tot_NPUR_6mor,C16_F_a_Tot_Tot,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mor,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mor,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4
801051125,3,28,23,28,9,5,92,0,0,0,0,0,0,0,0,12,7,0,0,0,28,0,12,7,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,43,28,28,8,5,119,0,52,30,32,11,7,134,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051127,48,97,42,42,18,5,246,0,0,0,0,0,0,0,17,26,16,6,4,0,67,17,26,16,6,4,0,67,68,8,5,3,0,0,85,104,67,22,5,0,0,200,50,35,7,0,0,0,95,..,..,..,..,..,..,..,0,0,0,0,0,0,0,221,116,32,8,8,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,240,93,60,24,5,701,43,80,35,38,23,0,225,3,6,0,0,0,0,3,46,45,28,9,0,0,135,47,49,28,9,8,0,139,54,9,0,0,0,0,67,97,29,0,0,0,0,129,94,64,12,3,0,0,176,..,..,..,..,..,..,..,0,0,0,0,0,0,0,248,105,14,3,4,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061062,158,294,153,142,60,17,828,25,6,0,0,0,0,35,7,10,3,0,0,0,23,33,17,5,0,0,0,59,68,20,9,0,0,0,102,16,11,0,0,0,0,23,26,28,3,0,0,0,61,..,..,..,..,..,..,..,0,0,0,0,0,0,0,108,60,10,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,372,171,152,62,17,1070,131,224,146,153,50,14,728,86,29,11,0,0,0,122,10,20,20,9,4,0,57,88,48,30,9,3,0,175,40,15,6,3,0,0,68,17,17,3,0,0,0,36,24,47,12,3,0,0,86,..,..,..,..,..,..,..,3,0,0,0,0,0,3,82,69,23,9,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061063,37,101,55,62,41,13,296,18,9,4,5,0,0,27,12,23,8,3,0,0,43,23,30,4,8,0,0,70,6,0,0,0,0,0,7,30,31,18,3,0,0,78,37,37,8,0,0,0,85,..,..,..,..,..,..,..,0,0,0,0,0,0,0,68,67,28,3,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,201,90,69,42,13,535,34,92,50,47,33,6,269,13,16,5,5,0,0,34,25,35,10,8,4,0,76,32,49,12,12,4,0,111,0,3,0,0,0,0,6,81,78,18,7,0,0,193,20,21,3,3,0,0,48,..,..,..,..,..,..,..,0,0,0,0,0,0,0,98,102,23,11,0,3,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061064,144,264,157,169,64,18,812,41,10,6,3,0,0,63,15,8,8,0,0,0,30,47,24,12,9,0,0,89,72,44,7,3,0,0,130,180,158,35,9,0,0,384,146,94,21,4,0,0,259,..,..,..,..,..,..,..,0,0,0,0,0,0,0,398,298,62,13,3,0,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,593,585,232,189,70,18,1683,130,259,137,159,55,14,758,41,19,3,7,0,0,74,69,56,22,12,3,0,151,105,66,27,15,3,0,228,67,44,5,3,0,0,126,203,159,34,18,3,0,415,227,106,19,3,5,0,365,..,..,..,..,..,..,..,0,0,0,0,0,0,3,500,311,61,31,4,0,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061067,399,489,282,275,98,35,1587,71,54,16,5,0,0,150,37,20,14,7,3,0,76,113,72,24,13,3,0,226,162,172,46,18,0,0,394,43,8,4,0,0,0,57,0,0,0,0,0,0,0,..,..,..,..,..,..,..,5,0,0,0,0,0,3,210,181,49,18,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719,745,357,305,100,37,2264,382,472,275,303,89,21,1549,41,32,14,14,0,0,99,28,35,25,7,0,0,100,70,64,36,19,0,4,190,180,148,50,18,3,0,402,44,7,0,4,0,0,62,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,220,161,52,20,3,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061069,120,253,128,184,93,22,791,29,0,0,0,0,0,39,27,24,18,19,3,0,93,56,28,15,25,3,0,128,48,30,12,5,0,0,98,33,27,6,6,0,0,77,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,3,0,0,3,83,60,21,9,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,342,166,217,98,22,1103,110,231,129,179,69,33,755,24,5,0,0,0,0,27,16,30,11,25,4,0,94,42,42,18,22,4,0,123,57,30,8,10,0,5,106,30,12,3,0,0,0,46,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,85,43,14,7,0,5,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061070,172,315,133,138,71,11,845,43,40,11,4,0,0,103,35,76,19,12,0,0,154,75,118,37,21,4,0,252,24,5,5,0,0,0,29,3,0,0,0,0,0,4,0,0,0,0,0,0,0,..,..,..,..,..,..,..,5,0,0,0,0,0,5,25,3,5,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,437,171,159,73,15,1136,138,289,105,132,46,10,729,44,34,9,9,5,0,93,67,107,33,23,3,0,238,107,142,41,25,5,0,327,19,19,7,4,0,0,44,3,0,0,0,0,0,3,10,8,0,0,0,0,18,..,..,..,..,..,..,..,0,0,0,0,0,0,0,34,27,6,4,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061129,7,24,11,9,9,4,62,0,0,0,0,0,0,3,3,13,0,0,0,0,24,7,10,0,5,0,0,26,4,3,3,0,0,0,8,56,65,17,0,0,0,136,126,120,21,9,0,0,277,..,..,..,..,..,..,..,0,0,0,0,0,0,0,186,185,38,9,3,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,220,52,23,11,4,509,3,25,11,6,3,0,51,6,4,0,0,0,0,8,8,3,3,0,0,0,15,8,8,3,0,0,0,21,8,6,3,0,0,0,20,33,43,5,3,0,0,93,242,198,39,16,3,0,503,..,..,..,..,..,..,..,0,0,0,0,0,0,0,294,254,50,16,6,0,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061130,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061131,25,27,22,15,4,5,98,7,14,0,0,0,0,28,13,47,20,16,5,0,102,25,63,25,18,5,0,128,50,68,23,0,0,0,151,238,318,58,18,0,0,628,150,200,36,7,0,0,388,..,..,..,..,..,..,..,0,0,0,0,0,0,0,441,587,118,27,6,0,1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,672,162,52,10,3,1395,22,22,15,12,0,0,76,11,7,3,3,0,0,22,44,62,24,20,8,7,153,48,73,28,23,8,7,175,13,11,5,3,0,0,32,267,276,73,22,7,0,639,569,539,103,28,0,3,1232,..,..,..,..,..,..,..,0,0,0,0,0,0,0,840,827,174,57,4,0,1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071071,208,386,290,372,127,48,1428,55,61,45,19,10,0,187,10,6,4,7,4,0,34,63,67,51,23,13,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,275,457,337,391,139,52,1651,195,377,261,329,125,48,1336,78,83,56,37,4,0,267,5,4,13,3,0,0,26,88,88,68,36,12,0,293,25,11,6,6,4,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,25,11,6,6,4,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071072,89,215,174,204,77,33,793,103,88,44,28,8,4,281,39,83,53,29,5,0,213,140,176,101,54,16,4,492,0,6,8,0,0,0,15,41,26,9,4,0,0,84,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,3,44,30,13,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,422,285,268,96,39,1385,189,311,187,209,69,35,1001,53,33,6,7,4,0,97,85,98,59,37,13,0,307,144,129,63,46,17,0,401,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071073,244,514,343,410,161,59,1734,60,37,25,10,0,0,132,9,3,8,3,0,0,16,64,47,27,14,0,0,152,49,34,14,6,3,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,5,0,0,0,0,8,52,44,15,6,3,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,599,392,428,165,59,2008,262,553,306,375,142,60,1704,92,63,38,18,9,0,212,4,6,4,3,0,0,13,90,64,38,24,9,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071074,266,505,367,387,143,59,1727,25,17,11,0,0,0,48,0,0,0,0,0,0,0,25,17,11,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,528,374,390,142,59,1782,311,566,322,330,129,65,1723,21,10,4,0,4,0,44,15,5,0,0,0,0,23,35,23,4,0,4,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071075,151,367,304,400,149,79,1444,94,70,24,16,9,9,216,4,15,3,6,6,0,37,94,90,28,19,4,6,253,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,242,455,337,428,153,88,1701,151,368,294,360,124,38,1343,71,42,16,14,3,0,160,10,20,10,11,0,0,53,82,62,26,28,4,5,207,51,41,20,6,3,5,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,51,41,20,6,3,5,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071076,104,339,202,235,91,26,993,0,0,0,0,0,0,0,7,8,5,0,0,0,24,7,8,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,349,207,235,94,26,1017,138,350,184,204,85,26,986,0,0,0,0,0,0,0,5,6,0,0,0,0,17,9,6,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071077,126,249,215,206,82,36,902,9,7,3,3,0,0,27,5,3,4,0,0,0,15,15,15,9,8,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,262,223,207,82,36,952,135,264,175,161,69,41,850,14,18,12,0,3,0,51,0,5,4,0,0,0,12,20,28,17,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071078,308,641,452,501,214,89,2210,156,144,39,28,5,0,381,15,22,12,9,0,0,58,169,166,48,39,5,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,810,499,542,222,88,2645,235,597,385,428,181,70,1891,270,251,94,55,22,6,706,21,20,12,12,0,0,67,294,271,107,66,20,7,772,32,10,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,32,10,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071079,160,366,236,206,72,23,1065,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,366,234,210,72,23,1075,158,378,202,205,68,32,1034,0,0,0,0,0,0,3,3,4,0,0,0,0,10,10,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071080,29,38,10,3,0,0,80,90,87,40,20,0,4,242,29,53,33,13,6,0,129,123,138,75,37,11,4,378,5,0,0,0,0,0,9,60,72,19,4,0,0,157,27,35,11,0,0,0,70,..,..,..,..,..,..,..,0,0,0,0,0,0,0,93,108,34,4,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,282,118,48,9,4,695,15,25,6,4,0,0,47,98,102,27,16,0,0,252,44,65,46,30,9,3,194,144,166,79,47,11,4,447,13,5,5,0,0,0,24,33,46,28,8,0,0,120,113,88,29,13,0,0,236,..,..,..,..,..,..,..,0,0,0,0,0,0,0,159,140,58,22,3,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
