SA2_CODE_2021,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_Tot,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_Tot_Tot,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_Tot,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_Tot_Tot,C21_Se_h_NPUR_1,C21_Se_h_NPUR_2,C21_Se_h_NPUR_3,C21_Se_h_NPUR_4,C21_Se_h_NPUR_5,C21_Se_h_NPUR_6more,C21_Se_h_Tot,C21_SDRTHT1S_NPUR_1,C21_SDRTHT1S_NPUR_2,C21_SDRTHT1S_NPUR_3,C21_SDRTHT1S_NPUR_4,C21_SDRTHT1S_NPUR_5,C21_SDRTHT1S_NPUR_6mor,C21_SDRTHT1S_Tot,C21_SDRTHT2S_NPUR_1,C21_SDRTHT2S_NPUR_2,C21_SDRTHT2S_NPUR_3,C21_SDRTHT2S_NPUR_4,C21_SDRTHT2S_NPUR_5,C21_SDRTHT2S_NPUR_6mor,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_NPUR_1,C21_SDRTHT_Tot_NPUR_2,C21_SDRTHT_Tot_NPUR_3,C21_SDRTHT_Tot_NPUR_4,C21_SDRTHT_Tot_NPUR_5,C21_SDRTHT_Tot_NPUR_6mor,C21_SDRTHT_Tot_Tot,C21_F_a_1_2SB_NPUR_1,C21_F_a_1_2SB_NPUR_2,C21_F_a_1_2SB_NPUR_3,C21_F_a_1_2SB_NPUR_4,C21_F_a_1_2SB_NPUR_5,C21_F_a_1_2SB_NPUR_6mor,C21_F_a_1_2SB_Tot,C21_F_a_I_a_3SB_NPUR_1,C21_F_a_I_a_3SB_NPUR_2,C21_F_a_I_a_3SB_NPUR_3,C21_F_a_I_a_3SB_NPUR_4,C21_F_a_I_a_3SB_NPUR_5,C21_F_a_I_a_3SB_NPUR_6mor,C21_F_a_In_a_3_st_b_Tot,C21_F_a_4_8SB_NPUR_1,C21_F_a_4_8SB_NPUR_2,C21_F_a_4_8SB_NPUR_3,C21_F_a_4_8SB_NPUR_4,C21_F_a_4_8SB_NPUR_5,C21_F_a_4_8SB_NPUR_6mor,C21_F_a_4_8SB_Tot,C21_F_a_9mor_s_b_NPUR_1,C21_F_a_9mor_s_b_NPUR_2,C21_F_a_9mor_s_b_NPUR_3,C21_F_a_9mor_s_b_NPUR_4,C21_F_a_9mor_s_b_NPUR_5,C21_F_a_9m_s_b_NPUR_6mor,C21_F_a_9mor_st_bl_Tot,C21_F_a_AH_NPUR_1,C21_F_a_AH_NPUR_2,C21_F_a_AH_NPUR_3,C21_F_a_AH_NPUR_4,C21_F_a_AH_NPUR_5,C21_F_a_AH_NPUR_6mor,C21_F_a_AH_Tot,C21_F_a_Tot_NPUR_1,C21_F_a_Tot_NPUR_2,C21_F_a_Tot_NPUR_3,C21_F_a_Tot_NPUR_4,C21_F_a_Tot_NPUR_5,C21_F_a_Tot_NPUR_6mor,C21_F_a_Tot_Tot,C21_OD_CCH_NPUR_1,C21_OD_CCH_NPUR_2,C21_OD_CCH_NPUR_3,C21_OD_CCH_NPUR_4,C21_OD_CCH_NPUR_5,C21_OD_CCH_NPUR_6mor,C21_OD_CCH_Tot,C21_OD_IHTSO_NPUR_1,C21_OD_IHTSO_NPUR_2,C21_OD_IHTSO_NPUR_3,C21_OD_IHTSO_NPUR_4,C21_OD_IHTSO_NPUR_5,C21_OD_IHTSO_NPUR_6mor,C21_OD_IHTSO_Tot,C21_OD_H_f_a_s_o_NPUR_1,C21_OD_H_f_a_s_o_NPUR_2,C21_OD_H_f_a_s_o_NPUR_3,C21_OD_H_f_a_s_o_NPUR_4,C21_OD_H_f_a_s_o_NPUR_5,C21_OD_H_f_a_s_o_NPUR_6mor,C21_OD_H_f_a_s_o_Tot,C21_OD_Tot_NPUR_1,C21_OD_Tot_NPUR_2,C21_OD_Tot_NPUR_3,C21_OD_Tot_NPUR_4,C21_OD_Tot_NPUR_5,C21_OD_Tot_NPUR_6mor,C21_OD_Tot_Tot,C21_DS_ns_NPUR_1,C21_DS_ns_NPUR_2,C21_DS_ns_NPUR_3,C21_DS_ns_NPUR_4,C21_DS_ns_NPUR_5,C21_DS_ns_NPUR_6more,C21_Dwg_st_NS_Tot,C21_Tot_NPUR_1,C21_Tot_NPUR_2,C21_Tot_NPUR_3,C21_Tot_NPUR_4,C21_Tot_NPUR_5,C21_Tot_NPUR_6more,C21_Tot_Tot
801041119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
801041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,11,0,3,25,35,145,194,311,123,69,879,19,19,15,19,8,0,78,79,183,127,88,43,12,536,98,206,141,107,52,14,617,9,13,14,0,3,0,45,24,20,8,6,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,32,25,6,5,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,7,173,383,357,424,181,82,1604
801041121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,97,116,132,78,52,521,4,3,11,3,0,3,26,11,35,16,14,0,0,68,16,39,26,12,0,3,101,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,59,133,146,149,77,60,629
801041122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,130,162,200,70,39,640,0,0,0,6,0,0,10,17,17,15,8,3,0,64,17,21,15,15,4,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,61,151,174,217,73,39,713
801051049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051050,0,0,3,0,0,0,0,0,0,3,27,4,0,0,0,0,27,625,581,325,310,108,32,1975,309,424,295,300,115,33,1464,102,62,30,14,8,0,222,48,29,18,16,0,5,122,152,97,44,36,12,8,339,56,18,0,0,0,0,73,0,0,0,0,0,0,0,80,36,0,0,0,0,119,0,0,0,0,0,0,0,7,0,0,0,0,0,13,143,52,5,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,604,574,343,334,121,34,2018
801051051,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,11,1042,963,280,92,38,14,2436,20,53,38,34,17,3,165,41,24,10,3,0,0,82,148,154,71,21,5,0,398,188,175,77,28,5,0,478,197,161,28,7,0,0,400,289,313,61,15,4,0,692,523,460,93,23,3,0,1095,271,230,35,8,0,0,539,0,0,0,0,0,0,0,1285,1158,222,55,11,0,2728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,1494,1394,338,120,31,8,3380
801051053,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,454,526,100,31,5,0,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,74,14,0,0,0,155,0,3,0,0,0,0,6,83,103,18,5,0,0,209,648,614,115,39,5,0,1416,0,0,0,0,0,0,0,794,798,148,45,4,0,1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,798,796,144,45,5,0,1796
801051054,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,280,292,143,101,41,15,869,82,119,97,87,25,14,423,7,10,3,0,0,0,22,68,92,70,39,9,5,284,80,99,76,39,9,5,308,106,63,12,5,0,0,188,22,27,14,4,0,0,61,187,199,47,18,0,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,6,312,290,72,23,0,0,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,509,241,143,39,20,1431
801051055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,341,431,246,219,75,41,1352,207,332,231,216,73,38,1092,48,36,9,16,7,0,125,39,42,24,22,7,6,137,85,76,41,35,13,5,261,97,73,10,12,0,0,188,16,0,0,0,0,0,20,27,22,0,0,0,0,47,0,0,0,0,0,0,0,7,3,3,0,0,0,19,151,92,14,10,5,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,501,285,264,94,45,1626
801051056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,364,199,193,68,16,1138,164,265,160,217,81,15,900,72,36,11,19,5,0,138,8,8,10,5,0,0,35,80,44,20,24,5,0,170,25,10,4,4,0,0,43,36,20,8,10,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,25,10,6,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,338,194,256,83,12,1181
801051057,0,0,0,10,0,0,0,0,0,10,5,0,0,0,0,0,0,808,792,260,222,62,27,2170,147,234,121,124,47,11,675,136,69,40,28,3,0,275,208,249,90,72,13,0,628,339,319,127,101,15,3,903,141,53,19,8,0,0,233,88,58,15,10,5,0,182,103,84,19,7,4,0,213,126,133,33,6,0,0,296,0,0,0,0,0,0,4,463,329,83,37,7,0,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,950,885,332,263,66,14,2514
801051058,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,15,562,656,351,334,139,36,2077,263,443,279,336,123,47,1486,93,57,38,20,5,5,209,49,55,17,11,0,0,134,135,112,57,31,8,5,353,91,84,20,12,3,0,217,95,74,15,7,6,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,9,190,163,34,22,6,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,721,370,385,132,52,2253
801051060,0,0,0,0,0,0,0,0,0,0,7,6,3,0,0,0,18,691,720,236,117,34,18,1809,43,90,48,51,26,11,268,24,21,15,9,4,0,76,50,82,49,24,6,0,216,75,102,69,35,11,3,295,93,53,10,10,0,0,174,287,249,61,16,4,0,615,100,105,31,16,0,0,253,217,242,55,14,0,0,526,4,0,0,0,0,0,4,698,645,155,50,8,0,1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,824,843,276,141,45,12,2138
801051061,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,651,786,385,350,80,37,2296,318,450,310,347,93,24,1539,32,17,10,6,6,0,71,213,300,121,70,17,3,713,248,310,126,75,22,5,784,96,63,12,9,0,0,183,59,33,5,3,0,0,108,8,11,4,0,0,0,19,0,0,0,0,0,0,0,4,13,0,0,0,0,18,167,113,21,23,4,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,730,875,455,443,124,29,2658
801051123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,390,190,170,67,13,1194,142,291,162,182,77,21,871,45,12,3,3,3,0,68,40,64,25,15,3,0,146,84,73,29,19,8,0,213,13,4,0,0,0,0,24,73,29,7,0,0,0,110,104,99,15,10,0,4,233,153,173,60,14,0,0,387,0,0,0,0,0,0,0,343,301,82,21,3,0,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,567,665,269,220,85,26,1838
801051125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,30,32,11,7,137,12,51,28,33,6,0,137,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,57,28,33,6,0,144
801051126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051127,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,340,234,76,57,27,6,742,48,106,37,44,21,3,252,5,5,0,0,0,0,7,48,54,21,12,7,0,145,50,59,22,12,7,0,153,61,14,7,0,0,0,84,19,4,0,0,0,0,24,63,38,10,0,0,0,106,37,23,6,0,0,0,66,0,0,0,0,0,0,0,183,80,21,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,245,74,59,22,8,697
801051128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,350,200,176,58,17,1094,141,282,147,176,59,24,821,28,16,8,4,0,0,58,85,42,13,10,4,0,158,118,62,27,8,4,4,218,20,11,9,4,0,0,37,23,17,5,0,0,0,38,49,38,4,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,58,15,5,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,397,184,189,63,26,1209
801061063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,170,242,91,75,31,14,625,30,110,59,49,23,13,287,14,9,8,0,0,0,29,27,49,8,12,0,0,97,45,57,14,12,0,0,133,3,3,0,0,0,0,4,82,94,27,11,0,0,209,67,65,12,3,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,164,32,12,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,231,337,108,79,29,12,786
801061064,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,735,647,222,205,66,16,1897,126,277,148,177,88,17,826,36,17,3,4,6,0,70,81,72,15,9,3,0,183,110,86,22,18,10,0,249,96,75,23,10,0,0,204,210,158,39,18,4,0,425,290,231,64,18,0,3,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,468,120,42,10,3,1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,828,835,289,245,100,20,2319
801061066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,681,698,362,350,96,25,2208,426,487,297,319,117,28,1669,58,76,14,17,4,0,166,56,42,16,17,3,3,141,113,115,34,33,10,3,311,181,145,52,48,3,4,431,23,4,5,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,156,59,52,3,4,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,759,386,395,127,38,2446
801061068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061069,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,243,313,159,207,79,34,1033,113,250,127,208,78,29,800,3,5,0,0,0,0,12,15,14,14,16,4,0,62,19,17,15,16,4,0,74,48,33,20,7,0,0,107,17,11,5,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,44,21,7,0,3,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,308,166,228,88,28,1011
801061070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,281,464,153,164,54,13,1123,160,299,122,146,61,25,803,43,34,10,4,0,0,87,68,115,28,29,7,0,245,114,149,31,31,3,0,337,24,18,0,3,0,0,48,3,0,0,0,0,0,7,22,8,3,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,31,7,3,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,328,474,163,182,64,30,1233
801061129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,284,65,27,9,4,690,7,24,9,15,6,0,59,0,4,0,0,0,0,4,11,12,3,3,0,0,25,11,16,3,3,0,0,28,10,10,0,0,0,0,24,49,42,6,3,0,0,102,218,169,30,11,0,0,432,68,63,12,4,0,0,148,75,55,9,6,0,0,143,424,339,62,22,4,4,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,379,73,43,7,7,943
801061130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,4,0,0,0,11
801061131,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,913,928,220,87,14,6,2160,20,38,12,11,12,6,99,11,6,7,0,0,0,16,58,84,23,24,3,5,196,66,92,26,24,3,5,212,26,30,8,5,0,0,64,285,318,86,39,6,0,737,1057,861,195,60,4,0,2180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374,1204,282,102,10,3,2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1462,1332,329,137,25,13,3293
801071071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,480,334,374,134,55,1685,232,390,269,330,115,61,1404,82,81,54,34,10,3,267,9,3,17,8,0,0,34,95,86,70,43,11,3,307,24,20,6,3,4,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,6,3,4,4,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,498,341,387,130,69,1772
801071072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,451,258,256,85,43,1417,140,272,144,181,75,41,856,67,28,5,0,0,0,94,106,101,59,34,20,7,328,164,125,70,38,20,7,428,67,48,20,13,7,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,48,20,13,7,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,447,231,236,100,48,1443
801071073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,615,349,402,146,59,1927,290,576,337,350,148,55,1751,76,65,36,21,3,0,198,6,3,0,0,0,0,12,76,69,36,22,0,0,213,19,20,8,4,7,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,8,4,7,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,669,382,376,157,57,2018
801071074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,351,586,326,331,134,65,1789,347,577,337,327,124,74,1784,27,6,0,0,0,0,32,8,7,0,0,0,0,24,41,12,0,3,0,0,59,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,9,10,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,594,346,332,128,79,1862
801071075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,290,466,344,389,132,52,1675,173,425,281,344,130,58,1415,65,37,10,9,0,0,128,13,27,12,5,0,0,56,78,62,23,17,4,0,185,65,42,21,15,8,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,42,21,15,8,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,525,328,376,142,68,1753
801071076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,362,187,203,85,26,1009,119,372,155,230,98,27,1005,0,0,0,0,0,0,0,3,11,0,0,0,0,19,3,11,0,0,0,0,19,5,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,390,155,232,98,27,1039
801071077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,292,189,168,73,41,913,146,286,161,173,72,32,878,22,18,9,9,0,0,53,6,5,3,0,0,0,17,25,20,14,6,5,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,308,177,184,74,32,948
801071078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,876,489,489,206,83,2704,263,632,400,443,164,82,1987,308,256,100,68,19,7,752,34,28,20,8,3,0,92,336,285,116,76,23,9,846,32,3,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,633,924,513,521,187,89,2874
801071079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,378,202,210,68,32,1054,168,391,204,216,77,37,1092,0,0,0,0,0,0,0,9,8,0,0,0,0,11,6,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,171,395,206,216,77,37,1106
