SA2_CODE_2021,C16_Aus_Mo_O_B_OS,C16_Aus_BP_B_Aus,C16_Aus_Bplace_NS,C16_Aus_Tot_resp,C16_Aus_Ab_BP_B_OS,C16_Aus_Ab_Fa_O_B_OS,C16_Aus_Ab_Mo_O_B_OS,C16_Aus_Ab_BP_B_Aus,C16_Aus_Abor_Bplace_NS,C16_Aus_Abor_Tot_resp,C16_Chi_BP_B_OS,C16_Chi_Fa_O_B_OS,C16_Chi_Mo_O_B_OS,C16_Chi_BP_B_Aus,C16_Chi_Bplace_NS,C16_Chi_Tot_resp,C16_Cro_BP_B_OS,C16_Cro_Fa_O_B_OS,C16_Cro_Mo_O_B_OS,C16_Cro_BP_B_Aus,C16_Cro_Bplace_NS,C16_Cro_Tot_resp,C16_Dut_BP_B_OS,C16_Dut_Fa_O_B_OS,C16_Dut_Mo_O_B_OS,C16_Dut_BP_B_Aus,C16_Dut_Bplace_NS,C16_Dut_Tot_resp,C16_Eng_BP_B_OS,C16_Eng_Fa_O_B_OS,C16_Eng_Mo_O_B_OS,C16_Eng_BP_B_Aus,C16_Eng_Bplace_NS,C16_Eng_Tot_resp,C16_Fil_BP_B_OS,C16_Fil_Fa_O_B_OS,C16_Fil_Mo_O_B_OS,C16_Fil_BP_B_Aus,C16_Fil_Bplace_NS,C16_Fil_Tot_resp,C16_Fre_BP_B_OS,C16_Fre_Fa_O_B_OS,C16_Fre_Mo_O_B_OS,C16_Fre_BP_B_Aus,C16_Fre_Bplace_NS,C16_Fre_Tot_resp,C16_Ger_BP_B_OS,C16_Ger_Fa_O_B_OS,C16_Ger_Mo_O_B_OS,C16_Ger_BP_B_Aus,C16_Ger_Bplace_NS,C16_Ger_Tot_resp,C16_Gre_BP_B_OS,C16_Gre_Fa_O_B_OS,C16_Gre_Mo_O_B_OS,C16_Gre_BP_B_Aus,C16_Gre_Bplace_NS,C16_Gre_Tot_resp,C16_Hun_BP_B_OS,C16_Hun_Fa_O_B_OS,C16_Hun_Mo_O_B_OS,C16_Hun_BP_B_Aus,C16_Hun_Bplace_NS,C16_Hun_Tot_resp,C16_Ind_BP_B_OS,C16_Ind_Fa_O_B_OS,C16_Ind_Mo_O_B_OS,C16_Ind_BP_B_Aus,C16_Ind_Bplace_NS,C16_Ind_Tot_resp,C16_Iri_BP_B_OS,C16_Iri_Fa_O_B_OS,C16_Iri_Mo_O_B_OS,C16_Iri_BP_B_Aus,C16_Iri_Bplace_NS,C16_Iri_Tot_resp,C16_Ita_BP_B_OS,C16_Ita_Fa_O_B_OS,C16_Ita_Mo_O_B_OS,C16_Ita_BP_B_Aus,C16_Ita_Bplace_NS,C16_Ita_Tot_resp,C16_Kor_BP_B_OS,C16_Kor_Fa_O_B_OS,C16_Kor_Mo_O_B_OS,C16_Kor_BP_B_Aus,C16_Kor_Bplace_NS,C16_Kor_Tot_resp,C16_Leb_BP_B_OS,C16_Leb_Fa_O_B_OS,C16_Leb_Mo_O_B_OS,C16_Leb_BP_B_Aus,C16_Leb_Bplace_NS,C16_Leb_Tot_resp,C16_Mac_BP_B_OS,C16_Mac_Fa_O_B_OS,C16_Mac_Mo_O_B_OS,C16_Mac_BP_B_Aus,C16_Mac_Bplace_NS,C16_Mac_Tot_resp,C16_Mal_BP_B_OS,C16_Mal_Fa_O_B_OS,C16_Mal_Mo_O_B_OS,C16_Mal_BP_B_Aus,C16_Mal_Bplace_NS,C16_Mal_Tot_resp,C16_Mao_BP_B_OS,C16_Mao_Fa_O_B_OS,C16_Mao_Mo_O_B_OS,C16_Mao_BP_B_Aus,C16_Mao_Bplace_NS,C16_Mao_Tot_resp,C16_NZ_BP_B_OS,C16_NZ_Fa_O_B_OS,C16_NZ_Mo_O_B_OS,C16_NZ_BP_B_Aus,C16_NZ_Bplace_NS,C16_NZ_Tot_resp,C16_Pol_BP_B_OS,C16_Pol_Fa_O_B_OS,C16_Pol_Mo_O_B_OS,C16_Pol_BP_B_Aus,C16_Pol_Bplace_NS,C16_Pol_Tot_resp,C16_Rus_BP_B_OS,C16_Rus_Fa_O_B_OS,C16_Rus_Mo_O_B_OS,C16_Rus_BP_B_Aus,C16_Rus_Birthplac_ns,C16_Rus_Tot_resp,C16_Sam_BP_B_OS,C16_Sam_Fa_O_B_OS,C16_Sam_Mo_O_B_OS,C16_Sam_BP_B_Aus,C16_Sam_Birthplac_ns,C16_Sam_Tot_resp,C16_Sco_BP_B_OS,C16_Sco_Fa_O_B_OS,C16_Sco_Mo_O_B_OS,C16_Sco_BP_B_Aus,C16_Sco_Birthplac_ns,C16_Sco_Tot_resp,C16_Ser_BP_B_OS,C16_Ser_Fa_O_B_OS,C16_Ser_Mo_O_B_OS,C16_Ser_BP_B_Aus,C16_Ser_Bplace_NS,C16_Ser_Tot_resp,C16_SAf_BP_B_OS,C16_SAf_Fa_O_B_OS,C16_SAf_Mo_O_B_OS,C16_SAf_BP_B_Aus,C16_SAf_Bplace_NS,C16_SAf_Tot_resp,C16_Span_BP_B_OS,C16_Span_Fa_O_B_OS,C16_Span_Mo_O_B_OS,C16_Span_BP_B_Aus,C16_Span_Bplace_NS,C16_Span_Tot_resp,C16_SriL_BP_B_OS,C16_SriL_Fa_O_B_OS,C16_SriL_Mo_O_B_OS,C16_SriL_BP_B_Aus,C16_SriL_Bplace_NS,C16_SriL_Tot_resp,C16_Viet_BP_B_OS,C16_Viet_Fa_O_B_OS,C16_Viet_Mo_O_B_OS,C16_Viet_BP_B_Aus,C16_Viet_Bplace_NS,C16_Viet_Tot_resp,C16_Wel_BP_B_OS,C16_Wel_Fa_O_B_OS,C16_Wel_Mo_O_B_OS,C16_Wel_BP_B_Aus,C16_Wel_Bplace_NS,C16_Wel_Tot_resp,C16_Oth_BP_B_OS,C16_Oth_Fa_O_B_OS,C16_Oth_Mo_O_B_OS,C16_Oth_BP_B_Aus,C16_Oth_Bplace_NS,C16_Oth_Tot_resp,C16_Anc_ns_BP_B_OS,C16_Anc_ns_Fa_O_B_OS,C16_Anc_ns_Mo_O_B_OS,C16_Anc_ns_BP_B_Aus,C16_Anc_ns_Bplace_NS,C16_Anc_NS_Tot_resp,C16_Tot_P_BP_B_OS,C16_Tot_P_Fa_O_B_OS,C16_Tot_P_Mo_O_B_OS,C16_Tot_P_BP_B_Aus,C16_Tot_P_Bplace_NS,C16_Tot_P_Tot_resp,C21_Aus_BP_B_OS,C21_Aus_Fa_O_B_OS,C21_Aus_Mo_O_B_OS,C21_Aus_BP_B_Aus
801061069,130,652,0,922,0,0,0,3,0,3,139,8,20,9,0,177,17,7,0,20,0,46,19,3,7,9,0,46,231,103,100,653,6,1092,31,5,5,8,0,37,19,4,0,0,0,32,59,18,6,70,0,153,50,11,8,43,0,113,7,5,0,0,0,13,103,0,10,0,0,111,41,33,13,289,6,384,79,11,6,74,9,182,13,0,5,0,0,15,12,0,0,0,0,14,7,0,0,0,0,7,7,0,0,5,0,11,0,0,0,0,0,5,9,4,0,0,0,13,22,7,3,0,0,34,13,0,0,0,0,13,0,0,0,0,0,0,58,32,24,216,0,338,12,0,0,4,0,17,0,4,0,0,0,7,6,0,0,0,0,7,26,5,3,0,0,34,29,4,0,0,0,34,5,5,6,12,0,29,276,22,33,44,6,378,7,0,0,13,203,221,1090,231,214,1414,224,3169,24,136,120,625
801061070,95,550,14,768,0,0,0,6,0,6,88,0,10,6,0,113,15,0,0,9,0,30,23,8,10,11,0,48,270,104,76,656,14,1117,11,0,0,0,0,11,13,4,0,3,0,20,54,11,8,73,0,150,23,10,6,20,0,57,10,0,0,0,0,16,62,3,5,0,0,76,46,40,29,387,7,501,59,15,10,37,0,112,7,0,0,0,0,8,0,0,0,0,3,9,10,0,0,4,0,13,7,0,0,10,0,22,5,0,0,0,0,5,14,3,3,0,0,23,25,6,0,9,0,39,11,0,0,0,0,15,0,0,0,0,0,0,72,36,27,283,0,413,0,0,0,3,0,7,12,0,0,0,0,15,13,0,0,0,0,17,10,5,5,4,0,24,18,0,5,0,0,24,22,5,5,16,0,42,209,28,28,34,4,298,0,0,0,6,154,161,917,226,180,1384,189,2888,38,119,110,632
801061129,32,265,0,349,0,0,0,5,0,5,66,0,0,8,0,78,3,0,0,4,0,5,6,3,4,0,0,16,110,47,41,332,5,532,9,0,0,0,0,10,11,0,0,0,0,18,15,3,0,38,0,61,10,5,0,8,0,21,4,0,0,0,0,10,25,0,3,4,0,31,36,12,14,190,0,255,19,17,4,21,0,57,11,0,0,0,0,18,3,0,0,3,0,8,3,0,0,0,0,8,7,0,0,0,0,7,0,0,0,0,0,0,4,4,0,0,0,9,5,0,0,5,0,11,3,0,0,3,0,5,0,0,0,0,0,0,25,0,19,126,5,174,10,0,0,0,0,10,4,0,0,0,0,9,10,0,0,0,0,11,4,0,0,0,0,4,20,0,4,0,0,20,11,0,0,4,0,9,122,10,23,15,0,170,0,0,0,0,112,117,460,90,82,687,122,1436,10,69,88,310
801061130,4,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,20,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,6,11,9,4,32,8,54,0,0,5,6
801061131,151,895,6,1242,0,0,0,7,0,7,173,7,16,4,0,203,18,9,4,6,0,30,32,13,5,24,0,73,318,186,141,1014,14,1671,27,3,4,0,0,44,27,0,3,14,0,50,52,19,18,122,3,210,28,7,6,21,0,60,12,0,4,10,0,20,103,0,0,0,0,103,105,61,42,526,3,730,50,26,12,68,5,156,23,0,0,0,0,29,10,4,0,5,0,24,9,0,3,0,0,9,3,4,3,12,0,24,6,0,3,0,0,11,20,4,4,3,0,32,33,10,3,14,0,58,19,3,3,8,0,35,3,0,0,0,0,9,105,50,45,353,8,564,13,0,0,0,0,15,9,0,0,0,0,13,15,5,3,5,0,36,25,0,0,0,0,30,21,0,0,0,0,27,19,10,0,38,6,64,321,51,40,61,6,478,16,0,0,3,346,371,1306,373,285,2078,384,4425,55,273,201,1272
801071071,180,1581,21,2045,0,0,7,24,0,28,87,3,0,14,0,102,45,18,3,17,0,81,39,13,8,34,0,87,283,212,150,1158,16,1822,75,0,15,5,0,93,3,0,0,7,0,15,55,23,22,145,4,244,13,8,6,15,0,34,13,6,0,9,0,26,92,3,0,0,0,93,59,42,17,410,6,530,34,16,12,66,0,139,3,0,0,0,0,3,5,0,0,0,0,13,7,0,0,4,0,15,11,4,4,11,0,29,13,5,5,0,0,26,14,9,3,3,0,26,29,6,9,19,0,60,3,0,3,0,0,7,0,0,0,0,0,5,69,50,38,365,7,523,16,4,0,6,0,28,3,3,4,0,0,11,51,15,3,13,0,83,28,0,3,0,0,32,35,0,0,0,0,37,11,6,3,17,0,35,320,48,38,74,3,488,9,0,0,28,175,213,1210,407,311,2818,220,4967,47,244,195,1514
801071072,111,1014,5,1294,0,0,0,13,0,19,134,5,10,5,0,155,25,8,5,14,0,49,30,12,16,31,0,90,194,124,75,817,14,1227,60,0,8,0,0,70,7,0,0,14,0,19,37,18,4,88,0,141,18,5,0,16,0,41,3,0,6,0,0,11,181,5,0,5,0,192,39,39,23,355,6,464,44,9,5,42,0,99,3,0,0,0,0,3,19,0,6,5,0,26,3,0,0,5,0,15,3,4,0,10,0,16,6,7,0,5,0,14,9,7,0,4,0,17,38,0,4,6,0,47,8,0,0,0,0,8,5,0,0,0,0,5,56,41,25,249,7,384,16,0,0,0,0,20,5,0,3,0,0,13,18,0,3,0,0,29,10,0,3,5,0,12,96,4,0,0,0,106,21,0,0,5,0,31,336,47,20,50,4,455,24,0,0,17,78,119,1268,277,189,1938,109,3783,28,161,121,1032
801071073,175,1772,26,2225,0,0,0,14,0,18,78,0,6,10,0,87,28,8,0,12,0,46,36,11,15,31,0,95,330,220,170,1435,18,2175,47,0,16,4,0,67,6,0,0,0,0,12,68,22,19,157,3,276,21,4,0,16,0,49,17,0,7,7,0,34,100,0,6,0,0,104,64,68,50,657,3,843,56,15,10,58,5,148,7,0,0,3,0,16,34,6,0,4,0,41,4,0,0,0,0,6,12,0,3,10,0,29,16,4,3,0,0,27,16,9,5,3,0,32,38,9,8,23,0,75,28,0,4,8,0,35,4,4,0,0,0,4,84,65,52,410,4,620,9,3,3,3,0,18,7,0,3,0,0,8,42,8,0,10,0,57,20,4,0,0,0,24,39,0,0,0,0,47,11,4,4,26,0,48,365,42,52,69,5,529,22,0,0,27,267,323,1355,427,337,3321,319,5761,46,223,189,1761
801071074,157,1624,21,2070,0,4,0,14,0,16,70,9,0,8,0,83,34,7,3,15,0,56,38,14,10,33,0,96,276,204,130,1305,13,1930,48,8,0,0,0,60,11,5,0,13,0,27,82,24,14,135,0,258,18,9,3,10,0,41,8,0,4,8,0,25,88,0,5,4,0,99,46,59,30,520,0,654,60,20,7,71,4,157,0,0,0,0,0,0,32,11,0,4,0,52,15,5,0,0,0,15,19,10,5,12,0,38,9,9,0,5,0,14,27,7,9,3,0,53,36,7,0,7,0,54,6,3,0,0,0,10,14,0,7,0,0,26,90,52,37,401,8,583,26,3,0,4,0,33,8,0,0,0,0,12,28,0,0,3,0,38,20,5,0,0,0,26,44,4,0,0,0,45,8,4,8,11,0,31,261,65,29,72,5,440,6,0,4,31,195,242,1188,443,262,2992,231,5118,60,227,166,1584
801071075,180,1477,22,1972,0,0,0,14,0,21,87,5,5,11,0,106,47,8,0,23,0,85,31,24,15,30,0,94,311,222,157,1276,23,1988,77,3,3,0,0,85,10,5,0,16,0,29,61,20,12,125,0,218,27,8,4,18,0,54,8,0,4,9,0,20,55,5,0,0,0,58,66,51,32,477,4,624,45,24,11,71,3,145,0,0,0,0,0,0,8,0,3,0,0,12,4,3,0,3,0,14,13,8,4,17,0,39,3,0,3,0,0,6,31,10,0,6,0,54,48,6,0,13,0,70,7,0,4,0,0,16,11,0,0,0,0,11,81,54,35,355,7,536,3,5,0,4,0,15,11,0,0,0,0,9,23,5,4,7,0,39,33,0,0,3,0,36,43,0,0,0,0,52,9,8,0,9,0,27,327,48,42,62,4,490,16,3,6,20,226,267,1264,440,309,2779,267,5059,57,256,189,1510
801071076,114,815,14,1091,0,0,0,0,0,0,84,10,20,8,0,117,22,3,0,10,0,38,25,9,9,19,0,59,228,111,110,678,9,1130,6,0,0,0,0,10,5,0,3,8,0,16,45,7,7,76,0,136,26,3,4,16,0,57,8,0,0,6,0,14,49,0,0,0,0,49,48,35,34,332,0,449,43,15,7,47,0,111,11,0,0,0,0,11,35,6,0,7,5,53,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,14,0,7,0,0,25,17,0,4,9,0,20,14,4,0,3,0,18,6,3,0,0,0,3,46,26,29,214,5,328,6,0,0,6,0,17,6,0,0,0,0,6,15,7,6,0,0,29,13,3,0,0,0,11,15,0,0,0,0,16,8,0,4,10,0,20,164,32,23,39,3,262,3,0,0,15,76,92,828,240,213,1571,101,2953,43,140,108,735
801071077,83,841,4,1089,0,0,0,15,0,15,36,0,3,6,0,44,17,3,0,3,0,27,19,3,7,19,0,49,157,84,50,652,9,957,42,4,0,3,0,53,9,4,0,4,0,10,17,9,5,92,0,123,15,0,4,0,0,21,3,3,4,0,0,10,43,0,4,0,0,46,23,20,14,276,10,343,36,3,10,53,5,108,3,0,0,0,0,3,22,9,0,0,0,33,4,0,0,3,0,7,3,0,0,10,0,12,12,3,0,0,0,18,15,0,0,5,0,18,11,0,3,8,0,25,3,0,0,0,0,3,9,5,0,0,0,10,39,25,21,219,0,310,11,12,0,3,0,24,8,0,0,0,0,10,12,3,0,0,0,15,6,0,0,0,0,4,16,0,0,0,0,17,7,3,0,9,0,21,199,39,34,33,0,309,6,0,4,21,114,147,673,205,153,1573,142,2751,24,122,83,824
801071078,217,2197,29,2830,0,6,0,15,0,23,120,10,10,15,0,149,66,14,7,24,0,106,62,8,9,53,0,140,461,302,217,1831,32,2842,71,4,12,0,0,89,21,5,3,19,0,48,87,27,24,150,6,291,31,12,9,12,0,66,9,3,0,12,0,26,221,8,3,3,0,229,75,71,38,745,9,934,81,39,10,93,4,227,6,0,0,0,0,9,25,16,0,0,0,36,27,4,0,5,0,37,17,6,7,19,0,49,19,4,0,0,0,26,22,12,7,8,0,45,37,5,3,29,0,83,11,5,0,6,0,21,0,0,0,0,0,0,136,68,50,519,5,776,22,7,0,12,0,42,32,5,3,0,0,39,54,7,6,8,3,78,60,6,0,4,3,71,66,0,0,0,0,67,18,3,3,23,0,56,545,83,79,106,5,818,33,5,0,44,277,363,2095,611,410,4147,350,7610,97,340,238,2335
801071079,112,856,6,1117,0,0,0,4,0,8,52,3,4,10,4,70,23,0,5,4,0,32,24,7,10,10,0,54,195,97,87,792,15,1180,43,5,0,0,0,49,7,0,4,6,0,15,32,18,12,89,0,151,12,0,0,6,0,14,13,0,0,0,0,13,43,0,0,0,0,44,42,31,17,344,0,444,63,18,6,52,0,137,3,0,0,0,0,3,29,0,0,6,0,36,0,0,0,0,0,3,4,0,0,3,0,16,0,0,0,0,0,3,11,0,0,3,0,17,18,8,8,4,0,33,15,0,0,0,0,17,0,0,0,0,0,0,51,28,26,243,3,354,3,0,0,5,0,8,6,0,4,0,0,6,9,0,0,11,0,25,29,0,3,0,0,31,20,0,3,0,0,28,8,0,0,4,0,19,163,42,36,43,0,288,10,0,0,20,113,143,796,218,186,1703,147,3055,27,152,106,922
801071080,41,300,11,429,0,0,0,6,0,6,63,0,4,0,0,72,10,0,0,0,0,15,18,10,7,4,0,40,127,64,35,353,4,583,43,0,6,0,0,48,3,0,0,9,0,15,30,9,4,43,0,84,8,0,0,0,0,14,9,0,0,0,0,11,275,0,0,8,0,280,31,21,9,162,3,224,23,6,0,19,0,42,9,0,0,0,0,10,0,3,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,8,15,6,0,5,0,31,9,0,0,4,0,14,0,0,0,0,0,0,40,20,10,136,3,206,4,0,0,0,0,5,0,0,0,0,0,3,16,0,0,0,0,16,20,0,0,0,0,20,18,0,0,0,0,18,4,3,0,3,0,10,184,14,8,27,0,234,8,0,0,0,91,108,843,128,77,736,110,1892,44,164,108,797
801071081,138,1273,13,1608,0,0,7,19,0,29,83,6,7,13,0,111,34,7,0,13,0,52,37,5,16,32,0,87,251,148,133,1027,9,1565,69,0,6,0,0,70,5,5,0,14,0,26,42,8,15,119,3,190,9,6,3,9,0,26,10,0,0,6,0,14,139,0,0,0,0,136,50,27,31,402,9,522,43,15,0,69,0,130,23,0,0,0,0,23,15,5,0,0,0,21,16,0,5,6,0,33,10,0,7,13,0,35,11,7,0,4,0,21,11,8,3,4,0,23,20,5,5,18,0,40,15,0,4,0,0,18,22,0,0,0,4,26,51,38,35,326,0,456,22,6,6,3,0,31,6,0,3,0,0,13,31,3,3,16,0,52,24,0,4,0,0,31,73,4,0,4,0,80,16,5,4,9,0,29,275,50,41,43,0,404,19,3,0,12,202,238,1231,301,263,2376,241,4403,49,172,129,1201
801071082,528,4269,62,5576,0,4,0,53,0,56,239,14,14,32,3,298,101,12,5,25,4,149,134,60,26,101,0,329,983,577,440,3687,56,5751,110,6,20,0,7,141,37,12,0,30,0,81,230,75,48,458,8,823,60,13,13,37,4,126,45,7,3,27,0,79,211,4,4,3,0,225,234,162,129,1797,16,2332,153,71,18,176,6,423,14,0,3,0,0,20,25,3,14,14,0,57,18,3,0,8,0,27,27,9,4,23,0,67,20,11,3,5,0,35,39,43,20,14,0,117,107,18,12,23,5,159,33,3,8,4,0,41,34,4,7,0,0,49,263,156,101,1210,10,1743,48,3,6,11,0,64,31,7,5,0,0,49,89,17,8,23,0,136,55,3,0,0,0,63,67,0,6,0,0,83,45,17,17,68,0,147,879,139,142,200,17,1370,34,10,0,65,664,778,3618,1171,914,8358,827,14900,128,702,557,4256
801071083,50,466,5,606,0,0,0,0,0,0,14,0,0,6,0,19,0,0,0,9,0,14,15,5,4,12,0,38,101,70,48,324,7,543,6,0,4,0,0,7,5,0,4,12,0,22,9,6,4,46,0,69,7,4,0,7,0,19,0,0,0,0,0,0,12,0,0,0,0,15,20,27,17,173,0,230,7,6,0,8,0,24,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,6,5,3,0,0,6,16,0,0,5,0,22,0,0,0,4,0,7,0,0,0,0,0,0,23,16,13,132,3,188,3,0,0,0,0,3,11,0,0,0,0,9,5,0,0,6,0,9,0,0,3,0,0,0,4,0,0,0,0,4,3,3,0,0,0,11,55,12,3,17,0,89,0,6,0,4,59,71,293,129,83,854,73,1426,10,70,46,432
801071084,157,1372,24,1793,0,0,0,13,0,13,116,4,10,16,0,142,41,4,0,15,0,59,54,13,7,28,0,97,320,170,133,1241,28,1890,45,7,6,0,0,56,14,0,5,10,0,28,80,22,12,136,0,250,24,3,5,11,0,37,14,6,4,0,0,23,191,0,5,8,3,213,72,36,32,511,9,653,68,28,6,74,0,176,11,0,0,0,0,7,35,3,7,0,0,48,18,0,0,0,0,20,20,3,6,10,0,37,11,0,0,6,0,16,20,0,5,5,0,35,31,4,3,9,0,53,8,0,0,4,0,12,10,0,0,0,0,10,104,46,27,371,8,559,32,0,0,0,0,36,29,0,0,0,0,29,38,3,0,6,0,48,38,0,0,0,0,37,96,0,0,0,0,99,29,4,0,26,0,52,397,44,46,67,10,556,13,6,3,17,331,365,1687,356,284,2704,394,5428,72,187,193,1566
801071085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071086,60,506,5,653,0,0,0,6,0,6,40,6,0,0,0,46,8,6,0,3,0,14,14,4,5,0,0,29,115,53,32,385,6,591,21,0,5,0,0,26,4,0,0,9,0,14,17,8,0,55,0,80,11,0,0,7,0,19,0,0,0,0,0,7,37,3,0,0,0,38,29,19,12,187,4,252,23,5,0,17,0,47,3,0,0,0,0,3,3,9,0,0,0,7,0,0,0,4,0,4,3,5,0,5,0,13,0,0,0,0,0,0,0,3,5,4,0,12,8,0,0,6,0,8,7,3,0,0,0,13,0,0,0,0,0,6,30,18,9,115,0,170,0,0,0,0,0,0,8,0,0,0,0,8,12,0,0,0,0,13,3,0,0,0,0,3,9,0,0,0,0,16,6,0,0,6,0,15,119,16,16,23,14,184,0,0,0,9,62,79,457,131,94,924,94,1697,19,75,63,504
801071087,80,900,14,1124,0,0,0,11,0,14,66,7,4,10,0,88,27,12,0,5,0,43,22,4,5,17,0,42,180,113,79,738,15,1124,23,0,0,0,0,25,11,0,0,7,0,17,48,17,7,72,0,139,7,3,0,3,0,15,12,3,0,3,0,24,41,0,0,0,0,43,48,33,13,285,5,394,40,10,13,33,3,102,0,0,0,0,0,0,7,0,0,0,6,11,5,0,3,0,0,7,16,0,0,8,0,31,11,3,0,4,0,15,12,13,0,0,0,26,20,4,0,8,0,27,5,0,0,7,0,7,29,0,0,0,0,34,31,25,18,223,0,303,24,0,4,0,0,28,6,0,0,0,0,8,14,0,0,0,0,18,5,0,0,0,0,6,14,0,0,0,0,18,15,5,0,0,0,18,189,12,22,29,0,265,10,4,0,24,119,160,796,229,151,1674,156,3008,39,140,87,900
801071088,110,1168,8,1514,0,0,0,24,0,28,36,3,4,9,0,53,28,15,0,13,0,56,31,12,9,36,0,84,237,149,107,977,15,1490,31,0,3,0,0,36,8,0,0,10,0,20,53,29,12,113,0,200,18,0,0,16,0,34,9,5,0,0,0,16,63,4,0,0,0,73,45,35,24,378,6,481,38,9,3,57,0,107,0,0,0,0,0,0,9,8,0,0,0,17,3,0,0,0,0,11,13,6,0,8,0,24,6,4,6,7,0,20,21,13,3,7,0,41,28,7,11,11,0,55,5,3,3,4,0,13,18,3,0,0,0,19,66,31,30,253,4,386,10,5,0,0,0,17,4,0,0,0,0,11,21,0,4,10,0,34,23,0,0,0,0,24,29,0,4,3,0,37,12,6,0,9,0,30,245,45,24,56,4,373,8,0,0,13,130,147,932,335,207,2178,155,3799,28,189,143,1176
801071089,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,8,4,22,0,0,0,10
801071090,280,2043,20,2693,0,0,0,29,0,36,161,9,15,21,0,213,36,0,4,16,0,58,67,20,18,33,0,139,540,267,211,1720,17,2753,53,0,14,0,0,67,23,4,4,10,0,45,89,27,23,201,0,340,53,11,4,23,0,95,28,3,3,14,0,45,158,4,3,4,0,173,128,64,42,870,7,1113,120,24,24,113,3,283,23,0,6,8,0,31,16,0,3,3,0,26,8,4,3,0,0,16,11,3,6,13,0,30,24,9,3,0,0,39,24,9,10,8,0,51,51,16,10,18,0,91,26,4,3,14,0,46,15,3,0,0,0,16,141,94,65,546,4,845,17,3,0,13,0,36,15,6,6,6,0,26,51,7,4,17,0,79,25,3,8,0,0,34,45,0,10,0,0,52,12,5,5,24,0,48,512,71,78,87,5,745,37,5,7,40,275,357,2078,565,497,4051,328,7511,85,345,286,2154
801071132,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,12,0,0,0,0
