SA2_CODE_2021,C21_P_35_39_Tot_LF,C21_P_35_39_Not_LF,C21_P_35_39_LF_NS,C21_P_35_39_Tot,C21_P_40_44_Em_FT,C21_P_40_44_Em_PT,C21_P_40_44_Em_AFW,C21_P_40_44_Em_Hrs_NS,C21_P_40_44_Em_Tot,C21_P_40_44_Unem_Look_FT,C21_P_40_44_Unem_Look_PT,C21_P_40_44_Unem_Tot,C21_P_40_44_Tot_LF,C21_P_40_44_Not_LF,C21_P_40_44_LF_NS,C21_P_40_44_Tot,C21_P_45_49_Em_FT,C21_P_45_49_Em_PT,C21_P_45_49_Em_AFW,C21_P_45_49_Em_Hrs_NS,C21_P_45_49_Em_Tot,C21_P_45_49_Unem_Look_FT,C21_P_45_49_Unem_Look_PT,C21_P_45_49_Unem_Tot,C21_P_45_49_Tot_LF,C21_P_45_49_Not_LF,C21_P_45_49_LF_NS,C21_P_45_49_Tot,C21_P_50_54_Em_FT,C21_P_50_54_Em_PT,C21_P_50_54_Em_AFW,C21_P_50_54_Em_Hrs_NS,C21_P_50_54_Em_Tot,C21_P_50_54_Unem_Look_FT,C21_P_50_54_Unem_Look_PT,C21_P_50_54_Unem_Tot,C21_P_50_54_Tot_LF,C21_P_50_54_Not_LF,C21_P_50_54_LF_NS,C21_P_50_54_Tot,C21_P_55_59_Em_FT,C21_P_55_59_Em_PT,C21_P_55_59_Em_AFW,C21_P_55_59_Em_Hrs_NS,C21_P_55_59_Em_Tot,C21_P_55_59_Unem_Look_FT,C21_P_55_59_Unem_Look_PT,C21_P_55_59_Unem_Tot,C21_P_55_59_Tot_LF,C21_P_55_59_Not_LF,C21_P_55_59_LF_NS,C21_P_55_59_Tot,C21_P_60_64_Em_FT,C21_P_60_64_Em_PT,C21_P_60_64_Em_AFW,C21_P_60_64_Em_Hrs_NS,C21_P_60_64_Em_Tot,C21_P_60_64_Unem_Look_FT,C21_P_60_64_Unem_Look_PT,C21_P_60_64_Unem_Tot,C21_P_60_64_Tot_LF,C21_P_60_64_Not_LF,C21_P_60_64_LF_NS,C21_P_60_64_Tot,C21_P_65_69_Em_FT,C21_P_65_69_Em_PT,C21_P_65_69_Em_AFW,C21_P_65_69_Em_Hrs_NS,C21_P_65_69_Em_Tot,C21_P_65_69_Unem_Look_FT,C21_P_65_69_Unem_Look_PT,C21_P_65_69_Unem_Tot,C21_P_65_69_Tot_LF,C21_P_65_69_Not_LF,C21_P_65_69_LF_NS,C21_P_65_69_Tot,C21_P_70_74_Em_FT,C21_P_70_74_Em_PT,C21_P_70_74_Em_AFW,C21_P_70_74_Em_Hrs_NS,C21_P_70_74_Em_Tot,C21_P_70_74_Unem_Look_FT,C21_P_70_74_Unem_Look_PT,C21_P_70_74_Unem_Tot,C21_P_70_74_Tot_LF,C21_P_70_74_Not_LF,C21_P_70_74_LF_NS,C21_P_70_74_Tot,C21_P_75over_Emp_Wor_ft,C21_P_75over_Em_Work_pt,C21_P_75over_Em_Aw_fr_w,C21_P_75over_Emp_Hou_w_ns,C21_P_75over_Em_Tot,C21_P_75over_Unem_Lo_ft_w,C21_P_75over_Unem_Lo_pt_w,C21_P_75over_Unemp_Tot,C21_P_75over_Tot_lab_for,C21_P_75over_N_lab_forc,C21_P_75over_LF_NS,C21_P_75over_Tot,C21_P_Tot_Em_FT,C21_P_Tot_Em_PT,C21_P_Tot_Em_AFW,C21_P_Tot_Em_Hrs_NS,C21_P_Tot_Em_Tot,C21_P_Tot_Unem_Look_FT,C21_P_Tot_Unem_Look_PT,C21_P_Tot_Unem_Tot,C21_P_Tot_Tot_labo_for,C21_P_Tot_Not_LF,C21_P_Tot_LF_NS,C21_P_Tot_Tot
801081096,109,9,14,129,74,31,5,0,106,0,0,0,109,9,4,127,107,23,5,0,133,0,0,6,136,15,4,161,84,27,0,0,107,0,0,0,111,19,6,133,53,23,3,0,79,0,0,0,79,32,4,114,30,28,0,0,57,0,0,0,57,62,6,119,11,9,0,0,17,0,0,3,26,98,0,122,3,10,0,0,18,0,0,0,18,146,4,166,8,4,0,0,8,0,0,0,8,302,12,327,594,312,33,8,946,26,15,38,989,769,59,1810
801081097,202,16,13,234,115,42,3,0,164,0,0,0,170,14,7,192,122,25,5,0,154,0,0,0,157,13,0,175,107,45,5,0,159,0,6,4,161,19,3,187,65,19,7,0,86,0,0,0,86,25,8,124,40,27,4,0,72,0,0,0,70,61,3,138,16,12,0,0,31,0,0,0,33,88,4,118,8,9,3,0,20,0,3,3,22,111,13,140,0,11,0,0,16,0,0,0,16,225,14,249,877,410,67,10,1365,20,28,45,1409,688,103,2205
801081098,250,27,8,286,187,55,14,3,253,4,5,5,259,20,4,285,192,51,9,0,253,3,4,3,262,27,6,292,167,41,10,4,226,4,3,11,228,17,0,253,108,37,4,0,145,0,0,3,146,49,7,203,38,42,0,0,82,0,0,0,84,80,5,172,17,26,4,0,50,0,0,0,50,113,10,179,5,17,0,0,24,0,0,0,24,184,18,227,4,12,0,0,17,0,0,0,17,441,80,536,1208,566,101,24,1903,30,37,68,1968,1101,164,3239
801081133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
801091099,204,14,7,224,125,35,12,0,171,0,3,3,173,3,5,180,95,26,9,0,125,0,0,0,128,18,4,153,124,21,0,0,148,0,0,0,151,22,6,178,73,26,0,0,103,0,0,0,103,28,5,131,35,22,4,0,65,0,0,0,68,69,6,139,12,13,0,0,27,0,0,0,27,88,0,111,0,5,4,0,9,0,0,0,9,79,0,91,0,4,3,0,6,0,0,0,6,215,10,236,988,430,64,18,1504,20,21,46,1550,632,69,2250
801091100,367,22,9,403,242,88,15,0,341,4,0,0,345,19,11,383,251,68,11,0,325,0,3,5,331,29,8,367,263,65,16,0,341,3,0,6,340,54,15,415,196,56,21,3,273,4,7,16,291,65,8,369,102,54,12,0,169,4,0,7,175,131,7,315,33,47,6,0,78,0,0,0,79,162,4,246,9,20,4,0,28,0,0,0,35,172,7,217,8,5,0,0,8,0,0,0,8,543,14,569,1785,885,149,21,2839,41,63,104,2944,1420,117,4485
801091101,208,22,4,227,140,51,8,0,199,3,0,3,200,22,6,230,165,56,4,0,222,7,0,8,229,7,11,252,172,44,5,0,216,0,0,0,220,36,6,264,146,36,3,0,185,6,0,9,194,38,5,238,66,31,0,0,99,0,0,5,101,88,6,194,18,20,0,0,39,0,0,0,41,103,9,153,5,15,0,0,25,0,0,0,25,152,8,185,3,17,0,0,16,0,0,0,16,492,51,559,1153,572,56,25,1801,26,46,71,1870,1096,140,3105
801091102,236,28,10,269,210,49,9,5,271,3,0,3,272,16,13,311,155,37,3,0,193,0,5,5,198,26,10,233,169,33,7,4,215,0,0,0,215,27,7,255,111,33,5,0,147,3,0,3,146,39,10,200,62,34,5,0,103,0,0,0,100,76,10,189,27,26,5,0,61,0,0,0,60,100,7,171,10,23,6,0,30,0,0,0,29,124,13,171,7,11,3,0,23,0,0,0,20,397,27,445,1182,489,73,17,1757,25,35,54,1817,967,164,2938
801091103,176,14,4,195,148,39,5,0,195,5,0,5,206,11,8,220,135,47,7,0,180,0,0,0,183,15,6,206,143,36,0,4,181,0,0,5,187,23,10,224,105,31,3,0,139,0,0,3,149,42,0,191,65,33,4,0,99,0,0,4,104,90,4,199,17,26,5,0,47,0,0,0,47,82,4,136,4,9,4,0,17,0,4,4,19,120,15,156,0,6,0,0,6,0,0,0,7,394,21,413,990,485,62,13,1542,28,38,62,1606,919,82,2617
801091104,117,16,0,137,98,27,0,0,125,0,0,0,127,6,3,131,108,32,0,0,137,0,0,0,143,5,6,159,92,21,0,0,110,0,0,0,110,15,4,132,96,31,8,0,135,3,6,10,143,44,5,189,57,35,6,0,100,9,3,11,108,77,10,193,22,16,4,0,39,0,0,0,39,89,4,135,11,15,6,0,26,0,0,0,25,172,5,208,0,4,0,0,7,0,0,0,7,295,9,317,751,321,34,11,1122,23,24,52,1167,809,55,2031
801091105,242,12,9,267,129,41,8,0,179,9,0,5,182,25,7,213,134,33,0,0,167,4,0,3,176,16,9,201,131,33,6,0,170,0,0,6,177,22,7,206,81,25,3,0,108,6,0,3,114,38,0,155,37,20,4,0,65,3,0,3,67,60,7,136,11,10,0,0,21,0,0,0,23,76,9,102,3,15,5,0,22,0,0,0,26,80,5,100,0,4,0,0,4,0,0,0,4,324,18,348,1101,555,66,24,1742,34,45,76,1820,782,114,2722
801091106,224,31,17,270,161,48,11,0,216,3,0,9,224,8,6,244,140,39,5,0,187,6,0,0,187,11,5,206,129,29,6,0,165,3,0,4,165,14,4,184,92,27,11,0,133,3,0,4,134,42,7,187,50,42,5,0,104,0,0,0,103,103,3,210,30,22,6,0,54,0,0,0,54,117,6,175,8,10,0,0,21,0,0,0,18,91,6,114,0,4,0,0,6,0,0,0,6,295,13,316,1155,553,80,14,1805,37,35,74,1877,845,106,2831
801091107,27,0,0,33,21,9,0,0,31,0,0,0,33,3,0,36,40,10,5,0,57,0,0,0,55,4,0,63,62,11,3,0,76,0,0,0,77,7,3,86,50,15,0,0,67,0,0,0,67,15,4,80,28,7,3,0,40,0,0,0,40,19,0,56,12,15,4,0,30,0,0,4,35,41,5,71,3,14,0,0,23,0,0,0,23,52,0,75,5,6,0,0,14,0,0,0,14,92,4,111,311,146,22,0,480,8,5,11,493,284,27,803
801091108,148,6,0,162,101,34,5,0,139,3,0,9,147,8,4,160,127,35,7,0,170,0,4,3,172,17,5,196,129,39,8,0,179,0,5,8,179,15,0,198,115,34,5,0,156,7,0,7,162,43,5,208,37,33,9,0,81,0,0,0,83,53,6,142,25,22,3,0,47,0,0,0,47,82,3,135,5,8,0,0,14,0,0,0,14,110,7,132,0,6,0,0,8,0,0,0,8,276,10,291,870,426,69,10,1384,22,26,46,1430,726,72,2226
801091109,497,43,15,555,233,58,3,8,296,11,4,11,306,26,19,349,163,41,5,5,214,0,0,0,216,27,14,252,130,45,8,4,181,0,0,3,183,36,15,239,120,33,0,3,156,0,0,0,158,45,15,219,61,15,3,0,84,3,3,8,88,64,3,160,24,13,3,0,34,0,3,5,38,81,8,128,13,5,0,0,20,0,3,3,21,82,4,106,3,3,0,0,5,0,0,0,5,136,7,157,2600,764,130,45,3548,70,47,124,3666,732,211,4613
801091110,146,15,0,162,118,48,0,0,169,0,0,0,166,9,5,184,114,37,7,0,160,4,3,5,167,9,5,181,118,34,7,0,158,0,0,3,159,16,8,182,77,17,5,0,105,0,0,4,108,43,10,157,40,18,0,0,54,0,0,0,54,43,3,110,11,11,0,0,32,0,0,0,29,70,5,104,0,11,0,0,10,0,0,0,10,73,0,85,0,4,0,0,5,0,0,0,5,178,6,192,798,356,55,12,1227,20,29,44,1269,552,77,1899
801101134,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,0,0,0,11,0,5,13
801101135,540,39,20,595,285,93,11,5,392,9,0,7,401,25,9,431,205,34,0,0,237,3,0,6,243,27,10,280,115,27,6,0,149,0,0,9,152,15,4,179,75,13,0,0,90,3,0,8,94,34,3,135,21,14,3,0,39,0,4,3,44,46,0,93,13,4,0,0,17,0,0,0,16,42,9,67,4,4,0,0,8,0,0,0,8,36,0,44,0,0,0,0,0,0,0,0,0,45,0,49,2024,742,110,38,2913,61,50,107,3023,523,133,3680
801101136,339,24,9,375,211,37,5,4,263,3,4,6,263,19,4,291,107,22,0,0,131,0,0,4,136,11,4,151,67,7,0,0,78,3,0,3,77,12,3,95,49,10,0,0,54,0,0,0,61,11,0,71,20,9,4,0,32,0,0,0,33,26,0,55,0,3,0,0,10,0,0,0,10,24,0,32,3,0,0,0,3,0,0,0,3,27,0,27,0,0,0,0,0,0,0,0,0,16,0,16,1275,299,64,11,1646,21,26,41,1686,293,55,2035
801101137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101139,412,23,11,450,259,56,9,0,322,7,0,3,331,24,4,360,152,38,3,0,190,3,0,3,192,13,3,211,115,23,6,0,145,3,0,5,150,18,3,173,84,19,4,0,112,3,5,5,114,29,0,146,35,14,5,0,52,0,0,0,52,36,4,86,16,6,0,0,21,0,0,0,22,52,5,79,0,8,0,0,5,0,0,0,5,42,5,51,0,0,0,0,0,0,0,0,0,34,3,40,1757,552,91,21,2424,51,30,76,2501,423,118,3043
801101145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
801101146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,4
801111140,39,5,0,42,30,19,4,0,48,0,0,0,53,0,0,51,23,9,3,0,38,0,0,0,38,0,4,38,24,4,0,0,25,0,0,0,30,3,0,33,20,9,0,0,28,0,0,0,28,4,4,29,13,4,0,0,13,0,0,0,13,14,4,36,4,4,0,0,5,0,0,0,5,13,5,24,4,0,0,0,9,0,0,0,9,4,4,13,0,3,0,0,3,0,0,0,3,10,0,15,207,93,20,0,333,5,4,9,334,66,21,423
801111141,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,6,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,4,0,0,0,4,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,4,0,23,0,0,0,22,9,12,47
897979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899999499,25,11,13,45,10,8,4,0,19,3,0,3,25,11,23,54,8,0,0,0,20,0,3,3,25,6,15,40,10,0,4,0,19,0,0,0,14,13,10,40,5,0,0,0,9,0,0,0,12,14,12,32,4,8,0,0,13,0,0,0,16,15,14,45,0,0,0,0,0,0,0,0,0,14,3,20,0,0,0,0,0,0,0,0,0,3,4,14,0,0,0,0,0,0,0,0,0,9,6,11,108,83,16,3,216,32,17,48,264,169,129,560
