SA2_CODE_2021,C11_M_Post_Deg_15_19_yrs,C11_M_Post_Deg_20_24_yrs,C11_M_Post_Deg_25_34_yrs,C11_M_Post_Deg_35_44_yrs,C11_M_Post_Deg_45_54_yrs,C11_M_Post_Deg_55_64_yrs,C11_M_Post_Deg_65_74_yrs,C11_M_Post_Deg_75_84_yrs,C11_M_Post_Deg_85over,C11_M_Post_Deg_Tot,C11_M_GrDip_GrCe_15_19,C11_M_GrDip_GrCe_20_24,C11_M_GrDip_GrCe_25_34,C11_M_GrDip_GrCe_35_44,C11_M_GrDip_GrCe_45_54,C11_M_GrDip_GrCe_55_64,C11_M_GrDip_GrCe_65_74,C11_M_GrDip_GrCe_75_84,C11_M_GrDip_GrCe_85over,C11_M_GrDip_GrCe_Tot,C11_M_BD_15_19,C11_M_BD_20_24,C11_M_BD_25_34,C11_M_BD_35_44,C11_M_BD_45_54,C11_M_BD_55_64,C11_M_BD_65_74,C11_M_BD_75_84,C11_M_BD_85over,C11_M_BD_Tot,C11_M_AdD_DL_15_19,C11_M_AdD_DL_20_24,C11_M_AdD_DL_25_34,C11_M_AdD_DL_35_44,C11_M_AdD_DL_45_54,C11_M_AdD_DL_55_64,C11_M_AdD_DL_65_74,C11_M_AdD_DL_75_84,C11_M_AdD_DL_85over,C11_M_AdD_DL_Tot,C11_M_CL_C_III_IV_15_19,C11_M_CL_C_III_IV_20_24,C11_M_CL_C_III_IV_25_34,C11_M_CL_C_III_IV_35_44,C11_M_CL_C_III_IV_45_54,C11_M_CL_C_III_IV_55_64,C11_M_CL_C_III_IV_65_74,C11_M_CL_C_III_IV_75_84,C11_M_CL_C_III_IV_85over,C11_M_CL_C_III_IV_Tot,C11_M_CL_C_I_II_15_19,C11_M_CL_C_I_II_20_24,C11_M_CL_C_I_II_25_34,C11_M_CL_C_I_II_35_44,C11_M_CL_C_I_II_45_54,C11_M_CL_C_I_II_55_64,C11_M_CL_C_I_II_65_74,C11_M_CL_C_I_II_75_84,C11_M_CL_C_I_II_85over,C11_M_CL_C_I_II_Tot,C11_M_CL_CL_nfd_15_19,C11_M_CL_CL_nfd_20_24,C11_M_CL_CL_nfd_25_34,C11_M_CL_CL_nfd_35_44,C11_M_CL_CL_nfd_45_54,C11_M_CL_CL_nfd_55_64,C11_M_CL_CL_nfd_65_74,C11_M_CL_CL_nfd_75_84,C11_M_CL_CL_nfd_85over,C11_M_CL_CL_nfd_Tot,C11_M_CL_Tot_15_19,C11_M_CL_Tot_20_24,C11_M_CL_Tot_25_34,C11_M_CL_Tot_35_44,C11_M_CL_Tot_45_54,C11_M_CL_Tot_55_64,C11_M_CL_Tot_65_74,C11_M_CL_Tot_75_84,C11_M_CL_Tot_85over,C11_M_CL_Tot_Tot,C11_M_LE_ID_15_19,C11_M_LE_ID_20_24,C11_M_LE_ID_25_34,C11_M_LE_ID_35_44,C11_M_LE_ID_45_54,C11_M_LE_ID_55_64,C11_M_LE_ID_65_74,C11_M_LE_ID_75_84,C11_M_LE_ID_85over,C11_M_LE_ID_Tot,C11_M_LE_NS_15_19,C11_M_LE_NS_20_24,C11_M_LE_NS_25_34,C11_M_LE_NS_35_44,C11_M_LE_NS_45_54,C11_M_LE_NS_55_64,C11_M_LE_NS_65_74,C11_M_LE_NS_75_84,C11_M_LE_NS_85over,C11_M_LE_NS_Tot,C11_M_Tot_15_19_yrs,C11_M_Tot_20_24_yrs,C11_M_Tot_25_34_yrs,C11_M_Tot_35_44_yrs,C11_M_Tot_45_54_yrs,C11_M_Tot_55_64_yrs,C11_M_Tot_65_74_yrs,C11_M_Tot_75_84_yrs,C11_M_Tot_85over,C11_M_Tot_Tot,C16_M_Post_Deg_15_19_yrs,C16_M_Post_Deg_20_24_yrs,C16_M_Post_Deg_25_34_yrs,C16_M_Post_Deg_35_44_yrs,C16_M_Post_Deg_45_54_yrs,C16_M_Post_Deg_55_64_yrs,C16_M_Post_Deg_65_74_yrs,C16_M_Post_Deg_75_84_yrs,C16_M_Post_Deg_85over,C16_M_Post_Deg_Tot,C16_M_GrDip_GrCe_15_19,C16_M_GrDip_GrCe_20_24,C16_M_GrDip_GrCe_25_34,C16_M_GrDip_GrCe_35_44,C16_M_GrDip_GrCe_45_54,C16_M_GrDip_GrCe_55_64,C16_M_GrDip_GrCe_65_74,C16_M_GrDip_GrCe_75_84,C16_M_GrDip_GrCe_85over,C16_M_GrDip_GrCe_Tot,C16_M_BD_15_19,C16_M_BD_20_24,C16_M_BD_25_34,C16_M_BD_35_44,C16_M_BD_45_54,C16_M_BD_55_64,C16_M_BD_65_74,C16_M_BD_75_84,C16_M_BD_85over,C16_M_BD_Tot,C16_M_AdD_DL_15_19,C16_M_AdD_DL_20_24,C16_M_AdD_DL_25_34,C16_M_AdD_DL_35_44,C16_M_AdD_DL_45_54,C16_M_AdD_DL_55_64,C16_M_AdD_DL_65_74,C16_M_AdD_DL_75_84,C16_M_AdD_DL_85over,C16_M_AdD_DL_Tot,C16_M_CL_C_III_IV_15_19,C16_M_CL_C_III_IV_20_24,C16_M_CL_C_III_IV_25_34,C16_M_CL_C_III_IV_35_44,C16_M_CL_C_III_IV_45_54,C16_M_CL_C_III_IV_55_64,C16_M_CL_C_III_IV_65_74,C16_M_CL_C_III_IV_75_84,C16_M_CL_C_III_IV_85over,C16_M_CL_C_III_IV_Tot,C16_M_CL_C_I_II_15_19,C16_M_CL_C_I_II_20_24,C16_M_CL_C_I_II_25_34,C16_M_CL_C_I_II_35_44,C16_M_CL_C_I_II_45_54,C16_M_CL_C_I_II_55_64,C16_M_CL_C_I_II_65_74,C16_M_CL_C_I_II_75_84,C16_M_CL_C_I_II_85over,C16_M_CL_C_I_II_Tot,C16_M_CL_CL_nfd_15_19,C16_M_CL_CL_nfd_20_24,C16_M_CL_CL_nfd_25_34,C16_M_CL_CL_nfd_35_44,C16_M_CL_CL_nfd_45_54,C16_M_CL_CL_nfd_55_64,C16_M_CL_CL_nfd_65_74,C16_M_CL_CL_nfd_75_84,C16_M_CL_CL_nfd_85over,C16_M_CL_CL_nfd_Tot,C16_M_CL_Tot_15_19,C16_M_CL_Tot_20_24,C16_M_CL_Tot_25_34,C16_M_CL_Tot_35_44,C16_M_CL_Tot_45_54,C16_M_CL_Tot_55_64,C16_M_CL_Tot_65_74,C16_M_CL_Tot_75_84,C16_M_CL_Tot_85over,C16_M_CL_Tot_Tot,C16_M_LE_ID_15_19,C16_M_LE_ID_20_24,C16_M_LE_ID_25_34,C16_M_LE_ID_35_44,C16_M_LE_ID_45_54,C16_M_LE_ID_55_64,C16_M_LE_ID_65_74,C16_M_LE_ID_75_84,C16_M_LE_ID_85over,C16_M_LE_ID_Tot
801061129,0,0,27,30,25,31,12,3,0,123,0,0,4,10,4,7,0,0,0,26,0,14,74,29,23,25,10,3,0,180,0,4,6,9,8,4,4,0,0,27,0,8,3,7,7,0,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,3,6,7,0,5,0,0,33,0,0,0,0,0,4,0,0,0,10,0,10,30,18,13,11,8,0,0,84,0,33,145,98,77,81,39,14,0,475,0,0,45,35,27,28,22,6,0,172,0,0,17,9,7,5,4,0,6,46,0,15,71,39,22,21,23,5,0,205,0,0,12,9,6,0,8,0,0,43,0,0,4,8,4,3,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,7,4,7,3,0,0,31,0,0,0,0,0,0,0,0,0,3
801061130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,8,0,4,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
801061131,0,0,75,64,37,42,9,10,3,247,0,0,18,13,8,8,0,0,0,53,0,30,247,63,40,39,24,5,3,447,0,3,28,24,15,15,9,4,0,96,4,9,37,19,13,5,3,3,0,95,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,10,4,9,43,24,15,11,0,3,0,108,0,0,0,0,4,0,0,0,0,9,6,11,59,24,22,16,3,0,3,147,11,61,480,211,136,127,51,18,11,1106,0,3,153,105,70,60,27,12,6,429,0,3,54,19,16,21,4,6,0,118,0,39,324,104,46,56,47,8,5,633,0,5,57,35,26,32,12,3,4,171,0,12,57,22,13,12,9,3,3,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,7,0,14,59,21,13,16,9,4,3,139,0,0,8,0,0,6,0,0,0,19
801071071,0,0,10,15,25,7,0,0,0,63,0,0,9,3,17,5,0,0,0,36,0,9,50,65,39,18,11,3,0,181,0,14,34,48,39,30,0,0,0,162,4,43,109,104,93,45,18,8,0,426,4,4,7,9,6,0,0,0,0,24,0,4,0,6,4,4,0,0,0,18,4,50,114,115,103,50,18,8,0,466,0,0,6,9,3,4,4,0,0,24,13,9,22,32,27,16,6,3,5,145,23,86,245,282,244,127,40,17,0,1074,0,0,13,20,17,19,4,0,0,70,0,0,3,7,13,9,0,0,0,38,0,4,39,52,40,31,24,0,0,194,0,11,37,57,37,23,15,0,0,178,4,43,115,88,97,51,19,10,5,420,3,0,6,3,0,0,0,0,0,20,0,0,0,8,9,8,4,0,0,27,6,44,120,100,102,61,16,10,5,467,0,0,0,6,3,0,0,0,0,17
801071072,0,0,18,21,29,21,4,0,0,93,0,0,4,5,10,0,0,0,0,30,0,18,86,49,46,24,7,4,0,235,0,4,25,38,42,18,16,0,0,136,0,24,56,71,60,34,7,4,0,269,0,0,0,4,7,0,0,0,0,12,0,0,0,4,9,0,0,0,0,15,0,26,63,83,74,41,7,4,0,297,0,0,0,4,0,0,0,4,0,13,15,9,13,15,10,8,8,0,0,72,15,63,203,208,215,117,45,13,8,877,0,0,15,36,25,17,15,4,0,101,0,0,4,10,12,12,5,0,0,37,0,14,76,49,42,27,10,9,0,230,0,4,32,34,48,27,15,7,0,164,10,19,58,51,55,48,21,3,3,265,5,0,0,6,8,0,0,0,0,17,0,0,0,0,3,0,0,0,0,15,12,19,68,49,66,50,21,9,3,290,0,0,0,3,3,3,0,0,0,7
801071073,0,0,5,11,43,22,0,0,0,95,0,0,7,16,28,10,4,0,0,64,0,16,59,74,72,45,12,6,0,275,0,8,44,55,70,32,7,0,0,217,7,52,99,100,117,68,30,12,4,487,0,5,9,0,0,0,0,0,0,22,0,3,5,4,9,3,0,0,0,20,7,52,118,103,126,78,25,12,4,535,0,3,5,8,3,3,0,3,0,28,25,6,20,21,11,15,8,6,0,102,31,91,257,287,353,197,60,23,3,1313,0,0,14,9,29,37,15,0,0,101,0,0,8,5,19,16,0,0,0,49,0,22,55,64,68,58,23,6,0,295,0,15,39,46,57,60,10,9,3,232,10,43,129,106,106,79,31,9,3,525,6,5,5,5,0,6,0,0,0,30,0,0,3,8,6,12,5,5,0,40,20,56,136,115,116,100,41,12,3,591,0,0,3,4,3,10,3,0,0,22
801071074,0,0,8,21,31,20,3,0,0,85,0,0,3,9,21,3,0,0,0,48,0,22,52,49,60,37,7,0,0,228,0,8,31,31,58,33,9,0,0,163,9,57,110,92,107,69,26,0,0,469,5,5,6,5,5,4,0,0,0,23,0,7,4,6,0,4,0,0,0,17,14,61,119,102,116,74,26,0,0,510,0,3,6,5,4,10,3,0,0,29,16,9,10,13,14,16,6,3,4,90,29,104,223,225,301,194,59,12,5,1156,0,0,6,24,20,18,9,0,0,87,0,0,4,3,9,20,3,0,0,47,0,5,52,51,35,54,17,0,0,222,0,3,38,39,44,48,11,4,0,188,6,37,137,87,86,102,39,11,0,504,3,4,4,0,5,0,0,0,0,16,0,4,3,0,3,7,3,0,0,20,9,42,146,93,91,105,42,12,0,543,0,0,4,0,0,0,0,0,0,14
801071075,0,0,10,17,30,16,6,0,0,76,0,0,5,8,16,6,0,0,0,31,0,12,49,66,54,36,7,0,0,241,0,5,24,54,54,19,5,0,0,166,8,41,90,108,109,42,26,13,3,437,4,4,8,8,4,4,0,0,0,29,0,4,8,3,10,3,0,0,0,27,14,49,106,116,124,45,26,13,3,494,0,0,9,8,3,8,0,0,0,32,15,13,15,17,14,19,12,6,0,110,28,84,212,290,301,150,50,21,3,1150,0,0,6,15,27,28,6,0,0,80,0,0,6,6,9,11,0,0,0,29,0,18,31,64,57,39,17,9,4,230,0,12,34,33,72,37,6,0,0,199,5,46,98,69,118,61,25,18,8,441,5,3,6,4,6,4,0,0,0,27,0,0,3,4,10,4,5,0,0,25,14,48,105,76,127,67,30,18,8,492,0,0,0,0,0,0,0,0,0,4
801071076,0,0,10,17,37,51,12,4,0,129,0,0,7,14,21,24,5,0,0,62,0,17,35,47,74,72,25,10,3,276,0,8,13,22,33,26,5,5,0,117,0,15,27,26,49,43,23,4,4,188,3,0,0,4,0,0,0,0,0,11,0,0,0,0,6,0,3,0,0,19,3,23,33,26,52,41,21,4,4,214,0,0,0,0,4,0,3,0,0,8,6,5,4,8,4,11,0,0,0,40,8,46,94,131,230,230,83,16,4,848,0,0,10,30,32,53,23,3,0,154,0,0,0,10,20,24,10,0,0,65,0,10,33,46,55,72,35,9,0,268,0,3,6,20,32,36,19,0,0,118,0,8,28,32,27,41,24,5,0,159,0,3,4,0,0,0,0,0,0,8,0,0,3,0,0,9,0,0,0,14,0,13,29,29,31,44,22,5,0,180,0,0,0,0,0,0,0,0,0,6
801071077,0,0,4,4,9,14,0,0,0,37,0,0,0,6,4,6,0,0,0,18,0,7,21,27,17,20,3,0,0,102,0,8,15,15,32,11,3,3,0,84,5,31,60,58,65,42,10,6,0,277,5,4,3,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,6,8,36,67,60,65,45,10,6,0,295,0,0,0,5,5,4,4,0,0,19,6,0,9,7,14,8,5,0,0,54,20,52,122,123,145,110,26,11,3,612,0,0,6,7,11,13,11,0,0,40,0,0,5,0,3,8,4,0,0,19,0,9,30,23,15,20,13,3,0,111,0,3,12,20,18,22,12,3,0,95,8,28,65,62,43,39,21,5,0,277,0,9,4,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,9,5,28,69,70,50,45,20,5,0,299,0,0,0,0,0,0,0,0,0,5
801071078,0,0,20,35,48,19,11,0,0,136,0,0,6,15,21,4,4,0,0,52,0,15,66,86,97,48,17,4,0,335,0,11,60,71,97,44,11,4,0,292,7,55,125,115,159,80,28,17,3,596,9,3,8,4,0,6,0,0,0,24,4,4,9,3,0,0,3,0,0,24,15,62,139,131,165,86,32,17,3,645,0,0,8,9,8,6,5,3,0,39,29,24,32,35,35,13,14,11,6,200,48,114,332,379,460,231,90,40,11,1700,0,0,16,38,48,30,14,8,0,158,0,0,9,20,19,12,5,0,0,64,0,23,64,62,79,67,31,13,0,339,0,15,38,62,78,62,24,3,0,281,10,54,144,120,129,91,43,34,6,626,0,5,4,5,0,0,0,0,0,24,0,4,6,6,9,6,8,0,0,40,11,60,152,134,143,93,54,35,3,684,0,0,6,4,0,0,0,0,0,15
801071079,0,0,7,17,23,24,3,0,0,75,0,0,0,6,3,13,0,0,0,30,0,7,26,41,50,48,15,4,0,192,0,8,22,18,33,29,5,8,0,116,3,25,51,45,37,47,27,9,5,233,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,7,0,0,0,19,3,27,49,49,42,52,27,10,5,258,0,0,3,0,0,4,0,0,0,15,3,3,18,11,13,9,4,4,0,74,5,47,126,150,167,180,64,23,0,757,0,0,9,22,21,29,10,4,0,89,0,0,3,3,4,8,10,0,0,32,0,11,32,42,35,44,33,0,3,191,0,3,22,23,35,20,16,0,0,119,3,17,54,52,30,38,26,13,0,235,0,3,4,0,0,0,0,0,0,10,0,0,8,0,0,5,5,0,0,17,6,21,61,57,33,43,27,11,0,260,0,0,0,0,0,6,3,0,0,8
801071080,0,0,15,14,5,5,10,0,0,47,0,0,10,3,4,3,0,0,0,23,0,5,57,18,17,18,17,0,0,144,3,8,18,12,15,5,10,6,0,69,0,9,20,10,12,21,5,9,0,83,0,3,3,0,0,0,0,0,0,9,0,0,4,0,0,5,0,0,0,8,0,14,25,10,15,28,5,9,0,99,0,0,0,4,0,0,0,0,0,7,0,4,14,3,3,3,0,0,0,27,3,30,140,58,54,69,41,15,0,410,0,0,39,34,5,8,7,8,0,99,0,0,10,3,0,12,3,0,0,29,0,3,92,42,22,24,20,6,0,201,0,3,18,9,9,11,4,0,0,62,0,13,24,22,17,10,11,6,3,107,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,3,3,0,0,12,0,12,24,25,17,12,12,4,3,126,0,0,0,0,3,0,3,0,0,13
801071081,0,0,11,15,21,12,0,0,0,61,0,0,0,7,9,3,0,0,0,26,0,13,68,41,40,25,7,0,0,196,0,7,27,26,30,29,4,3,0,131,5,42,85,95,86,36,20,9,5,384,3,4,6,4,8,3,0,0,0,25,0,0,0,0,8,4,0,0,0,14,4,48,96,99,97,43,24,9,5,430,0,0,4,8,6,5,0,0,0,22,11,12,13,12,16,12,6,0,3,88,19,85,223,210,221,131,56,18,6,962,0,0,16,19,20,11,5,4,0,69,0,0,6,3,12,9,0,0,0,26,0,14,42,46,31,33,16,8,0,181,0,7,33,46,30,39,14,11,0,175,4,28,97,59,72,68,31,20,0,384,3,3,3,3,4,0,0,0,0,17,0,0,6,0,6,0,0,0,0,24,10,33,105,68,79,65,35,22,4,425,0,0,4,0,0,0,0,0,0,5
801071082,0,0,42,83,94,100,42,12,0,375,0,0,15,29,53,55,17,3,0,171,0,49,211,229,198,233,88,23,8,1032,6,32,106,109,113,127,42,15,0,550,12,86,282,243,201,211,110,39,10,1194,3,21,7,0,10,5,8,0,0,52,5,0,10,13,10,14,13,3,0,72,20,111,302,255,217,233,133,44,7,1324,0,6,11,16,10,21,16,4,0,79,31,24,35,40,54,40,40,8,6,278,54,218,734,751,740,807,376,104,24,3810,0,0,36,84,82,84,67,15,0,373,0,0,10,23,46,44,28,4,0,159,0,25,164,209,200,176,160,34,4,977,0,11,93,123,125,109,90,26,10,593,11,63,247,222,188,171,162,47,8,1106,0,8,9,7,3,8,6,3,0,47,0,5,9,15,8,11,22,3,0,81,13,74,266,245,203,188,183,56,8,1237,0,0,9,0,6,9,3,4,5,42
801071083,0,0,0,8,12,20,0,0,0,42,0,0,3,6,5,6,0,0,0,22,0,10,16,31,21,26,9,0,0,113,0,4,7,8,20,14,3,0,0,63,0,23,18,17,21,19,6,0,0,110,3,0,3,0,0,0,0,0,0,5,0,3,0,0,0,4,0,0,0,10,3,31,21,17,25,22,7,0,0,127,0,0,0,0,5,3,0,0,0,10,3,0,0,6,7,0,0,0,5,17,8,35,54,77,98,96,25,5,0,394,0,0,4,7,10,15,8,0,0,42,0,0,0,3,10,6,3,0,0,20,0,0,23,23,26,27,15,4,0,116,0,3,8,15,12,11,4,0,0,62,5,9,28,23,23,24,8,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,10,5,8,38,21,23,26,12,0,0,140,0,0,0,0,0,0,4,0,0,5
801071084,0,0,16,20,39,34,10,0,0,128,0,0,5,11,25,14,3,0,0,61,0,23,61,59,68,67,14,9,3,304,0,9,28,33,43,45,11,7,3,189,10,31,79,84,87,76,39,12,6,431,6,0,0,4,0,0,0,0,0,17,0,5,5,0,10,6,0,3,0,24,17,43,87,89,99,86,41,18,9,473,0,0,5,6,10,9,3,8,0,36,13,12,8,13,23,7,11,8,9,103,26,84,210,234,301,262,92,51,28,1295,0,0,13,31,29,41,17,0,4,130,0,3,8,8,14,22,3,0,0,59,0,15,63,80,53,62,20,13,12,327,0,5,33,34,48,49,31,9,4,200,3,25,85,73,85,88,51,29,15,454,0,9,3,0,0,0,0,0,0,20,0,0,0,4,5,3,5,3,0,28,5,31,91,84,89,96,59,37,15,504,0,0,5,4,6,0,7,0,0,15
801071085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071086,0,0,4,10,4,15,9,0,0,42,0,0,3,0,3,0,0,0,0,13,0,10,16,25,31,29,6,4,0,126,0,8,14,4,20,10,8,0,0,62,3,27,15,26,37,23,5,7,0,142,0,0,0,0,0,3,0,0,0,6,0,0,0,0,4,0,0,0,0,11,3,26,19,28,39,21,5,6,0,151,0,0,0,0,0,0,0,0,0,3,12,3,8,7,3,4,0,0,0,37,19,49,70,78,104,88,26,13,0,436,0,0,5,9,10,14,12,0,0,46,0,0,0,0,0,3,0,0,0,15,0,4,27,26,20,32,21,6,0,128,0,0,6,15,16,12,3,0,0,48,0,11,20,19,27,22,9,3,0,116,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,4,0,0,0,6,0,17,25,14,30,28,9,3,0,127,0,0,0,0,0,0,0,0,0,6
801071087,0,0,9,8,8,4,5,0,0,27,0,0,0,3,11,0,0,0,0,16,0,10,35,14,19,16,10,0,0,96,0,5,22,26,13,34,4,0,0,102,0,35,71,71,52,53,18,4,0,297,4,5,3,5,0,0,0,0,0,14,0,0,9,3,0,3,0,0,0,16,0,35,80,78,51,52,18,4,0,325,0,0,6,6,7,0,5,0,0,13,9,9,7,19,17,13,8,4,0,87,19,55,144,152,126,120,43,11,0,673,0,0,3,17,11,6,3,0,0,43,0,0,5,4,3,4,0,0,0,10,0,11,19,22,17,19,3,0,0,91,0,3,19,21,13,26,11,0,0,91,0,19,79,47,53,47,14,9,0,281,4,6,5,0,6,0,0,0,0,13,0,0,6,5,6,0,0,0,0,13,3,22,84,57,57,53,18,9,0,309,0,0,7,5,4,4,0,0,0,19
801071088,0,0,5,17,20,13,6,0,0,65,0,0,3,5,9,4,0,0,0,27,0,8,40,36,35,26,6,0,0,144,0,4,34,41,40,28,7,3,0,156,7,35,78,87,87,42,11,3,0,361,5,5,3,5,3,0,0,0,0,9,0,0,4,0,6,0,4,0,0,14,6,32,90,91,92,43,18,5,0,384,0,6,9,0,0,0,3,0,0,25,15,8,10,18,18,3,0,6,0,86,20,62,187,211,224,124,36,11,5,880,0,0,3,18,19,16,5,0,0,69,0,0,0,4,11,9,0,0,0,26,0,14,30,30,20,29,9,0,0,129,0,11,30,35,42,32,7,5,0,167,3,52,98,67,77,51,21,7,0,373,0,0,5,3,0,0,0,0,0,12,0,4,6,0,0,0,0,0,0,23,8,53,105,77,84,57,25,5,0,412,0,0,0,0,5,0,0,0,0,9
801071089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071090,0,0,25,38,56,54,20,6,0,201,0,0,8,17,16,29,3,0,0,73,0,16,130,102,96,90,39,12,4,494,0,11,37,63,59,76,29,0,0,288,8,45,113,106,108,88,49,20,6,542,0,7,3,3,6,0,4,0,0,23,0,3,11,5,9,15,7,0,0,56,11,58,134,115,117,105,62,21,6,620,0,4,6,9,0,12,0,5,0,33,16,13,24,13,25,25,18,3,0,136,22,96,357,364,378,394,174,49,10,1847,0,0,27,53,49,52,38,12,0,233,0,0,8,17,19,28,9,0,0,84,0,25,107,119,98,80,73,21,3,525,0,6,54,60,46,70,42,5,0,290,6,39,93,101,85,93,64,29,0,517,0,4,9,3,4,0,0,0,0,28,0,0,3,10,7,11,9,9,0,51,8,50,107,113,94,108,69,32,6,592,0,0,0,0,7,5,5,5,0,25
801071132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801081091,0,0,3,23,57,41,30,5,0,153,0,0,0,11,19,16,7,0,0,58,0,14,32,55,52,61,54,21,3,297,0,0,11,15,14,22,8,3,3,76,0,12,17,18,23,10,18,7,0,118,4,0,0,4,0,5,0,0,0,9,0,0,0,0,3,0,3,0,0,11,9,12,20,28,27,19,19,7,0,131,0,0,6,0,6,5,4,6,0,22,4,3,0,5,3,3,3,0,0,27,8,25,80,136,182,167,127,45,7,772,0,0,8,28,39,32,41,17,0,164,0,0,3,10,19,13,5,5,0,57,0,23,28,44,54,45,66,23,3,280,0,4,10,16,19,16,19,7,8,83,0,10,14,22,35,10,21,13,0,124,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,8,0,10,9,25,37,14,21,11,3,137,0,0,3,0,0,0,0,0,0,6
801081092,0,0,13,46,36,31,13,3,0,148,0,0,7,13,19,0,8,0,0,53,0,17,39,70,52,42,26,10,0,254,0,5,19,35,20,11,15,3,0,110,4,10,24,48,29,26,22,11,0,189,0,0,0,0,0,0,0,0,0,6,0,0,3,6,0,3,4,0,0,20,0,20,25,56,37,30,32,11,0,213,0,0,3,0,0,4,3,4,0,14,6,5,3,10,6,6,9,7,4,59,12,44,108,232,173,122,105,45,10,853,0,0,10,31,45,33,21,7,0,145,0,0,5,6,18,20,8,0,0,58,0,8,36,50,54,39,35,13,9,244,0,5,12,21,30,19,11,8,0,98,0,13,32,42,34,20,31,14,3,192,0,0,0,0,0,0,0,0,0,8,0,0,0,4,7,0,7,0,0,22,0,17,34,48,41,25,35,14,12,219,0,0,0,0,0,0,0,0,0,7
