SA2_CODE_2021,C16_Rel_NS_0_14,C16_Rel_NS_15_24,C16_Rel_NS_25_34,C16_Rel_NS_35_44,C16_Rel_NS_45_54,C16_Rel_NS_55_64,C16_Rel_NS_65_74,C16_Rel_NS_75_84,C16_Rel_NS_85ov,C16_Rel_NS_Tot,C16_Tot_0_14,C16_Tot_15_24,C16_Tot_25_34,C16_Tot_35_44,C16_Tot_45_54,C16_Tot_55_64,C16_Tot_65_74,C16_Tot_75_84,C16_Tot_85ov,C16_Tot_Tot,C21_Buddhism_0_14,C21_Buddhism_15_24,C21_Buddhism_25_34,C21_Buddhism_35_44,C21_Buddhism_45_54,C21_Buddhism_55_64,C21_Buddhism_65_74,C21_Buddhism_75_84,C21_Buddhism_85ov,C21_Buddhism_Tot,C21_Christ_Angli_0_14,C21_Christ_Angl_15_24,C21_Christ_Angl_25_34,C21_Christ_Angl_35_44,C21_Christ_Angl_45_54,C21_Christ_Angl_55_64,C21_Christ_Angl_65_74,C21_Christ_Angl_75_84,C21_Christ_Anglic_85ov,C21_Christ_Anglic_Tot,C21_Chr_Ass_Apo_0_14,C21_Chr_Ass_Apo_15_24,C21_Chr_Ass_Apo_25_34,C21_Chr_Ass_Apo_35_44,C21_Chr_Ass_Apo_45_54,C21_Chr_Ass_Apo_55_64,C21_Chr_Ass_Apo_65_74,C21_Chr_Ass_Apo_75_84,C21_Chr_Ass_Apo_85ov,C21_Chr_Ass_Apo_Tot,C21_Chr_Bapt_0_14,C21_Chr_Bapt_15_24,C21_Chr_Bapt_25_34,C21_Chr_Bapt_35_44,C21_Chr_Bapt_45_54,C21_Chr_Bapt_55_64,C21_Chr_Bapt_65_74,C21_Chr_Bapt_75_84,C21_Chr_Bapt_85ov,C21_Chr_Bapt_Tot,C21_Chr_Breth_0_14,C21_Chr_Bret_15_24,C21_Chr_Bret_25_34,C21_Chr_Bret_35_44,C21_Chr_Bret_45_54,C21_Chr_Bret_55_64,C21_Chr_Bret_65_74,C21_Chr_Bret_75_84,C21_Chr_Breth_85ov,C21_Chr_Bret_Tot,C21_Chr_Cath_0_14,C21_Chr_Cath_15_24,C21_Chr_Cath_25_34,C21_Chr_Cath_35_44,C21_Chr_Cath_45_54,C21_Chr_Cath_55_64,C21_Chr_Cath_65_74,C21_Chr_Cath_75_84,C21_Chr_Catho_85ov,C21_Chr_Catho_Tot,C21_C_Chur_Christ_0_14,C21_C_Chur_Christ_15_24,C21_C_Chur_Christ_25_34,C21_C_Chur_Christ_35_44,C21_C_Chur_Christ_45_54,C21_C_Chur_Christ_55_64,C21_C_Chur_Christ_65_74,C21_C_Chur_Christ_75_84,C21_C_Chur_Christ_85ov,C21_C_Chur_Christ_Tot,C21_C_East_Ortho_0_14,C21_C_East_Ortho_15_24,C21_C_East_Ortho_25_34,C21_C_East_Ortho_35_44,C21_C_East_Ortho_45_54,C21_C_East_Ortho_55_64,C21_C_East_Ortho_65_74,C21_C_East_Ortho_75_84,C21_C_East_Ortho_85ov,C21_C_East_Ortho_Tot,C21_C_Jeh_Wit_0_14,C21_C_Jeh_Wit_15_24,C21_C_Jeh_Wit_25_34,C21_C_Jeh_Wit_35_44,C21_C_Jeh_Wit_45_54,C21_C_Jeh_Wit_55_64,C21_C_Jeh_Wit_65_74,C21_C_Jeh_Wit_75_84,C21_C_Jeh_Wit_85ov,C21_C_Jeh_Wit_Tot,C21_C_La_Da_Sai_0_14,C21_C_La_Da_Sa_15_24,C21_C_La_Da_Sa_25_34,C21_C_La_Da_Sa_35_44,C21_C_La_Da_Sa_45_54,C21_C_La_Da_Sa_55_64,C21_C_La_Da_Sa_65_74,C21_C_La_Da_Sa_75_84,C21_C_Lat_Da_Sa_85ov,C21_C_Lat_Da_Sa_Tot,C21_C_Luthe_0_14,C21_C_Luthe_15_24,C21_C_Luthe_25_34,C21_C_Luthe_35_44,C21_C_Luthe_45_54,C21_C_Luthe_55_64,C21_C_Luthe_65_74,C21_C_Luthe_75_84,C21_C_Luthe_85ov,C21_C_Luthe_Tot,C21_C_Ori_Orth_0_14,C21_C_Ori_Orth_15_24,C21_C_Ori_Orth_25_34,C21_C_Ori_Orth_35_44,C21_C_Ori_Orth_45_54,C21_C_Ori_Orth_55_64,C21_C_Ori_Orth_65_74,C21_C_Ori_Orth_75_84,C21_C_Ori_Orth_85ov,C21_C_Ori_Ort_Tot,C21_C_Oth_Pro_0_14,C21_C_Oth_Pro_15_24,C21_C_Oth_Pro_25_34,C21_C_Oth_Pro_35_44,C21_C_Oth_Pro_45_54,C21_C_Oth_Pro_55_64,C21_C_Oth_Pro_65_74,C21_C_Oth_Pro_75_84,C21_C_Oth_Pro_85ov,C21_C_Oth_Pro_Tot,C21_C_Pent_0_14,C21_C_Pent_15_24,C21_C_Pent_25_34,C21_C_Pent_35_44,C21_C_Pent_45_54,C21_C_Pent_55_64,C21_C_Pent_65_74,C21_C_Pent_75_84,C21_C_Pent_85ov,C21_C_Pent_Tot,C21_C_Pres_Ref_0_14,C21_C_Pres_Ref_15_24,C21_C_Pres_Ref_25_34,C21_C_Pres_Ref_35_44,C21_C_Pres_Ref_45_54,C21_C_Pres_Ref_55_64,C21_C_Pres_Ref_65_74,C21_C_Pres_Ref_75_84,C21_C_Pres_Ref_85ov,C21_C_Pres_Ref_Tot,C21_C_Sal_Army_0_14,C21_C_Sal_Army_15_24,C21_C_Sal_Army_25_34,C21_C_Sal_Army_35_44,C21_C_Sal_Army_45_54,C21_C_Sal_Army_55_64,C21_C_Sal_Army_65_74,C21_C_Sal_Army_75_84,C21_C_Sal_Army_85ov,C21_C_Sal_Army_Tot,C21_C_Sev_day_Adv_0_14,C21_C_Sev_day_Adv_15_24,C21_C_Sev_day_Adv_25_34,C21_C_Sev_day_Adv_35_44,C21_C_Sev_day_Adv_45_54,C21_C_Sev_day_Adv_55_64,C21_C_Sev_day_Adv_65_74,C21_C_Sev_day_Adv_75_84,C21_C_Sev_day_Adv_85ov,C21_C_Sev_day_Adv_Tot,C21_Chr_Unit_Ch_0_14,C21_Chr_Unit_Ch_15_24,C21_Chr_Unit_Ch_25_34,C21_Chr_Unit_Ch_35_44,C21_Chr_Unit_Ch_45_54,C21_Chr_Unit_Ch_55_64,C21_Chr_Unit_Ch_65_74,C21_Chr_Unit_Ch_75_84,C21_Chr_Unit_Ch_85ov,C21_Chr_Unit_Ch_Tot
801061070,39,18,26,33,43,45,55,14,11,290,413,290,222,309,443,440,477,181,101,2888,0,4,4,12,9,10,5,4,0,51,40,21,13,32,42,65,84,57,19,373,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,87,84,32,61,107,123,111,58,25,689,0,0,0,0,0,0,0,0,0,0,8,16,3,11,10,9,6,3,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,6,0,6,0,0,23,4,0,0,0,0,0,0,0,0,3,0,0,8,4,6,0,0,0,0,17,0,0,0,0,0,3,0,0,0,5,3,0,0,4,3,8,20,13,3,66,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,7,4,3,4,8,7,11,24,13,0,77
801061129,3,7,47,35,24,17,6,3,5,146,105,106,409,245,188,184,155,29,16,1436,10,0,4,9,8,8,0,0,0,34,5,17,22,17,30,26,34,15,4,171,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,9,15,66,24,44,46,38,18,3,258,0,0,0,0,0,0,0,0,0,0,5,3,7,9,12,3,3,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,4,4,3,5,3,0,0,18,0,3,3,0,0,3,0,0,0,10,0,0,3,6,7,5,6,5,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,5,7,5,0,33
801061130,0,0,0,4,4,0,0,0,0,7,5,9,4,12,9,6,7,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061131,42,55,200,83,65,57,23,17,3,537,334,415,1623,665,492,450,268,129,59,4425,11,5,32,32,17,13,6,0,0,110,30,33,83,68,73,84,76,43,16,505,0,0,0,0,0,0,0,0,0,0,0,9,15,10,11,5,0,0,0,57,0,0,0,0,0,0,0,0,0,0,80,86,233,159,121,124,106,44,7,962,0,0,0,0,0,0,0,0,0,4,8,9,20,5,14,12,0,0,0,79,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,6,0,0,4,0,0,4,0,5,0,16,0,0,5,3,0,0,0,0,0,10,0,0,9,0,0,0,0,0,0,11,0,0,6,8,6,0,0,5,0,28,5,4,14,10,12,6,15,7,4,68,3,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,4,14,15,13,21,25,16,0,105
801071071,70,49,65,52,52,34,14,3,0,346,1141,721,770,794,749,459,214,92,28,4967,14,12,18,11,17,32,19,7,3,127,74,65,58,76,131,95,42,43,8,593,0,0,0,0,0,0,0,0,0,0,4,4,3,8,8,8,6,4,0,43,0,0,0,0,0,0,0,0,0,0,256,154,111,166,187,156,85,36,8,1166,0,0,0,0,0,0,0,0,0,6,6,4,5,8,9,0,5,0,0,33,7,0,0,0,0,0,0,0,0,4,3,8,0,0,8,5,0,0,0,20,0,0,5,0,4,0,4,0,0,8,0,4,0,0,6,0,0,0,0,6,0,0,0,3,4,0,3,0,0,10,19,14,4,14,17,9,4,0,0,79,4,4,4,0,12,16,9,0,0,55,0,3,3,0,0,3,4,0,0,9,6,3,0,5,7,5,0,0,0,20,7,3,5,16,5,17,9,4,0,69
801071072,27,38,36,21,30,30,7,9,3,209,692,536,551,526,615,480,252,104,26,3783,11,10,3,12,20,20,8,12,3,96,35,31,27,31,64,60,60,34,7,349,0,0,0,0,0,0,0,0,0,0,4,6,3,3,3,10,9,4,0,47,0,0,0,0,0,0,0,0,0,0,160,113,90,130,131,126,74,58,7,890,0,0,0,3,0,0,0,0,0,8,11,12,5,9,14,4,8,8,0,67,0,0,0,0,0,0,3,0,0,6,0,3,3,0,0,3,0,0,0,11,0,0,5,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,13,15,4,4,9,11,4,0,0,0,38,0,4,0,0,11,12,16,5,3,46,7,0,0,5,4,0,0,0,0,14,8,0,4,4,0,0,0,0,0,24,11,9,4,10,8,20,13,9,0,82
801071073,78,72,60,55,68,69,34,19,16,471,1131,875,782,737,905,776,314,153,85,5761,16,4,12,19,7,15,17,6,0,96,68,51,37,54,118,112,88,28,18,584,0,0,0,0,0,0,0,0,0,0,8,4,7,0,0,12,3,4,0,41,0,0,0,0,0,0,0,0,0,3,316,184,166,159,201,236,110,61,22,1445,0,0,0,0,0,0,0,0,0,3,9,10,6,14,11,10,7,3,0,80,0,0,0,0,0,4,5,0,0,12,8,0,6,3,0,4,3,0,0,26,0,4,0,0,3,7,5,0,0,32,0,0,0,0,0,0,0,0,0,4,8,0,5,3,5,10,4,0,0,32,4,3,10,0,8,8,3,0,0,31,8,5,13,11,20,19,15,5,4,99,0,3,0,0,8,4,0,0,0,20,0,3,0,0,0,4,0,0,0,10,11,0,9,13,9,21,11,3,0,79
801071074,77,67,63,57,58,74,16,10,5,425,1005,734,750,652,732,791,316,106,37,5118,19,8,11,13,17,19,14,5,0,114,77,52,53,59,72,138,115,29,4,591,0,0,0,0,0,0,0,0,0,0,9,4,5,3,4,5,7,4,0,46,0,0,0,0,0,0,0,0,0,0,274,158,155,166,169,204,132,45,5,1315,0,0,0,0,0,0,0,0,0,0,6,16,3,16,10,20,4,4,0,74,0,0,0,0,0,6,0,0,0,10,6,3,0,5,6,0,0,0,0,24,5,3,0,6,0,9,3,0,0,28,3,0,0,0,0,0,0,0,0,9,9,6,4,7,0,0,4,4,0,25,13,7,4,3,7,13,12,0,0,54,14,7,4,12,13,31,18,7,5,99,0,0,5,0,0,10,0,0,0,9,0,0,0,0,0,0,0,0,0,5,5,3,6,6,15,25,25,3,0,77
801071075,94,70,56,51,76,39,20,11,4,413,1025,835,611,647,976,551,248,129,41,5059,8,6,7,21,30,19,17,3,0,102,46,49,42,53,126,130,66,31,17,549,0,0,0,0,0,0,0,0,0,0,13,8,3,9,8,6,0,0,0,42,0,0,0,0,0,0,0,0,0,0,251,186,131,153,218,169,92,42,11,1252,0,0,0,0,0,0,0,0,0,4,20,4,3,4,9,7,5,5,0,65,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,0,0,0,4,3,6,5,0,21,0,0,4,0,0,0,0,0,0,0,4,0,4,3,9,3,0,0,0,22,18,10,11,9,7,8,5,0,0,65,3,5,5,0,17,15,10,3,7,74,0,0,0,5,0,0,6,0,0,8,0,0,0,0,3,0,0,0,0,5,7,8,4,7,15,22,10,0,0,84
801071076,33,31,11,29,32,34,32,6,0,207,524,374,218,379,455,571,325,84,13,2953,0,6,0,4,8,8,8,0,0,38,34,29,19,24,61,70,80,33,7,355,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,174,83,62,79,104,128,105,29,12,775,0,0,0,0,0,0,0,0,0,0,10,10,3,8,16,10,12,3,4,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,9,0,20,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,3,0,0,0,17,6,0,0,8,3,3,4,0,0,31,6,5,3,9,3,14,8,0,0,56,0,0,0,5,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,9,9,0,0,6,12,11,19,3,0,64
801071077,28,25,43,25,44,28,13,5,4,219,573,358,415,377,387,383,177,58,22,2751,0,0,9,4,12,9,14,4,0,54,35,33,17,36,48,71,33,16,6,297,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,9,11,0,0,24,0,0,0,0,0,0,0,0,0,0,151,75,86,94,86,104,68,9,10,691,0,0,0,0,0,0,0,0,0,0,5,10,3,6,4,5,6,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,4,0,21,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,6,0,0,11,3,0,4,0,0,0,7,0,0,27,0,0,0,3,6,19,10,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,13,0,0,6,0,6,11,13,3,0,35
801071078,112,97,72,85,101,73,34,20,6,596,1464,1210,987,982,1319,856,481,253,67,7610,20,14,21,23,48,32,16,3,0,180,92,73,77,94,154,192,101,83,19,889,0,0,0,0,0,0,0,0,0,0,10,4,4,7,9,15,11,3,4,73,4,0,0,0,0,0,0,0,0,4,388,250,244,230,281,310,149,83,24,1958,0,0,0,0,0,0,3,0,0,4,10,8,11,6,20,14,8,4,4,89,7,0,3,3,0,6,0,0,0,20,0,0,0,0,4,3,5,0,0,11,0,0,0,3,4,12,3,6,3,38,15,4,4,11,0,0,3,0,0,36,0,0,0,0,0,5,5,5,0,7,22,21,5,12,14,12,12,0,0,100,7,7,3,5,17,31,31,16,9,122,3,0,0,0,0,5,7,9,0,27,6,0,4,3,0,3,0,0,0,23,8,5,4,15,16,35,22,12,11,126
801071079,30,25,21,19,22,30,24,11,0,190,609,374,396,363,419,489,295,96,21,3055,6,8,8,4,11,9,9,4,0,50,25,29,14,34,55,58,74,25,4,325,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,0,21,0,0,0,0,0,0,0,0,0,0,212,84,102,127,99,125,106,53,7,913,0,0,0,0,0,0,0,4,0,3,4,0,0,0,4,9,5,6,0,34,3,0,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,4,0,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,17,3,4,3,3,6,7,3,0,0,23,4,0,3,0,4,7,12,5,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,15,18,6,0,55
801071080,10,14,45,26,12,27,20,7,0,165,214,200,464,267,208,223,192,87,24,1892,10,12,31,18,13,16,9,5,0,114,12,16,28,28,43,57,71,58,22,336,0,0,0,0,0,0,0,0,0,0,0,3,4,12,0,6,0,0,0,30,0,0,0,0,0,0,0,0,0,0,77,69,131,106,81,88,93,60,25,741,0,0,0,0,0,0,0,0,0,0,7,0,13,9,8,10,0,0,0,45,4,0,8,0,6,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,4,0,3,6,3,4,3,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,20,0,4,11,4,7,3,0,5,0,29,6,7,5,8,11,8,11,6,0,59,0,0,0,0,0,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,5,5,9,19,12,15,9,74
801071081,84,43,70,53,49,25,33,29,8,389,945,558,696,597,593,499,304,177,43,4403,5,12,17,11,17,25,29,4,0,117,54,28,47,48,51,80,51,45,21,427,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,7,6,0,25,0,0,0,0,0,0,0,0,0,0,220,107,131,116,128,162,82,51,20,1025,0,0,0,4,0,0,3,0,0,11,7,5,5,9,11,11,3,3,6,60,0,0,0,0,0,0,0,0,0,6,4,0,4,0,0,0,0,0,0,8,4,0,4,0,3,0,3,5,0,22,0,0,0,0,3,0,0,0,0,13,9,0,4,6,4,12,6,0,0,29,11,8,6,9,11,6,12,0,0,58,17,6,7,13,13,13,9,8,4,87,0,4,0,0,0,3,0,3,5,13,5,4,0,4,0,0,0,0,0,15,12,0,5,3,4,23,15,14,9,89
801071082,276,149,169,181,165,174,148,56,14,1328,2969,1721,1698,2093,2003,2037,1718,552,118,14900,17,23,26,47,49,39,28,12,0,235,158,90,84,135,210,267,346,166,40,1498,0,0,0,0,0,0,0,0,0,0,14,19,10,14,12,19,21,8,5,125,0,0,0,0,0,0,0,0,0,0,681,404,284,469,503,420,528,271,50,3605,4,3,3,0,0,0,0,0,0,15,31,17,20,20,25,18,27,12,4,181,5,0,0,0,8,4,10,0,0,37,0,0,0,5,0,6,4,0,0,13,8,8,0,10,9,9,20,19,3,85,13,0,0,6,6,0,0,0,0,30,20,5,4,13,5,11,17,5,0,80,23,18,19,15,25,26,17,7,0,149,23,13,10,31,28,44,61,28,6,245,0,0,4,3,6,0,4,0,0,11,8,0,0,7,3,3,3,0,0,23,42,20,15,26,54,46,60,46,3,314
801071083,18,20,14,14,17,13,9,0,3,111,264,191,166,175,233,249,109,21,9,1426,0,3,0,0,0,3,0,0,0,7,26,11,12,22,26,32,35,8,0,174,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,85,54,40,54,47,50,52,8,3,389,0,0,0,0,0,0,0,0,0,0,5,7,4,5,5,4,6,0,0,37,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,4,0,0,0,8,5,0,0,0,3,0,4,0,0,13,0,0,0,0,0,3,9,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,5,15,3,0,0,36
801071084,60,49,43,53,50,49,41,80,131,544,890,652,630,636,700,819,468,352,278,5428,14,12,6,15,17,25,17,5,5,123,49,41,35,49,69,121,139,103,70,680,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,10,8,0,0,44,0,0,0,0,0,0,0,0,0,0,257,128,109,154,152,201,174,106,65,1340,0,0,0,0,0,0,0,0,0,4,3,3,6,5,11,11,15,6,7,71,3,0,3,0,5,7,0,5,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,8,6,4,4,27,3,4,0,5,0,3,0,0,0,12,0,0,3,0,0,6,4,0,6,25,3,8,9,0,9,11,9,0,0,50,3,3,4,5,12,13,23,18,20,112,0,0,0,0,0,4,3,3,3,14,5,4,3,0,6,4,0,0,0,23,18,4,3,14,5,21,24,24,21,139
801071085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071086,26,13,10,16,27,23,13,7,0,131,326,237,194,202,263,277,132,55,8,1697,0,4,3,8,9,9,8,3,0,42,17,17,13,9,29,43,39,10,4,183,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,5,0,0,25,0,0,0,0,0,0,0,0,0,0,78,28,44,51,51,71,58,12,7,400,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,14,5,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,22
801071087,43,34,25,26,28,39,16,11,0,221,628,391,475,416,382,414,197,81,17,3008,3,10,14,9,3,5,4,0,0,47,38,26,23,44,44,78,50,20,6,328,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,129,85,97,76,92,112,79,35,7,708,0,0,0,0,0,0,0,0,0,0,8,3,4,7,7,0,0,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,21,0,0,0,0,0,0,0,0,0,3,7,7,0,4,5,4,0,0,0,25,0,11,5,0,6,7,0,0,0,37,3,5,6,8,10,10,11,4,0,57,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,3,0,4,4,10,9,3,10,0,0,39
801071088,64,45,51,35,49,29,9,7,0,291,812,588,582,495,618,471,165,65,13,3799,10,7,11,12,14,14,15,0,0,76,56,32,42,43,69,98,41,17,3,401,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,11,0,0,0,30,0,0,0,0,0,0,0,0,0,0,148,113,115,99,129,136,78,16,5,844,0,0,0,0,0,0,0,0,0,0,10,8,0,3,7,3,0,0,0,35,0,0,0,0,0,4,3,0,0,5,3,4,0,0,0,0,0,0,0,18,4,0,3,0,4,7,4,0,0,27,3,0,0,3,0,0,0,0,0,12,3,0,0,3,0,0,3,0,0,13,9,4,3,8,0,8,4,4,0,35,7,9,8,4,14,16,16,7,0,73,0,4,4,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,3,5,4,3,11,9,8,0,0,44
801071089,0,3,0,0,3,0,0,0,0,3,0,6,0,0,11,3,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071090,133,69,66,78,94,113,49,19,7,622,1471,855,892,1067,983,1134,796,241,77,7511,22,9,22,25,38,29,14,11,0,162,80,60,39,78,109,131,186,65,18,767,0,0,0,0,0,0,0,0,0,0,9,3,6,13,13,13,14,0,4,73,0,0,0,0,0,0,0,0,0,0,354,172,184,230,233,205,265,92,31,1764,6,0,0,0,0,0,0,0,0,11,16,8,6,17,19,9,12,15,0,110,8,4,4,0,0,0,3,0,0,12,4,0,0,0,0,5,3,0,0,11,0,3,6,5,7,0,12,10,0,35,7,4,3,4,4,0,0,0,0,20,11,6,0,11,4,10,4,0,0,45,22,7,11,13,12,8,4,0,0,81,28,13,6,27,14,25,20,13,0,153,0,8,0,3,0,0,3,3,0,16,0,0,4,0,6,3,3,0,0,15,10,5,16,11,12,36,45,21,8,158
801071132,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801081091,27,25,7,19,24,33,32,9,4,181,503,321,157,324,403,354,403,163,54,2687,7,0,0,5,3,0,6,10,0,35,41,22,7,27,47,53,70,70,17,354,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,7,3,5,0,21,0,0,0,0,0,0,0,0,0,0,133,84,28,69,117,91,75,76,19,697,0,0,0,0,0,0,0,0,0,0,9,3,0,11,11,8,10,7,0,62,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,3,0,0,14,3,0,0,0,0,3,0,0,0,14,0,0,0,0,0,9,15,10,3,45,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,23,28,16,3,90
