SA2_CODE_2021,C11_Neg_Ni_inc_1PF_1C,C11_Neg_Ni_inc_1PF_2C,C11_Neg_Ni_inc_1PF_3C,C11_Neg_Ni_inc_1PF_4mor_c,C11_Neg_Ni_inc_Tot,C11_1_149_1PF_1C,C11_1_149_1PF_2C,C11_1_149_1PF_3C,C11_1_149_1PF_4mC,C11_1_149_Tot,C11_150_299_1PF_1C,C11_150_299_1PF_2C,C11_150_299_1PF_3C,C11_150_299_1PF_4mC,C11_150_299_Tot,C11_300_399_1PF_1C,C11_300_399_1PF_2C,C11_300_399_1PF_3C,C11_300_399_1PF_4mC,C11_300_399_Tot,C11_400_499_1PF_1C,C11_400_499_1PF_2C,C11_400_499_1PF_3C,C11_400_499_1PF_4mC,C11_400_499_Tot,C11_500_649_1PF_1C,C11_500_649_1PF_2C,C11_500_649_1PF_3C,C11_500_649_1PF_4mC,C11_500_649_Tot,C11_650_799_1PF_1C,C11_650_799_1PF_2C,C11_650_799_1PF_3C,C11_650_799_1PF_4mC,C11_650_799_Tot,C11_800_999_1PF_1C,C11_800_999_1PF_2C,C11_800_999_1PF_3C,C11_800_999_1PF_4mC,C11_800_999_Tot,C11_1000_1499_1PF_1C,C11_1000_1499_1PF_2C,C11_1000_1499_1PF_3C,C11_1000_1499_1PF_4mC,C11_1000_1499_Tot,C11_1500_1999_1PF_1C,C11_1500_1999_1PF_2C,C11_1500_1999_1PF_3C,C11_1500_1999_1PF_4mC,C11_1500_1999_Tot,C11_2000_2499_1PF_1C,C11_2000_2499_1PF_2C,C11_2000_2499_1PF_3C,C11_2000_2499_1PF_4mC,C11_2000_2499_Tot,C11_2500_2999_1PF_1C,C11_2500_2999_1PF_2C,C11_2500_2999_1PF_3C,C11_2500_2999_1PF_4mC,C11_2500_2999_Tot,C11_3000_3999_1PF_1C,C11_3000_3999_1PF_2C,C11_3000_3999_1PF_3C,C11_3000_3999_1PF_4mC,C11_3000_3999_Tot,C11_4000more_1PF_1C,C11_4000more_1PF_2C,C11_4000more_1PF_3C,C11_4000more_1PF_4mo_ch,C11_4000more_Tot,C11_Par_inc_st_1PF_1C,C11_Par_inc_st_1PF_2C,C11_Par_inc_st_1PF_3C,C11_Par_inc_st_1PF_4mC,C11_Par_inc_st_Tot,C11_All_inc_ns_1PF_1Ch,C11_All_inc_ns_1PF_2C,C11_All_inc_ns_1PF_3C,C11_All_inc_ns_1PF_4mC,C11_All_inc_ns_Tot,C11_Tot_1PF_1C,C11_Tot_1PF_2C,C11_Tot_1PF_3C,C11_Tot_1PF_4mC,C11_Tot_Tot,C16_Neg_Ni_inc_1PF_1C,C16_Neg_Ni_inc_1PF_2C,C16_Neg_Ni_inc_1PF_3C,C16_Neg_Ni_inc_1PF_4mor_c,C16_Neg_Ni_inc_Tot,C16_1_149_1PF_1C,C16_1_149_1PF_2C,C16_1_149_1PF_3C,C16_1_149_1PF_4mC,C16_1_149_Tot,C16_150_299_1PF_1C,C16_150_299_1PF_2C,C16_150_299_1PF_3C,C16_150_299_1PF_4mC,C16_150_299_Tot,C16_300_399_1PF_1C,C16_300_399_1PF_2C,C16_300_399_1PF_3C,C16_300_399_1PF_4mC,C16_300_399_Tot,C16_400_499_1PF_1C,C16_400_499_1PF_2C,C16_400_499_1PF_3C,C16_400_499_1PF_4mC,C16_400_499_Tot,C16_500_649_1PF_1C,C16_500_649_1PF_2C,C16_500_649_1PF_3C,C16_500_649_1PF_4mC,C16_500_649_Tot,C16_650_799_1PF_1C,C16_650_799_1PF_2C,C16_650_799_1PF_3C,C16_650_799_1PF_4mC,C16_650_799_Tot,C16_800_999_1PF_1C,C16_800_999_1PF_2C,C16_800_999_1PF_3C,C16_800_999_1PF_4mC,C16_800_999_Tot,C16_1000_1499_1PF_1C,C16_1000_1499_1PF_2C,C16_1000_1499_1PF_3C,C16_1000_1499_1PF_4mC,C16_1000_1499_Tot,C16_1500_1999_1PF_1C,C16_1500_1999_1PF_2C,C16_1500_1999_1PF_3C,C16_1500_1999_1PF_4mC,C16_1500_1999_Tot,C16_2000_2499_1PF_1C,C16_2000_2499_1PF_2C,C16_2000_2499_1PF_3C,C16_2000_2499_1PF_4mC,C16_2000_2499_Tot,C16_2500_2999_1PF_1C,C16_2500_2999_1PF_2C,C16_2500_2999_1PF_3C,C16_2500_2999_1PF_4mC,C16_2500_2999_Tot,C16_3000_3999_1PF_1C,C16_3000_3999_1PF_2C,C16_3000_3999_1PF_3C,C16_3000_3999_1PF_4mC,C16_3000_3999_Tot,C16_4000more_1PF_1C,C16_4000more_1PF_2C,C16_4000more_1PF_3C,C16_4000more_1PF_4mo_ch,C16_4000more_Tot,C16_Par_inc_st_1PF_1C,C16_Par_inc_st_1PF_2C,C16_Par_inc_st_1PF_3C,C16_Par_inc_st_1PF_4mC,C16_Par_inc_st_Tot,C16_All_inc_ns_1PF_1Ch,C16_All_inc_ns_1PF_2C,C16_All_inc_ns_1PF_3C,C16_All_inc_ns_1PF_4mC,C16_All_inc_ns_Tot,C16_Tot_1PF_1C,C16_Tot_1PF_2C,C16_Tot_1PF_3C,C16_Tot_1PF_4mC,C16_Tot_Tot,C21_Neg_Ni_inc_1PF_1C,C21_Neg_Ni_inc_1PF_2C,C21_Neg_Ni_inc_1PF_3C,C21_Neg_Ni_inc_1PF_4mor_c,C21_Neg_Ni_inc_Tot,C21_1_149_1PF_1C,C21_1_149_1PF_2C,C21_1_149_1PF_3C,C21_1_149_1PF_4mC,C21_1_149_Tot,C21_150_299_1PF_1C,C21_150_299_1PF_2C,C21_150_299_1PF_3C,C21_150_299_1PF_4mC,C21_150_299_Tot,C21_300_399_1PF_1C,C21_300_399_1PF_2C,C21_300_399_1PF_3C,C21_300_399_1PF_4mC,C21_300_399_Tot,C21_400_499_1PF_1C,C21_400_499_1PF_2C,C21_400_499_1PF_3C,C21_400_499_1PF_4mC,C21_400_499_Tot,C21_500_649_1PF_1C,C21_500_649_1PF_2C,C21_500_649_1PF_3C,C21_500_649_1PF_4mC,C21_500_649_Tot
801041036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,8,0,0,0,5,7,5,0,0,14,4,4,6,0,14,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,28,21,5,0,52,0,5,0,0,4,0,0,0,0,0,0,5,0,0,3,0,0,0,0,5,3,0,0,0,3,0,3,0,0,7,4,9,0,0,7,4,6,0,0,13,30,14,3,0,46,25,15,3,0,40,18,9,4,0,39,4,3,0,0,9,0,4,0,0,3,8,0,0,0,5,12,6,0,0,16,0,0,0,0,0,114,72,16,5,208,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,9,0,0,0,11
801041037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,3,3,0,7,7,7,0,0,14,14,9,0,0,20,5,8,0,0,12,3,0,0,0,8,0,0,0,0,4,6,0,0,0,6,3,5,0,0,4,0,0,0,0,0,54,25,8,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
801041038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,6,5,0,0,12,4,3,0,0,6,0,0,0,0,4,9,5,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,25,19,7,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,0,5,3,0,0,0,3,6,3,3,0,15,7,4,6,0,12,12,3,3,0,15,6,4,0,0,10,5,6,0,0,8,0,0,0,0,0,6,3,3,0,15,0,0,0,0,0,51,32,17,8,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,6,0,0,0,3,0,0,0,0,3
801041039,4,0,0,0,3,0,3,0,0,5,0,0,0,0,0,8,0,0,0,3,4,4,0,0,8,0,0,0,0,0,0,0,0,3,4,3,3,0,0,3,12,5,0,0,12,11,4,0,0,13,0,0,0,0,0,0,4,0,0,7,4,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,38,22,8,4,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,0,0,3,10,3,5,0,16,11,0,3,0,13,22,6,0,0,33,12,8,3,0,23,12,12,0,0,17,3,0,4,0,7,7,3,0,0,11,0,0,0,0,5,5,0,0,0,5,0,0,0,0,0,81,46,14,5,150,0,3,0,0,7,0,0,0,0,0,4,0,0,0,4,6,0,0,0,4,4,0,0,0,3,0,4,4,0,4
801041040,9,0,0,0,7,0,0,0,0,3,3,0,0,0,9,4,0,0,0,9,4,4,0,0,10,0,0,0,0,4,5,4,0,0,14,5,4,0,0,8,21,9,0,3,30,17,7,0,0,26,9,3,0,0,13,4,4,0,0,13,0,0,0,0,7,0,0,0,0,0,6,3,0,0,10,4,0,0,0,9,95,54,5,3,169,0,0,0,0,0,5,0,0,0,5,0,3,0,0,7,0,0,3,0,9,0,0,0,0,0,5,4,3,0,12,3,4,0,0,8,8,0,0,0,9,16,0,0,0,15,19,11,0,0,27,15,19,0,0,35,8,9,0,0,11,5,4,0,0,9,4,0,0,0,4,5,4,0,0,7,0,0,0,0,3,96,50,20,7,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,4,11,0,0,0,16
801041043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,4,0,7,0,0,0,0,4,6,4,0,0,9,4,6,0,0,4,8,6,3,0,15,9,7,4,0,25,4,3,0,0,5,8,10,3,0,21,0,0,0,0,4,0,4,0,0,4,6,0,5,0,14,0,0,0,0,0,59,48,18,7,124,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,6,0,0,4,3,0,0,0,3,8,8,0,0,14,3,3,0,0,9,5,3,0,0,8,28,4,4,0,33,17,15,5,0,42,18,18,0,5,38,9,5,0,0,11,11,5,0,0,13,3,3,0,0,4,5,6,0,0,11,0,0,0,0,0,113,71,13,8,211,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,0,0,6
801041045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041046,3,0,0,0,4,0,0,0,0,5,4,10,4,0,15,10,7,0,0,22,16,8,6,0,29,5,0,0,0,5,14,7,0,3,23,16,15,3,3,36,53,29,10,0,95,39,21,7,0,70,12,4,0,0,14,22,7,4,0,28,8,0,4,0,14,0,5,0,0,0,7,12,11,0,25,3,0,0,0,4,215,136,44,16,414,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,6,8,5,0,18,7,6,4,0,15,14,13,3,5,30,12,13,4,0,29,15,13,0,0,30,48,29,4,0,85,45,26,5,0,78,38,21,4,0,60,15,8,3,0,32,9,10,0,0,20,3,8,0,0,11,15,20,3,6,35,3,3,0,0,6,240,163,41,12,458,5,0,0,0,5,0,0,0,0,0,3,3,4,0,9,0,5,0,0,12,4,5,0,0,7,16,4,0,0,21
801041047,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,4,3,0,0,4,7,0,0,0,14,0,0,0,0,0,5,3,0,0,10,7,4,0,0,8,17,13,6,0,36,16,12,0,0,26,6,7,0,0,8,12,14,0,0,25,5,4,0,0,7,0,0,0,0,3,7,13,5,0,20,0,0,0,0,5,94,70,18,4,187,4,0,0,0,3,0,0,0,0,0,6,3,0,0,5,0,0,0,0,3,3,0,0,0,3,4,0,0,0,11,3,0,0,0,8,6,4,0,0,8,18,10,4,4,33,15,16,3,0,34,15,15,0,0,28,4,5,0,0,16,5,0,0,0,9,3,5,0,0,11,10,4,0,0,18,0,0,0,0,4,95,66,12,9,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6,0,6,0,0,6
801041048,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,6,0,0,0,6,13,9,0,0,23,4,0,0,0,4,4,3,0,0,14,17,10,0,0,20,34,16,8,3,56,24,12,5,0,32,18,5,4,0,21,10,9,0,0,16,4,0,3,0,6,0,0,0,0,3,7,8,4,0,16,0,0,0,0,0,140,71,20,4,237,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,5,4,0,0,7,3,5,0,0,3,0,0,0,0,7,7,3,6,0,20,10,3,0,0,13,27,17,3,0,46,18,9,0,0,30,16,7,0,0,24,10,6,0,0,13,6,4,0,0,13,0,4,0,0,4,8,5,6,0,25,4,0,0,0,8,120,67,24,3,217,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,10,5,0,0,12,8,8,0,0,11
801041116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,4,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,5
801041119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,0,0,0,5,6,0,0,0,5,5,7,0,0,9,3,0,4,3,14
801041121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,3,5,0,0,6,5,3,0,0,6,0,5,0,0,5
801041122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
801051049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051050,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,12,4,0,0,20,7,7,0,0,17,3,0,0,0,9,12,3,0,0,20,15,0,0,0,14,25,7,0,0,33,16,7,0,0,30,4,0,0,0,5,16,7,0,0,27,4,5,0,0,7,0,0,0,0,0,14,10,5,0,20,0,0,0,0,0,137,57,11,4,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,12,8,0,0,15,5,4,3,0,13,13,3,0,0,18,13,0,0,0,17,19,11,4,0,31,17,0,0,0,15,16,0,5,3,22,4,0,0,0,7,10,10,0,0,20,6,0,0,0,10,11,3,0,0,18,0,0,0,0,0,124,48,12,7,188,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,7,3,0,0,0,3,3,0,0,0,8
801051051,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,11,0,0,0,11,5,0,0,0,10,0,0,0,0,0,5,0,0,0,5,6,0,0,0,8,10,3,0,0,11,6,0,0,0,4,3,0,0,0,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,4,0,0,11,8,0,0,0,8,76,17,3,3,95,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,7,0,0,0,7,4,0,0,0,0,3,0,0,0,3,9,0,0,0,8,3,0,0,0,3,7,4,0,0,10,4,0,0,0,7,0,4,0,0,9,6,0,0,0,6,0,0,0,0,0,3,0,0,0,0,7,0,0,0,6,0,0,0,0,0,52,12,4,0,71,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0
801051053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,20,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,8,0,0,0,8,0,0,0,0,0,3,0,0,0,4,0,0,0,0,6,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,34,0,0,0,32,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051054,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,5,0,0,11,8,7,0,0,5,0,0,0,0,0,9,3,0,0,13,0,0,0,0,0,6,0,0,0,9,7,6,0,0,7,6,0,0,0,6,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,51,29,3,8,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,15,0,0,0,11,5,0,0,0,10,6,8,0,0,16,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,17,4,3,64,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0,7,6,0,0,0,3
801051055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,5,0,7,5,0,4,0,13,3,0,0,0,6,4,3,0,0,9,10,6,0,0,23,21,9,4,0,26,13,7,0,0,15,3,0,0,0,3,8,0,4,0,12,0,0,0,0,4,0,0,0,0,0,4,5,4,0,13,0,0,0,0,0,84,35,22,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,11,7,5,0,0,13,8,0,0,0,9,7,0,0,0,9,6,4,0,0,7,23,4,0,0,25,18,10,0,0,30,10,6,0,0,13,0,5,0,0,8,4,4,0,0,3,0,0,0,0,0,6,6,0,5,10,0,0,0,0,0,91,36,7,8,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,4,4,0,0,13
801051056,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,4,0,4,6,3,0,0,13,0,0,0,0,0,3,5,0,0,10,7,3,0,0,7,15,3,3,3,21,16,3,0,0,20,3,0,0,0,7,5,0,0,0,10,0,3,0,0,4,0,0,0,0,0,3,6,0,0,12,0,0,0,0,4,66,28,7,0,113,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,4,0,0,0,7,0,0,0,0,5,11,3,0,0,21,9,7,0,0,15,15,4,0,0,18,5,5,0,0,8,0,0,0,0,4,4,0,0,0,5,7,5,0,0,12,0,0,0,0,0,63,29,9,3,100,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0
801051057,3,0,0,0,3,3,0,0,0,3,4,0,0,0,8,4,0,0,0,10,11,4,0,0,10,0,3,0,0,6,13,0,0,3,18,5,3,0,0,9,19,7,0,0,23,15,4,0,0,18,8,0,0,0,4,13,0,0,0,14,0,0,0,0,7,0,0,0,0,0,14,4,0,5,16,0,0,0,0,0,97,35,6,3,145,0,0,0,0,0,0,0,0,0,6,4,0,0,0,5,0,0,0,0,0,4,0,0,0,9,7,0,0,0,10,6,3,0,0,13,11,4,0,0,17,12,7,8,0,28,22,7,4,0,32,12,4,0,0,15,3,0,0,0,3,8,0,0,0,10,6,0,0,0,5,9,0,0,0,5,0,0,0,0,0,112,38,11,0,158,0,0,0,0,0,4,0,0,0,4,3,0,0,0,6,4,0,0,0,0,4,0,0,0,4,0,0,0,0,4
801051058,0,0,0,0,3,0,0,0,0,0,6,0,0,0,6,3,4,0,0,8,8,0,0,0,13,7,0,0,0,8,15,0,0,0,17,8,0,0,0,12,34,8,0,0,38,11,4,0,0,16,11,5,0,0,13,17,5,0,0,18,5,0,0,0,5,0,0,0,0,0,12,10,4,0,24,0,0,0,0,0,131,33,9,3,174,0,0,0,0,0,0,0,0,0,0,8,6,0,0,8,4,6,0,0,10,7,0,0,0,7,0,0,0,0,5,12,0,0,0,15,6,0,0,0,12,15,4,0,0,22,25,10,7,0,37,11,6,6,0,19,7,3,0,0,10,5,3,3,0,9,0,3,0,0,3,7,4,0,0,6,0,0,0,0,0,115,42,13,4,167,0,0,0,0,6,0,0,0,0,0,8,0,0,0,5,0,4,0,0,3,7,5,0,0,5,5,3,3,0,7
