SA2_CODE_2021,C16_CF_1P1NW_150_399,C16_CF_1P1NW_400_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_1249,C16_CF_1P1NW_1250_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000more,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_Neg_ni_inc,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_399,C16_CF_1A1NW_400_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_1249,C16_CF_1A1NW_1250_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000more,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_Neg_ni_inc,C16_CF_BA_1_149,C16_CF_BA_150_399,C16_CF_BA_400_649,C16_CF_BA_650_799,C16_CF_BA_800_1249,C16_CF_BA_1250_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_Neg_ni_inc,C16_CF_BNW_1_149,C16_CF_BNW_150_399,C16_CF_BNW_400_649,C16_CF_BNW_650_799,C16_CF_BNW_800_1249,C16_CF_BNW_1250_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_Neg_ni_inc,C16_CF_LFns_1_149,C16_CF_LFns_150_399,C16_CF_LFns_400_649,C16_CF_LFns_650_799,C16_CF_LFns_800_1249,C16_CF_LFns_1250_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000more,C16_CF_LFns_Ns,C16_CF_LFns_Tot,C16_C_f_c_Tot_Fi_Neg_ni_inc,C16_C_f_c_Tot_Fi_1_149,C16_C_f_c_Tot_Fi_150_399,C16_C_f_c_Tot_Fi_400_649,C16_CF_c_Tot_Fi_650_799,C16_CF_c_Tot_Fi_800_1249,C16_CF_c_Tot_Fi_1250_1999,C16_CF_c_Tot_Fi_2000_2499,C16_CF_c_Tot_Fi_2500_2999,C16_CF_c_Tot_Fi_3000_3999,C16_CF_c_Tot_Fi_4000more,C16_C_f_with_c_TotFI_Ns,C16_C_f_with_c_Tot_Tot,C16_1PF_F_Neg_ni_inc,C16_1PF_F_1_149,C16_1PF_F_150_399,C16_1PF_F_400_649,C16_1PF_F_650_799,C16_1PF_F_800_1249,C16_1PF_F_1250_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_Neg_ni_inc,C16_1PF_P_1_149,C16_1PF_P_150_399,C16_1PF_P_400_649,C16_1PF_P_650_799,C16_1PF_P_800_1249,C16_1PF_P_1250_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_Neg_ni_inc,C16_1PF_A_1_149,C16_1PF_A_150_399,C16_1PF_A_400_649,C16_1PF_A_650_799,C16_1PF_A_800_1249,C16_1PF_A_1250_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_Neg_ni_inc,C16_1PF_U_1_149,C16_1PF_U_150_399,C16_1PF_U_400_649,C16_1PF_U_650_799,C16_1PF_U_800_1249,C16_1PF_U_1250_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000more,C16_1PF_U_Ns,C16_1PF_U_Tot,C16_1PF_N_lf_Fi_Neg_ni_inc,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_399,C16_1PF_N_lf_Fi_400_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_1249,C16_1PF_N_lf_Fi_1250_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_Neg_ni_inc,C16_1PF_LFns_1_149,C16_1PF_LFns_150_399,C16_1PF_LFns_400_649,C16_1PF_Lfns_Fi_650_799,C16_1PF_LFns_800_1249,C16_1PF_LFns_1250_1999,C16_1PF_LFns_2000_2499,C16_1PF_LFns_2500_2999,C16_1PF_Lfns_Fi_3000_3999,C16_1PF_LFns_4000more,C16_1PF_LFns_Ns,C16_1PF_LFns_Tot,C16_1PF_TotFI_Neg_ni_inc,C16_1PF_TotFI_1_149,C16_1PF_TotFI_150_399,C16_1PF_TotFI_400_649,C16_1PF_TotFI_650_799,C16_1PF_TotFI_800_1249,C16_1PF_TotFI_1250_1999,C16_1PF_TotFI_2000_2499,C16_1PF_TotFI_2500_2999,C16_1PF_TotFI_3000_3999,C16_1PF_TotFI_4000more,C16_One_par_f_TotFI_Ns,C16_One_parent_f_Tot_Tot,C16_TotFI_Neg_ni_inc,C16_TotFI_1_149,C16_TotFI_150_399,C16_TotFI_400_649,C16_TotFI_650_799,C16_TotFI_800_1249,C16_TotFI_1250_1999,C16_TotFI_2000_2499,C16_TotFI_2500_2999,C16_TotFI_3000_3999,C16_TotFI_4000more,C16_TotFI_Ns,C16_Tot_Tot,C21_CFNC_BF_Neg_ni_inc,C21_CFNC_BF_1_149,C21_CFNC_BF_150_399,C21_CFNC_BF_400_649,C21_CFNC_BF_650_799,C21_CFNC_BF_800_1249,C21_CFNC_BF_1250_1999,C21_CFNC_BF_2000_2499,C21_CFNC_BF_2500_2999,C21_CFNC_BF_3000_3999,C21_CFNC_BF_4000more,C21_CFNC_BF_Ns,C21_CFNC_BF_Tot,C21_CFNC_BPT_Neg_ni_inc,C21_CFNC_BPT_1_149,C21_CFNC_BPT_150_399,C21_CFNC_BPT_400_649,C21_CFNC_BPT_650_799,C21_CFNC_BPT_800_1249,C21_CFNC_BPT_1250_1999
801081093,0,0,0,0,4,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,4,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,5,4,36,44,56,90,98,32,374,0,0,0,0,4,0,10,9,7,6,0,0,39,0,0,0,4,0,3,6,5,0,0,0,8,31,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,10,0,7,12,0,0,0,0,5,41,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,9,10,9,31,18,13,4,3,13,120,0,3,9,16,31,58,129,85,99,141,127,69,772,0,0,0,0,0,0,0,7,10,17,42,0,81,0,0,0,0,0,0,3
801081094,0,0,0,4,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,4,0,0,5,0,0,8,0,0,0,4,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,18,19,0,0,0,3,3,15,31,28,34,86,81,38,317,0,0,0,0,0,3,21,10,3,6,6,9,57,0,0,0,0,0,3,0,6,0,0,0,6,24,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,5,0,0,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,8,11,27,18,4,12,4,15,107,3,0,5,20,32,68,118,75,73,145,116,84,742,0,0,0,0,0,0,5,4,11,19,44,0,88,0,0,0,0,0,3,5
801081095,0,0,4,3,3,0,5,0,0,0,12,0,0,0,0,0,4,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,4,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16,20,8,0,0,9,7,20,51,57,47,67,80,27,367,0,0,0,0,3,11,17,12,5,5,0,5,56,0,0,0,4,6,3,9,6,0,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,3,8,6,12,10,4,3,0,0,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,19,15,29,38,22,11,7,0,13,158,10,3,8,29,50,87,143,123,93,132,113,62,854,0,0,0,0,0,0,0,4,19,30,33,0,89,0,0,0,0,0,0,3
801081096,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,7,17,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,8,30,28,35,46,62,29,237,0,0,0,0,0,0,12,3,0,3,5,0,25,0,0,3,4,0,4,4,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,3,5,3,4,0,0,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,4,8,23,9,4,3,5,4,85,0,3,6,23,15,54,104,70,60,71,93,46,553,0,0,0,0,0,0,0,7,5,4,11,0,35,0,0,0,0,0,0,0
801081097,0,0,0,5,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,5,3,0,0,3,0,3,19,0,0,0,0,0,0,0,0,0,0,0,10,10,0,3,0,0,0,11,31,31,39,70,97,32,327,0,0,0,0,0,3,12,12,5,0,0,9,33,0,0,0,0,0,7,8,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,13,6,5,9,4,0,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,11,3,13,20,14,4,0,0,14,93,4,0,4,27,17,68,112,74,76,109,132,62,690,0,0,0,0,0,0,0,5,15,18,35,0,77,0,0,0,0,0,0,9
801081098,0,0,0,4,4,3,0,9,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,6,0,4,0,0,0,0,0,6,3,4,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,24,27,0,0,0,10,0,14,40,52,38,86,137,47,422,0,0,0,0,0,0,16,12,0,3,4,5,43,0,0,3,3,3,0,8,5,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,3,3,0,4,9,8,4,0,0,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,16,32,18,4,9,0,15,127,0,5,4,25,32,78,142,115,87,143,198,89,923,0,0,0,0,0,0,0,3,3,37,39,0,92,0,0,0,3,0,0,6
801081133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091099,0,0,0,5,0,7,6,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,6,3,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,0,0,5,16,34,28,36,51,79,25,277,0,0,0,0,3,4,11,12,5,4,6,6,47,0,0,0,5,4,0,0,4,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,3,5,4,0,3,0,0,0,6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,8,12,25,19,5,7,6,13,107,4,3,4,13,32,64,98,81,69,87,116,62,638,0,0,0,0,0,0,7,14,12,23,34,0,87,0,0,0,0,0,4,4
801091100,0,0,0,0,8,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,13,4,0,4,0,9,40,0,0,0,0,0,0,0,0,0,0,0,38,41,0,0,0,3,6,13,48,67,62,137,279,87,693,0,0,0,0,0,4,24,17,3,8,6,6,78,0,0,0,0,4,5,9,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,6,3,11,10,8,0,3,0,6,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,8,22,40,25,6,17,6,16,165,3,5,6,34,24,107,178,159,112,221,366,156,1373,0,0,0,0,0,0,10,15,14,24,89,0,145,0,0,0,0,0,5,4
801091101,0,0,0,0,3,0,0,0,4,3,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,4,0,0,6,3,5,0,3,3,32,0,0,0,0,0,0,0,0,0,0,0,25,28,0,0,6,4,3,9,36,46,40,98,159,61,460,0,0,0,0,0,3,15,12,0,3,0,6,52,0,0,5,0,4,6,9,3,0,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,11,5,0,5,0,0,6,39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,10,6,17,26,13,10,7,0,15,120,7,0,9,21,17,82,150,106,83,144,206,98,902,0,0,0,0,0,0,0,11,4,22,41,0,78,0,0,0,0,0,5,4
801091102,0,0,0,0,5,4,0,5,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,5,6,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,35,34,0,0,0,0,0,13,42,46,32,76,176,73,456,0,0,0,0,0,0,14,9,3,4,0,5,32,0,0,0,0,0,0,5,0,0,0,0,0,19,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,9,27,8,5,3,5,14,82,10,0,7,18,17,46,118,92,57,115,238,115,837,0,0,0,0,0,0,5,7,5,10,40,0,68,0,0,0,0,0,0,4
801091103,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,3,3,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,14,17,33,23,59,172,45,369,0,0,0,0,0,0,13,4,4,0,6,0,41,0,0,0,0,0,4,6,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,7,11,5,0,0,7,0,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,4,14,20,10,4,9,6,9,97,3,0,9,17,18,56,78,86,51,98,232,74,724,0,0,0,0,0,0,4,3,9,10,35,0,69,0,0,0,0,0,0,7
801091104,0,0,0,4,10,0,4,4,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,7,0,0,6,21,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,3,0,0,5,25,38,34,53,110,45,313,0,0,0,0,0,5,5,7,0,7,4,5,30,0,0,0,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,5,4,5,0,0,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,22,12,4,8,3,11,78,0,5,3,13,26,61,97,85,58,87,167,75,691,0,0,0,0,0,0,3,3,8,7,40,0,63,0,0,0,0,0,0,0
801091105,0,5,4,7,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,3,0,0,4,0,7,5,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,16,18,3,0,0,4,9,15,46,30,23,49,77,27,284,0,0,0,0,0,5,9,5,3,5,4,3,36,0,0,0,0,0,5,4,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,8,6,0,7,3,0,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,12,13,18,11,7,8,3,10,110,7,0,8,47,32,94,147,85,62,98,109,61,745,0,0,0,0,0,0,5,15,11,18,32,3,91,0,0,0,0,0,3,11
801091106,3,0,0,0,5,0,3,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,4,5,0,23,0,0,0,0,0,0,0,0,0,0,0,20,21,0,0,3,4,4,22,42,43,52,56,106,39,378,0,0,0,0,0,3,12,6,8,4,4,3,43,0,0,0,0,3,4,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,4,6,9,7,9,0,0,5,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,18,24,8,7,7,4,10,104,5,0,10,23,35,96,154,97,91,120,165,67,854,0,0,0,0,0,0,7,19,12,37,33,0,104,0,0,0,0,0,5,8
801091107,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,5,15,7,16,68,22,134,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,21,0,4,0,3,3,12,23,29,21,33,112,36,271,0,0,0,0,0,0,3,0,0,0,15,0,24,0,0,0,0,0,0,0
801091108,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,9,24,35,26,68,111,39,317,0,0,0,0,0,4,15,9,6,3,5,3,34,0,0,0,0,0,4,5,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,3,3,0,0,0,6,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,17,21,18,6,6,5,11,87,3,3,0,17,18,58,88,85,51,116,153,58,664,0,0,0,0,0,0,5,5,8,17,36,0,79,0,0,0,0,0,0,4
801091109,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,7,10,71,56,40,31,11,15,234,0,0,0,0,0,3,17,3,3,3,0,6,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,4,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,15,16,6,3,8,0,8,79,12,4,6,6,17,60,158,137,98,86,34,48,675,0,0,0,0,0,0,22,59,77,91,73,0,330,0,0,0,0,0,9,12
801091110,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,6,0,6,5,21,0,0,0,0,0,0,0,0,0,0,0,17,21,0,0,0,0,4,10,20,27,37,70,99,35,307,0,0,0,0,0,0,8,13,0,5,0,4,33,0,0,0,4,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,4,3,0,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,10,15,20,4,5,0,13,76,3,0,0,14,23,46,77,84,53,103,126,57,586,0,0,0,0,0,0,3,3,5,19,32,0,63,0,0,0,0,0,0,0
801101134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101135,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,3,10,44,38,39,59,44,24,262,0,0,0,0,0,0,6,4,0,3,0,3,25,0,0,0,0,0,4,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,17,8,0,3,0,3,50,0,0,0,5,3,28,87,66,63,104,64,37,475,0,0,0,0,0,0,12,19,35,77,65,0,212,0,0,0,0,0,5,7
801101136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,19,45,63,0,142,0,0,0,0,0,0,0
801101137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101139,0,0,5,0,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,0,0,3,13,38,46,38,79,78,20,323,0,0,0,0,0,0,10,8,0,11,5,3,37,0,0,0,0,4,3,3,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,14,11,0,11,5,3,65,0,3,3,4,12,23,91,121,113,160,125,43,707,0,0,0,0,0,0,8,32,35,50,72,0,192,0,0,0,0,0,0,5
801101145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
