SA2_CODE_2021,C21_F_Health_15_19,C21_F_Health_20_24,C21_F_Health_25_34,C21_F_Health_35_44,C21_F_Health_45_54,C21_F_Health_55_64,C21_F_Health_65_74,C21_F_Health_75_84,C21_F_Health_85over,C21_F_Health_Tot,C21_F_Educ_15_19,C21_F_Educ_20_24,C21_F_Educ_25_34,C21_F_Educ_35_44,C21_F_Educ_45_54,C21_F_Educ_55_64,C21_F_Educ_65_74,C21_F_Educ_75_84,C21_F_Educ_85over,C21_F_Educ_Tot,C21_F_MngtCom_15_19,C21_F_MngtCom_20_24,C21_F_MngtCom_25_34,C21_F_MngtCom_35_44,C21_F_MngtCom_45_54,C21_F_MngtCom_55_64,C21_F_MngtCom_65_74,C21_F_MngtCom_75_84,C21_F_MngtCom_85over,C21_F_MngtCom_Tot,C21_F_Soc_cult_15_19,C21_F_Soc_cult_20_24,C21_F_Soc_cult_25_34,C21_F_Soc_cult_35_44,C21_F_Soc_cult_45_54,C21_F_Soc_cult_55_64,C21_F_Soc_cult_65_74,C21_F_Soc_cult_75_84,C21_F_Soc_cult_85over,C21_F_Soc_cult_Tot,C21_F_Creative_art_15_19,C21_F_Creative_art_20_24,C21_F_Creative_art_25_34,C21_F_Creative_art_35_44,C21_F_Creative_art_45_54,C21_F_Creative_art_55_64,C21_F_Creative_art_65_74,C21_F_Creative_art_75_84,C21_F_Creative_art_85over,C21_F_Creative_art_Tot,C21_F_FoodHos_PS_15_19,C21_F_FoodHos_PS_20_24,C21_F_FoodHos_PS_25_34,C21_F_FoodHos_PS_35_44,C21_F_FoodHos_PS_45_54,C21_F_FoodHos_PS_55_64,C21_F_FoodHos_PS_65_74,C21_F_FoodHos_PS_75_84,C21_F_FoodHos_PS_85over,C21_F_FoodHos_PS_Tot,C21_F_MixFld_pr_15_19,C21_F_MixFld_pr_20_24,C21_F_MixFld_pr_25_34,C21_F_MixFld_pr_35_44,C21_F_MixFld_pr_45_54,C21_F_MixFld_pr_55_64,C21_F_MixFld_pr_65_74,C21_F_MixFld_pr_75_84,C21_F_MixFld_pr_85over,C21_F_MixFld_pr_Tot,C21_F_FldStu_ID_15_19,C21_F_FldStu_ID_20_24,C21_F_FldStu_ID_25_34,C21_F_FldStu_ID_35_44,C21_F_FldStu_ID_45_54,C21_F_FldStu_ID_55_64,C21_F_FldStu_ID_65_74,C21_F_FldStu_ID_75_84,C21_F_FldStu_ID_85over,C21_F_FldStu_ID_Tot,C21_F_FldStu_NS_15_19,C21_F_FldStu_NS_20_24,C21_F_FldStu_NS_25_34,C21_F_FldStu_NS_35_44,C21_F_FldStu_NS_45_54,C21_F_FldStu_NS_55_64,C21_F_FldStu_NS_65_74,C21_F_FldStu_NS_75_84,C21_F_FldStu_NS_85over,C21_F_FldStu_NS_Tot,C21_F_Tot_15_19,C21_F_Tot_20_24,C21_F_Tot_25_34,C21_F_Tot_35_44,C21_F_Tot_45_54,C21_F_Tot_55_64,C21_F_Tot_65_74,C21_F_Tot_75_84,C21_F_Tot_85over,C21_F_Tot_Tot,C11_P_NatPhy_sci_15_19,C11_P_NatPhy_sci_20_24,C11_P_NatPhy_sci_25_34,C11_P_NatPhy_sci_35_44,C11_P_NatPhy_sci_45_54,C11_P_NatPhy_sci_55_64,C11_P_NatPhy_sci_65_74,C11_P_NatPhy_sci_75_84,C11_P_NatPhy_sci_85over,C11_P_NatPhy_sci_Tot,C11_P_InfTec_15_19,C11_P_InfTec_20_24,C11_P_InfTec_25_34,C11_P_InfTec_35_44,C11_P_InfTec_45_54,C11_P_InfTec_55_64,C11_P_InfTec_65_74,C11_P_InfTec_75_84,C11_P_InfTec_85over,C11_P_InfTec_Tot,C11_P_EngRT_15_19,C11_P_EngRT_20_24,C11_P_EngRT_25_34,C11_P_EngRT_35_44,C11_P_EngRT_45_54,C11_P_EngRT_55_64,C11_P_EngRT_65_74,C11_P_EngRT_75_84,C11_P_EngRT_85over,C11_P_EngRT_Tot,C11_P_ArchBuild_15_19,C11_P_ArchBuild_20_24,C11_P_ArchBuild_25_34,C11_P_ArchBuild_35_44,C11_P_ArchBuild_45_54,C11_P_ArchBuild_55_64,C11_P_ArchBuild_65_74,C11_P_ArchBuild_75_84,C11_P_ArchBuild_85over,C11_P_ArchBuild_Tot,C11_P_AgEnv_RS_15_19,C11_P_AgEnv_RS_20_24,C11_P_AgEnv_RS_25_34,C11_P_AgEnv_RS_35_44,C11_P_AgEnv_RS_45_54,C11_P_AgEnv_RS_55_64,C11_P_AgEnv_RS_65_74,C11_P_AgEnv_RS_75_84,C11_P_AgEnv_RS_85over,C11_P_AgEnv_RS_Tot,C11_P_Health_15_19,C11_P_Health_20_24,C11_P_Health_25_34,C11_P_Health_35_44,C11_P_Health_45_54,C11_P_Health_55_64,C11_P_Health_65_74,C11_P_Health_75_84,C11_P_Health_85over,C11_P_Health_Tot,C11_P_Educ_15_19,C11_P_Educ_20_24,C11_P_Educ_25_34,C11_P_Educ_35_44,C11_P_Educ_45_54,C11_P_Educ_55_64,C11_P_Educ_65_74,C11_P_Educ_75_84,C11_P_Educ_85over,C11_P_Educ_Tot,C11_P_MngtCom_15_19,C11_P_MngtCom_20_24,C11_P_MngtCom_25_34,C11_P_MngtCom_35_44,C11_P_MngtCom_45_54,C11_P_MngtCom_55_64,C11_P_MngtCom_65_74,C11_P_MngtCom_75_84,C11_P_MngtCom_85over,C11_P_MngtCom_Tot,C11_P_Soc_cult_15_19,C11_P_Soc_cult_20_24,C11_P_Soc_cult_25_34,C11_P_Soc_cult_35_44,C11_P_Soc_cult_45_54,C11_P_Soc_cult_55_64,C11_P_Soc_cult_65_74,C11_P_Soc_cult_75_84,C11_P_Soc_cult_85over,C11_P_Soc_cult_Tot,C11_P_Creative_art_15_19,C11_P_Creative_art_20_24,C11_P_Creative_art_25_34,C11_P_Creative_art_35_44,C11_P_Creative_art_45_54,C11_P_Creative_art_55_64,C11_P_Creative_art_65_74,C11_P_Creative_art_75_84,C11_P_Creative_art_85over,C11_P_Creative_art_Tot
801071084,0,7,42,51,35,42,38,33,12,261,0,0,24,47,29,35,30,17,9,181,0,7,49,90,69,96,42,19,12,376,0,26,39,53,56,47,41,18,7,276,0,3,25,17,12,11,4,0,0,70,0,8,21,10,10,12,8,3,5,67,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,6,0,0,0,27,3,3,11,16,15,12,14,27,17,113,6,56,238,308,253,294,189,121,65,1534,0,8,19,21,26,27,10,10,3,114,6,10,46,53,79,22,0,0,0,213,0,9,48,56,75,93,36,15,11,346,6,10,29,24,20,28,12,3,0,129,0,3,7,11,6,8,0,4,0,43,0,10,38,44,50,49,16,9,8,228,0,5,40,27,41,37,18,5,4,183,0,40,94,100,140,91,19,25,6,523,4,26,50,64,93,61,25,3,0,330,0,16,16,12,10,3,0,0,0,66
801071085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071086,0,3,10,15,17,13,12,0,0,74,0,0,12,7,7,0,9,3,0,44,0,0,17,21,13,32,14,0,0,103,0,10,16,21,12,25,15,3,0,105,0,0,0,3,0,4,0,0,0,11,0,3,10,0,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,11,5,8,5,3,0,0,38,8,24,91,90,77,90,58,16,3,445,0,5,7,12,11,8,3,0,0,44,0,8,13,11,24,4,0,0,0,61,0,7,11,18,30,27,8,0,0,97,0,8,7,9,7,4,0,0,0,36,0,0,0,0,8,0,6,0,0,16,0,5,7,21,18,14,0,0,0,67,0,3,5,15,6,12,3,0,0,55,6,10,26,20,48,29,10,0,0,144,0,14,18,21,38,34,11,4,0,143,4,3,8,4,4,3,0,0,0,26
801071087,0,7,18,26,18,16,14,5,0,101,0,3,26,9,14,7,11,0,0,76,3,12,46,35,43,34,7,0,0,183,0,10,35,26,23,26,17,0,0,135,0,0,5,3,5,4,0,0,0,29,5,8,13,9,8,4,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,14,6,0,14,11,3,7,9,0,0,58,15,41,182,147,131,114,65,10,7,695,0,4,13,9,10,11,0,0,0,40,3,9,28,20,18,8,0,0,0,69,0,13,42,45,44,34,9,4,0,195,0,11,13,21,14,15,6,0,0,85,0,3,5,10,0,4,0,0,0,25,0,6,21,20,17,21,4,3,0,90,0,3,16,11,12,14,0,0,0,60,0,16,57,54,52,35,10,0,0,217,3,13,29,36,36,27,3,0,0,149,6,0,23,11,5,3,0,3,0,44
801071088,0,6,44,19,19,24,8,0,0,126,0,10,22,17,23,24,12,5,0,111,0,11,47,58,57,47,21,3,0,242,0,15,55,37,48,49,13,0,0,219,3,6,12,13,7,4,0,0,0,37,0,6,18,17,12,5,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,5,4,13,6,9,3,3,0,0,49,17,52,221,192,203,177,69,8,0,940,0,0,10,15,18,5,4,0,0,52,3,3,28,37,17,14,3,0,0,108,0,9,50,57,74,46,13,9,0,257,3,17,25,22,28,13,9,0,0,115,0,0,6,12,5,7,0,0,0,36,0,3,19,31,38,9,6,0,0,106,0,0,29,10,40,20,5,3,0,106,6,38,84,99,91,39,9,0,0,360,4,24,49,57,73,37,6,0,0,248,0,8,13,11,11,5,0,0,0,46
801071089,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,4,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071090,0,15,74,76,58,54,52,12,0,334,0,10,28,50,49,53,54,17,0,259,3,20,83,121,83,89,65,12,3,491,0,26,75,106,74,81,68,13,5,453,5,7,29,29,14,7,9,0,0,92,0,10,21,24,10,13,12,3,0,89,0,0,0,0,0,0,0,0,0,3,0,0,6,7,10,0,4,0,0,30,11,10,23,26,20,16,23,13,0,135,24,105,385,494,362,352,317,85,13,2135,0,12,31,32,36,59,17,6,0,191,0,10,65,54,41,28,4,0,0,201,0,18,60,92,83,95,64,18,3,428,0,12,40,30,40,40,8,4,3,184,0,7,20,22,17,11,5,5,0,88,0,5,64,63,89,85,25,6,0,344,0,8,54,61,71,80,36,9,4,316,9,52,145,162,169,116,34,7,4,692,4,38,124,116,138,131,41,10,0,595,0,10,35,33,16,12,0,0,0,118
801071132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801081091,0,0,10,25,25,26,21,18,11,137,0,4,11,17,20,30,27,23,5,128,0,0,19,39,56,34,24,18,0,192,0,5,14,43,44,39,30,6,6,197,0,6,0,21,14,7,7,0,0,51,0,0,0,7,4,0,10,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,16,0,0,5,4,0,8,5,15,5,47,0,25,74,175,199,176,147,89,17,904,0,0,3,19,31,30,23,0,0,113,0,4,11,26,29,13,3,0,0,88,0,0,8,24,33,27,22,12,5,133,0,7,8,11,15,10,7,4,0,61,0,0,0,12,7,6,3,0,0,32,0,5,11,20,52,37,27,18,0,171,0,3,6,10,37,49,38,9,3,147,0,11,36,78,79,63,39,6,0,311,0,6,32,52,67,89,47,18,3,311,0,4,6,11,11,6,0,0,0,44
801081092,0,10,26,20,22,21,15,3,5,121,0,5,17,13,22,20,14,14,0,100,3,3,33,52,61,37,24,7,0,229,0,14,44,61,48,42,29,14,0,261,0,4,10,15,7,6,0,4,0,47,0,5,9,8,9,3,0,3,0,27,0,0,0,0,0,0,0,0,0,5,0,0,0,3,6,5,0,6,0,20,0,0,5,5,10,11,16,3,4,61,6,44,170,217,228,162,105,62,13,1004,0,7,10,29,27,24,10,0,0,117,5,11,14,31,26,8,0,0,0,98,0,5,20,38,32,30,27,9,0,169,0,3,10,27,14,7,10,7,0,82,0,0,3,15,14,6,0,0,0,41,0,5,23,28,34,21,14,9,0,139,0,0,26,27,31,14,19,10,0,131,3,10,61,106,66,44,24,3,0,314,0,19,43,82,63,57,40,9,0,315,0,6,18,25,10,3,3,3,0,68
801081093,0,3,37,35,23,17,17,7,3,147,0,0,18,25,14,9,11,16,0,108,0,4,32,33,48,24,13,12,7,178,0,3,38,55,45,33,28,8,4,211,0,0,8,13,17,7,3,5,0,54,0,3,6,8,5,3,6,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0,16,0,3,12,9,5,7,11,9,7,66,6,28,166,202,183,124,109,74,21,917,0,3,17,23,18,17,13,10,0,103,3,0,22,19,8,6,5,0,0,67,0,5,35,41,32,26,31,12,5,185,0,9,24,9,8,8,7,4,0,71,0,4,7,7,11,12,4,0,0,43,0,5,18,29,38,18,10,11,6,132,0,0,22,26,31,35,23,11,6,142,0,7,50,67,44,46,23,17,9,264,4,19,63,72,65,47,27,12,6,309,0,4,20,18,11,3,8,4,0,69
801081094,0,8,24,16,25,10,11,10,3,117,0,0,10,14,19,18,14,9,12,99,0,4,33,35,40,24,8,7,4,164,0,7,40,52,52,42,29,12,5,224,0,4,9,12,13,4,5,0,0,49,0,0,8,0,4,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,18,4,0,9,10,5,7,6,3,0,49,6,26,153,188,184,131,92,60,25,854,0,8,20,24,16,16,14,5,0,97,0,0,30,23,15,9,3,0,0,84,0,0,21,29,39,22,20,10,3,148,0,4,9,11,9,8,13,5,0,61,0,0,6,6,9,3,5,0,0,31,0,3,16,21,19,16,28,8,5,123,0,3,23,29,25,23,17,10,4,142,4,9,70,76,44,38,19,12,5,277,0,15,61,81,60,50,37,18,0,323,0,8,23,10,7,11,0,0,0,59
801081095,0,4,38,33,25,17,24,9,5,152,0,0,18,29,20,19,19,7,3,114,0,9,17,45,31,25,34,8,0,170,0,10,32,57,41,29,28,7,0,214,3,3,11,16,7,5,6,7,0,51,0,3,3,10,5,6,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,5,0,19,8,7,9,16,13,5,11,12,3,78,9,40,170,233,181,122,132,56,14,945,0,0,12,17,15,18,11,0,0,74,0,4,27,20,20,5,3,0,0,81,0,0,23,33,27,28,28,16,4,159,0,4,20,17,10,10,3,0,0,61,0,4,4,16,10,7,0,0,0,39,0,5,28,34,20,25,14,0,5,135,0,0,21,17,35,42,20,6,0,144,3,17,52,81,49,38,29,10,0,280,0,8,74,89,54,52,27,3,0,313,0,4,35,17,11,5,5,0,0,75
801081096,0,0,20,21,10,13,6,5,3,83,0,0,11,8,9,15,10,13,5,75,0,5,22,28,35,22,21,10,3,137,0,5,15,27,28,16,25,17,0,130,0,4,6,3,7,0,0,0,0,32,4,0,3,11,8,0,0,0,0,30,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,4,0,0,0,12,0,4,7,8,7,5,3,0,9,46,5,19,86,117,115,105,85,56,21,613,0,4,12,10,14,14,5,7,0,65,0,9,13,24,16,8,0,0,0,64,0,8,8,26,25,28,14,4,3,117,0,6,7,8,12,13,0,3,0,48,0,0,5,4,4,0,0,0,0,15,0,0,14,11,23,14,4,0,0,72,0,4,7,14,17,15,15,3,4,78,5,19,35,54,48,39,17,8,5,227,0,13,34,41,38,50,14,5,0,200,0,3,8,4,3,3,4,0,0,33
801081097,4,7,29,38,20,13,13,13,0,133,0,0,15,18,12,14,16,15,0,86,0,4,27,37,32,20,23,7,5,150,0,7,33,45,33,25,29,8,0,190,0,7,12,16,15,3,0,0,0,52,0,7,4,0,6,0,0,5,0,31,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0,0,0,11,0,3,19,14,9,4,10,10,6,59,6,39,153,194,161,95,93,55,16,800,0,0,16,23,11,10,9,3,0,77,0,4,23,23,14,10,0,0,0,76,0,3,18,26,23,16,25,13,4,130,0,9,8,18,15,6,7,3,0,70,0,4,9,7,4,4,3,5,5,37,0,3,24,27,16,11,18,9,5,101,0,3,17,24,25,30,17,10,0,124,0,3,48,62,31,47,19,6,4,226,0,5,69,65,34,39,34,12,3,266,0,13,24,21,11,6,0,0,0,76
801081098,4,5,48,37,20,17,18,13,3,168,0,4,16,35,27,24,21,16,0,145,0,12,35,65,68,32,30,24,3,263,0,8,40,71,59,43,35,18,8,293,0,3,9,19,11,9,4,3,0,57,0,3,4,3,7,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,4,4,0,22,3,0,12,10,7,5,24,45,50,146,9,44,182,269,236,164,153,127,73,1269,0,4,19,27,22,28,16,5,0,117,0,0,19,30,25,10,0,3,0,89,0,4,18,21,22,25,35,15,6,140,0,6,15,15,10,13,16,7,3,77,0,0,10,8,4,4,8,3,0,33,0,6,24,39,30,21,19,7,0,146,0,3,14,13,39,32,25,9,0,140,0,6,67,87,59,50,35,9,8,324,0,3,56,90,82,68,49,17,3,372,0,6,27,21,14,11,7,0,0,84
801081133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091099,0,8,42,26,13,13,12,15,3,136,0,0,12,12,8,16,11,9,4,75,0,8,47,50,45,23,21,10,0,206,0,14,54,49,32,24,24,8,0,212,0,0,5,16,9,0,0,0,0,41,0,4,4,3,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,14,4,3,14,9,8,3,4,5,4,48,6,48,225,197,143,105,84,44,7,866,0,3,20,14,9,10,3,0,0,70,0,8,39,21,14,10,8,0,0,99,0,7,26,22,15,13,18,19,0,129,0,4,19,11,7,10,10,5,0,67,0,0,10,3,0,4,0,0,0,22,0,0,39,18,27,22,15,5,0,128,0,3,3,19,24,27,17,7,0,91,0,17,75,88,44,29,16,5,0,272,0,14,63,56,50,29,21,7,0,245,0,14,13,23,3,0,0,0,0,59
801091100,0,13,46,55,46,52,32,22,15,278,0,5,17,29,37,34,38,32,9,203,0,14,47,86,90,44,35,16,10,339,0,25,79,117,95,72,45,26,3,464,0,7,14,23,26,12,9,3,0,91,4,3,7,9,8,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,4,12,9,8,6,0,0,40,8,6,8,18,14,12,8,13,8,90,13,78,256,384,366,279,202,130,49,1744,0,6,23,35,58,49,17,5,4,190,0,7,34,35,50,17,4,0,0,147,0,13,27,36,53,29,33,29,11,235,0,13,18,30,25,21,12,16,5,131,0,0,15,13,13,10,4,10,3,69,0,8,44,59,69,36,26,13,11,263,0,3,29,36,55,45,47,24,0,244,0,26,95,119,117,67,38,26,12,498,0,35,119,168,157,121,70,38,6,721,0,11,27,38,30,14,7,3,8,141
801091101,0,8,29,34,31,42,20,18,10,195,0,4,14,17,14,23,30,28,9,142,0,4,37,56,65,35,23,26,7,253,0,12,31,54,53,35,25,31,6,246,0,5,6,14,10,10,0,3,0,48,0,0,4,6,12,6,0,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,4,0,0,20,3,0,14,8,12,0,11,16,23,73,9,42,144,223,237,178,120,135,62,1143,0,4,17,21,16,16,19,8,5,104,0,6,21,23,23,13,7,0,0,91,0,9,14,22,28,28,27,21,4,150,0,5,8,14,14,3,12,11,7,76,0,3,5,7,7,5,4,7,0,32,0,4,16,35,59,39,21,14,10,200,0,0,13,22,32,44,39,19,3,174,5,21,52,69,97,59,37,14,5,355,4,11,32,67,79,71,54,19,10,344,0,9,16,20,24,5,8,5,0,79
801091102,0,8,49,57,39,36,24,15,3,234,0,0,6,14,24,14,30,19,4,119,0,5,32,62,53,36,23,7,11,224,0,13,29,67,49,38,32,24,3,247,0,3,4,12,12,10,0,10,4,45,0,0,0,12,4,0,6,4,5,29,0,0,0,0,0,0,0,0,0,5,0,0,4,3,10,3,0,0,0,25,0,0,17,17,12,14,16,21,7,106,6,35,171,296,232,171,140,99,41,1184,0,11,27,25,25,20,16,4,6,131,0,0,18,28,21,3,0,0,0,79,0,0,22,21,34,26,26,12,0,146,0,3,8,9,13,5,8,3,3,58,0,5,0,13,0,3,3,0,0,29,0,32,79,86,65,39,26,21,9,356,0,0,15,14,35,29,29,9,3,132,0,31,41,65,72,55,23,9,11,317,6,17,76,77,81,71,54,29,0,402,0,5,19,8,9,5,5,3,0,62
801091103,0,9,28,32,26,24,18,16,12,163,0,0,11,14,18,18,20,20,20,119,0,6,25,38,38,38,12,5,3,172,0,12,36,77,44,48,37,26,13,277,0,3,9,11,13,9,5,3,4,48,0,0,9,5,7,3,7,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,9,4,6,3,5,0,3,34,3,0,5,4,10,5,8,10,27,81,8,43,147,203,185,176,112,85,85,1038,0,4,14,20,26,23,13,13,5,114,0,5,17,18,18,4,0,0,0,69,0,0,14,30,19,24,6,18,7,113,0,8,6,12,14,12,9,0,0,55,0,0,0,6,4,0,4,7,0,27,0,3,32,34,31,29,13,15,7,166,0,0,18,20,33,24,26,19,9,141,0,13,47,64,68,37,17,12,16,270,0,11,55,90,112,87,39,29,11,437,0,0,10,19,14,13,3,4,5,71
801091104,0,4,19,30,24,29,16,12,4,139,0,0,10,9,13,7,25,19,5,94,0,4,27,27,30,38,26,14,3,177,0,8,13,42,21,33,30,14,5,162,0,5,0,5,7,9,3,0,0,29,0,0,4,3,3,3,7,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,5,0,15,0,0,5,4,5,3,5,7,3,28,3,29,86,134,122,157,132,77,15,764,0,0,18,9,21,22,14,6,3,99,0,0,14,11,28,16,4,0,0,74,0,3,8,12,31,30,19,13,0,120,0,3,3,9,5,6,6,12,0,46,0,3,0,4,7,6,0,0,0,21,0,6,12,35,37,30,21,6,3,141,0,0,6,12,17,32,28,12,0,104,0,12,30,46,80,63,31,12,8,284,0,8,23,35,61,70,39,20,3,256,3,0,15,3,4,9,0,4,0,36
801091105,0,11,42,20,22,14,13,13,5,147,0,4,26,21,19,14,18,17,0,120,0,11,69,41,40,21,8,12,6,209,0,11,51,51,52,31,18,18,0,225,0,3,11,11,8,7,0,3,0,52,0,0,14,5,7,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,20,4,4,17,10,9,4,11,9,4,74,11,58,283,194,184,108,77,80,23,1023,0,5,20,28,17,11,11,8,0,89,0,3,39,22,25,8,5,0,0,107,0,4,30,19,20,15,23,19,3,146,6,3,13,9,15,6,12,6,0,73,0,5,7,8,9,3,0,4,0,41,0,10,39,23,17,26,10,0,0,134,0,4,18,21,18,19,17,8,0,111,0,20,66,50,59,18,25,7,3,244,0,18,50,60,53,27,21,9,4,242,0,3,25,12,19,7,6,0,0,67
801091106,0,13,68,36,26,29,11,13,4,195,0,4,10,17,14,22,21,28,7,124,0,8,58,64,51,39,22,14,0,265,0,7,44,68,43,34,29,11,0,247,0,9,12,9,6,3,3,0,0,40,0,0,8,4,8,4,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,4,3,17,0,0,16,16,9,4,8,8,7,68,7,57,253,251,179,158,105,79,21,1108,0,3,17,10,21,15,12,3,0,87,0,8,55,18,26,9,3,0,0,120,0,0,24,28,25,25,26,15,0,146,0,6,7,7,17,12,4,10,0,66,0,0,0,3,3,0,3,0,4,24,0,6,42,27,34,32,16,15,8,176,0,0,15,16,13,20,40,11,3,122,0,24,69,74,74,47,31,14,4,330,0,18,68,55,64,53,30,21,5,312,3,12,23,7,15,5,3,0,0,71
801091107,0,3,0,6,17,9,9,8,0,57,0,0,0,0,4,6,6,5,0,23,0,8,8,0,31,19,6,0,0,68,0,0,3,8,16,13,14,0,0,53,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,4,0,0,0,0,15,0,15,22,30,77,59,51,20,8,281,0,0,0,7,6,8,5,0,0,33,0,0,9,3,7,0,0,0,0,24,0,0,0,3,10,13,8,5,0,37,0,0,3,4,6,5,6,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,12,18,20,10,3,0,80,0,0,0,0,9,10,6,0,0,27,0,4,7,22,39,15,4,0,0,94,0,0,10,16,20,17,11,0,3,66,0,3,11,3,5,0,0,0,0,19
801091108,0,0,24,33,19,18,16,14,3,130,0,8,12,16,13,19,13,17,3,99,0,13,27,32,55,44,20,17,7,206,0,11,30,38,47,33,20,19,4,187,0,4,5,12,7,4,6,3,0,42,5,0,6,5,3,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,17,4,3,4,5,4,6,15,10,0,52,5,44,118,159,177,143,106,75,23,845,0,6,10,11,17,14,3,3,4,72,0,9,13,24,17,3,3,0,0,76,0,3,18,27,18,29,20,17,3,140,0,9,7,15,10,11,3,0,0,63,0,0,6,3,11,0,5,0,0,24,0,4,18,33,20,29,21,16,3,146,0,0,14,17,23,31,11,12,0,105,0,12,37,67,66,37,32,14,9,279,4,14,54,54,67,49,44,11,7,295,0,3,14,10,12,8,0,4,0,47
