SA2_CODE_2021,C16_F_a_4_8_FH_One_PFam,C16_F_a_4_8_FH_oth_fa,C16_F_a_4_8_FH_Tot,C16_F_a_4_8_LP_H,C16_F_a_4_8_GH,C16_F_a_4_8_OH,C16_F_a_4_8_Tot,C16_F_a_9m_FH_CF_no_ch,C16_F_a_9m_FH_CF_w_ch,C16_F_a_9m_FH_One_PFam,C16_F_a_9m_FH_oth_fa,C16_F_a_9m_FH_Tot,C16_F_a_9m_LP_H,C16_F_a_9m_GH,C16_F_a_9m_OH,C16_F_a_9m_Tot,C16_F_a_a_h_FH_CF_no_ch,C16_F_a_a_h_FH_CF_w_ch,C16_F_a_a_h_FH_One_PFam,C16_F_a_a_h_FH_oth_fa,C16_F_a_a_h_FH_Tot,C16_F_a_a_h_LP_H,C16_F_a_a_h_GH,C16_F_a_a_h_OH,C16_F_a_a_h_Tot,C16_F_a_Tot_FH_CF_no_ch,C16_F_a_Tot_FH_CF_w_ch,C16_F_a_Tot_FH_One_PFam,C16_F_a_Tot_FH_oth_fa,C16_F_a_Tot_FH_Tot,C16_F_a_Tot_LP_H,C16_F_a_Tot_GH,C16_F_a_Tot_OH,C16_F_a_Tot_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_Tot_FH_CF_no_ch,C16_OD_Tot_FH_CF_w_ch,C16_OD_Tot_FH_One_PFam,C16_OD_Tot_FH_oth_fa,C16_OD_Tot_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_Tot_Tot,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_Tot,C16_Tot_FH_CF_no_ch,C16_Tot_FH_CF_w_ch,C16_Tot_FH_One_PFam,C16_Tot_FH_oth_fa,C16_Tot_FH_Tot,C16_Tot_LP_H,C16_Tot_GH,C16_Tot_OH,C16_Tot_Tot,C21_S_h_FH_CF_no_ch,C21_S_h_FH_CF_w_ch,C21_S_h_FH_One_PFam,C21_S_h_FH_oth_fa,C21_S_h_FH_Tot,C21_S_h_LP_H,C21_S_h_GH,C21_S_h_OH,C21_S_h_Tot,C21_SDRTHT1S_FH_CF_no_ch,C21_SDRTHT1S_FH_CF_w_ch,C21_SDRTHT1S_FH_One_PFam,C21_SDRTHT1S_FH_oth_fa,C21_SDRTHT1S_FH_Tot,C21_SDRTHT1S_LP_H,C21_SDRTHT1S_GH,C21_SDRTHT1S_OH,C21_SDRTHT1S_Tot,C21_SDRTHT2S_FH_CF_no_ch,C21_SDRTHT2S_FH_CF_w_ch,C21_SDRTHT2S_FH_One_PFam,C21_SDRTHT2S_FH_oth_fa,C21_SDRTHT2S_FH_Tot,C21_SDRTHT2S_LP_H,C21_SDRTHT2S_GH,C21_SDRTHT2S_OH,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_FH_CF_no_ch,C21_SDRTHT_Tot_FH_CF_w_ch,C21_SDRTHT_Tot_FH_One_PFam,C21_SDRTHT_Tot_FH_oth_fa,C21_SDRTHT_Tot_FH_Tot,C21_SDRTHT_Tot_LP_H,C21_SDRTHT_Tot_GH,C21_SDRTHT_Tot_OH,C21_SDRTHT_Tot_Tot,C21_F_a_1_2_FH_CF_no_ch,C21_F_a_1_2_FH_CF_w_ch,C21_F_a_1_2_FH_One_PFam,C21_F_a_1_2_FH_oth_fa,C21_F_a_1_2_FH_Tot,C21_F_a_1_2_LP_H,C21_F_a_1_2_GH,C21_F_a_1_2_OH,C21_F_a_1_2_Tot,C21_F_a_3_FH_CF_no_ch,C21_F_a_3_FH_CF_w_ch,C21_F_a_3_FH_One_PFam,C21_F_a_3_FH_oth_fa,C21_F_a_3_FH_Tot,C21_F_a_3_LP_H,C21_F_a_3_GH,C21_F_a_3_OH,C21_F_a_3_Tot,C21_F_a_4_8_FH_CF_no_ch,C21_F_a_4_8_FH_CF_w_ch,C21_F_a_4_8_FH_One_PFam,C21_F_a_4_8_FH_oth_fa,C21_F_a_4_8_FH_Tot,C21_F_a_4_8_LP_H,C21_F_a_4_8_GH,C21_F_a_4_8_OH,C21_F_a_4_8_Tot,C21_F_a_9m_FH_CF_no_ch,C21_F_a_9m_FH_CF_w_ch,C21_F_a_9m_FH_One_PFam,C21_F_a_9m_FH_oth_fa,C21_F_a_9m_FH_Tot,C21_F_a_9m_LP_H,C21_F_a_9m_GH,C21_F_a_9m_OH,C21_F_a_9m_Tot,C21_F_a_a_h_FH_CF_no_ch,C21_F_a_a_h_FH_CF_w_ch,C21_F_a_a_h_FH_One_PFam,C21_F_a_a_h_FH_oth_fa,C21_F_a_a_h_FH_Tot,C21_F_a_a_h_LP_H,C21_F_a_a_h_GH,C21_F_a_a_h_OH,C21_F_a_a_h_Tot,C21_F_a_Tot_FH_CF_no_ch,C21_F_a_Tot_FH_CF_w_ch,C21_F_a_Tot_FH_One_PFam,C21_F_a_Tot_FH_oth_fa,C21_F_a_Tot_FH_Tot,C21_F_a_Tot_LP_H,C21_F_a_Tot_GH,C21_F_a_Tot_OH,C21_F_a_Tot_Tot,C21_OD_C_c_hb_FH_CF_no_ch,C21_OD_C_c_hb_FH_CF_w_ch,C21_OD_C_c_hb_FH_One_PFam,C21_OD_C_c_hb_FH_oth_fa,C21_OD_C_c_hb_FH_Tot,C21_OD_C_c_hb_LP_H,C21_OD_C_c_hb_GH,C21_OD_C_c_hb_OH,C21_OD_C_c_hb_Tot,C21_OD_Ih_t_s_FH_CF_no_ch,C21_OD_Ih_t_s_FH_CF_w_ch,C21_OD_Ih_t_s_FH_One_PFam,C21_OD_Ih_t_s_FH_oth_fa,C21_OD_Ih_t_s_FH_Tot,C21_OD_Ih_t_s_LP_H,C21_OD_Ih_t_s_GH,C21_OD_Ih_t_s_OH,C21_OD_Ih_t_s_Tot,C21_OD_H_f_so_FH_CF_no_ch,C21_OD_H_f_so_FH_CF_w_ch,C21_OD_H_f_so_FH_One_PFam,C21_OD_H_f_so_FH_oth_fa
801051128,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061062,0,0,64,24,0,5,91,..,..,..,..,..,..,..,..,..,0,0,0,0,0,3,0,0,3,71,32,4,0,105,82,6,7,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,368,85,7,768,300,26,51,1147,241,339,72,5,659,141,30,23,850,11,8,3,0,24,28,3,6,62,37,21,14,0,65,85,0,9,167,47,27,20,0,97,118,3,10,227,13,3,4,0,20,20,4,0,38,13,9,0,0,15,23,0,5,38,33,4,0,0,37,49,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,16,4,0,75,86,5,9,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061063,0,0,23,20,3,13,59,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,77,27,8,0,113,98,22,49,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,206,169,37,0,415,170,37,72,698,103,128,17,0,259,30,5,8,297,10,0,3,0,15,14,0,0,33,42,21,5,0,65,27,0,8,101,54,19,10,0,82,45,0,10,142,3,0,0,0,3,3,0,4,3,81,25,7,3,116,82,14,6,216,47,12,10,0,72,67,14,8,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,35,19,4,187,152,22,16,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061064,9,5,107,227,30,45,401,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,3,201,70,51,11,334,500,76,102,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,477,438,128,15,1055,735,108,142,2035,251,366,66,4,684,126,17,21,849,14,12,5,0,36,36,4,3,75,50,27,10,4,91,81,13,9,187,63,33,18,4,126,110,14,13,266,65,17,9,4,97,96,9,36,236,114,32,25,6,181,210,30,43,466,171,67,30,3,269,290,54,24,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,119,65,11,548,596,95,104,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061066,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061067,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,109,55,34,3,208,220,26,58,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,6,497,665,269,20,1446,681,88,175,2381,363,602,183,19,1165,426,78,70,1741,65,22,16,0,105,58,3,7,176,34,29,17,0,78,56,3,6,145,98,49,36,0,180,113,7,13,319,106,76,43,4,226,181,31,25,460,3,0,9,0,10,23,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,75,50,4,239,198,29,28,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061068,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061069,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,22,16,18,3,55,85,11,37,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,252,395,108,8,762,243,33,90,1125,218,390,58,9,673,113,23,23,822,5,0,0,0,4,3,0,0,12,8,25,3,0,41,15,6,0,66,9,23,8,0,43,19,6,0,76,22,20,8,0,54,48,10,6,118,4,5,4,0,11,17,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,22,13,0,69,62,11,15,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061070,0,0,9,10,0,0,20,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,26,6,5,0,33,34,4,5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,405,324,87,3,820,281,24,68,1197,276,296,50,7,624,160,23,24,824,29,13,0,0,44,43,0,5,93,103,42,20,0,164,68,9,7,252,133,56,25,0,213,114,9,14,347,12,5,0,0,14,24,0,0,49,0,0,0,0,0,3,0,0,7,10,10,0,0,18,22,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,0,0,35,50,4,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061129,12,5,225,242,31,64,569,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,203,58,16,5,286,294,43,79,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,87,24,5,345,303,45,75,767,25,23,3,0,45,7,4,9,61,4,0,0,0,4,0,0,0,5,9,4,0,0,17,11,4,0,27,11,4,0,0,19,11,4,4,31,5,0,0,0,8,10,0,0,22,37,9,4,3,52,49,3,21,127,141,34,11,4,193,218,19,64,500,57,13,5,0,77,68,4,47,194,45,7,3,0,62,75,12,16,162,286,71,26,10,386,424,45,149,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061130,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,9,3,0,0,0,7,6,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061131,34,5,560,569,106,182,1420,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,606,160,62,10,848,840,222,229,2138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,685,221,94,18,1014,913,238,246,2409,26,25,22,0,70,20,0,13,106,4,4,3,0,11,11,0,4,19,72,41,11,6,126,58,10,20,216,76,48,17,6,132,66,10,23,236,21,6,6,0,34,26,3,0,69,212,91,55,7,364,285,87,35,770,695,178,105,4,983,1057,135,405,2587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,282,160,16,1380,1374,224,444,3425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071071,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,8,11,5,0,24,25,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,722,223,15,1349,306,28,61,1740,333,619,194,6,1160,232,12,17,1421,57,80,34,0,181,82,9,16,284,3,13,4,0,26,9,3,0,34,62,95,48,0,206,95,11,20,320,10,11,10,0,35,24,0,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,10,0,37,24,0,5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071072,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,4,0,4,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,488,205,18,1035,332,50,36,1447,216,361,110,16,700,140,18,17,875,11,5,11,0,35,67,0,0,94,61,77,69,0,211,106,17,17,344,72,82,82,4,242,164,17,17,440,38,33,19,0,93,67,3,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,33,19,0,93,71,3,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071073,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,788,225,21,1536,357,34,82,2014,478,730,196,23,1426,290,38,33,1785,38,32,38,0,119,76,14,12,213,0,0,0,0,8,6,3,0,12,44,33,41,6,123,76,13,12,223,9,11,11,0,31,19,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,11,0,31,19,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071074,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,460,686,236,10,1393,351,51,69,1856,487,682,220,17,1399,347,38,35,1823,5,6,4,0,10,27,0,5,40,4,0,3,0,10,8,4,0,24,7,8,4,0,20,41,4,4,67,0,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,9,4,0,0,0,10,9,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071075,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,31,20,13,0,69,51,4,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,368,775,202,16,1365,290,24,79,1754,361,661,185,8,1224,173,16,27,1438,26,12,23,0,57,65,6,8,137,22,18,9,0,45,13,0,0,57,46,24,33,0,102,78,3,9,189,34,29,20,0,84,65,4,7,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,29,20,0,84,65,4,7,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071076,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,447,68,6,845,151,14,25,1030,332,456,81,8,872,119,14,10,1014,0,0,0,0,0,0,0,0,0,7,4,0,0,13,3,0,3,24,7,4,0,0,13,3,0,3,24,6,0,0,0,9,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071077,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,366,119,12,740,155,20,37,948,248,351,116,3,722,146,11,20,896,8,9,12,0,27,22,5,0,55,8,4,0,0,10,6,0,0,17,13,12,12,0,39,25,3,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071078,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,5,0,7,0,9,32,0,4,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,1009,382,35,2090,559,51,88,2793,540,906,231,17,1696,263,31,21,2005,176,119,139,4,434,308,12,23,776,17,20,16,0,52,34,10,6,100,196,132,157,8,485,336,19,24,872,3,4,0,0,7,32,0,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,32,0,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071079,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,411,146,12,874,163,14,37,1086,335,427,131,6,908,168,18,20,1113,0,0,0,0,0,0,0,0,0,0,0,5,0,8,9,0,3,9,0,0,5,0,8,6,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071080,13,5,111,113,13,30,267,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,105,63,27,4,193,159,21,40,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,159,87,8,502,318,51,53,925,25,11,0,0,35,19,0,0,54,98,43,54,5,195,136,10,14,359,111,81,50,4,248,90,25,7,366,207,121,104,8,444,231,39,14,727,57,32,17,0,110,38,8,0,160,42,17,12,3,73,73,8,13,167,140,51,42,3,237,295,17,37,591,119,40,30,8,196,255,13,16,475,0,0,0,0,0,0,0,0,0,355,144,103,10,616,663,45,64,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071081,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,32,0,0,0,38,47,0,24,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,9,0,0,15,377,593,188,17,1173,347,34,86,1638,303,506,163,13,985,198,24,18,1228,93,62,45,4,208,177,11,5,404,0,0,0,0,0,0,0,0,0,93,62,45,4,208,177,11,5,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071082,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,4,4,0,0,8,12,4,8,0,25,68,0,12,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,4,1470,1855,680,57,4059,1202,139,246,5651,1460,1771,640,53,3921,921,105,150,5097,143,78,84,5,314,330,29,21,687,19,16,16,3,58,50,8,11,126,163,97,103,13,367,380,32,31,805,6,0,7,0,15,62,0,7,87,0,0,0,0,0,18,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,7,6,0,5,21,12,4,8,4,28,85,3,16,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071083,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,230,44,6,410,49,4,21,483,145,226,45,0,415,53,3,6,482,4,3,0,0,3,8,0,0,14,0,0,0,0,0,0,0,0,0,4,3,0,0,3,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
