SA2_CODE_2021,C16_CF_NCu15DS_MR_1000_1399,C16_CF_NCu15DS_MR_1400_1799,C16_CF_NCu15DS_MR_1800_2399,C16_CF_NCu15DS_MR_2400_2999,C16_CF_NCu15DS_MR_3000_3999,C16_CF_NCu15DS_MR_4000over,C16_CF_NCu15DS_MR_NS,C16_CF_NCu15DS_Tot,C16_CF_NDCO_MR_0_299,C16_CF_NDCO_MR_300_449,C16_CF_NDCO_MR_450_599,C16_CF_NDCO_MR_600_799,C16_CF_NDCO_MR_800_999,C16_CF_NDCO_MR_1000_1399,C16_CF_NDCO_MR_1400_1799,C16_CF_NDCO_MR_1800_2399,C16_CF_NDCO_MR_2400_2999,C16_CF_NDCO_MR_3000_3999,C16_CF_NDCO_MR_4000over,C16_CF_NDCO_MR_NS,C16_CF_NDCO_Tot,C16_CF_Tot_MR_0_299,C16_CF_Tot_MR_300_449,C16_CF_Tot_MR_450_599,C16_CF_Tot_MR_600_799,C16_CF_Tot_MR_800_999,C16_CF_Tot_MR_1000_1399,C16_CF_Tot_MR_1400_1799,C16_CF_Tot_MR_1800_2399,C16_CF_Tot_MR_2400_2999,C16_CF_Tot_MR_3000_3999,C16_CF_Tot_MR_4000over,C16_CF_Tot_MR_NS,C16_CF_Tot_Tot,C16_1PF_Cu15DS_MR_0_299,C16_1PF_Cu15DS_MR_300_449,C16_1PF_Cu15DS_MR_450_599,C16_1PF_Cu15DS_MR_600_799,C16_1PF_Cu15DS_MR_800_999,C16_1PF_Cu15DS_MR_1000_1399,C16_1PF_Cu15DS_MR_1400_1799,C16_1PF_Cu15DS_MR_1800_2399,C16_1PF_Cu15DS_MR_2400_2999,C16_1PF_Cu15DS_MR_3000_3999,C16_1PF_Cu15DS_MR_4000over,C16_1PF_Cu15DS_MR_NS,C16_1PF_Cu15DS_Tot,C16_1PF_CU15_NDS_MR_0_299,C16_1PF_CU15_NDS_MR_300_449,C16_1PF_CU15_NDS_MR_450_599,C16_1PF_CU15_NDS_MR_600_799,C16_1PF_CU15_NDS_MR_800_999,C16_1PF_CU15_NDS_MR_1000_1399,C16_1PF_CU15_NDS_MR_1400_1799,C16_1PF_CU15_NDS_MR_1800_2399,C16_1PF_CU15_NDS_MR_2400_2999,C16_1PF_CU15_NDS_MR_3000_3999,C16_1PF_CU15_NDS_MR_4000over,C16_1PF_CU15_NDS_MR_NS,C16_1PF_CU15_NDS_Tot,C16_1PF_NCu15DS_MR_0_299,C16_1PF_NCu15DS_MR_300_449,C16_1PF_NCu15DS_MR_450_599,C16_1PF_NCu15DS_MR_600_799,C16_1PF_NCu15DS_MR_800_999,C16_1PF_NCu15DS_MR_1000_1399,C16_1PF_NCu15DS_MR_1400_1799,C16_1PF_NCu15DS_MR_1800_2399,C16_1PF_NCu15DS_MR_2400_2999,C16_1PF_NCu15DS_MR_3000_3999,C16_1PF_NCu15DS_MR_4000over,C16_1PF_NCu15DS_MR_NS,C16_1PF_NCu15DS_Tot,C16_1PF_NDCO_MR_0_299,C16_1PF_NDCO_MR_300_449,C16_1PF_NDCO_MR_450_599,C16_1PF_NDCO_MR_600_799,C16_1PF_NDCO_MR_800_999,C16_1PF_NDCO_MR_1000_1399,C16_1PF_NDCO_MR_1400_1799,C16_1PF_NDCO_MR_1800_2399,C16_1PF_NDCO_MR_2400_2999,C16_1PF_NDCO_MR_3000_3999,C16_1PF_NDCO_MR_4000over,C16_1PF_NDCO_MR_NS,C16_1PF_NDCO_Tot,C16_1PF_Tot_MR_0_299,C16_1PF_Tot_MR_300_449,C16_1PF_Tot_MR_450_599,C16_1PF_Tot_MR_600_799,C16_1PF_Tot_MR_800_999,C16_1PF_Tot_MR_1000_1399,C16_1PF_Tot_MR_1400_1799,C16_1PF_Tot_MR_1800_2399,C16_1PF_Tot_MR_2400_2999,C16_1PF_Tot_MR_3000_3999,C16_1PF_Tot_MR_4000over,C16_1PF_Tot_MR_NS,C16_1PF_Tot_Tot,C16_Tot_MR_0_299,C16_Tot_MR_300_449,C16_Tot_MR_450_599,C16_Tot_MR_600_799,C16_Tot_MR_800_999,C16_Tot_MR_1000_1399,C16_Tot_MR_1400_1799,C16_Tot_MR_1800_2399,C16_Tot_MR_2400_2999,C16_Tot_MR_3000_3999,C16_Tot_MR_4000over,C16_Tot_MR_NS,C16_Tot_Tot,C21_CFNC_MR_0_299,C21_CFNC_MR_300_449,C21_CFNC_MR_450_599,C21_CFNC_MR_600_799,C21_CFNC_MR_800_999,C21_CFNC_MR_1000_1399,C21_CFNC_MR_1400_1799,C21_CFNC_MR_1800_2399,C21_CFNC_MR_2400_2999,C21_CFNC_MR_3000_3999,C21_CFNC_MR_4000over,C21_CFNC_MR_NS,C21_CFNC_Tot,C21_CF_Cu15DS_MR_0_299,C21_CF_Cu15DS_MR_300_449,C21_CF_Cu15DS_MR_450_599,C21_CF_Cu15DS_MR_600_799,C21_CF_Cu15DS_MR_800_999,C21_CF_Cu15DS_MR_1000_1399,C21_CF_Cu15DS_MR_1400_1799,C21_CF_Cu15DS_MR_1800_2399,C21_CF_Cu15DS_MR_2400_2999,C21_CF_Cu15DS_MR_3000_3999,C21_CF_Cu15DS_MR_4000over,C21_CF_Cu15DS_MR_NS,C21_CF_Cu15DS_Tot,C21_CF_Cu15NDS_MR_0_299,C21_CF_Cu15NDS_MR_300_449,C21_CF_Cu15NDS_MR_450_599,C21_CF_Cu15NDS_MR_600_799,C21_CF_Cu15NDS_MR_800_999,C21_CF_Cu15NDS_MR_1000_1399,C21_CF_Cu15NDS_MR_1400_1799,C21_CF_Cu15NDS_MR_1800_2399,C21_CF_Cu15NDS_MR_2400_2999,C21_CF_Cu15NDS_MR_3000_3999,C21_CF_Cu15NDS_MR_4000over,C21_CF_Cu15NDS_MR_NS,C21_CF_Cu15NDS_Tot,C21_CF_NCu15DS_MR_0_299,C21_CF_NCu15DS_MR_300_449,C21_CF_NCu15DS_MR_450_599,C21_CF_NCu15DS_MR_600_799,C21_CF_NCu15DS_MR_800_999,C21_CF_NCu15DS_MR_1000_1399,C21_CF_NCu15DS_MR_1400_1799,C21_CF_NCu15DS_MR_1800_2399,C21_CF_NCu15DS_MR_2400_2999,C21_CF_NCu15DS_MR_3000_3999,C21_CF_NCu15DS_MR_4000over,C21_CF_NCu15DS_MR_NS,C21_CF_NCu15DS_Tot,C21_CF_NDCO_MR_0_299,C21_CF_NDCO_MR_300_449,C21_CF_NDCO_MR_450_599,C21_CF_NDCO_MR_600_799,C21_CF_NDCO_MR_800_999,C21_CF_NDCO_MR_1000_1399,C21_CF_NDCO_MR_1400_1799,C21_CF_NDCO_MR_1800_2399,C21_CF_NDCO_MR_2400_2999,C21_CF_NDCO_MR_3000_3999,C21_CF_NDCO_MR_4000over,C21_CF_NDCO_MR_NS,C21_CF_NDCO_Tot,C21_CF_Tot_MR_0_299,C21_CF_Tot_MR_300_449,C21_CF_Tot_MR_450_599,C21_CF_Tot_MR_600_799,C21_CF_Tot_MR_800_999,C21_CF_Tot_MR_1000_1399,C21_CF_Tot_MR_1400_1799,C21_CF_Tot_MR_1800_2399,C21_CF_Tot_MR_2400_2999,C21_CF_Tot_MR_3000_3999,C21_CF_Tot_MR_4000over,C21_CF_Tot_MR_NS,C21_CF_Tot_Tot,C21_1PF_Cu15DS_MR_0_299,C21_1PF_Cu15DS_MR_300_449,C21_1PF_Cu15DS_MR_450_599,C21_1PF_Cu15DS_MR_600_799,C21_1PF_Cu15DS_MR_800_999,C21_1PF_Cu15DS_MR_1000_1399,C21_1PF_Cu15DS_MR_1400_1799,C21_1PF_Cu15DS_MR_1800_2399,C21_1PF_Cu15DS_MR_2400_2999,C21_1PF_Cu15DS_MR_3000_3999
801061062,3,0,6,3,3,10,0,36,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,3,0,10,10,20,17,44,73,5,184,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,4,0,3,4,0,5,0,16,10,5,0,5,0,14,10,26,32,53,83,9,261,6,0,0,4,4,3,4,7,6,10,20,0,64,0,0,0,0,0,0,0,0,0,6,16,3,34,4,0,0,0,0,7,3,15,12,22,66,5,132,0,0,5,0,0,5,0,5,4,8,20,4,40,0,0,0,0,0,0,3,0,0,0,9,0,15,13,0,3,0,0,7,10,23,19,35,102,12,222,0,0,0,0,0,0,0,0,0,0
801061063,0,0,0,0,3,4,0,18,3,0,0,0,0,0,3,0,0,0,6,0,9,5,0,0,0,0,5,7,9,11,8,35,6,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,9,14,3,0,0,3,4,9,21,15,20,52,3,144,5,0,0,0,3,4,13,8,4,12,18,3,70,0,0,0,0,0,0,0,0,3,4,9,0,12,0,0,0,0,0,0,0,0,0,3,22,6,39,0,0,0,0,0,0,0,0,0,0,7,5,21,5,0,0,0,0,0,0,0,0,0,8,3,12,6,0,0,0,4,0,5,5,5,6,41,9,83,0,0,0,0,0,0,0,0,0,0
801061064,4,0,5,0,9,12,0,44,0,0,0,0,0,4,0,0,0,3,3,5,20,3,3,0,4,3,13,15,28,15,39,69,8,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,3,5,5,0,3,0,33,11,3,5,10,9,31,37,55,38,63,93,18,367,9,5,0,0,3,15,35,37,14,12,27,5,178,0,0,0,0,0,4,0,0,0,7,20,0,28,6,0,0,0,0,8,14,16,11,23,74,5,159,5,0,0,0,0,3,3,4,3,12,28,0,66,0,0,0,5,0,6,4,0,0,0,6,3,27,17,3,0,7,5,14,24,21,13,43,127,12,277,0,0,0,0,0,0,0,0,0,0
801061066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061067,6,4,16,3,14,11,3,65,8,0,0,0,0,4,4,0,0,0,0,0,23,13,3,7,7,12,26,32,57,54,75,59,9,349,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,10,3,6,0,0,28,0,0,0,0,3,0,3,4,3,4,0,0,20,0,0,0,0,9,0,6,3,0,4,0,0,14,0,0,0,0,9,5,11,14,6,7,3,0,71,26,3,6,8,24,45,51,99,73,117,87,13,558,14,3,0,3,9,11,12,21,24,24,21,8,153,4,0,0,0,0,0,3,12,8,14,12,4,57,13,0,0,0,0,11,12,42,34,75,65,12,267,6,0,0,0,0,5,3,12,4,6,13,4,60,0,0,0,0,0,5,0,3,3,7,4,4,27,24,3,0,0,3,24,18,69,48,104,98,23,411,0,0,0,0,0,0,0,5,0,3
801061068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061069,0,0,3,3,7,18,0,43,3,0,0,0,0,0,4,0,0,0,5,0,18,14,4,0,0,5,15,12,21,17,35,83,7,208,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,3,3,0,20,23,4,0,3,6,11,20,33,26,40,107,12,279,7,0,0,0,0,3,3,9,0,7,17,6,56,3,0,0,0,0,4,0,5,5,0,30,0,50,4,0,0,0,0,0,7,10,7,30,50,4,109,0,4,0,0,0,0,10,5,0,4,28,0,65,0,0,0,0,0,0,0,0,0,5,8,0,18,12,3,0,0,0,4,13,22,15,46,115,4,239,0,0,0,0,0,0,0,0,0,0
801061070,5,3,3,0,5,17,0,30,0,0,0,0,0,0,0,0,0,0,7,0,13,9,0,3,0,5,6,10,15,5,23,59,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,3,0,0,0,0,0,3,0,0,17,21,7,6,4,11,13,16,27,17,43,78,3,238,10,0,0,3,0,3,6,4,7,17,34,3,96,0,0,0,0,0,0,0,0,0,6,15,3,27,4,0,0,0,0,0,3,12,3,14,49,5,98,8,0,0,0,0,3,0,3,5,8,23,0,49,3,0,0,0,0,0,0,0,0,4,9,0,17,9,5,0,3,0,5,7,22,9,29,97,10,191,0,0,0,0,0,0,0,0,0,0
801061129,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,4,0,0,0,3,8,6,10,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,7,0,0,3,0,12,5,25,17,13,18,0,103,6,0,0,0,0,7,14,20,11,11,12,0,79,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,4,0,0,8,0,24,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,8,0,10,5,39,0,0,0,0,0,0,0,0,0,0
801061130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061131,0,0,0,4,5,3,5,17,0,0,0,0,0,5,0,0,0,0,4,0,4,0,4,0,0,0,0,7,10,15,22,21,5,89,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,4,3,12,8,0,0,0,30,5,3,3,9,12,26,30,60,42,47,43,12,292,11,0,3,3,6,25,64,80,30,39,22,12,298,0,0,0,0,0,0,0,4,0,3,0,0,11,0,0,0,0,0,11,17,31,25,25,15,3,140,0,0,0,0,0,0,0,0,0,3,13,0,20,0,0,0,0,0,0,0,6,3,3,3,0,15,0,0,0,6,5,10,17,40,25,38,27,7,175,0,0,0,0,0,0,0,0,0,0
801071071,7,12,23,16,4,8,4,77,0,0,0,0,0,3,11,14,9,18,3,3,70,7,4,5,14,16,44,79,166,83,73,34,15,531,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,6,3,12,7,5,0,3,0,43,0,0,0,0,0,3,3,4,3,0,0,0,18,0,4,0,5,3,12,8,3,0,0,0,0,40,4,4,0,0,12,16,20,20,12,3,3,3,101,22,16,7,26,29,83,127,251,130,92,56,24,856,12,0,5,7,8,19,30,91,51,27,14,3,266,0,0,0,4,0,4,8,15,14,8,5,0,61,9,0,0,4,3,19,58,110,45,36,20,13,302,3,0,0,0,4,7,14,9,5,7,5,5,62,0,3,4,7,7,8,13,16,19,6,10,3,106,11,3,4,21,9,40,92,156,87,52,40,19,542,0,0,0,0,0,0,3,3,0,0
801071072,9,9,11,3,11,0,3,52,6,0,0,0,5,8,6,6,6,5,0,3,46,14,0,4,3,12,29,42,78,47,49,8,6,285,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,5,12,0,3,0,0,22,0,0,0,0,0,5,0,4,0,0,0,0,14,0,0,0,3,3,8,3,0,0,0,0,0,24,0,0,0,0,3,13,9,23,0,4,4,3,65,18,4,5,13,17,49,57,141,59,65,18,12,465,3,6,0,4,4,12,18,30,19,11,3,5,123,0,0,0,0,0,3,0,12,5,5,0,3,35,3,0,0,6,0,13,15,47,38,13,4,4,153,0,0,0,0,3,3,8,10,3,7,6,3,38,3,0,0,0,5,8,7,6,0,10,0,0,42,9,0,0,3,9,30,30,72,52,34,7,17,258,0,0,0,0,0,0,0,4,0,0
801071073,6,13,23,17,15,4,0,88,4,4,6,6,3,14,9,16,5,12,4,3,83,13,8,7,6,9,55,63,146,103,69,27,9,519,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,12,0,4,0,0,34,3,0,0,0,0,6,0,8,3,0,0,0,27,0,0,0,0,0,3,6,14,8,0,0,0,35,3,0,3,0,9,14,21,32,12,8,3,0,99,23,17,15,22,13,89,115,255,139,105,40,16,856,20,8,4,5,6,22,41,76,17,24,16,5,234,5,0,0,0,0,5,5,17,14,7,3,0,66,6,0,0,3,5,16,47,114,69,47,19,14,340,0,5,0,0,3,8,14,10,9,5,7,5,63,6,3,0,6,0,12,3,15,10,21,8,3,91,16,7,0,8,15,44,73,158,101,77,33,24,560,0,0,0,0,0,5,0,8,3,0
801071074,5,0,13,7,16,3,6,62,7,3,5,8,9,16,16,18,4,8,5,3,93,9,0,5,10,14,46,61,149,79,58,19,18,474,0,0,0,0,0,0,0,6,0,0,5,0,12,0,0,0,0,0,6,4,16,0,5,0,0,33,0,0,0,0,0,9,5,9,0,0,0,0,24,4,0,0,0,3,3,10,4,6,0,0,0,36,4,0,5,0,4,16,19,27,10,4,4,7,103,11,8,12,18,32,89,109,224,130,90,35,33,784,6,0,3,8,11,28,27,39,44,14,9,9,204,0,0,4,0,0,3,9,19,12,4,4,3,60,5,3,0,0,7,17,54,101,73,26,9,12,308,0,0,5,0,0,3,7,15,3,10,0,0,45,3,0,0,0,9,13,8,20,10,7,5,0,80,7,7,7,0,13,38,76,152,96,52,19,19,492,0,0,0,0,0,0,3,0,0,0
801071075,7,11,21,15,16,8,0,101,0,0,0,0,5,7,15,31,18,10,0,3,111,11,3,8,9,15,37,67,164,98,101,25,15,554,0,0,0,0,0,0,4,7,0,0,0,0,8,0,0,0,0,3,0,3,11,8,0,0,0,29,0,0,0,0,4,9,0,7,4,0,0,0,25,0,0,0,0,0,4,6,11,0,0,0,0,30,4,0,0,0,9,8,15,29,12,5,5,0,92,23,3,14,18,27,68,97,233,137,123,36,17,809,0,4,3,7,7,21,39,62,45,15,7,10,220,0,0,0,0,3,5,8,12,7,15,8,0,58,3,0,4,6,6,15,39,98,66,39,18,13,298,0,0,0,0,5,5,10,26,16,16,5,7,90,6,3,0,0,0,8,10,18,20,12,8,3,100,15,3,7,4,11,32,61,153,109,79,38,20,540,0,0,0,4,0,0,0,0,0,0
801071076,5,5,8,8,11,9,0,65,0,0,0,0,0,0,0,7,8,5,0,0,32,8,5,3,3,9,24,15,58,60,66,29,4,278,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,3,0,3,0,0,16,0,0,0,0,0,4,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,7,10,6,9,3,0,40,17,10,9,11,9,36,33,101,75,88,42,7,435,6,5,6,3,9,6,10,19,11,20,14,3,108,0,0,0,0,0,0,3,11,7,16,7,0,42,4,0,0,0,0,11,11,39,38,49,24,11,187,4,0,0,3,0,0,3,4,12,11,4,0,55,5,0,0,0,0,3,3,7,8,0,3,0,38,14,5,4,0,0,15,22,70,63,72,40,11,314,0,0,0,0,0,0,0,3,0,0
801071077,8,7,4,7,3,0,4,33,0,0,0,0,0,6,3,9,5,5,0,0,34,10,0,0,4,12,20,23,69,45,26,4,7,219,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,4,0,9,0,0,0,0,13,0,0,0,0,0,7,8,12,0,0,0,0,34,14,6,0,9,13,35,45,118,64,32,5,7,357,9,4,0,4,5,11,14,33,16,11,5,3,118,0,0,0,0,0,3,3,0,3,9,4,5,30,0,0,0,0,0,10,16,54,25,16,11,3,142,0,0,0,0,0,6,0,4,4,5,0,0,22,0,0,7,0,0,4,0,5,3,4,0,0,35,5,0,7,0,7,21,30,70,33,31,14,7,222,0,0,0,0,0,0,0,0,0,0
801071078,16,23,40,15,16,7,3,143,3,7,3,3,7,12,13,30,8,14,6,7,108,16,6,10,15,20,57,98,201,110,94,35,19,686,0,0,0,0,0,0,0,9,3,0,0,0,14,0,0,0,0,0,12,14,15,3,3,0,4,47,0,0,0,5,0,4,10,11,6,0,0,0,42,0,0,0,0,8,9,12,21,4,0,0,0,61,0,0,0,5,9,27,35,54,16,5,0,8,166,33,20,17,20,47,117,174,322,163,120,53,33,1125,19,4,4,9,15,36,66,85,47,25,16,13,338,3,0,0,0,0,3,9,30,21,10,10,5,80,6,0,0,4,10,34,72,137,70,56,22,9,412,3,0,0,0,3,15,10,27,3,17,7,7,99,8,3,6,0,0,18,15,29,21,10,4,8,121,26,4,8,9,15,61,104,225,122,95,38,20,721,0,0,0,0,0,4,3,3,0,0
801071079,4,5,3,6,5,6,6,35,0,0,0,0,0,5,4,3,3,0,0,0,38,6,4,4,9,3,19,32,62,63,35,26,3,272,0,0,0,0,0,5,6,0,0,0,0,0,14,0,0,0,0,0,3,0,4,3,0,0,0,16,0,0,0,0,5,4,0,3,0,0,0,0,14,0,0,0,0,0,8,3,9,0,0,0,0,15,0,0,4,0,4,15,11,16,3,6,0,6,58,16,13,13,11,15,45,54,109,88,57,28,10,449,12,4,0,3,0,15,7,36,23,14,5,4,127,0,0,0,0,4,0,0,3,8,7,0,0,22,0,4,0,0,0,8,8,72,56,32,9,9,204,4,0,0,3,0,4,0,7,10,5,4,0,52,0,4,0,0,0,5,3,9,4,0,0,0,30,4,12,4,10,9,20,20,89,75,39,19,8,308,0,0,0,0,0,0,0,0,0,0
801071080,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,9,7,9,7,0,4,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,3,0,0,0,0,9,4,0,0,0,4,15,25,30,18,6,5,0,109,10,0,3,11,10,33,45,53,16,12,14,0,199,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,14,18,30,11,7,7,4,86,0,0,0,0,0,0,0,3,3,0,0,0,11,0,0,0,0,5,0,0,4,0,6,0,0,18,0,0,0,0,5,14,25,37,22,9,8,4,122,0,0,0,0,0,6,0,5,0,0
801071081,9,4,10,7,0,0,0,46,3,0,5,3,0,3,4,17,6,9,0,0,52,9,6,8,7,12,26,44,116,71,38,13,11,364,0,0,0,0,0,0,7,0,0,0,0,0,11,0,0,0,0,4,0,8,13,5,3,0,0,45,0,0,4,0,0,4,3,3,0,0,0,0,19,0,0,0,0,5,7,4,5,0,0,0,0,24,3,0,6,3,6,16,22,23,11,3,0,4,98,21,7,14,13,16,58,79,188,104,54,25,25,606,15,3,4,3,6,23,17,43,24,6,8,3,162,0,0,0,0,0,6,10,14,8,10,0,4,50,4,0,0,0,5,24,44,89,43,18,11,6,246,0,0,0,6,0,4,0,10,9,7,6,0,38,3,0,4,0,0,10,9,9,10,3,3,3,61,16,0,5,7,11,43,61,114,76,35,19,18,393,0,0,0,0,0,3,0,3,0,0
801071082,16,25,31,21,21,14,7,172,16,0,10,11,9,14,16,23,16,13,5,4,137,42,13,25,27,34,101,158,298,214,150,62,36,1162,0,3,0,0,0,9,3,4,3,5,0,0,19,0,0,0,4,7,17,13,27,13,6,0,0,86,4,3,0,5,3,6,11,12,0,0,0,0,46,0,0,0,4,7,16,11,13,5,3,0,5,71,3,4,6,11,16,47,36,55,23,9,10,10,223,90,42,32,58,69,196,243,459,301,191,80,55,1827,42,13,10,17,16,45,72,146,75,46,18,17,511,0,0,0,0,3,8,19,38,35,28,6,7,156,18,5,0,5,5,41,99,219,155,118,55,34,763,8,0,0,8,0,13,21,35,24,32,9,4,157,12,9,4,7,12,10,25,37,17,13,10,13,151,40,12,3,19,28,78,167,328,227,188,79,55,1226,0,0,0,0,0,3,9,13,4,0
801071083,0,5,6,5,4,0,0,25,0,0,0,0,5,9,3,3,0,0,3,0,28,7,0,4,0,5,16,15,34,24,25,13,5,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,9,6,0,0,19,13,0,4,7,8,17,21,50,43,38,13,7,215,0,0,0,0,0,13,6,5,3,9,5,0,42,0,0,0,0,0,0,0,9,6,3,0,0,17,3,0,0,0,0,0,6,23,27,15,8,5,90,0,0,0,3,0,5,4,6,3,4,0,0,21,0,0,0,0,0,0,0,3,0,4,6,0,7,3,3,0,4,0,7,12,41,34,23,10,8,150,0,0,0,0,0,0,3,0,0,0
801071084,10,4,10,6,6,6,0,63,3,0,0,3,8,0,11,11,16,4,9,0,60,10,3,4,11,14,28,38,110,79,55,19,6,384,0,0,0,0,0,0,5,0,0,0,0,0,5,3,0,0,0,0,5,4,15,0,0,0,4,37,0,0,0,0,0,3,3,4,0,0,0,0,19,0,0,0,0,4,9,4,8,0,0,6,4,35,3,3,0,0,6,16,16,30,5,3,4,5,96,24,7,10,25,25,61,73,183,105,75,35,23,641,18,0,3,4,9,14,21,45,22,10,5,9,171,0,0,3,0,0,0,3,10,7,9,0,0,41,6,0,0,0,3,15,35,84,69,38,11,3,273,0,0,0,4,0,5,4,11,6,7,3,0,51,3,4,0,0,4,3,6,20,3,6,8,0,56,10,7,3,4,9,28,50,124,91,62,20,8,413,0,0,0,0,0,0,0,3,0,0
