SA2_CODE_2021,C11_Chr_Tot_0_14,C11_Chr_Tot_15_24,C11_Chr_Tot_25_34,C11_Chr_Tot_35_44,C11_Chr_Tot_45_54,C11_Chr_Tot_55_64,C11_Chr_Tot_65_74,C11_Chr_Tot_75_84,C11_Chr_Tot_85ov,C11_Chr_Tot_Tot,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_Au_Ab_Tr_R_0_14,C11_OR_Au_Ab_Tr_R_15_24,C11_OR_Au_Ab_Tr_R_25_34,C11_OR_Au_Ab_Tr_R_35_44,C11_OR_Au_Ab_Tr_R_45_54,C11_OR_Au_Ab_Tr_R_55_64,C11_OR_Au_Ab_Tr_R_65_74,C11_OR_Au_Ab_Tr_R_75_84,C11_OR_A_Ab_Tr_Re_85ov,C11_OR_Au_Ab_Tr_Re_Tot,C11_OR_Sikhism_0_14,C11_OR_Sikhism_15_24,C11_OR_Sikhism_25_34,C11_OR_Sikhism_35_44,C11_OR_Sikhism_45_54,C11_OR_Sikhism_55_64,C11_OR_Sikhism_65_74,C11_OR_Sikhism_75_84,C11_OR_Sikhism_85ov,C11_OR_Sikhism_Tot,C11_OR_OR_0_14,C11_OR_OR_15_24,C11_OR_OR_25_34,C11_OR_OR_35_44,C11_OR_OR_45_54,C11_OR_OR_55_64,C11_OR_OR_65_74,C11_OR_OR_75_84,C11_OR_OR_85ov,C11_OR_OR_Tot,C11_OR_Tot_0_14,C11_OR_Tot_15_24,C11_OR_Tot_25_34,C11_OR_Tot_35_44,C11_OR_Tot_45_54,C11_OR_Tot_55_64,C11_OR_Tot_65_74,C11_OR_Tot_75_84,C11_OR_Tot_85ov,C11_OR_Tot_Tot,C11_SBOSB_No_RA_0_14,C11_SBOSB_No_RA_15_24,C11_SBOSB_No_RA_25_34,C11_SBOSB_No_RA_35_44,C11_SBOSB_No_RA_45_54,C11_SBOSB_No_RA_55_64,C11_SBOSB_No_RA_65_74,C11_SBOSB_No_RA_75_84,C11_SBOSB_No_RA_85ov,C11_SBOSB_No_RA_Tot,C11_Rel_aff_ns_0_14,C11_Rel_aff_ns_15_24,C11_Rel_aff_ns_25_34,C11_Rel_aff_ns_35_44,C11_Rel_aff_ns_45_54,C11_Rel_aff_ns_55_64,C11_Rel_aff_ns_65_74,C11_Rel_aff_ns_75_84,C11_Rel_aff_ns_85ov,C11_Rel_aff_NS_Tot,C11_Tot_0_14,C11_Tot_15_24,C11_Tot_25_34,C11_Tot_35_44,C11_Tot_45_54,C11_Tot_55_64,C11_Tot_65_74,C11_Tot_75_84,C11_Tot_85ov,C11_Tot_Tot,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85ov,C16_Buddhism_Tot,C16_Christ_Angl_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Angl_85ov,C16_Christ_Angl_Tot,C16_C_Assyr_Apo_0_14,C16_C_Assyr_Apo_15_24,C16_C_Assyr_Apo_25_34,C16_C_Assyr_Apo_35_44,C16_C_Assyr_Apo_45_54,C16_C_Assyr_Apo_55_64,C16_C_Assyr_Apo_65_74,C16_C_Assyr_Apo_75_84,C16_C_Assyr_Apo_85ov,C16_C_Assyr_Apo_Tot,C16_C_Baptist_0_14,C16_C_Baptist_15_24,C16_C_Baptist_25_34,C16_C_Baptist_35_44,C16_C_Baptist_45_54,C16_C_Baptist_55_64,C16_C_Baptist_65_74,C16_C_Baptist_75_84,C16_C_Baptist_85ov,C16_C_Baptist_Tot,C16_Christ_Breth_0_14,C16_Christ_Breth_15_24,C16_Christ_Breth_25_34,C16_Christ_Breth_35_44,C16_Christ_Breth_45_54,C16_Christ_Breth_55_64,C16_Christ_Breth_65_74,C16_Christ_Breth_75_84,C16_Christ_Breth_85ov,C16_Christ_Breth_Tot,C16_Ch_Catholic_0_14,C16_Ch_Catholic_15_24,C16_Ch_Catholic_25_34,C16_Ch_Catholic_35_44,C16_Ch_Catholic_45_54,C16_Ch_Catholic_55_64,C16_Ch_Catholic_65_74,C16_Ch_Catholic_75_84,C16_Ch_Catholic_85ov,C16_C_Catholic_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_Tot,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot
801041122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051049,4,427,86,35,4,0,0,0,0,556,0,38,12,0,0,0,0,0,0,51,0,24,60,16,0,0,0,0,0,103,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,11,0,12,4,0,0,0,0,0,0,12,6,658,149,16,5,6,0,0,0,834,0,161,51,7,0,0,0,0,0,226,12,1427,421,74,19,9,3,0,0,1965,0,55,38,11,3,0,0,0,0,105,0,89,11,3,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,26,10,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,178,41,10,3,0,3,0,0,236,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
801051050,340,199,209,302,314,248,185,227,130,2151,4,4,12,6,0,0,0,0,0,36,13,7,8,7,0,4,0,0,0,44,14,8,4,7,0,3,0,0,0,35,6,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,3,6,0,7,10,3,0,0,0,31,13,3,5,7,8,6,0,4,0,45,397,345,349,359,322,249,70,47,14,2151,56,59,73,50,79,51,32,47,60,508,854,644,695,765,754,570,293,329,211,5103,17,6,18,15,20,15,12,9,0,101,53,35,29,43,63,44,50,69,56,447,0,0,0,0,0,0,0,0,0,0,5,6,3,4,3,0,4,4,3,28,0,0,0,0,0,0,0,0,0,0,154,106,76,97,144,127,63,84,50,910,0,0,0,0,0,0,7,5,3,11,15,6,4,15,10,8,11,10,5,81,0,0,0,6,3,4,0,0,4,14
801051051,83,289,474,195,145,134,93,60,23,1501,12,27,52,13,3,3,0,0,0,104,15,41,70,12,0,6,3,0,0,155,0,9,5,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,18,0,5,10,8,3,0,0,0,0,24,0,9,20,9,4,0,0,0,0,49,99,533,760,200,115,83,24,14,10,1833,43,126,253,100,54,53,36,9,5,673,263,1101,1702,574,341,292,161,85,34,4557,5,54,66,28,21,10,6,8,0,199,11,42,73,36,33,32,23,13,8,273,0,0,0,0,0,0,0,0,0,0,0,12,24,7,0,8,3,0,3,50,0,0,0,0,0,0,0,0,0,0,49,121,246,111,96,60,53,20,16,768,0,0,0,0,0,0,0,0,0,0,3,9,12,6,4,0,8,6,4,50,0,0,0,0,0,0,4,0,0,4
801051053,23,317,232,102,90,83,26,16,7,883,4,38,27,5,0,0,0,0,0,77,8,63,42,8,3,5,0,0,0,121,0,8,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,3,5,0,0,0,0,0,0,14,0,9,9,0,0,0,0,0,0,19,14,653,240,79,51,49,9,5,0,1103,12,200,116,35,28,22,7,7,0,417,56,1415,700,238,178,157,38,26,7,2823,3,111,40,14,10,4,0,0,0,184,0,58,28,22,22,25,21,6,3,180,0,0,0,0,0,0,0,0,0,0,0,15,7,4,4,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,28,136,133,67,56,35,13,8,3,475,0,0,0,0,0,0,0,0,0,0,0,8,15,5,0,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0
801051054,138,124,153,114,106,87,85,84,33,919,0,0,14,0,0,0,0,0,0,17,13,7,19,12,3,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,4,0,6,3,4,0,0,0,16,0,4,3,6,3,4,0,0,0,18,114,188,209,119,98,66,22,12,0,832,24,34,58,23,30,15,9,10,6,210,308,376,486,285,253,177,121,102,38,2143,13,14,23,21,15,4,7,0,0,100,9,14,18,7,14,18,14,14,10,115,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,51,44,63,41,52,24,23,38,22,363,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,4,6,5,0,27,0,0,0,0,0,0,0,0,0,0
801051055,196,177,177,233,195,162,167,166,56,1523,4,3,13,3,3,4,0,0,0,25,12,4,14,5,7,3,0,0,0,37,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,4,10,10,4,0,0,0,0,23,4,4,15,10,4,3,0,0,0,35,296,250,314,254,168,108,34,12,9,1438,65,48,56,51,43,33,18,12,0,335,602,506,638,586,428,316,224,190,66,3553,24,20,63,51,28,13,4,3,0,217,32,24,20,37,45,29,37,39,14,262,0,0,0,0,0,0,0,0,0,0,8,4,9,5,4,8,5,0,4,37,0,0,0,0,0,0,0,0,0,0,101,53,69,74,79,52,46,64,24,557,0,0,0,0,0,0,0,0,0,3,11,9,5,0,14,10,14,17,0,83,6,0,0,0,0,0,0,0,0,9
801051056,218,114,128,194,202,161,175,150,41,1377,0,0,9,3,0,0,0,0,0,19,6,8,12,12,0,0,0,3,0,38,3,0,0,3,4,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,5,0,3,0,0,0,0,0,0,12,255,151,165,218,158,124,54,31,7,1156,64,26,40,37,25,18,12,11,3,235,559,304,368,476,408,307,245,195,48,2911,6,7,26,4,10,9,5,0,0,61,40,10,25,32,38,27,42,24,23,254,0,0,0,0,0,0,0,0,0,0,8,4,6,5,5,5,10,0,0,36,0,0,0,0,0,0,0,0,0,0,109,51,42,67,85,48,36,61,22,524,0,0,0,0,0,0,6,0,0,4,13,12,0,8,6,0,0,15,5,68,0,0,0,0,0,0,0,5,0,4
801051057,170,259,287,205,269,269,181,139,108,1892,0,4,41,0,5,4,0,3,0,75,13,0,14,12,6,3,0,0,0,58,0,0,0,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,0,16,0,0,4,0,4,0,0,0,0,25,3,5,6,0,10,0,0,0,0,36,223,283,480,244,191,153,39,33,12,1660,60,99,100,74,58,53,39,46,33,568,490,684,980,579,577,519,268,226,160,4489,32,29,79,50,26,13,16,3,0,247,37,30,43,35,46,66,45,42,36,380,0,0,0,0,0,0,0,0,0,0,3,8,9,0,5,4,3,0,0,35,0,0,0,0,0,0,0,0,0,0,97,83,130,83,100,95,94,78,45,802,0,0,0,0,0,0,0,0,0,0,11,13,8,13,17,11,19,11,7,104,0,0,6,0,0,3,0,0,0,12
801051058,310,228,253,306,293,207,136,172,79,1977,4,3,4,6,12,5,0,0,0,27,9,28,26,7,5,3,0,0,0,81,3,3,4,4,3,8,0,0,0,30,0,0,0,0,0,0,0,0,0,0,6,9,4,6,6,0,0,0,0,30,4,4,13,10,4,6,0,0,0,34,7,12,16,17,9,0,3,0,0,67,446,457,441,352,344,228,73,35,18,2389,96,88,85,72,57,57,30,14,5,514,893,837,874,805,749,517,250,224,102,5254,13,15,52,22,23,23,10,0,0,157,77,48,35,70,70,53,44,37,23,456,0,0,0,0,0,0,0,0,0,0,5,3,6,8,0,0,0,3,4,23,0,0,0,0,0,0,0,0,0,0,159,111,92,121,115,93,65,46,29,826,0,0,0,0,0,0,0,0,0,0,20,9,0,14,13,6,7,5,5,88,0,0,0,0,0,0,0,3,0,5
801051060,103,221,408,185,188,127,92,49,32,1408,6,8,31,4,4,4,0,0,0,55,6,17,22,10,7,4,3,0,0,69,0,8,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,0,8,6,3,3,0,0,0,0,23,4,8,13,7,3,0,0,3,0,35,104,289,509,194,142,116,65,24,5,1441,36,102,158,59,46,33,26,16,3,467,262,667,1172,481,400,293,187,91,37,3600,15,18,42,23,12,11,5,8,0,131,10,22,38,23,24,32,33,19,4,209,0,0,0,0,0,0,0,0,0,0,4,4,8,0,3,11,0,4,0,29,0,0,0,0,0,0,0,0,0,0,44,52,158,72,68,53,37,24,18,514,0,0,0,0,0,0,0,0,0,0,0,5,14,6,3,0,5,0,0,37,0,0,0,6,0,0,0,0,0,3
801051061,380,275,440,379,304,192,212,158,46,2390,19,8,37,19,8,7,0,7,0,94,15,3,25,14,3,0,0,0,0,61,4,0,6,9,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,6,6,9,6,4,0,0,0,29,3,6,9,9,6,4,0,0,0,39,382,282,475,340,270,143,40,18,3,1952,77,43,102,73,51,21,21,12,3,413,902,652,1132,865,671,380,281,200,54,5120,31,16,64,57,15,18,6,0,0,205,79,48,63,85,82,52,30,54,10,504,0,0,0,0,0,0,0,0,0,0,17,11,9,8,7,3,5,0,0,64,0,0,0,0,0,0,0,0,0,0,174,101,151,138,127,81,61,78,31,938,0,0,0,0,0,0,0,0,0,0,10,5,6,13,14,4,8,6,0,77,0,0,0,3,4,0,0,0,0,13
801051123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051124,274,188,157,230,269,205,132,160,94,1709,0,5,13,3,0,0,0,0,0,33,4,7,17,5,6,0,0,0,0,37,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,8,3,0,9,8,0,0,0,0,0,17,128,215,210,140,152,122,56,32,9,1066,40,50,37,45,41,43,22,15,6,296,447,476,448,441,486,390,210,208,108,3216,5,6,6,9,5,11,9,0,0,47,71,31,28,36,94,60,52,35,31,440,0,0,0,0,0,0,0,0,0,0,4,0,5,6,0,8,0,0,0,23,0,0,0,0,0,0,0,0,3,3,134,78,49,81,100,87,60,44,22,659,0,0,0,0,0,0,0,0,0,0,16,8,0,3,14,4,0,7,0,56,0,0,0,0,0,0,0,0,0,3
801051125,80,687,141,62,17,5,5,0,0,997,0,6,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,6,33,391,80,15,0,3,0,0,0,523,17,104,18,9,6,0,0,0,0,154,132,1215,248,86,20,10,0,0,0,1713,0,16,4,0,0,0,0,0,0,23,10,108,24,11,11,3,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,22,7,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,32,231,63,23,7,0,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
801051126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051127,84,90,84,76,134,107,60,35,29,696,0,4,10,0,3,0,0,4,0,20,11,12,20,10,0,0,0,0,0,53,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,8,0,3,7,0,0,0,0,0,0,8,41,106,97,59,68,67,40,15,3,493,31,43,70,33,25,28,10,10,0,252,177,262,296,182,248,213,118,55,32,1581,0,17,11,7,9,0,6,0,0,54,20,14,14,18,43,27,38,18,4,201,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,24,36,31,23,46,45,26,9,3,235,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0
801051128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061062,273,181,125,193,221,213,147,157,103,1604,4,7,3,0,6,0,0,0,0,23,3,3,8,9,7,6,4,0,0,26,7,3,0,6,3,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,0,15,164,110,121,101,122,93,65,31,20,831,27,26,29,20,17,47,15,18,9,209,496,331,294,340,382,373,226,214,136,2780,8,10,7,9,19,10,6,0,0,58,71,41,22,45,62,68,92,63,42,505,0,0,0,0,0,0,0,0,0,0,10,5,7,0,6,4,0,0,0,30,3,0,0,0,0,0,0,0,0,11,148,62,46,77,89,66,57,40,31,614,0,0,0,0,0,0,0,0,0,0,5,5,0,6,10,13,9,13,0,62,0,0,0,0,0,0,0,0,0,0
801061063,138,95,66,106,140,149,85,46,15,842,10,4,0,5,7,4,0,0,0,28,0,3,4,3,0,0,0,0,0,8,8,0,4,0,0,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,43,59,80,45,53,64,27,11,4,392,12,13,30,20,16,22,8,7,3,134,210,186,190,189,231,246,124,69,23,1468,3,8,0,9,4,7,0,0,0,29,31,21,10,20,34,37,36,24,5,216,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,54,42,51,40,62,38,53,21,8,361,0,0,0,0,0,0,0,0,0,0,18,9,0,10,10,7,4,6,0,75,0,0,0,0,0,0,0,0,0,4
801061064,257,239,304,250,355,279,165,133,67,2042,5,6,23,9,3,4,0,0,0,48,4,6,10,5,6,3,0,0,0,33,5,0,5,6,0,0,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,3,5,5,4,4,0,0,0,21,0,5,4,8,5,4,0,0,0,24,163,197,324,172,186,145,58,23,12,1283,58,45,75,56,77,47,17,11,5,391,507,503,757,506,637,487,248,168,82,3899,11,3,14,17,17,5,3,0,0,74,60,46,57,46,89,88,60,44,28,512,0,0,0,0,0,0,0,0,0,0,10,8,3,9,3,4,3,0,4,49,0,0,0,0,0,0,0,0,0,3,140,82,135,125,152,120,73,46,32,908,0,0,0,0,0,0,0,0,0,0,6,8,9,4,17,9,4,8,0,65,0,0,0,0,0,0,0,0,0,4
801061066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061067,475,278,391,448,450,318,223,225,208,3014,10,13,13,11,15,6,0,0,0,74,22,20,22,13,15,7,3,0,0,105,4,0,0,4,3,3,4,0,0,17,0,4,0,0,3,0,0,0,0,11,3,3,5,9,0,0,0,0,0,18,0,4,6,5,14,3,3,0,0,42,3,10,11,11,13,7,5,0,0,63,358,256,302,303,258,175,61,37,25,1781,102,64,56,102,61,41,14,11,11,471,996,658,811,914,864,579,324,273,255,5672,3,20,9,9,20,32,8,0,0,115,88,47,51,70,102,87,65,48,47,601,0,0,0,0,0,0,0,0,0,0,12,5,4,12,7,4,3,0,0,47,0,0,0,0,3,4,0,0,0,9,202,112,159,157,175,180,94,89,63,1227,0,0,0,0,0,0,0,0,0,9,6,11,7,9,17,20,8,9,5,94,0,0,0,0,0,0,0,0,0,6
801061068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061069,387,274,137,213,318,249,151,146,120,1996,14,12,6,8,8,6,0,3,0,46,14,7,9,8,12,12,6,0,0,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,9,0,0,0,0,3,3,0,0,0,10,4,3,0,3,4,4,0,0,0,18,149,138,95,109,140,114,52,16,21,825,38,34,23,22,36,38,11,10,10,230,616,485,279,378,522,417,216,182,157,3251,4,3,6,13,12,13,3,0,0,55,74,53,15,37,78,58,59,35,31,441,0,0,0,0,0,0,0,0,0,0,3,5,0,6,7,8,0,0,4,33,0,0,0,0,0,0,4,0,0,4,118,92,72,71,97,104,61,31,27,671,0,4,0,0,0,0,0,0,0,3,39,22,4,16,32,6,0,4,0,133,0,0,0,6,0,4,0,0,0,14
801061070,259,153,100,171,272,283,206,141,55,1647,6,3,13,0,3,3,5,0,0,24,13,8,0,9,0,0,0,0,0,27,3,5,0,0,5,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,0,0,0,10,0,5,0,0,4,4,0,0,0,10,144,146,124,99,129,184,73,25,10,938,34,35,22,27,31,33,16,8,3,215,452,348,263,314,451,529,304,181,71,2921,3,5,10,9,15,3,4,0,0,48,36,22,19,36,66,58,90,45,30,401,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,111,67,31,73,114,106,111,43,24,693,0,0,0,0,0,0,0,0,0,0,14,11,0,9,10,4,3,0,0,56,0,0,0,3,0,0,0,0,0,7
