SA2_CODE_2021,C16_M_25_29_Tot_LF,C16_M_25_29_Not_LF,C16_M_25_29_LF_NS,C16_M_25_29_Tot,C16_M_30_34_Em_FT,C16_M_30_34_Em_PT,C16_M_30_34_Em_AFW,C16_M_30_34_Em_Hrs_NS,C16_M_30_34_Em_Tot,C16_M_30_34_Unem_Look_FT,C16_M_30_34_Unem_Look_PT,C16_M_30_34_Unem_Tot,C16_M_30_34_Tot_LF,C16_M_30_34_Not_LF,C16_M_30_34_LF_NS,C16_M_30_34_Tot,C16_M_35_39_Em_FT,C16_M_35_39_Em_PT,C16_M_35_39_Em_AFW,C16_M_35_39_Em_Hrs_NS,C16_M_35_39_Em_Tot,C16_M_35_39_Unem_Look_FT,C16_M_35_39_Unem_Look_PT,C16_M_35_39_Unem_Tot,C16_M_35_39_Tot_LF,C16_M_35_39_Not_LF,C16_M_35_39_LF_NS,C16_M_35_39_Tot,C16_M_40_44_Em_FT,C16_M_40_44_Em_PT,C16_M_40_44_Em_AFW,C16_M_40_44_Em_Hrs_NS,C16_M_40_44_Em_Tot,C16_M_40_44_Unem_Look_FT,C16_M_40_44_Unem_Look_PT,C16_M_40_44_Unem_Tot,C16_M_40_44_Tot_LF,C16_M_40_44_Not_LF,C16_M_40_44_LF_NS,C16_M_40_44_Tot,C16_M_45_49_Em_FT,C16_M_45_49_Em_PT,C16_M_45_49_Em_AFW,C16_M_45_49_Em_Hrs_NS,C16_M_45_49_Em_Tot,C16_M_45_49_Unem_Look_FT,C16_M_45_49_Unem_Look_PT,C16_M_45_49_Unem_Tot,C16_M_45_49_Tot_LF,C16_M_45_49_Not_LF,C16_M_45_49_LF_NS,C16_M_45_49_Tot,C16_M_50_54_Em_FT,C16_M_50_54_Em_PT,C16_M_50_54_Em_AFW,C16_M_50_54_Em_Hrs_NS,C16_M_50_54_Em_Tot,C16_M_50_54_Unem_Look_FT,C16_M_50_54_Unem_Look_PT,C16_M_50_54_Unem_Tot,C16_M_50_54_Tot_LF,C16_M_50_54_Not_LF,C16_M_50_54_LF_NS,C16_M_50_54_Tot,C16_M_55_59_Em_FT,C16_M_55_59_Em_PT,C16_M_55_59_Em_AFW,C16_M_55_59_Em_Hrs_NS,C16_M_55_59_Em_Tot,C16_M_55_59_Unem_Look_FT,C16_M_55_59_Unem_Look_PT,C16_M_55_59_Unem_Tot,C16_M_55_59_Tot_LF,C16_M_55_59_Not_LF,C16_M_55_59_LF_NS,C16_M_55_59_Tot,C16_M_60_64_Em_FT,C16_M_60_64_Em_PT,C16_M_60_64_Em_AFW,C16_M_60_64_Em_Hrs_NS,C16_M_60_64_Em_Tot,C16_M_60_64_Unem_Look_FT,C16_M_60_64_Unem_Look_PT,C16_M_60_64_Unem_Tot,C16_M_60_64_Tot_LF,C16_M_60_64_Not_LF,C16_M_60_64_LF_NS,C16_M_60_64_Tot,C16_M_65_69_Em_FT,C16_M_65_69_Em_PT,C16_M_65_69_Em_AFW,C16_M_65_69_Em_Hrs_NS,C16_M_65_69_Em_Tot,C16_M_65_69_Unem_Look_FT,C16_M_65_69_Unem_Look_PT,C16_M_65_69_Unem_Tot,C16_M_65_69_Tot_LF,C16_M_65_69_Not_LF,C16_M_65_69_LF_NS,C16_M_65_69_Tot,C16_M_70_74_Em_FT,C16_M_70_74_Em_PT,C16_M_70_74_Em_AFW,C16_M_70_74_Em_Hrs_NS,C16_M_70_74_Em_Tot,C16_M_70_74_Unem_Look_FT,C16_M_70_74_Unem_Look_PT,C16_M_70_74_Unem_Tot,C16_M_70_74_Tot_LF,C16_M_70_74_Not_LF,C16_M_70_74_LF_NS,C16_M_70_74_Tot,C16_M_75over_Em_FT,C16_M_75over_Em_PT,C16_M_75over_Em_AFW,C16_M_75over_Em_Hrs_NS,C16_M_75over_Em_Tot,C16_M_75over_Unem_Lo_ft_wor,C16_M_75over_Unem_Lo_pt_wor,C16_M_75over_Unempl_Tot,C16_M_75over_Tot_LF,C16_M_75over_Not_LF,C16_M_75over_LF_NS,C16_M_75over_Tot,C16_M_Tot_Em_FT,C16_M_Tot_Em_PT,C16_M_Tot_Em_AFW,C16_M_Tot_Em_Hrs_NS,C16_M_Tot_Em_Tot,C16_M_Tot_Unem_Look_FT,C16_M_Tot_Unem_Look_PT,C16_M_Tot_Unem_Tot,C16_M_Tot_Tot_labo_for,C16_M_Tot_Not_LF,C16_M_Tot_LF_NS,C16_M_Tot_Tot,C21_M_15_19_Em_FT,C21_M_15_19_Em_PT,C21_M_15_19_Em_AFW,C21_M_15_19_Em_Hrs_NS,C21_M_15_19_Em_Tot,C21_M_15_19_Unem_Look_FT,C21_M_15_19_Unem_Look_PT,C21_M_15_19_Unem_Tot,C21_M_15_19_Tot_LF,C21_M_15_19_Not_LF,C21_M_15_19_LF_NS,C21_M_15_19_Tot,C21_M_20_24_Em_FT,C21_M_20_24_Em_PT,C21_M_20_24_Em_AFW,C21_M_20_24_Em_Hrs_NS,C21_M_20_24_Em_Tot,C21_M_20_24_Unem_Look_FT,C21_M_20_24_Unem_Look_PT,C21_M_20_24_Unem_Tot,C21_M_20_24_Tot_LF,C21_M_20_24_Not_LF,C21_M_20_24_LF_NS,C21_M_20_24_Tot,C21_M_25_29_Em_FT,C21_M_25_29_Em_PT,C21_M_25_29_Em_AFW,C21_M_25_29_Em_Hrs_NS,C21_M_25_29_Em_Tot,C21_M_25_29_Unem_Look_FT,C21_M_25_29_Unem_Look_PT,C21_M_25_29_Unem_Tot,C21_M_25_29_Tot_LF,C21_M_25_29_Not_LF,C21_M_25_29_LF_NS,C21_M_25_29_Tot,C21_M_30_34_Em_FT,C21_M_30_34_Em_PT,C21_M_30_34_Em_AFW,C21_M_30_34_Em_Hrs_NS,C21_M_30_34_Em_Tot,C21_M_30_34_Unem_Look_FT,C21_M_30_34_Unem_Look_PT,C21_M_30_34_Unem_Tot,C21_M_30_34_Tot_LF,C21_M_30_34_Not_LF,C21_M_30_34_LF_NS,C21_M_30_34_Tot,C21_M_35_39_Em_FT,C21_M_35_39_Em_PT,C21_M_35_39_Em_AFW,C21_M_35_39_Em_Hrs_NS,C21_M_35_39_Em_Tot,C21_M_35_39_Unem_Look_FT,C21_M_35_39_Unem_Look_PT,C21_M_35_39_Unem_Tot,C21_M_35_39_Tot_LF,C21_M_35_39_Not_LF,C21_M_35_39_LF_NS,C21_M_35_39_Tot,C21_M_40_44_Em_FT,C21_M_40_44_Em_PT,C21_M_40_44_Em_AFW,C21_M_40_44_Em_Hrs_NS
801091105,104,3,21,132,95,18,3,4,118,5,0,5,120,7,21,146,78,19,0,0,98,3,0,10,102,14,15,129,62,8,0,0,70,3,0,3,73,16,3,99,70,14,0,0,92,0,0,0,92,13,7,111,56,9,7,0,67,6,0,6,72,13,5,90,43,5,0,0,57,0,0,0,61,24,5,86,17,6,0,4,29,0,0,4,33,24,12,67,3,5,0,0,14,0,0,0,14,41,3,57,0,0,0,0,5,0,0,0,8,43,3,52,0,7,0,0,7,0,0,0,5,124,13,142,552,163,24,13,752,43,20,52,808,389,116,1315,6,21,0,0,22,0,4,10,34,44,3,82,43,40,0,4,88,3,4,12,99,15,10,118,98,39,0,0,142,0,3,0,146,9,7,161,95,37,3,0,134,0,0,0,133,7,4,142,78,30,3,0,117,0,0,0,118,11,9,133,83,16,3,0
801091106,105,9,6,112,88,12,0,0,108,0,0,3,110,8,13,125,90,17,0,3,117,5,0,4,124,5,4,127,78,11,3,4,95,3,0,3,97,5,7,110,79,8,5,0,92,0,0,0,94,12,7,107,60,8,0,3,69,0,0,0,72,3,0,79,56,12,4,0,64,3,0,9,71,25,3,97,40,17,0,0,62,0,0,3,57,25,4,94,6,15,0,0,18,0,4,0,18,35,3,64,3,7,0,0,10,0,0,0,10,41,0,49,0,5,0,0,5,0,0,0,5,121,6,133,613,194,26,13,846,27,18,45,893,341,61,1290,6,28,3,0,39,0,10,11,53,33,3,89,39,18,3,0,62,7,3,6,66,9,0,80,99,33,0,0,135,3,0,7,141,6,9,156,78,26,10,0,118,5,0,7,118,8,7,138,84,20,0,0,110,4,0,4,108,3,8,124,86,13,5,0
801091107,13,0,0,20,7,0,0,0,8,0,0,0,8,3,0,10,12,3,0,0,18,0,0,0,18,0,5,18,14,0,0,0,15,0,0,0,24,0,0,20,31,5,0,0,33,0,0,0,33,3,0,36,32,3,0,0,33,0,0,0,33,0,3,38,22,0,0,0,26,0,0,0,26,3,4,34,22,5,0,0,32,4,0,4,29,6,3,41,13,3,0,0,21,0,0,0,21,19,3,44,3,5,0,0,9,0,0,0,12,15,0,28,3,6,0,0,8,0,0,0,8,28,4,45,178,63,8,7,252,4,5,6,260,122,31,412,0,10,0,0,10,0,0,0,10,15,0,26,12,11,0,0,22,0,0,0,22,4,0,29,16,3,0,0,24,0,0,0,23,0,0,30,9,0,0,0,6,0,0,0,6,0,0,13,12,0,0,0,15,0,0,0,14,0,0,18,15,3,0,0
801091108,45,11,5,59,58,8,0,0,66,4,0,4,69,0,0,71,51,3,0,0,47,0,0,0,54,4,0,57,73,13,7,0,83,3,0,3,84,4,4,91,68,11,3,0,82,0,0,0,82,4,0,84,69,9,0,0,74,0,0,0,80,11,7,101,44,8,0,0,54,0,0,4,61,8,4,71,29,5,0,0,42,0,0,0,42,20,3,70,9,9,0,0,19,0,0,3,25,40,4,58,3,3,0,0,11,0,0,0,11,45,3,57,0,0,0,0,0,0,0,0,4,104,9,114,471,110,26,5,615,24,14,36,658,304,55,1015,5,39,3,0,44,0,8,9,54,45,5,105,33,23,6,0,59,0,3,0,67,15,0,79,50,15,5,0,68,0,0,0,66,7,3,77,42,11,0,0,53,0,0,3,57,3,0,61,55,8,3,0,75,0,0,0,72,0,0,74,54,7,0,0
801091109,192,17,10,215,159,43,4,9,217,7,0,15,224,17,24,269,110,33,4,5,148,4,0,4,154,9,10,165,59,18,0,7,85,6,0,6,93,8,9,114,45,12,0,0,57,0,0,0,58,10,6,76,46,5,0,0,55,3,0,3,58,4,8,68,30,3,3,0,39,0,6,7,44,14,16,76,15,7,0,0,22,0,0,0,25,9,8,40,3,7,0,0,15,0,0,0,14,27,9,45,0,0,0,0,4,0,0,0,7,15,5,30,0,0,0,0,0,0,0,0,0,38,4,43,662,184,16,17,883,32,18,53,934,190,114,1236,3,17,4,0,22,0,0,3,26,21,4,51,117,39,3,5,164,4,5,3,164,18,9,194,304,77,7,9,392,5,0,5,396,15,20,437,310,59,12,3,390,11,5,12,398,16,23,439,194,46,14,6,261,6,3,14,269,15,5,296,136,36,0,4
801091110,53,0,0,59,34,8,0,0,41,0,0,0,42,0,9,44,34,12,5,0,55,5,0,4,53,0,0,60,69,6,0,0,78,0,0,0,78,7,4,90,77,15,3,0,97,0,0,0,99,5,0,102,49,6,0,0,65,0,0,0,67,9,5,78,44,3,0,0,52,3,0,3,52,11,0,62,25,13,0,0,40,0,0,3,41,20,0,61,5,12,0,0,18,0,0,0,21,20,3,44,3,3,0,0,10,0,0,0,10,36,3,51,0,5,0,0,6,0,0,0,6,69,3,80,400,158,11,11,579,21,11,30,612,234,35,882,9,19,3,0,31,0,10,16,44,41,4,85,29,26,0,0,65,4,5,10,77,10,7,86,28,0,0,0,32,0,0,0,35,5,4,39,56,7,4,5,70,3,0,3,70,4,9,82,52,15,0,0,65,0,0,0,65,7,0,73,76,17,0,0
801101134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101135,73,0,10,91,83,9,4,7,97,0,0,0,103,0,9,108,81,8,0,0,91,3,0,5,98,7,10,109,63,7,0,0,72,0,0,0,72,4,3,85,38,8,0,0,48,0,0,4,52,6,4,57,23,4,0,0,27,0,0,0,27,0,7,35,15,3,0,0,19,0,0,0,17,0,0,20,7,0,0,0,8,0,0,0,8,6,0,12,3,5,0,0,5,0,0,0,8,10,0,18,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,9,0,9,403,72,16,10,501,7,5,14,515,73,48,634,7,53,0,0,60,0,7,7,66,45,5,116,68,52,3,9,123,0,3,9,131,14,5,147,202,46,8,0,250,7,3,12,263,11,15,289,205,51,8,5,263,4,0,4,271,9,8,290,223,31,6,6,267,4,0,7,272,9,9,293,180,30,3,5
801101136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,3,0,19,0,0,0,27,23,0,51,38,14,0,0,56,0,3,3,61,9,0,71,113,7,0,0,123,0,0,0,122,5,7,138,131,16,0,3,150,0,0,0,156,11,4,168,151,8,3,3,164,0,4,5,168,4,3,169,136,7,0,0
801101137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101139,202,5,26,237,137,16,3,0,160,0,0,3,164,6,13,175,142,11,9,6,160,0,0,5,164,4,7,174,80,4,0,0,88,0,0,0,88,0,0,91,52,4,4,0,62,0,0,0,62,0,5,68,45,4,0,0,54,0,0,0,58,4,3,67,19,8,4,0,22,0,0,0,23,9,7,29,18,3,3,0,26,0,0,0,26,6,3,38,3,6,0,0,9,0,0,0,9,12,0,25,0,3,0,0,3,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,9,0,10,740,110,33,10,896,15,9,19,909,84,74,1072,8,19,0,0,24,5,0,9,34,35,0,69,66,32,0,0,107,4,0,4,105,12,6,130,157,37,4,0,199,0,0,0,207,13,12,232,173,38,8,0,217,4,3,3,220,11,14,251,158,26,4,0,193,5,0,7,196,3,8,211,156,14,3,0
801101145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801111140,15,0,3,15,15,0,4,0,16,0,0,0,20,0,6,24,22,0,0,0,23,0,0,0,27,0,0,33,17,3,0,0,21,0,0,0,21,0,0,20,16,5,0,0,19,0,0,0,19,0,0,16,13,0,3,0,19,0,0,0,19,0,3,25,8,3,0,0,14,0,0,0,14,0,3,14,5,0,0,0,12,0,0,0,13,7,3,16,4,0,0,0,4,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,4,126,28,11,0,167,4,0,4,175,27,23,219,4,11,0,0,8,0,0,0,12,5,0,20,10,0,0,0,16,0,0,0,17,0,0,19,23,0,4,0,23,0,0,0,23,0,0,26,9,0,0,0,12,0,0,0,12,0,0,11,14,0,0,0,19,0,0,0,19,0,0,19,18,4,4,0
801111141,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899999499,27,3,3,36,3,3,0,5,13,6,0,6,19,7,8,29,5,5,0,0,15,0,0,0,17,7,10,34,13,0,0,0,6,0,0,6,18,13,12,35,0,0,0,0,0,0,0,0,8,5,5,14,5,0,0,5,14,3,0,3,14,7,11,29,4,0,0,0,12,0,0,0,10,3,3,18,0,0,0,0,0,0,0,0,0,10,9,23,0,0,0,0,0,0,0,0,0,7,4,15,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,4,0,3,65,23,9,8,109,24,3,23,127,87,73,295,0,3,0,0,10,4,0,4,17,9,0,23,11,9,0,0,18,6,3,13,27,8,6,44,7,8,0,0,17,3,0,5,17,9,0,32,11,4,4,0,18,0,0,0,15,6,12,30,8,0,0,0,12,0,0,0,13,7,12,34,10,3,0,0
