sal_code,sal_name,state,latitude,longitude,area_km2,abs_area_km2,sa2_mappings,police_district,police_mapping_confidence,classification_type,economic_base,last_updated,data_source
50069,Banksia Grove,WA,-31.69625929407606,115.80539638997513,4.717706785497961,4.7182,"[{'sa2_code': '505031100', 'sa2_name': 'Carramar', 'population_weight': 1.0, 'area_weight': 1.0, 'match_confidence': 0.9}]",,0.0,Urban,"['Services', 'Finance']",2025-09-15T00:00:00.000Z,ABS_SAL_2021_FINAL
50070,Banksiadale,WA,-32.6292429194949,116.13687646440461,235.6820617698752,235.682,"[{'sa2_code': '509031248', 'sa2_name': 'Murray', 'population_weight': 1.0, 'area_weight': 1.0, 'match_confidence': 0.9}]",,0.0,Remote,['Mixed Economy'],2025-09-15T00:00:00.000Z,ABS_SAL_2021_FINAL
50071,Bannister (WA),WA,-32.679525294409515,116.44597454252161,421.2639872493138,421.2639,"[{'sa2_code': '101051540', 'sa2_name': 'Goulburn Surrounds', 'population_weight': 1.0, 'area_weight': 1.0, 'match_confidence': 0.7}]",,0.0,Remote,['Mixed Economy'],2025-09-15T00:00:00.000Z,ABS_SAL_2021_FINAL
50072,Barbalin,WA,-30.899338609272522,118.11572334582831,165.34241684829,165.3424,"[{'sa2_code': '509021242', 'sa2_name': 'Mukinbudin', 'population_weight': 1.0, 'area_weight': 1.0, 'match_confidence': 0.9}]",,0.0,Remote,['Mixed Economy'],2025-09-15T00:00:00.000Z,ABS_SAL_2021_FINAL
50073,Barberton,WA,-30.732770805464362,116.01210164469772,111.74528209267477,111.7453,"[{'sa2_code': '509021241', 'sa2_name': 'Moora', 'population_weight': 1.0, 'area_weight': 1.0, 'match_confidence': 0.9}]",,0.0,Remote,['Mixed Economy'],2025-09-15T00:00:00.000Z,ABS_SAL_2021_FINAL
50074,Barrabup,WA,-33.901359043073036,115.66564661792451,201.64976475940625,201.6497,"[{'sa2_code': '501031020', 'sa2_name': 'Pemberton', 'population_weight': 1.0, 'area_weight': 1.0, 'match_confidence': 0.9}]",,0.0,Remote,['Mixed Economy'],2025-09-15T00:00:00.000Z,ABS_SAL_2021_FINAL
50075,Barragup,WA,-32.53794658090897,115.79242909638467,15.618686591660426,15.6186,"[{'sa2_code': '502011026', 'sa2_name': 'Mandurah - East', 'population_weight': 1.0, 'area_weight': 1.0, 'match_confidence': 0.7}]",,0.0,Remote,['Mixed Economy'],2025-09-15T00:00:00.000Z,ABS_SAL_2021_FINAL
50076,Barrow Island,WA,-20.761027630472164,115.41025576527454,263.66014440511634,263.6601,"[{'sa2_code': '510031271', 'sa2_name': 'Ashburton (WA)', 'population_weight': 1.0, 'area_weight': 1.0, 'match_confidence': 0.9}]",,0.0,Coastal,['Tourism'],2025-09-15T00:00:00.000Z,ABS_SAL_2021_FINAL
50077,Baskerville,WA,-31.79775648826088,116.04355600639302,6.651078627745832,6.651,"[{'sa2_code': '504031060', 'sa2_name': 'Gidgegannup', 'population_weight': 1.0, 'area_weight': 1.0, 'match_confidence': 0.7}]",,0.0,Urban,"['Services', 'Finance']",2025-09-15T00:00:00.000Z,ABS_SAL_2021_FINAL
50078,Bassendean (WA),WA,-31.906453547334003,115.94535069888018,7.33233094052074,7.3327,"[{'sa2_code': '110021192', 'sa2_name': 'Inverell Surrounds - East', 'population_weight': 1.0, 'area_weight': 1.0, 'match_confidence': 0.7}]",,0.0,Urban,"['Services', 'Finance']",2025-09-15T00:00:00.000Z,ABS_SAL_2021_FINAL
